state,district,year,bank_branches,loan_amount,deposit_amount,digital_transactions,financial_inclusion,credit_growth,atm_count
Tamil Nadu,Ramanathapuram,2022,90.42,74.62,63.5,19.57,83.19,71.58,55.41
Manipur,Chandel,2017,26.35,34.34,62.28,73.57,34.2,30.54,16.59
Madhya Pradesh,Raisen,2020,14.72,35.2,33.63,69.46,78.6,74.22,67.19
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2015,88.79,39.86,71.61,15.39,27.14,95.63,71.96
Odisha,Boudh,2021,82.51,28.7,51.16,62.35,26.19,96.37,83.83
Jharkhand,East Singhbhum,2015,11.72,80.47,10.92,68.89,80.53,85.98,92.07
Jharkhand,Giridih,2018,27.6,90.53,37.93,78.32,19.8,75.89,53.39
Mizoram,Lunglei,2016,11.97,55.46,87.0,17.25,39.34,52.48,37.99
Haryana,Panipat,2022,11.64,41.1,23.56,16.35,58.47,92.85,66.89
Haryana,Karnal,2024,40.02,65.6,71.22,21.99,37.1,29.02,18.5
Uttar Pradesh,Rampur,2021,32.46,87.82,12.19,66.37,14.63,85.52,89.16
Madhya Pradesh,Niwari,2021,84.12,10.33,78.55,54.24,65.13,22.35,44.03
Odisha,Kandhamal,2024,65.17,81.07,96.53,39.02,51.93,97.72,92.41
Maharashtra,Nandurbar,2015,42.08,39.7,23.68,99.4,22.14,19.76,53.68
Odisha,Nabarangpur,2016,48.72,10.33,69.28,14.05,23.32,69.3,63.9
Gujarat,Chhota Udepur,2018,48.44,40.91,78.94,51.19,68.36,70.05,15.83
Rajasthan,Khairthal-Tijara,2025,97.47,74.86,11.9,63.09,39.36,23.15,18.55
Uttar Pradesh,Sant Kabir Nagar,2022,75.59,23.38,96.85,54.3,22.34,14.2,47.41
Jharkhand,Khunti,2025,14.76,76.28,10.56,75.26,87.11,20.7,78.84
Andhra Pradesh,Srikakulam,2018,52.86,86.82,25.37,46.89,26.41,33.3,44.56
Nagaland,Kiphire,2018,44.1,53.08,84.64,50.28,43.23,14.34,13.28
Gujarat,Jamnagar,2022,95.38,32.23,28.47,31.4,48.82,90.58,98.87
Madhya Pradesh,Mandsaur,2020,50.54,21.7,46.25,85.13,28.66,84.75,61.07
Kerala,Malappuram,2015,56.99,22.05,92.82,47.95,44.08,71.01,72.81
Himachal Pradesh,Shimla,2021,82.96,45.13,63.61,45.17,79.85,16.13,83.01
Meghalaya,West Garo Hills,2020,90.97,56.5,21.33,88.58,21.26,25.14,85.26
Madhya Pradesh,Hoshangabad (Narmadapuram),2015,41.07,53.34,94.59,38.54,22.76,19.49,47.97
Chhattisgarh,Bemetara,2025,26.26,22.38,10.61,39.7,53.56,91.08,30.17
Odisha,Dhenkanal,2024,42.46,63.09,92.08,44.97,44.41,28.65,40.05
Uttar Pradesh,Kanpur Nagar,2022,66.65,34.98,91.25,16.67,13.05,74.02,92.36
Uttar Pradesh,Meerut,2020,54.51,16.59,41.98,50.22,93.44,26.7,85.93
Uttarakhand,Champawat,2021,95.64,78.28,17.89,98.08,96.13,30.02,98.33
Himachal Pradesh,Hamirpur,2024,11.8,19.36,64.36,26.66,40.48,91.29,10.28
Gujarat,Porbandar,2024,67.08,84.84,37.55,93.88,45.74,54.09,78.03
Tamil Nadu,Thiruvarur,2022,91.52,84.15,34.53,38.34,22.37,66.96,82.98
Mizoram,Champhai,2018,82.43,94.62,19.02,62.04,75.38,74.69,77.65
Bihar,Bhojpur,2025,98.22,93.55,16.3,67.14,63.84,94.98,43.32
Chhattisgarh,Dhamtari,2018,73.4,45.31,80.94,91.73,21.83,77.04,63.65
Jharkhand,Sahebganj,2018,39.27,86.05,91.81,56.12,94.14,50.97,82.36
Rajasthan,Sri Ganganagar,2024,17.42,85.93,20.21,95.42,98.91,73.6,14.57
Jharkhand,Palamu,2025,78.72,96.14,28.32,30.25,70.95,94.2,77.2
Andhra Pradesh,Nandyal,2018,55.2,10.11,77.67,36.68,43.73,59.58,48.29
Haryana,Fatehabad,2020,55.33,34.54,28.16,11.99,11.4,93.68,95.65
Tamil Nadu,Pudukkottai,2025,68.12,53.43,85.07,52.32,21.19,93.4,14.77
Haryana,Sonipat,2016,76.54,27.08,48.82,84.91,14.8,91.54,99.92
Kerala,Palakkad,2021,53.6,18.66,51.17,93.04,50.44,73.71,56.83
Jharkhand,West Singhbhum,2023,79.54,13.89,47.1,24.51,78.12,31.27,29.09
Tamil Nadu,Namakkal,2025,45.45,14.23,36.16,35.77,44.25,14.81,65.16
Uttarakhand,Nainital,2024,13.51,80.98,17.62,87.68,71.17,62.03,70.03
Assam,Kamrup,2024,70.2,98.65,26.96,64.04,28.43,16.43,82.07
Tripura,West Tripura,2019,31.48,25.3,35.27,42.8,28.14,56.64,94.62
Madhya Pradesh,Chhatarpur,2018,74.28,24.61,94.69,62.38,47.67,98.04,65.7
Telangana,Yadadri Bhuvanagiri,2024,74.8,99.64,11.48,46.61,60.87,12.26,16.17
Gujarat,Aravalli,2021,99.74,73.47,62.5,51.32,92.77,59.78,56.1
Karnataka,Davanagere,2024,49.91,62.11,96.7,86.1,49.83,96.99,95.7
Uttar Pradesh,Moradabad,2018,25.08,64.37,68.35,80.44,50.15,93.36,87.46
Telangana,Nirmal,2015,60.14,26.03,39.04,44.95,85.23,11.72,69.15
Madhya Pradesh,Barwani,2017,62.29,38.79,40.24,59.13,51.01,97.88,32.41
Uttar Pradesh,Kanpur Dehat,2022,11.69,13.63,59.66,60.53,75.36,30.16,18.03
Arunachal Pradesh,Tirap,2020,98.58,27.97,20.99,71.26,37.05,58.13,53.68
Bihar,Muzaffarpur,2023,92.82,23.39,63.86,88.9,90.84,52.83,11.26
Uttar Pradesh,Shamli,2023,87.55,72.35,58.42,68.39,24.31,35.37,97.88
Bihar,Madhubani,2022,21.08,84.6,80.3,48.08,38.77,20.17,61.61
Madhya Pradesh,Sehore,2020,58.9,76.74,71.53,53.45,61.18,43.61,24.24
Odisha,Bargarh,2019,25.36,16.33,19.64,43.19,21.05,40.58,94.73
Maharashtra,Sangli,2022,94.6,99.43,89.34,92.88,31.12,92.47,73.61
Gujarat,Junagadh,2015,14.76,55.71,73.71,80.58,48.16,99.41,55.75
Uttarakhand,Haridwar,2018,87.22,99.85,35.93,21.83,46.89,83.25,64.01
Rajasthan,Didwana-Kuchaman,2023,67.72,69.77,28.03,40.88,70.75,23.27,58.8
Nagaland,Tuensang,2018,41.18,68.15,19.67,43.25,60.48,13.54,57.96
Assam,West Karbi Anglong,2024,36.99,49.86,86.49,79.15,42.62,77.81,50.62
Uttar Pradesh,Balrampur,2019,93.37,86.86,82.53,61.67,90.34,69.05,35.01
Himachal Pradesh,Kangra,2024,95.5,66.48,88.73,12.02,88.12,78.2,29.23
Uttar Pradesh,Gorakhpur,2022,21.34,39.22,32.18,93.14,14.82,38.12,61.93
Madhya Pradesh,Dindori,2016,90.4,82.18,10.91,44.97,90.18,18.8,52.25
Rajasthan,Bundi,2020,71.51,53.97,24.64,76.44,75.54,26.12,60.05
Bihar,Bhojpur,2015,82.2,87.42,67.79,78.86,72.33,52.04,96.9
Himachal Pradesh,Chamba,2022,13.74,98.64,80.49,11.71,83.09,85.81,13.8
Assam,Barpeta,2025,55.64,78.62,28.14,72.2,98.48,82.69,58.57
Uttar Pradesh,Agra,2022,86.57,62.0,23.7,42.85,17.58,73.34,82.27
Madhya Pradesh,Seoni,2017,37.7,63.4,51.45,68.29,55.19,19.69,11.9
Punjab,Bathinda,2025,55.97,88.81,84.67,94.95,37.41,22.3,66.74
Gujarat,Devbhoomi Dwarka,2016,28.45,11.19,29.27,67.92,91.86,40.53,62.87
Karnataka,Chamarajanagar,2022,43.13,77.44,45.03,26.36,84.56,58.66,26.32
West Bengal,Purulia,2016,57.04,77.8,16.6,32.02,14.8,73.3,82.43
Maharashtra,Raigad,2020,70.82,65.6,61.88,46.19,20.04,84.47,65.83
Chhattisgarh,Korba,2024,91.7,22.04,68.88,63.5,18.73,22.96,22.41
Maharashtra,Nanded,2022,26.46,74.39,91.06,16.84,73.55,71.17,37.69
Chhattisgarh,Sarangarh-Bilaigarh,2020,18.3,14.79,11.48,16.21,89.49,67.88,17.49
Uttar Pradesh,Kushinagar,2018,41.86,44.93,67.82,78.56,98.11,60.28,68.99
Gujarat,Amreli,2020,32.16,50.58,72.64,42.09,30.08,89.74,22.16
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2024,51.17,80.07,68.23,58.74,82.22,67.83,36.63
Gujarat,Bharuch,2021,28.97,72.23,41.47,74.71,85.57,21.88,41.22
Madhya Pradesh,Tikamgarh,2016,16.28,27.27,26.27,35.61,98.63,36.59,71.27
Punjab,Faridkot,2017,95.38,33.04,36.05,84.59,79.48,75.28,67.29
Nagaland,Kiphire,2020,51.19,43.57,51.2,30.7,65.92,69.66,10.37
Gujarat,Junagadh,2023,18.38,30.15,39.37,77.21,37.0,86.48,48.07
Uttarakhand,Udham Singh Nagar,2019,36.87,73.64,32.48,75.61,82.6,30.16,29.75
Chhattisgarh,Kabirdham,2024,31.65,64.43,19.73,34.11,79.66,33.85,85.38
Himachal Pradesh,Shimla,2018,96.83,81.65,56.49,17.04,78.64,72.27,83.35
Rajasthan,Kekri,2024,52.69,74.02,20.85,81.03,52.07,91.16,82.55
Madhya Pradesh,Mandla,2015,66.36,82.57,32.89,17.74,44.1,90.04,36.94
Maharashtra,Chandrapur,2024,87.87,65.01,96.94,14.63,39.21,18.05,52.51
Gujarat,Porbandar,2025,89.95,11.28,16.65,52.75,24.64,18.48,44.92
Maharashtra,Nashik,2025,20.02,22.83,73.29,26.68,22.62,33.63,99.66
Uttar Pradesh,Prayagraj,2024,38.11,91.59,84.88,60.16,65.4,45.03,84.52
Maharashtra,Pune,2016,95.08,24.05,48.9,29.31,44.94,21.0,36.95
Odisha,Rayagada,2024,32.64,91.84,60.85,13.51,74.05,92.45,78.32
Jharkhand,Bokaro,2018,27.41,16.73,77.29,97.3,74.99,87.85,96.23
Uttarakhand,Pithoragarh,2018,77.07,30.79,65.8,82.84,27.43,44.23,61.13
Tamil Nadu,Thoothukudi,2024,27.81,20.14,78.35,49.92,78.99,23.51,74.76
Meghalaya,North Garo Hills,2016,49.48,63.26,16.45,25.28,85.4,95.3,86.01
West Bengal,Purba Bardhaman,2024,46.85,17.99,19.62,95.78,35.94,80.43,25.55
Uttar Pradesh,Bhadohi,2021,58.52,50.92,77.57,27.08,77.13,95.66,45.69
Assam,Biswanath,2015,72.43,17.26,35.89,24.5,31.69,15.27,92.82
Rajasthan,Bharatpur,2024,91.21,24.86,43.1,50.67,56.81,25.5,13.87
Karnataka,Uttara Kannada,2019,88.35,24.0,97.9,66.9,23.36,67.89,75.87
Maharashtra,Amravati,2020,13.15,75.89,85.64,94.01,86.83,77.29,79.46
Himachal Pradesh,Una,2021,72.2,94.06,15.87,88.1,29.4,50.92,33.39
Uttar Pradesh,Mirzapur,2025,25.11,64.7,20.52,48.26,44.3,15.01,24.54
West Bengal,North 24 Parganas,2024,89.4,66.08,80.03,73.17,67.23,59.42,94.61
Chhattisgarh,Sakti,2019,61.45,49.96,43.72,50.56,54.83,99.22,42.42
Uttar Pradesh,Saharanpur,2016,74.28,77.41,59.95,23.82,62.38,11.93,83.38
Tripura,Unakoti,2020,40.95,22.27,81.12,77.16,78.98,13.9,57.47
Assam,Barpeta,2024,39.06,23.35,89.37,97.56,13.99,58.74,40.76
Goa,South Goa,2017,40.36,47.61,84.59,79.98,31.33,77.74,33.17
Madhya Pradesh,Damoh,2018,68.26,90.22,83.14,66.44,23.06,79.74,22.87
Uttar Pradesh,Budaun,2018,23.51,20.38,31.54,21.89,30.24,86.35,51.16
Sikkim,Gangtok,2024,37.86,40.32,85.36,60.72,68.92,92.95,50.67
Tripura,South Tripura,2018,99.0,94.79,84.53,33.37,82.41,48.9,51.04
Uttar Pradesh,Rae Bareli,2015,26.64,43.52,60.73,42.37,74.61,54.44,93.63
Uttar Pradesh,Barabanki,2022,79.81,60.63,41.6,25.44,48.27,74.05,95.62
Maharashtra,Sangli,2021,69.92,34.26,57.68,41.9,23.01,12.82,71.53
Bihar,Sheikhpura,2019,23.27,94.75,56.53,51.51,92.69,80.09,29.01
Haryana,Yamunanagar,2020,89.88,12.56,54.96,53.4,84.85,60.47,18.0
Madhya Pradesh,Jabalpur,2015,60.76,80.24,76.21,80.97,37.99,84.15,42.58
Arunachal Pradesh,Lower Dibang Valley,2017,59.82,84.87,24.83,10.63,55.94,41.3,32.26
West Bengal,Purba Bardhaman,2016,43.31,76.09,26.82,77.4,87.31,69.01,67.71
Manipur,Thoubal,2016,41.18,27.13,58.32,94.79,95.57,85.63,15.75
Telangana,Mahabubnagar,2015,29.9,23.61,63.88,55.57,72.79,79.1,27.15
Assam,Barpeta,2015,39.67,77.29,95.82,71.61,52.68,82.59,43.82
Assam,Udalguri,2020,21.57,76.42,63.31,54.52,72.38,12.14,78.35
Tripura,Gomati,2021,68.25,58.06,20.92,63.87,16.99,76.85,58.54
Gujarat,Botad,2016,93.63,53.09,24.06,27.57,96.56,13.9,80.43
Uttarakhand,Bageshwar,2016,18.05,98.55,76.99,75.93,55.52,43.26,33.55
Telangana,Kamareddy,2020,48.6,40.9,53.82,95.99,76.23,98.38,71.14
Uttar Pradesh,Sambhal,2025,91.43,13.95,14.67,80.85,45.28,64.7,91.67
Uttar Pradesh,Mau,2022,97.74,62.17,78.13,19.79,86.49,28.76,62.68
Madhya Pradesh,Bhind,2021,43.2,14.39,90.66,13.72,14.58,98.45,45.92
Tamil Nadu,Tiruchirappalli,2025,18.49,35.53,45.65,35.35,71.13,66.19,29.07
Madhya Pradesh,Dhar,2016,54.25,46.21,40.64,69.07,82.46,77.56,84.53
Uttar Pradesh,Mirzapur,2018,92.17,86.41,16.97,10.87,53.1,80.73,24.04
Uttar Pradesh,Unnao,2018,30.7,61.5,47.44,72.53,60.49,15.06,38.81
Maharashtra,Jalna,2018,30.55,35.43,35.56,86.1,87.34,85.48,53.34
Bihar,Samastipur,2023,92.91,15.11,57.8,41.19,92.41,22.54,80.95
Bihar,Samastipur,2024,72.87,19.83,32.28,87.7,19.77,84.62,32.8
Nagaland,Zunheboto,2017,60.67,55.1,98.48,30.57,95.57,32.81,50.39
Rajasthan,Deeg,2022,83.64,12.57,31.11,19.78,96.1,53.42,93.11
Rajasthan,Pratapgarh,2015,72.37,67.14,89.96,56.0,31.14,99.11,38.06
Uttar Pradesh,Amroha,2021,12.96,84.3,99.94,32.8,52.0,98.46,29.73
Tamil Nadu,Viluppuram,2016,37.31,91.22,14.14,86.34,68.38,47.18,70.62
Madhya Pradesh,Chhatarpur,2025,76.95,22.12,43.46,83.24,90.51,69.44,37.65
Assam,Udalguri,2017,97.64,61.5,50.99,69.17,65.71,85.75,61.46
Gujarat,Bharuch,2015,99.38,24.56,96.35,77.52,89.87,92.6,98.44
Gujarat,Rajkot,2022,10.27,26.35,10.15,63.81,31.7,36.38,98.6
Bihar,Jehanabad,2020,77.31,39.95,92.79,86.05,71.59,72.29,97.36
Assam,Chirang,2020,51.85,66.08,98.07,85.78,33.81,77.28,27.61
Jharkhand,Ranchi,2021,59.07,87.22,11.47,51.57,42.58,82.83,19.68
Bihar,Katihar,2025,95.3,92.43,80.22,67.74,85.43,46.8,13.36
Odisha,Angul,2018,32.08,61.76,90.16,27.65,44.07,34.84,58.87
Chhattisgarh,Jashpur,2020,72.15,15.95,88.16,15.85,38.72,12.16,24.15
Punjab,Fatehgarh Sahib,2017,60.58,38.67,91.87,66.41,56.68,38.69,72.32
Assam,Jorhat,2015,35.86,85.91,56.96,15.87,53.59,44.4,29.31
Arunachal Pradesh,Leparada,2016,81.99,35.15,21.76,62.98,84.85,35.77,93.79
Maharashtra,Thane,2020,62.02,38.01,80.06,10.98,21.02,22.48,32.91
Karnataka,Bagalkot,2022,27.98,14.34,44.92,65.67,65.11,92.6,40.97
Telangana,Jagtial,2019,52.72,73.94,99.51,32.7,21.47,54.13,81.85
Karnataka,Dakshina Kannada,2018,30.16,86.03,45.58,18.39,94.77,35.29,14.74
Andhra Pradesh,Kurnool,2018,43.9,80.55,57.0,11.74,82.53,90.75,39.19
Tripura,Sepahijala,2025,32.34,71.07,14.87,28.79,41.03,98.56,72.81
Uttar Pradesh,Kasganj,2023,32.58,43.03,40.42,95.41,69.5,31.46,97.16
Punjab,Rupnagar,2019,56.53,95.0,72.92,73.71,99.7,29.07,42.38
Uttar Pradesh,Budaun,2016,65.52,57.48,61.85,72.4,94.4,96.01,26.31
Bihar,Aurangabad,2020,15.47,85.88,59.8,73.77,66.61,66.69,90.58
Rajasthan,Shahpura,2021,66.22,10.39,69.22,60.58,14.72,23.01,47.41
Karnataka,Mandya,2022,78.32,35.02,95.24,21.17,99.18,45.68,67.86
Odisha,Balasore,2023,69.24,74.32,90.34,68.57,29.33,75.45,93.58
Jharkhand,East Singhbhum,2024,89.64,79.75,44.97,74.66,60.06,86.44,20.73
Chhattisgarh,Raigarh,2023,16.59,82.47,44.08,38.05,46.78,38.03,50.36
Maharashtra,Sangli,2017,83.23,14.96,24.1,77.62,22.33,96.44,69.53
Gujarat,Tapi,2019,12.05,14.42,13.0,40.51,25.38,78.48,57.95
Arunachal Pradesh,East Siang,2015,52.09,50.26,84.4,27.15,22.78,71.13,39.16
Arunachal Pradesh,Upper Subansiri,2019,97.42,32.49,84.51,93.87,75.72,92.91,86.95
Madhya Pradesh,Morena,2020,23.7,62.66,71.82,55.61,26.03,41.47,54.58
Assam,Kamrup,2022,44.56,72.03,34.92,74.94,62.62,77.47,53.86
Mizoram,Khawzawl,2017,91.19,33.09,57.86,22.08,10.29,74.48,42.66
Rajasthan,Neem Ka Thana,2024,91.87,65.8,45.27,14.03,57.52,11.27,80.92
Rajasthan,Didwana-Kuchaman,2022,97.51,35.6,73.14,41.01,74.97,95.23,37.56
Uttar Pradesh,Lakhimpur Kheri,2024,35.45,17.08,53.85,74.49,44.38,49.6,76.57
Chhattisgarh,Korea,2023,23.06,88.25,77.68,91.54,51.68,15.2,88.39
Odisha,Mayurbhanj,2017,36.7,91.98,19.39,74.64,39.49,16.25,60.56
Meghalaya,South Garo Hills,2023,49.0,18.72,42.53,97.94,94.53,43.41,79.28
Tamil Nadu,Krishnagiri,2022,76.43,11.76,21.43,15.43,61.73,22.09,29.49
Uttar Pradesh,Azamgarh,2017,60.35,75.55,99.37,67.07,59.51,36.79,98.39
Kerala,Idukki,2015,96.88,71.37,23.45,14.72,38.0,28.18,35.6
Odisha,Koraput,2023,28.13,65.27,59.29,90.03,20.92,51.48,31.98
Gujarat,Surat,2017,42.87,20.87,55.41,63.45,35.77,26.93,46.39
Nagaland,Shamator,2017,98.56,75.14,96.17,54.82,36.37,96.41,25.69
Haryana,Ambala,2023,85.6,88.93,43.79,50.49,15.35,94.99,49.58
Madhya Pradesh,Jabalpur,2025,93.52,93.26,74.22,20.73,21.06,94.71,79.65
Haryana,Mahendragarh,2020,38.84,96.53,20.07,22.49,50.72,49.49,17.3
Assam,South Salmara-Mankachar,2020,58.44,66.68,66.38,37.57,95.55,38.94,29.69
Karnataka,Kalaburagi,2021,16.9,36.69,28.94,91.85,30.35,21.25,24.94
Karnataka,Mysuru,2020,15.46,68.09,38.43,35.24,32.74,62.91,91.56
Telangana,Karimnagar,2025,98.02,19.64,86.08,77.31,62.3,60.05,58.35
Bihar,Munger,2022,87.97,36.17,13.1,89.74,20.92,94.25,22.3
Arunachal Pradesh,Lohit,2017,70.73,48.09,62.55,95.53,56.63,52.08,68.77
Gujarat,Amreli,2019,50.31,79.47,44.57,72.74,52.47,70.6,40.22
Kerala,Kottayam,2016,17.9,23.77,78.01,79.78,92.64,63.37,95.14
Andhra Pradesh,East Godavari,2023,39.76,68.15,12.69,28.47,72.19,49.13,55.88
Punjab,Sangrur,2017,62.26,85.78,81.23,96.43,25.53,50.69,51.46
Rajasthan,Anupgarh,2017,49.93,71.82,28.39,15.73,11.86,18.89,79.14
Uttarakhand,Uttarkashi,2025,58.42,34.97,28.04,42.36,33.14,35.84,87.57
Bihar,Buxar,2025,13.46,75.98,29.17,82.18,38.65,80.03,54.84
Haryana,Gurugram,2022,92.52,39.01,73.15,73.85,72.43,42.78,12.18
Tamil Nadu,Chengalpattu,2017,24.58,93.44,97.79,11.3,66.63,89.58,21.01
Arunachal Pradesh,Dibang Valley,2019,88.07,63.86,21.84,15.39,29.37,94.98,51.76
Assam,Karimganj,2019,59.55,94.98,57.09,98.24,11.09,89.64,78.08
Uttar Pradesh,Meerut,2020,85.74,87.25,71.15,27.44,17.27,75.67,86.0
Gujarat,Patan,2023,44.17,26.66,80.9,21.68,36.49,81.33,86.78
Jharkhand,Simdega,2018,57.48,89.35,30.87,65.91,20.24,38.57,64.14
Bihar,Siwan,2024,50.64,16.75,55.57,33.98,81.16,96.13,15.25
Bihar,Madhubani,2016,64.43,38.68,57.48,63.81,24.5,11.76,36.41
Rajasthan,Khairthal-Tijara,2022,39.85,99.12,95.27,43.42,95.07,31.64,41.07
Nagaland,Shamator,2020,56.01,38.93,97.0,62.94,74.39,79.44,48.92
Odisha,Koraput,2017,11.27,48.23,96.95,87.89,62.83,65.45,61.16
Himachal Pradesh,Solan,2018,97.16,21.96,11.02,61.33,13.35,81.69,84.11
Sikkim,Gyalshing,2015,25.4,45.68,22.05,34.72,22.09,12.3,86.04
Uttar Pradesh,Ghazipur,2020,12.15,60.33,31.61,73.9,84.13,32.9,70.89
Rajasthan,Jhunjhunu,2018,56.1,70.21,69.68,68.37,53.46,33.1,49.04
Gujarat,Chhota Udepur,2015,66.85,86.47,32.51,61.43,78.3,31.98,92.44
Himachal Pradesh,Bilaspur,2018,87.13,14.98,83.0,11.43,28.51,34.25,12.28
Uttar Pradesh,Baghpat,2016,17.87,21.68,57.02,72.4,10.79,80.99,93.67
Haryana,Sonipat,2018,54.66,75.12,37.44,73.48,84.6,14.39,33.66
Jharkhand,Gumla,2021,97.11,15.65,13.28,95.44,16.12,86.3,81.9
Maharashtra,Solapur,2017,49.1,80.18,47.58,37.6,17.61,18.39,57.52
Tamil Nadu,Tiruvannamalai,2017,75.41,73.91,38.72,60.54,19.62,71.84,28.78
Gujarat,Mehsana,2018,44.6,40.58,34.93,83.78,39.7,54.77,87.47
Odisha,Bargarh,2019,97.9,13.81,24.97,69.31,72.95,53.53,79.46
Jharkhand,Pakur,2024,82.3,66.84,95.64,29.36,67.26,66.05,57.0
West Bengal,Dakshin Dinajpur,2018,31.17,48.13,83.72,67.7,23.25,41.49,43.14
Meghalaya,West Garo Hills,2024,39.89,97.53,34.13,33.03,46.5,74.12,25.94
Uttar Pradesh,Varanasi,2015,39.59,86.46,60.6,37.93,99.2,17.8,64.11
Telangana,Vikarabad,2016,61.04,71.25,92.17,55.98,61.56,39.45,34.86
Meghalaya,East Garo Hills,2017,93.35,31.77,80.37,12.43,11.96,87.3,76.46
Karnataka,Haveri,2015,34.5,10.17,62.2,56.13,14.65,20.26,51.25
Jharkhand,East Singhbhum,2021,51.73,22.28,45.24,42.59,82.87,68.78,65.94
Meghalaya,South West Garo Hills,2018,60.84,36.68,71.48,86.41,50.04,79.68,80.46
Uttar Pradesh,Shahjahanpur,2024,48.9,67.53,34.08,74.35,20.85,78.15,84.76
Kerala,Kannur,2021,24.26,34.05,67.92,75.63,78.36,72.55,20.35
Assam,Udalguri,2025,66.05,42.44,59.08,90.05,73.9,53.88,86.05
Maharashtra,Nashik,2020,44.4,60.84,90.78,83.1,88.32,32.68,66.96
Uttar Pradesh,Hamirpur,2016,10.84,13.65,43.28,91.9,18.8,38.79,52.88
Punjab,Patiala,2017,79.27,67.28,99.48,86.07,80.67,27.17,34.83
Andhra Pradesh,Alluri Sitharama Raju,2020,17.89,70.42,25.11,28.98,97.25,93.39,64.01
Rajasthan,Banswara,2023,23.42,10.82,52.18,24.08,37.14,58.32,36.13
Gujarat,Dang,2017,15.16,61.73,94.14,14.94,94.36,46.0,23.48
Gujarat,Kutch,2015,54.04,35.25,87.49,81.14,13.07,59.14,16.25
Kerala,Alappuzha,2020,63.46,17.79,61.7,85.05,36.39,53.66,13.42
West Bengal,North 24 Parganas,2025,92.43,31.72,28.07,80.59,25.5,50.54,33.69
Uttar Pradesh,Moradabad,2024,34.73,38.96,86.41,97.49,88.82,86.27,22.13
Rajasthan,Shahpura,2017,77.63,46.39,60.13,16.52,21.64,60.63,12.04
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2020,72.64,75.13,57.97,65.75,41.36,18.99,95.81
Rajasthan,Hanumangarh,2017,19.57,69.17,32.62,94.46,65.73,92.86,16.7
Gujarat,Panchmahal,2016,71.58,99.42,14.04,59.74,47.04,21.83,16.45
Assam,Dhubri,2018,62.68,63.18,56.08,80.37,28.1,38.74,15.23
Arunachal Pradesh,Upper Siang,2023,41.56,46.24,35.73,10.84,17.1,26.73,31.73
Assam,Baksa,2018,82.97,14.51,15.72,17.04,16.09,53.14,43.64
Assam,Kokrajhar,2021,70.11,87.41,31.47,27.22,78.39,26.76,28.86
Madhya Pradesh,Jhabua,2020,56.9,54.85,46.93,89.19,43.41,29.9,13.06
Madhya Pradesh,Chhatarpur,2018,36.44,11.28,58.17,54.88,77.4,41.06,64.59
Uttar Pradesh,Ambedkar Nagar,2017,63.98,24.1,12.36,78.04,80.96,82.33,94.62
Tripura,Gomati,2018,28.78,30.31,48.18,68.04,32.93,14.37,67.56
Telangana,Nagarkurnool,2025,80.9,35.0,32.65,30.86,76.78,41.59,24.93
Uttar Pradesh,Gorakhpur,2023,64.85,93.78,35.05,63.36,65.22,86.09,20.97
Tripura,South Tripura,2022,28.73,11.7,29.49,61.08,96.95,48.92,79.6
Tamil Nadu,Perambalur,2021,56.49,21.72,78.54,56.26,35.35,87.54,68.28
Nagaland,Longleng,2021,88.14,55.47,28.45,56.29,33.87,85.51,89.18
Maharashtra,Pune,2015,52.79,91.9,66.59,42.74,93.89,21.16,59.43
Manipur,Noney,2017,25.45,95.27,25.58,25.66,35.67,88.59,39.21
Tripura,Sepahijala,2022,88.14,40.04,46.7,83.32,42.06,39.19,47.09
Telangana,Rajanna Sircilla,2019,19.33,73.75,74.09,78.8,47.06,90.11,24.99
Uttar Pradesh,Sant Kabir Nagar,2021,69.19,32.77,74.3,64.53,30.08,93.55,42.12
Andhra Pradesh,Krishna,2020,45.14,69.36,58.47,80.48,88.31,39.01,63.86
Assam,Hojai,2025,41.3,85.29,58.78,13.28,37.02,18.11,46.29
Kerala,Wayanad,2023,38.8,66.41,79.29,25.65,72.66,36.43,22.69
Madhya Pradesh,Alirajpur,2016,64.38,73.32,10.71,13.64,86.93,81.45,34.12
Meghalaya,East Garo Hills,2023,16.04,56.43,39.17,17.75,56.26,24.14,86.86
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2016,43.14,79.35,96.0,38.93,61.94,40.08,83.12
Uttar Pradesh,Farrukhabad,2023,99.13,89.39,74.25,52.02,83.34,29.06,34.2
Madhya Pradesh,Datia,2017,81.63,61.46,24.01,32.79,23.63,14.99,93.47
Haryana,Sonipat,2025,55.9,36.81,52.2,58.52,19.23,99.67,99.04
Uttar Pradesh,Hamirpur,2016,23.36,81.7,40.67,61.34,83.31,88.46,75.78
Sikkim,Pakyong,2018,80.99,23.29,31.53,15.76,89.23,36.38,31.34
Uttar Pradesh,Budaun,2016,99.05,50.12,67.2,54.19,82.59,11.36,11.07
Chhattisgarh,Balod,2018,60.44,34.47,70.08,87.56,99.71,63.75,18.41
Bihar,Darbhanga,2021,72.64,24.16,52.73,21.37,74.27,25.43,13.14
Meghalaya,South Garo Hills,2022,11.32,66.88,50.7,40.68,97.46,48.7,48.33
Bihar,Aurangabad,2020,83.82,29.27,92.94,81.27,17.3,91.57,22.24
