state,district,year,literacy_rate,schools,colleges,teachers,students,dropout_rate,digital_classrooms
Uttar Pradesh,Bijnor,2022,83.19,913,75,4977,100322,4.16,14
Uttar Pradesh,Bijnor,2023,70.91,474,186,5538,24299,3.26,95
Uttar Pradesh,Bijnor,2024,78.03,727,27,7561,93456,11.66,47
Uttar Pradesh,Bijnor,2025,75.69,102,47,1464,96386,2.4,127
Uttar Pradesh,Budaun,2015,65.79,1614,154,623,135066,1.97,337
Uttar Pradesh,Budaun,2016,67.03,486,36,2243,88501,10.09,227
Uttar Pradesh,Budaun,2017,94.85,1035,39,3015,86263,11.29,216
Uttar Pradesh,Budaun,2018,76.16,228,195,2422,183710,3.45,60
Uttar Pradesh,Budaun,2019,84.39,186,69,2854,171041,8.06,437
Uttar Pradesh,Budaun,2020,77.02,494,78,634,35313,13.56,251
Uttar Pradesh,Budaun,2021,63.9,938,103,3918,75394,3.21,296
Uttar Pradesh,Budaun,2022,62.31,1044,63,1445,122529,7.63,334
Uttar Pradesh,Budaun,2023,71.75,822,196,1091,21136,6.33,279
Uttar Pradesh,Budaun,2024,81.27,81,169,2420,144680,6.92,170
Uttar Pradesh,Budaun,2025,78.01,1059,151,6945,136016,11.68,468
Uttar Pradesh,Bulandshahr,2015,72.5,1404,33,6925,134924,7.6,392
Uttar Pradesh,Bulandshahr,2016,86.13,698,143,7059,186674,7.46,381
Uttar Pradesh,Bulandshahr,2017,94.07,1482,197,2943,43378,11.77,320
Uttar Pradesh,Bulandshahr,2018,91.33,614,151,7353,73126,13.45,118
Uttar Pradesh,Bulandshahr,2019,89.02,136,187,2872,73926,6.13,181
Uttar Pradesh,Bulandshahr,2020,91.19,1560,39,512,75131,10.25,463
Uttar Pradesh,Bulandshahr,2021,75.12,1106,67,2286,107880,10.64,381
Uttar Pradesh,Bulandshahr,2022,74.45,804,145,7777,114378,14.68,281
Uttar Pradesh,Bulandshahr,2023,75.56,361,54,3278,122614,14.04,156
Uttar Pradesh,Bulandshahr,2024,56.18,1985,50,6693,56714,4.26,96
Uttar Pradesh,Bulandshahr,2025,71.33,104,200,1919,5192,10.12,402
Uttar Pradesh,Chandauli,2015,64.66,189,162,1230,46320,9.72,35
Uttar Pradesh,Chandauli,2016,92.54,764,40,5661,114255,14.38,151
Uttar Pradesh,Chandauli,2017,58.59,503,126,4468,189297,7.56,422
Uttar Pradesh,Chandauli,2018,79.64,213,101,1024,94073,12.0,41
Uttar Pradesh,Chandauli,2019,74.39,1086,67,5908,74010,6.55,398
Uttar Pradesh,Chandauli,2020,55.55,985,31,2291,157513,4.35,56
Uttar Pradesh,Chandauli,2021,93.18,122,25,4988,135131,1.38,450
Uttar Pradesh,Chandauli,2022,79.1,558,16,1011,113025,3.35,32
Uttar Pradesh,Chandauli,2023,72.87,1618,152,4154,59940,14.82,399
Uttar Pradesh,Chandauli,2024,66.24,1665,113,3923,197206,7.55,319
Uttar Pradesh,Chandauli,2025,88.82,1251,91,953,105816,12.95,140
Uttar Pradesh,Chitrakoot,2015,68.42,956,171,5900,144167,8.21,154
Uttar Pradesh,Chitrakoot,2016,82.61,475,163,5965,168465,3.05,256
Uttar Pradesh,Chitrakoot,2017,81.35,1210,70,640,148004,2.15,218
Uttar Pradesh,Chitrakoot,2018,67.14,1454,195,2101,129062,7.82,128
Uttar Pradesh,Chitrakoot,2019,88.34,1501,195,3640,77483,4.55,422
Uttar Pradesh,Chitrakoot,2020,75.18,1489,131,6692,159752,5.0,7
Uttar Pradesh,Chitrakoot,2021,58.66,1657,6,1556,32286,8.35,152
Uttar Pradesh,Chitrakoot,2022,57.78,1210,136,7836,57296,5.23,478
Uttar Pradesh,Chitrakoot,2023,65.62,1607,82,369,179997,4.26,67
Uttar Pradesh,Chitrakoot,2024,91.08,280,189,6440,159188,1.2,346
Uttar Pradesh,Chitrakoot,2025,61.51,624,137,5989,83607,7.92,214
Uttar Pradesh,Deoria,2015,65.81,1211,127,3810,175333,8.61,417
Uttar Pradesh,Deoria,2016,76.42,934,181,3439,188428,6.6,68
Uttar Pradesh,Deoria,2017,69.19,257,158,4892,171884,9.78,454
Uttar Pradesh,Deoria,2018,73.23,76,129,1325,148660,11.0,337
Uttar Pradesh,Deoria,2019,55.5,1022,35,5061,18302,14.47,422
Uttar Pradesh,Deoria,2020,87.47,1835,14,4831,113014,5.52,390
Uttar Pradesh,Deoria,2021,76.33,541,173,6266,28173,13.87,474
Uttar Pradesh,Deoria,2022,87.17,875,167,6602,178522,14.1,387
Uttar Pradesh,Deoria,2023,83.81,1632,42,6311,141223,8.69,64
Uttar Pradesh,Deoria,2024,56.66,922,165,4098,110584,5.94,360
Uttar Pradesh,Deoria,2025,70.61,1156,38,1638,189476,5.31,354
Uttar Pradesh,Etah,2015,87.18,660,145,1387,188956,2.11,478
Uttar Pradesh,Etah,2016,69.19,170,82,2251,132513,5.11,363
Uttar Pradesh,Etah,2017,68.04,1996,10,4676,31428,5.42,460
Uttar Pradesh,Etah,2018,87.5,860,62,1726,26925,13.1,331
Uttar Pradesh,Etah,2019,80.91,495,133,1517,29650,1.26,327
Uttar Pradesh,Etah,2020,84.82,1550,168,4522,132155,4.18,490
Uttar Pradesh,Etah,2021,82.83,1080,71,3621,92375,14.8,238
Uttar Pradesh,Etah,2022,58.49,1853,153,1393,71851,8.88,402
Uttar Pradesh,Etah,2023,74.91,1791,15,7488,60268,9.48,490
Uttar Pradesh,Etah,2024,93.81,718,196,5393,179675,7.81,402
Uttar Pradesh,Etah,2025,86.35,442,180,2439,124926,5.73,315
Uttar Pradesh,Etawah,2015,75.88,1537,81,6312,114023,14.27,462
Uttar Pradesh,Etawah,2016,55.96,362,69,1750,100670,1.77,461
Uttar Pradesh,Etawah,2017,77.38,174,125,7128,193539,6.04,405
Uttar Pradesh,Etawah,2018,76.45,1484,114,3475,198990,3.54,302
Uttar Pradesh,Etawah,2019,76.84,1246,160,5367,6954,10.94,189
Uttar Pradesh,Etawah,2020,75.81,1211,43,3247,80404,6.24,392
Uttar Pradesh,Etawah,2021,65.47,1896,107,2308,90269,4.86,323
Uttar Pradesh,Etawah,2022,58.46,1440,103,6522,47377,2.47,413
Uttar Pradesh,Etawah,2023,84.97,1522,141,4520,75598,3.02,245
Uttar Pradesh,Etawah,2024,65.36,1199,135,7831,99709,5.87,492
Uttar Pradesh,Etawah,2025,68.38,1316,179,3889,121975,7.6,200
Uttar Pradesh,Farrukhabad,2015,86.09,1800,18,6527,151107,8.26,278
Uttar Pradesh,Farrukhabad,2016,90.48,247,195,1786,47336,9.59,239
Uttar Pradesh,Farrukhabad,2017,67.72,1235,80,1762,7232,11.68,460
Uttar Pradesh,Farrukhabad,2018,66.41,747,193,3931,92066,13.38,114
Uttar Pradesh,Farrukhabad,2019,94.16,1165,191,294,109069,1.92,354
Uttar Pradesh,Farrukhabad,2020,72.85,125,179,6043,23822,10.05,266
Uttar Pradesh,Farrukhabad,2021,92.37,1524,152,6993,63512,10.83,232
Uttar Pradesh,Farrukhabad,2022,87.94,335,94,5950,3796,2.87,492
Uttar Pradesh,Farrukhabad,2023,66.68,102,16,7329,23112,2.92,116
Uttar Pradesh,Farrukhabad,2024,60.16,675,72,4059,30753,12.85,196
Uttar Pradesh,Farrukhabad,2025,73.89,895,182,3608,142586,14.96,321
Uttar Pradesh,Fatehpur,2015,64.54,254,155,7462,45719,2.36,427
Uttar Pradesh,Fatehpur,2016,71.0,1353,194,695,114136,5.09,363
Uttar Pradesh,Fatehpur,2017,71.16,1483,67,6405,124126,12.31,113
Uttar Pradesh,Fatehpur,2018,58.34,841,10,7168,193614,6.49,152
Uttar Pradesh,Fatehpur,2019,87.9,341,5,784,192920,2.69,100
Uttar Pradesh,Fatehpur,2020,55.67,964,137,3405,78407,13.31,201
Uttar Pradesh,Fatehpur,2021,67.81,1350,187,2626,20507,11.38,76
Uttar Pradesh,Fatehpur,2022,65.01,139,175,7962,52352,8.48,87
Uttar Pradesh,Fatehpur,2023,89.39,837,102,4283,50676,1.73,354
Uttar Pradesh,Fatehpur,2024,69.15,515,126,2172,150500,13.44,167
Uttar Pradesh,Fatehpur,2025,92.77,137,29,7355,142770,2.24,414
Uttar Pradesh,Firozabad,2015,91.99,1813,7,7195,52674,13.36,309
Uttar Pradesh,Firozabad,2016,63.99,1219,41,4622,118610,13.05,253
Uttar Pradesh,Firozabad,2017,90.81,893,184,7387,145919,1.4,228
Uttar Pradesh,Firozabad,2018,68.39,1594,71,4434,109247,2.01,441
Uttar Pradesh,Firozabad,2019,87.37,851,88,4815,71870,9.64,193
Uttar Pradesh,Firozabad,2020,78.7,393,68,7384,34513,3.85,413
Uttar Pradesh,Firozabad,2021,55.04,1572,185,2830,29450,9.75,277
Uttar Pradesh,Firozabad,2022,86.16,375,114,1462,183239,14.75,270
Uttar Pradesh,Firozabad,2023,69.69,1709,119,2719,44625,10.16,183
Uttar Pradesh,Firozabad,2024,69.99,1277,173,652,116652,1.45,161
Uttar Pradesh,Firozabad,2025,66.89,1593,94,6755,190967,2.2,133
Uttar Pradesh,Gautam Buddha Nagar,2015,92.56,204,84,4720,56057,1.69,41
Uttar Pradesh,Gautam Buddha Nagar,2016,88.91,1337,96,1352,166020,9.97,438
Uttar Pradesh,Gautam Buddha Nagar,2017,79.56,797,140,905,165290,8.95,320
Uttar Pradesh,Gautam Buddha Nagar,2018,64.1,1313,128,7449,40233,4.16,68
Uttar Pradesh,Gautam Buddha Nagar,2019,92.95,635,104,3655,110070,1.64,458
Uttar Pradesh,Gautam Buddha Nagar,2020,63.38,490,96,7982,147522,6.7,354
Uttar Pradesh,Gautam Buddha Nagar,2021,67.73,1086,160,4386,60914,4.08,401
Uttar Pradesh,Gautam Buddha Nagar,2022,61.87,245,57,2945,80796,9.34,411
Uttar Pradesh,Gautam Buddha Nagar,2023,83.29,1913,129,1812,168336,1.89,199
Uttar Pradesh,Gautam Buddha Nagar,2024,61.94,1680,107,6169,136402,4.15,436
Uttar Pradesh,Gautam Buddha Nagar,2025,64.85,683,144,5101,117143,11.77,353
Uttar Pradesh,Ghaziabad,2015,83.11,827,195,2272,85603,6.69,71
Uttar Pradesh,Ghaziabad,2016,84.1,821,95,7180,161396,7.77,403
Uttar Pradesh,Ghaziabad,2017,85.65,1882,168,7077,152048,3.91,50
Uttar Pradesh,Ghaziabad,2018,84.04,614,80,2198,173410,5.23,292
Uttar Pradesh,Ghaziabad,2019,72.78,1593,63,4386,11033,5.03,117
Uttar Pradesh,Ghaziabad,2020,62.23,1699,21,6830,183365,13.23,397
Uttar Pradesh,Ghaziabad,2021,58.87,1025,67,352,11412,5.86,326
Uttar Pradesh,Ghaziabad,2022,68.01,224,10,3664,15002,9.2,147
Uttar Pradesh,Ghaziabad,2023,66.75,57,125,4945,79699,3.14,182
Uttar Pradesh,Ghaziabad,2024,93.54,1778,180,5656,81226,1.19,172
Uttar Pradesh,Ghaziabad,2025,74.56,1441,91,4693,95241,7.44,358
Uttar Pradesh,Ghazipur,2015,63.6,1283,76,478,35793,3.95,360
Uttar Pradesh,Ghazipur,2016,89.19,1799,10,7393,172305,6.66,278
Uttar Pradesh,Ghazipur,2017,64.28,360,182,5278,28567,7.11,379
Uttar Pradesh,Ghazipur,2018,67.95,481,189,6460,139232,13.14,63
Uttar Pradesh,Ghazipur,2019,94.14,171,160,2783,89162,9.02,278
Uttar Pradesh,Ghazipur,2020,80.33,815,11,7507,97481,6.3,474
Uttar Pradesh,Ghazipur,2021,87.15,296,10,7120,126926,9.22,338
Uttar Pradesh,Ghazipur,2022,88.56,1828,97,7575,112117,1.87,69
Uttar Pradesh,Ghazipur,2023,58.41,1925,152,876,18692,4.92,208
Uttar Pradesh,Ghazipur,2024,93.32,601,143,5517,20605,10.87,201
Uttar Pradesh,Ghazipur,2025,66.24,1139,28,7150,127643,13.65,243
Uttar Pradesh,Gonda,2015,70.19,962,193,2131,61734,10.87,258
Uttar Pradesh,Gonda,2016,67.98,1973,42,4403,143649,2.74,312
Uttar Pradesh,Gonda,2017,55.34,105,48,7657,76587,10.51,82
Uttar Pradesh,Gonda,2018,81.31,1173,111,6561,11491,9.2,193
Uttar Pradesh,Gonda,2019,68.85,991,5,797,165778,2.31,239
Uttar Pradesh,Gonda,2020,91.61,1529,109,557,67174,10.21,325
Uttar Pradesh,Gonda,2021,89.36,746,38,2266,82808,14.54,315
Uttar Pradesh,Gonda,2022,75.12,506,79,4710,139076,2.72,81
Uttar Pradesh,Gonda,2023,83.35,515,145,5695,25571,14.76,153
Uttar Pradesh,Gonda,2024,69.75,961,105,1509,58468,14.97,211
Uttar Pradesh,Gonda,2025,68.42,1421,169,474,126373,9.61,376
Uttar Pradesh,Gorakhpur,2015,79.07,271,171,7212,49402,5.46,458
Uttar Pradesh,Gorakhpur,2016,86.66,1618,130,4506,97800,9.19,486
Uttar Pradesh,Gorakhpur,2017,74.94,1693,18,821,185886,7.34,203
Uttar Pradesh,Gorakhpur,2018,65.53,171,7,7764,189005,9.81,68
Uttar Pradesh,Gorakhpur,2019,93.27,1212,77,5243,187466,6.55,18
Uttar Pradesh,Gorakhpur,2020,93.34,1790,129,694,90859,9.47,73
Uttar Pradesh,Gorakhpur,2021,90.94,484,94,2715,75052,4.45,122
Uttar Pradesh,Gorakhpur,2022,80.38,623,71,7437,144601,1.21,425
Uttar Pradesh,Gorakhpur,2023,58.67,477,148,6939,97053,12.53,281
Uttar Pradesh,Gorakhpur,2024,69.01,1646,30,6895,103039,2.12,113
Uttar Pradesh,Gorakhpur,2025,58.61,1415,16,1130,106516,8.01,462
Uttar Pradesh,Hamirpur,2015,71.75,858,158,5621,75283,1.26,414
Uttar Pradesh,Hamirpur,2016,60.57,911,86,537,72601,10.29,70
Uttar Pradesh,Hamirpur,2017,82.92,1428,171,4849,121537,4.61,147
Uttar Pradesh,Hamirpur,2018,68.93,458,129,2866,161220,12.28,438
Uttar Pradesh,Hamirpur,2019,61.42,1307,7,4010,157538,11.05,275
Uttar Pradesh,Hamirpur,2020,68.81,1512,137,6143,146903,2.56,369
Uttar Pradesh,Hamirpur,2021,86.79,1027,189,935,181760,7.61,217
Uttar Pradesh,Hamirpur,2022,79.47,1531,86,3402,199589,12.13,373
Uttar Pradesh,Hamirpur,2023,89.47,1950,108,7204,91473,1.26,400
Uttar Pradesh,Hamirpur,2024,81.29,1545,55,7554,66748,10.34,270
Uttar Pradesh,Hamirpur,2025,84.11,223,119,2715,146313,8.48,375
Uttar Pradesh,Hapur,2015,60.54,1684,132,5367,106553,5.83,279
Uttar Pradesh,Hapur,2016,65.55,628,43,7831,73059,12.46,304
Uttar Pradesh,Hapur,2017,93.6,1394,149,7724,44657,5.61,319
Uttar Pradesh,Hapur,2018,65.96,475,63,3410,179280,10.55,62
Uttar Pradesh,Hapur,2019,71.72,387,113,2243,174462,11.6,337
Uttar Pradesh,Hapur,2020,79.16,178,101,3134,184988,2.91,263
Uttar Pradesh,Hapur,2021,57.96,1402,46,7397,172375,4.24,402
Uttar Pradesh,Hapur,2022,88.31,698,38,4929,187571,1.54,343
Uttar Pradesh,Hapur,2023,56.93,461,6,3591,55387,7.65,362
Uttar Pradesh,Hapur,2024,77.52,1182,150,506,15434,12.83,121
Uttar Pradesh,Hapur,2025,83.13,1731,82,4754,125941,12.77,243
Uttar Pradesh,Hardoi,2015,70.18,1405,199,2915,155749,4.71,70
Uttar Pradesh,Hardoi,2016,60.73,903,38,1573,152950,1.68,50
Uttar Pradesh,Hardoi,2017,57.68,1555,55,3226,162988,11.35,325
Uttar Pradesh,Hardoi,2018,93.88,488,120,4496,11164,14.3,26
Uttar Pradesh,Hardoi,2019,91.51,1514,151,3088,167399,4.56,297
Uttar Pradesh,Hardoi,2020,71.48,1154,37,6695,183531,2.3,269
Uttar Pradesh,Hardoi,2021,82.95,869,152,5427,55394,14.15,171
Uttar Pradesh,Hardoi,2022,60.18,81,146,1831,122385,11.56,379
Uttar Pradesh,Hardoi,2023,87.47,720,149,3708,150528,12.9,398
Uttar Pradesh,Hardoi,2024,57.95,1201,185,2845,119319,14.41,52
Uttar Pradesh,Hardoi,2025,93.41,570,166,3296,192142,5.89,472
Uttar Pradesh,Hathras,2015,76.84,450,24,2211,134633,3.22,18
Uttar Pradesh,Hathras,2016,93.88,1731,118,7669,156755,3.8,33
Uttar Pradesh,Hathras,2017,79.62,412,159,5746,115000,13.5,386
Uttar Pradesh,Hathras,2018,57.23,1786,69,6252,30632,12.62,310
Uttar Pradesh,Hathras,2019,83.23,303,28,5610,47609,1.8,261
Uttar Pradesh,Hathras,2020,68.77,577,11,6519,8241,13.22,402
Uttar Pradesh,Hathras,2021,93.21,1079,136,6757,55985,11.25,245
Uttar Pradesh,Hathras,2022,60.68,1972,94,5491,10116,13.51,55
Uttar Pradesh,Hathras,2023,57.94,1925,69,6791,153704,13.77,201
Uttar Pradesh,Hathras,2024,90.52,1434,116,207,126785,9.72,483
Uttar Pradesh,Hathras,2025,77.14,1856,180,4816,97144,7.48,125
Uttar Pradesh,Jalaun,2015,57.0,565,146,7030,182962,13.08,181
Uttar Pradesh,Jalaun,2016,93.49,432,132,1574,136083,1.12,424
Uttar Pradesh,Jalaun,2017,62.47,893,63,6245,60557,14.48,373
Uttar Pradesh,Jalaun,2018,74.38,485,124,6646,17114,6.07,237
Uttar Pradesh,Jalaun,2019,73.25,1615,110,1679,39486,12.24,133
Uttar Pradesh,Jalaun,2020,75.77,114,59,1325,11137,8.72,223
Uttar Pradesh,Jalaun,2021,76.0,1599,164,4541,158352,13.28,480
Uttar Pradesh,Jalaun,2022,56.7,1666,92,3697,114078,1.7,140
Uttar Pradesh,Jalaun,2023,57.42,1272,86,830,190088,3.42,211
Uttar Pradesh,Jalaun,2024,72.45,683,57,235,37263,6.88,314
Uttar Pradesh,Jalaun,2025,63.73,1538,52,3293,135733,1.46,316
Uttar Pradesh,Jaunpur,2015,94.01,989,75,6340,139776,14.52,391
Uttar Pradesh,Jaunpur,2016,70.89,1610,182,3512,98293,1.86,328
Uttar Pradesh,Jaunpur,2017,83.79,79,115,5801,100752,13.47,255
Uttar Pradesh,Jaunpur,2018,93.16,1501,122,7504,71960,14.97,9
Uttar Pradesh,Jaunpur,2019,82.38,1200,28,1472,51609,3.16,167
Uttar Pradesh,Jaunpur,2020,94.49,193,119,250,70761,7.1,61
Uttar Pradesh,Jaunpur,2021,63.72,1356,66,6848,5152,12.97,255
Uttar Pradesh,Jaunpur,2022,64.08,352,94,4629,13651,5.09,294
Uttar Pradesh,Jaunpur,2023,90.88,1876,141,3346,151728,11.17,400
Uttar Pradesh,Jaunpur,2024,74.35,1833,121,6448,111857,1.34,97
Uttar Pradesh,Jaunpur,2025,85.67,1852,187,7044,157839,13.92,45
Uttar Pradesh,Jhansi,2015,93.42,450,46,5843,100164,8.79,126
Uttar Pradesh,Jhansi,2016,71.54,1249,85,4091,3868,10.32,398
Uttar Pradesh,Jhansi,2017,83.51,1557,163,4485,80528,11.91,99
Uttar Pradesh,Jhansi,2018,69.05,1547,52,471,187511,9.82,479
Uttar Pradesh,Jhansi,2019,92.69,305,94,3386,8111,2.18,177
Uttar Pradesh,Jhansi,2020,69.72,481,165,6765,96096,10.24,216
Uttar Pradesh,Jhansi,2021,79.13,1499,7,6333,62998,6.34,261
Uttar Pradesh,Jhansi,2022,76.44,705,74,2065,3401,2.05,84
Uttar Pradesh,Jhansi,2023,73.73,109,81,4109,182474,11.78,423
Uttar Pradesh,Jhansi,2024,81.33,1258,155,3239,51306,11.59,310
Uttar Pradesh,Jhansi,2025,80.67,1042,118,5447,91712,14.73,20
Uttar Pradesh,Kannauj,2015,90.89,687,10,3028,49015,7.05,316
Uttar Pradesh,Kannauj,2016,80.45,1300,195,4194,43607,2.25,403
Uttar Pradesh,Kannauj,2017,66.95,1506,12,5047,152204,2.59,14
Uttar Pradesh,Kannauj,2018,63.57,1122,167,7031,108146,11.59,385
Uttar Pradesh,Kannauj,2019,56.92,302,50,7075,51440,12.45,393
Uttar Pradesh,Kannauj,2020,66.88,489,176,4430,3758,8.6,363
Uttar Pradesh,Kannauj,2021,71.59,914,84,3137,93902,9.56,380
Uttar Pradesh,Kannauj,2022,73.2,1275,152,1613,13427,1.87,134
Uttar Pradesh,Kannauj,2023,63.38,1889,58,1147,122425,4.9,50
Uttar Pradesh,Kannauj,2024,66.01,1416,179,2246,163473,14.14,371
Uttar Pradesh,Kannauj,2025,63.06,1140,67,1623,85254,6.54,350
Uttar Pradesh,Kanpur Dehat,2015,70.47,1534,167,3414,175331,6.3,411
Uttar Pradesh,Kanpur Dehat,2016,90.49,427,87,5851,17707,3.78,438
Uttar Pradesh,Kanpur Dehat,2017,56.69,1289,33,6722,115145,1.68,277
Uttar Pradesh,Kanpur Dehat,2018,74.81,643,127,4659,103322,1.26,401
Uttar Pradesh,Kanpur Dehat,2019,69.3,1677,71,2571,172175,14.8,260
Uttar Pradesh,Kanpur Dehat,2020,69.62,1470,121,1221,162243,3.93,353
Uttar Pradesh,Kanpur Dehat,2021,56.26,1269,179,7236,99065,8.3,136
Uttar Pradesh,Kanpur Dehat,2022,77.45,1564,110,6345,4300,14.09,459
Uttar Pradesh,Kanpur Dehat,2023,92.58,576,28,7133,196890,10.12,468
Uttar Pradesh,Kanpur Dehat,2024,94.1,67,56,1040,27737,11.67,472
Uttar Pradesh,Kanpur Dehat,2025,75.56,1125,189,776,14227,9.65,463
Uttar Pradesh,Kanpur Nagar,2015,92.27,1737,198,7114,20917,14.04,330
Uttar Pradesh,Kanpur Nagar,2016,77.12,1392,189,5287,159779,10.68,488
Uttar Pradesh,Kanpur Nagar,2017,65.95,814,130,3572,166639,10.36,236
Uttar Pradesh,Kanpur Nagar,2018,57.51,1784,88,4287,91480,14.62,196
Uttar Pradesh,Kanpur Nagar,2019,82.94,402,186,4182,15119,3.9,157
Uttar Pradesh,Kanpur Nagar,2020,74.81,707,180,3780,56699,14.79,385
Uttar Pradesh,Kanpur Nagar,2021,86.23,1325,11,3281,121373,2.24,160
Uttar Pradesh,Kanpur Nagar,2022,81.03,240,15,7986,114184,4.47,213
Uttar Pradesh,Kanpur Nagar,2023,58.21,780,120,5356,125386,6.56,186
Uttar Pradesh,Kanpur Nagar,2024,89.5,1192,47,3623,100285,7.93,442
Uttar Pradesh,Kanpur Nagar,2025,69.58,137,103,4434,134160,3.96,132
Uttar Pradesh,Kasganj,2015,58.24,1994,57,3377,69843,12.04,300
Uttar Pradesh,Kasganj,2016,71.97,1979,82,6304,95922,5.73,129
Uttar Pradesh,Kasganj,2017,89.2,53,43,2513,165450,5.22,156
Uttar Pradesh,Kasganj,2018,70.93,1358,127,2145,89311,8.81,334
Uttar Pradesh,Kasganj,2019,61.91,1939,180,5078,38031,12.0,134
Uttar Pradesh,Kasganj,2020,91.9,510,124,5095,53642,5.39,99
Uttar Pradesh,Kasganj,2021,64.69,155,160,1795,67639,12.93,13
Uttar Pradesh,Kasganj,2022,87.21,795,20,1860,186407,9.01,78
Uttar Pradesh,Kasganj,2023,80.18,333,175,2069,132970,10.5,162
Uttar Pradesh,Kasganj,2024,57.86,1479,178,6984,29825,12.87,423
Uttar Pradesh,Kasganj,2025,94.05,1289,130,3869,175143,13.67,156
Uttar Pradesh,Kaushambi,2015,79.16,1903,144,403,117358,11.05,239
Uttar Pradesh,Kaushambi,2016,68.51,1323,107,1085,159462,13.48,57
Uttar Pradesh,Kaushambi,2017,67.27,449,161,6627,66959,3.36,60
Uttar Pradesh,Kaushambi,2018,81.94,748,80,2196,53691,7.76,303
Uttar Pradesh,Kaushambi,2019,69.89,612,72,5694,60773,6.78,232
Uttar Pradesh,Kaushambi,2020,65.87,1973,148,655,132383,7.04,337
Uttar Pradesh,Kaushambi,2021,66.01,1256,96,6657,24352,10.95,478
Uttar Pradesh,Kaushambi,2022,85.05,362,148,4167,133003,2.47,429
Uttar Pradesh,Kaushambi,2023,57.0,1482,160,4790,177112,14.09,410
Uttar Pradesh,Kaushambi,2024,92.33,992,196,4638,96806,4.85,109
Uttar Pradesh,Kaushambi,2025,75.26,1901,155,1181,160076,4.77,208
Uttar Pradesh,Kushinagar,2015,86.18,1344,94,5304,118016,13.0,322
Uttar Pradesh,Kushinagar,2016,64.07,199,105,7042,83384,14.82,6
Uttar Pradesh,Kushinagar,2017,55.43,1750,11,1195,12803,3.61,133
Uttar Pradesh,Kushinagar,2018,68.63,1393,68,1122,169754,11.38,102
Uttar Pradesh,Kushinagar,2019,80.81,1957,157,7079,62333,7.43,227
Uttar Pradesh,Kushinagar,2020,85.47,461,108,5809,158346,1.86,35
Uttar Pradesh,Kushinagar,2021,67.93,1566,65,7958,47716,4.02,136
Uttar Pradesh,Kushinagar,2022,59.04,1118,139,1239,116281,13.24,481
Uttar Pradesh,Kushinagar,2023,88.55,1176,134,1734,52265,7.3,13
Uttar Pradesh,Kushinagar,2024,67.88,990,117,7602,43770,12.31,41
Uttar Pradesh,Kushinagar,2025,58.64,159,146,4238,144270,6.62,136
Uttar Pradesh,Lakhimpur Kheri,2015,61.98,1875,169,2684,189543,4.05,344
Uttar Pradesh,Lakhimpur Kheri,2016,70.66,615,9,2955,176585,1.68,204
Uttar Pradesh,Lakhimpur Kheri,2017,72.22,412,152,2447,174136,1.08,214
Uttar Pradesh,Lakhimpur Kheri,2018,58.44,584,60,4790,167322,5.01,31
Uttar Pradesh,Lakhimpur Kheri,2019,55.08,1177,84,6882,4715,8.19,180
Uttar Pradesh,Lakhimpur Kheri,2020,89.01,175,89,3688,92227,7.92,205
Uttar Pradesh,Lakhimpur Kheri,2021,94.28,1953,16,1140,25931,4.95,428
Uttar Pradesh,Lakhimpur Kheri,2022,84.56,125,143,2605,162848,11.88,42
Uttar Pradesh,Lakhimpur Kheri,2023,72.05,1552,188,7246,70835,6.0,442
Uttar Pradesh,Lakhimpur Kheri,2024,75.17,1338,40,7320,153332,1.0,257
Uttar Pradesh,Lakhimpur Kheri,2025,91.63,455,88,5734,17697,10.98,398
Uttar Pradesh,Lalitpur,2015,66.09,1832,156,5119,28058,12.29,443
Uttar Pradesh,Lalitpur,2016,89.76,332,79,1032,125760,2.8,317
Uttar Pradesh,Lalitpur,2017,91.57,1393,117,3711,77079,1.67,224
Uttar Pradesh,Lalitpur,2018,85.3,107,141,4817,167906,11.98,105
Uttar Pradesh,Lalitpur,2019,69.11,1188,131,7494,25699,7.29,412
Uttar Pradesh,Lalitpur,2020,76.42,620,89,6030,72606,8.85,234
Uttar Pradesh,Lalitpur,2021,55.34,1802,120,5875,170855,12.71,469
Uttar Pradesh,Lalitpur,2022,89.33,496,118,3070,88281,12.27,326
Uttar Pradesh,Lalitpur,2023,66.84,1047,135,6879,82181,3.2,91
Uttar Pradesh,Lalitpur,2024,69.52,383,154,2687,32230,8.89,454
Uttar Pradesh,Lalitpur,2025,86.38,1814,176,4573,41589,2.55,7
Uttar Pradesh,Lucknow,2015,94.22,762,65,3218,161597,10.13,353
Uttar Pradesh,Lucknow,2016,70.4,1218,190,3653,100926,5.47,300
Uttar Pradesh,Lucknow,2017,70.36,1261,104,3276,24382,4.19,186
Uttar Pradesh,Lucknow,2018,77.04,1854,88,7813,154979,9.97,14
Uttar Pradesh,Lucknow,2019,91.26,182,102,3469,58649,12.02,285
Uttar Pradesh,Lucknow,2020,62.7,984,138,1165,61624,6.44,325
Uttar Pradesh,Lucknow,2021,86.97,1927,62,1360,15742,11.43,195
Uttar Pradesh,Lucknow,2022,93.33,1934,47,4230,5696,7.58,476
Uttar Pradesh,Lucknow,2023,82.24,663,97,7539,185546,6.65,108
Uttar Pradesh,Lucknow,2024,73.36,316,50,3580,113835,8.98,322
Uttar Pradesh,Lucknow,2025,57.97,736,21,3150,4648,6.48,351
