state,district,year,avg_temperature,annual_rainfall_mm,humidity_percent,heatwave_days,flood_incidents
Uttar Pradesh,Chitrakoot,2024,17.06,1896,42.61,10,6
Uttar Pradesh,Chitrakoot,2025,28.57,1094,63.07,15,1
Uttar Pradesh,Deoria,2015,20.64,2435,84.45,12,6
Uttar Pradesh,Deoria,2016,30.03,2870,42.13,37,9
Uttar Pradesh,Deoria,2017,31.76,754,39.64,38,7
Uttar Pradesh,Deoria,2018,16.66,726,49.71,26,1
Uttar Pradesh,Deoria,2019,25.05,1355,44.31,16,8
Uttar Pradesh,Deoria,2020,38.82,818,69.66,36,3
Uttar Pradesh,Deoria,2021,15.12,388,35.06,21,9
Uttar Pradesh,Deoria,2022,20.24,655,85.13,9,8
Uttar Pradesh,Deoria,2023,17.53,1455,82.28,23,7
Uttar Pradesh,Deoria,2024,36.06,1380,50.91,10,10
Uttar Pradesh,Deoria,2025,19.67,284,69.98,23,0
Uttar Pradesh,Etah,2015,33.65,2258,63.42,15,7
Uttar Pradesh,Etah,2016,27.24,2975,50.87,0,1
Uttar Pradesh,Etah,2017,38.11,2973,91.98,26,4
Uttar Pradesh,Etah,2018,30.57,2266,49.29,11,1
Uttar Pradesh,Etah,2019,17.04,2773,57.5,33,3
Uttar Pradesh,Etah,2020,32.01,2792,38.39,32,8
Uttar Pradesh,Etah,2021,26.66,1620,71.95,39,1
Uttar Pradesh,Etah,2022,15.23,1081,35.98,26,1
Uttar Pradesh,Etah,2023,26.72,1302,49.61,4,5
Uttar Pradesh,Etah,2024,17.25,2092,71.76,33,2
Uttar Pradesh,Etah,2025,18.1,1287,60.54,31,9
Uttar Pradesh,Etawah,2015,18.73,417,93.58,39,8
Uttar Pradesh,Etawah,2016,27.84,1357,47.47,38,6
Uttar Pradesh,Etawah,2017,24.22,933,78.01,35,6
Uttar Pradesh,Etawah,2018,36.2,2977,35.35,19,7
Uttar Pradesh,Etawah,2019,31.53,2419,83.44,35,3
Uttar Pradesh,Etawah,2020,36.34,969,77.81,20,5
Uttar Pradesh,Etawah,2021,34.75,1976,36.35,24,6
Uttar Pradesh,Etawah,2022,32.47,1971,79.01,38,4
Uttar Pradesh,Etawah,2023,19.86,299,40.07,24,2
Uttar Pradesh,Etawah,2024,34.63,1011,78.18,8,4
Uttar Pradesh,Etawah,2025,22.51,1073,56.13,33,6
Uttar Pradesh,Farrukhabad,2015,22.65,925,93.5,26,3
Uttar Pradesh,Farrukhabad,2016,22.43,2467,38.56,11,3
Uttar Pradesh,Farrukhabad,2017,17.37,1746,88.0,18,9
Uttar Pradesh,Farrukhabad,2018,37.61,2009,94.07,6,0
Uttar Pradesh,Farrukhabad,2019,21.17,1025,34.86,21,8
Uttar Pradesh,Farrukhabad,2020,15.97,2273,55.78,14,1
Uttar Pradesh,Farrukhabad,2021,18.8,2912,91.09,28,9
Uttar Pradesh,Farrukhabad,2022,22.46,1900,30.44,17,10
Uttar Pradesh,Farrukhabad,2023,32.15,1298,43.0,25,10
Uttar Pradesh,Farrukhabad,2024,25.49,815,31.24,38,6
Uttar Pradesh,Farrukhabad,2025,34.56,388,91.49,2,7
Uttar Pradesh,Fatehpur,2015,37.17,649,43.94,24,5
Uttar Pradesh,Fatehpur,2016,30.43,1553,40.95,4,7
Uttar Pradesh,Fatehpur,2017,16.73,2054,91.37,35,3
Uttar Pradesh,Fatehpur,2018,17.7,577,60.85,12,10
Uttar Pradesh,Fatehpur,2019,39.65,2316,34.93,14,2
Uttar Pradesh,Fatehpur,2020,37.48,694,43.2,7,0
Uttar Pradesh,Fatehpur,2021,26.89,1310,41.63,18,6
Uttar Pradesh,Fatehpur,2022,23.67,1290,70.69,18,1
Uttar Pradesh,Fatehpur,2023,36.01,1338,40.98,35,1
Uttar Pradesh,Fatehpur,2024,27.41,899,38.67,38,7
Uttar Pradesh,Fatehpur,2025,27.68,1976,94.39,36,1
Uttar Pradesh,Firozabad,2015,35.23,2520,34.44,31,9
Uttar Pradesh,Firozabad,2016,35.14,1945,89.79,9,4
Uttar Pradesh,Firozabad,2017,19.8,2397,91.75,30,3
Uttar Pradesh,Firozabad,2018,35.11,2922,75.4,14,1
Uttar Pradesh,Firozabad,2019,25.98,1425,90.31,5,8
Uttar Pradesh,Firozabad,2020,21.16,2908,83.24,28,3
Uttar Pradesh,Firozabad,2021,17.07,2840,78.46,22,3
Uttar Pradesh,Firozabad,2022,30.54,2645,60.6,24,9
Uttar Pradesh,Firozabad,2023,32.99,1101,56.47,15,6
Uttar Pradesh,Firozabad,2024,25.34,2387,50.96,37,6
Uttar Pradesh,Firozabad,2025,18.15,245,60.51,5,8
Uttar Pradesh,Gautam Buddha Nagar,2015,18.28,732,80.42,20,4
Uttar Pradesh,Gautam Buddha Nagar,2016,25.29,1616,40.16,15,3
Uttar Pradesh,Gautam Buddha Nagar,2017,17.44,537,73.98,31,6
Uttar Pradesh,Gautam Buddha Nagar,2018,23.44,2552,87.37,18,0
Uttar Pradesh,Gautam Buddha Nagar,2019,35.27,493,77.0,8,6
Uttar Pradesh,Gautam Buddha Nagar,2020,23.87,1703,60.74,29,3
Uttar Pradesh,Gautam Buddha Nagar,2021,38.74,747,49.92,11,7
Uttar Pradesh,Gautam Buddha Nagar,2022,26.73,770,72.95,14,3
Uttar Pradesh,Gautam Buddha Nagar,2023,38.61,660,74.47,24,0
Uttar Pradesh,Gautam Buddha Nagar,2024,39.06,678,37.21,15,3
Uttar Pradesh,Gautam Buddha Nagar,2025,35.19,2208,59.56,23,6
Uttar Pradesh,Ghaziabad,2015,21.14,1896,46.87,29,7
Uttar Pradesh,Ghaziabad,2016,17.9,1723,81.64,29,3
Uttar Pradesh,Ghaziabad,2017,22.3,1707,86.04,8,6
Uttar Pradesh,Ghaziabad,2018,29.71,208,76.7,8,6
Uttar Pradesh,Ghaziabad,2019,33.61,2158,86.8,6,4
Uttar Pradesh,Ghaziabad,2020,17.11,2963,44.22,37,0
Uttar Pradesh,Ghaziabad,2021,34.27,1548,65.01,5,7
Uttar Pradesh,Ghaziabad,2022,25.52,2951,51.62,12,9
Uttar Pradesh,Ghaziabad,2023,18.26,594,44.95,1,1
Uttar Pradesh,Ghaziabad,2024,32.85,2229,72.68,0,7
Uttar Pradesh,Ghaziabad,2025,36.27,392,93.77,11,9
Uttar Pradesh,Ghazipur,2015,39.21,1048,94.1,17,3
Uttar Pradesh,Ghazipur,2016,27.01,2207,59.76,19,8
Uttar Pradesh,Ghazipur,2017,27.03,1146,88.53,2,9
Uttar Pradesh,Ghazipur,2018,29.01,956,80.28,37,1
Uttar Pradesh,Ghazipur,2019,39.27,1914,31.87,34,0
Uttar Pradesh,Ghazipur,2020,36.98,2240,46.01,11,8
Uttar Pradesh,Ghazipur,2021,16.02,2623,78.34,19,8
Uttar Pradesh,Ghazipur,2022,26.08,2460,38.77,2,6
Uttar Pradesh,Ghazipur,2023,36.04,1532,59.73,10,7
Uttar Pradesh,Ghazipur,2024,28.09,2469,34.1,37,8
Uttar Pradesh,Ghazipur,2025,19.81,2775,46.64,21,7
Uttar Pradesh,Gonda,2015,38.11,878,58.09,14,9
Uttar Pradesh,Gonda,2016,15.07,2186,84.98,19,1
Uttar Pradesh,Gonda,2017,16.03,2902,52.03,6,2
Uttar Pradesh,Gonda,2018,26.14,2048,73.43,24,2
Uttar Pradesh,Gonda,2019,27.03,1435,91.73,8,1
Uttar Pradesh,Gonda,2020,34.33,2083,72.68,29,4
Uttar Pradesh,Gonda,2021,22.32,872,33.86,21,3
Uttar Pradesh,Gonda,2022,30.14,1895,68.05,4,1
Uttar Pradesh,Gonda,2023,32.39,834,38.19,33,2
Uttar Pradesh,Gonda,2024,38.98,3000,48.22,8,3
Uttar Pradesh,Gonda,2025,22.48,2247,42.26,27,1
Uttar Pradesh,Gorakhpur,2015,28.27,1671,75.01,25,4
Uttar Pradesh,Gorakhpur,2016,16.26,2289,35.78,5,1
Uttar Pradesh,Gorakhpur,2017,35.04,1902,63.22,35,0
Uttar Pradesh,Gorakhpur,2018,22.8,2570,79.61,38,10
Uttar Pradesh,Gorakhpur,2019,19.92,1435,78.0,22,8
Uttar Pradesh,Gorakhpur,2020,19.39,2151,49.81,37,8
Uttar Pradesh,Gorakhpur,2021,21.23,1824,72.95,15,3
Uttar Pradesh,Gorakhpur,2022,37.43,445,94.33,28,9
Uttar Pradesh,Gorakhpur,2023,31.78,757,94.53,27,7
Uttar Pradesh,Gorakhpur,2024,20.24,1568,85.8,31,6
Uttar Pradesh,Gorakhpur,2025,15.59,1318,78.35,13,6
Uttar Pradesh,Hamirpur,2015,33.92,2493,46.03,16,6
Uttar Pradesh,Hamirpur,2016,27.89,2987,67.55,36,1
Uttar Pradesh,Hamirpur,2017,36.75,1364,69.38,6,10
Uttar Pradesh,Hamirpur,2018,23.08,497,86.68,21,1
Uttar Pradesh,Hamirpur,2019,23.21,849,35.58,27,2
Uttar Pradesh,Hamirpur,2020,38.44,434,30.7,12,3
Uttar Pradesh,Hamirpur,2021,29.3,2859,34.51,36,7
Uttar Pradesh,Hamirpur,2022,23.9,1331,61.68,6,7
Uttar Pradesh,Hamirpur,2023,26.68,1839,30.84,29,6
Uttar Pradesh,Hamirpur,2024,30.62,1128,56.24,9,9
Uttar Pradesh,Hamirpur,2025,20.87,2730,92.28,13,8
Uttar Pradesh,Hapur,2015,23.59,2270,33.45,18,5
Uttar Pradesh,Hapur,2016,39.31,783,83.52,38,4
Uttar Pradesh,Hapur,2017,18.2,2282,45.48,14,3
Uttar Pradesh,Hapur,2018,23.78,450,70.99,8,1
Uttar Pradesh,Hapur,2019,33.97,1519,43.59,26,2
Uttar Pradesh,Hapur,2020,35.86,2495,76.39,16,9
Uttar Pradesh,Hapur,2021,30.07,2893,36.66,27,6
Uttar Pradesh,Hapur,2022,27.22,1783,71.46,35,7
Uttar Pradesh,Hapur,2023,35.17,2733,87.92,13,3
Uttar Pradesh,Hapur,2024,35.62,566,66.71,9,2
Uttar Pradesh,Hapur,2025,30.73,2398,35.39,38,7
Uttar Pradesh,Hardoi,2015,25.21,354,62.09,28,2
Uttar Pradesh,Hardoi,2016,30.35,2227,85.7,36,3
Uttar Pradesh,Hardoi,2017,29.93,1586,31.92,22,1
Uttar Pradesh,Hardoi,2018,15.86,1032,45.29,39,5
Uttar Pradesh,Hardoi,2019,20.93,2772,51.04,5,10
Uttar Pradesh,Hardoi,2020,29.68,1344,91.72,3,2
Uttar Pradesh,Hardoi,2021,34.06,2966,31.14,40,0
Uttar Pradesh,Hardoi,2022,33.58,293,32.18,2,9
Uttar Pradesh,Hardoi,2023,16.59,1510,57.32,19,5
Uttar Pradesh,Hardoi,2024,26.86,484,90.18,7,1
Uttar Pradesh,Hardoi,2025,16.1,2256,59.93,36,4
Uttar Pradesh,Hathras,2015,17.83,1606,72.71,8,3
Uttar Pradesh,Hathras,2016,27.16,644,51.15,6,1
Uttar Pradesh,Hathras,2017,15.22,2306,82.57,6,2
Uttar Pradesh,Hathras,2018,25.51,2267,40.56,7,2
Uttar Pradesh,Hathras,2019,34.62,776,66.2,39,0
Uttar Pradesh,Hathras,2020,18.03,1819,61.69,16,5
Uttar Pradesh,Hathras,2021,38.11,2293,37.04,24,4
Uttar Pradesh,Hathras,2022,19.26,1025,33.43,8,6
Uttar Pradesh,Hathras,2023,25.67,2732,65.05,13,0
Uttar Pradesh,Hathras,2024,15.41,2150,90.33,20,3
Uttar Pradesh,Hathras,2025,22.51,893,66.99,38,7
Uttar Pradesh,Jalaun,2015,30.57,2144,33.81,35,3
Uttar Pradesh,Jalaun,2016,32.13,275,42.72,3,1
Uttar Pradesh,Jalaun,2017,19.45,1756,79.72,34,2
Uttar Pradesh,Jalaun,2018,15.57,1221,65.95,2,0
Uttar Pradesh,Jalaun,2019,31.58,587,34.28,2,1
Uttar Pradesh,Jalaun,2020,24.16,2697,42.15,40,6
Uttar Pradesh,Jalaun,2021,37.94,2514,83.0,17,3
Uttar Pradesh,Jalaun,2022,39.62,1106,31.18,1,0
Uttar Pradesh,Jalaun,2023,32.61,1231,70.84,34,3
Uttar Pradesh,Jalaun,2024,36.25,2033,81.98,12,2
Uttar Pradesh,Jalaun,2025,32.65,438,35.69,27,4
Uttar Pradesh,Jaunpur,2015,34.52,2095,64.63,9,6
Uttar Pradesh,Jaunpur,2016,27.25,2603,93.87,35,8
Uttar Pradesh,Jaunpur,2017,19.99,1002,38.99,18,4
Uttar Pradesh,Jaunpur,2018,39.65,770,93.7,3,0
Uttar Pradesh,Jaunpur,2019,22.87,2599,68.41,26,0
Uttar Pradesh,Jaunpur,2020,28.82,1897,82.29,40,9
Uttar Pradesh,Jaunpur,2021,39.96,984,50.17,36,0
Uttar Pradesh,Jaunpur,2022,30.91,1028,48.67,8,7
Uttar Pradesh,Jaunpur,2023,28.5,2431,86.27,5,1
Uttar Pradesh,Jaunpur,2024,36.85,2659,45.62,14,2
Uttar Pradesh,Jaunpur,2025,39.36,1949,71.55,5,6
Uttar Pradesh,Jhansi,2015,16.38,220,74.56,16,3
Uttar Pradesh,Jhansi,2016,18.35,2511,79.25,15,3
Uttar Pradesh,Jhansi,2017,24.89,2989,69.87,16,4
Uttar Pradesh,Jhansi,2018,31.57,2093,61.68,26,0
Uttar Pradesh,Jhansi,2019,21.02,1951,40.62,4,2
Uttar Pradesh,Jhansi,2020,38.34,1559,44.27,16,9
Uttar Pradesh,Jhansi,2021,22.77,344,52.06,10,0
Uttar Pradesh,Jhansi,2022,33.62,2542,45.96,35,7
Uttar Pradesh,Jhansi,2023,33.7,2443,61.36,2,5
Uttar Pradesh,Jhansi,2024,30.84,2632,42.37,26,6
Uttar Pradesh,Jhansi,2025,39.85,1121,32.46,34,1
Uttar Pradesh,Kannauj,2015,23.83,2590,66.05,28,6
Uttar Pradesh,Kannauj,2016,19.96,943,73.03,29,8
Uttar Pradesh,Kannauj,2017,28.85,2719,85.29,20,1
Uttar Pradesh,Kannauj,2018,28.52,2978,68.88,7,5
Uttar Pradesh,Kannauj,2019,22.09,1753,70.79,34,9
Uttar Pradesh,Kannauj,2020,22.08,2209,58.3,21,2
Uttar Pradesh,Kannauj,2021,17.75,1753,90.61,20,2
Uttar Pradesh,Kannauj,2022,37.55,2036,93.4,12,6
Uttar Pradesh,Kannauj,2023,36.68,730,94.37,11,7
Uttar Pradesh,Kannauj,2024,17.36,2258,83.31,1,10
Uttar Pradesh,Kannauj,2025,25.41,1667,34.33,12,8
Uttar Pradesh,Kanpur Dehat,2015,39.78,1400,83.74,2,3
Uttar Pradesh,Kanpur Dehat,2016,17.77,557,53.57,25,3
Uttar Pradesh,Kanpur Dehat,2017,23.86,1569,59.21,7,0
Uttar Pradesh,Kanpur Dehat,2018,32.82,701,86.41,35,3
Uttar Pradesh,Kanpur Dehat,2019,36.42,1584,74.76,15,3
Uttar Pradesh,Kanpur Dehat,2020,34.09,1127,92.8,30,10
Uttar Pradesh,Kanpur Dehat,2021,38.04,1440,88.43,36,4
Uttar Pradesh,Kanpur Dehat,2022,27.73,2296,62.24,31,9
Uttar Pradesh,Kanpur Dehat,2023,19.38,2477,31.92,15,2
Uttar Pradesh,Kanpur Dehat,2024,19.63,2771,56.89,27,7
Uttar Pradesh,Kanpur Dehat,2025,24.22,1294,47.71,12,0
Uttar Pradesh,Kanpur Nagar,2015,37.08,2292,75.16,16,9
Uttar Pradesh,Kanpur Nagar,2016,39.97,1041,63.56,32,1
Uttar Pradesh,Kanpur Nagar,2017,19.41,221,36.17,2,9
Uttar Pradesh,Kanpur Nagar,2018,37.99,1059,91.12,40,7
Uttar Pradesh,Kanpur Nagar,2019,21.69,2444,93.96,27,8
Uttar Pradesh,Kanpur Nagar,2020,37.47,1447,65.54,23,1
Uttar Pradesh,Kanpur Nagar,2021,20.23,1313,61.23,39,8
Uttar Pradesh,Kanpur Nagar,2022,26.87,1266,72.14,15,8
Uttar Pradesh,Kanpur Nagar,2023,38.21,664,45.97,35,9
Uttar Pradesh,Kanpur Nagar,2024,21.42,1015,64.02,27,2
Uttar Pradesh,Kanpur Nagar,2025,39.73,896,49.92,35,2
Uttar Pradesh,Kasganj,2015,36.57,2398,89.78,32,3
Uttar Pradesh,Kasganj,2016,38.71,2614,52.89,21,7
Uttar Pradesh,Kasganj,2017,38.67,1547,64.57,15,8
Uttar Pradesh,Kasganj,2018,38.24,1629,47.55,17,6
Uttar Pradesh,Kasganj,2019,17.02,2637,56.85,30,0
Uttar Pradesh,Kasganj,2020,24.01,2570,60.43,15,8
Uttar Pradesh,Kasganj,2021,22.08,2463,69.52,15,1
Uttar Pradesh,Kasganj,2022,27.53,2566,81.99,7,8
Uttar Pradesh,Kasganj,2023,30.74,372,92.44,12,8
Uttar Pradesh,Kasganj,2024,36.44,984,86.82,9,2
Uttar Pradesh,Kasganj,2025,20.5,1128,65.86,34,3
Uttar Pradesh,Kaushambi,2015,33.37,669,67.3,33,6
Uttar Pradesh,Kaushambi,2016,27.38,2249,49.77,32,7
Uttar Pradesh,Kaushambi,2017,25.29,2631,45.17,28,3
Uttar Pradesh,Kaushambi,2018,36.64,1663,45.39,1,4
Uttar Pradesh,Kaushambi,2019,28.17,2980,79.65,25,5
Uttar Pradesh,Kaushambi,2020,25.12,231,35.84,38,0
Uttar Pradesh,Kaushambi,2021,23.82,1929,70.79,34,1
Uttar Pradesh,Kaushambi,2022,34.62,1158,47.1,21,0
Uttar Pradesh,Kaushambi,2023,39.59,2296,73.25,7,1
Uttar Pradesh,Kaushambi,2024,21.64,2023,46.83,21,3
Uttar Pradesh,Kaushambi,2025,28.77,2404,66.47,23,6
Uttar Pradesh,Kushinagar,2015,26.64,1500,55.98,19,1
Uttar Pradesh,Kushinagar,2016,35.04,583,76.65,15,6
Uttar Pradesh,Kushinagar,2017,26.5,2033,75.22,5,9
Uttar Pradesh,Kushinagar,2018,39.42,2760,84.8,38,5
Uttar Pradesh,Kushinagar,2019,35.54,1124,71.07,23,7
Uttar Pradesh,Kushinagar,2020,32.44,2340,37.99,4,5
Uttar Pradesh,Kushinagar,2021,17.72,658,71.89,38,7
Uttar Pradesh,Kushinagar,2022,36.25,1030,30.65,19,10
Uttar Pradesh,Kushinagar,2023,16.41,1576,78.04,26,2
Uttar Pradesh,Kushinagar,2024,33.16,1470,83.8,13,4
Uttar Pradesh,Kushinagar,2025,33.86,1006,58.93,28,8
Uttar Pradesh,Lakhimpur Kheri,2015,30.64,978,67.43,9,1
Uttar Pradesh,Lakhimpur Kheri,2016,30.94,582,46.17,20,0
Uttar Pradesh,Lakhimpur Kheri,2017,39.08,1821,38.69,31,3
Uttar Pradesh,Lakhimpur Kheri,2018,37.53,2398,86.6,21,1
Uttar Pradesh,Lakhimpur Kheri,2019,30.02,2728,36.97,4,1
Uttar Pradesh,Lakhimpur Kheri,2020,28.07,762,70.98,39,2
Uttar Pradesh,Lakhimpur Kheri,2021,17.63,688,43.09,11,1
Uttar Pradesh,Lakhimpur Kheri,2022,33.49,1613,38.42,20,2
Uttar Pradesh,Lakhimpur Kheri,2023,17.94,2285,80.3,22,8
Uttar Pradesh,Lakhimpur Kheri,2024,36.79,2398,68.14,1,2
Uttar Pradesh,Lakhimpur Kheri,2025,29.22,613,75.65,23,10
Uttar Pradesh,Lalitpur,2015,16.62,1349,37.54,25,1
Uttar Pradesh,Lalitpur,2016,18.11,2297,80.99,31,7
Uttar Pradesh,Lalitpur,2017,21.97,643,61.4,4,0
Uttar Pradesh,Lalitpur,2018,30.05,262,66.67,40,9
Uttar Pradesh,Lalitpur,2019,18.27,2454,67.61,4,7
Uttar Pradesh,Lalitpur,2020,34.16,2056,75.43,27,4
Uttar Pradesh,Lalitpur,2021,19.93,2715,89.86,1,1
Uttar Pradesh,Lalitpur,2022,38.6,1291,49.16,14,0
Uttar Pradesh,Lalitpur,2023,39.02,945,48.98,21,3
Uttar Pradesh,Lalitpur,2024,34.69,1991,70.46,36,1
Uttar Pradesh,Lalitpur,2025,28.04,1589,92.78,5,0
Uttar Pradesh,Lucknow,2015,23.5,2199,80.42,23,4
Uttar Pradesh,Lucknow,2016,27.92,1163,66.75,35,9
Uttar Pradesh,Lucknow,2017,32.91,2643,78.08,7,7
Uttar Pradesh,Lucknow,2018,19.38,1218,49.97,5,6
Uttar Pradesh,Lucknow,2019,19.46,2832,45.01,8,2
Uttar Pradesh,Lucknow,2020,16.16,1377,47.68,29,4
Uttar Pradesh,Lucknow,2021,32.58,1909,86.76,24,10
Uttar Pradesh,Lucknow,2022,32.13,2930,92.68,20,10
Uttar Pradesh,Lucknow,2023,23.06,1408,43.3,17,5
Uttar Pradesh,Lucknow,2024,34.02,1563,36.88,29,1
Uttar Pradesh,Lucknow,2025,39.79,427,54.48,23,3
Uttar Pradesh,Maharajganj,2015,34.05,495,79.08,11,8
Uttar Pradesh,Maharajganj,2016,30.1,766,53.15,6,2
Uttar Pradesh,Maharajganj,2017,35.74,1571,73.84,1,0
Uttar Pradesh,Maharajganj,2018,30.66,1738,93.03,19,9
Uttar Pradesh,Maharajganj,2019,27.65,2922,31.17,16,3
Uttar Pradesh,Maharajganj,2020,22.52,1975,39.85,31,0
Uttar Pradesh,Maharajganj,2021,39.11,2819,61.17,23,4
Uttar Pradesh,Maharajganj,2022,29.19,865,94.99,10,5
Uttar Pradesh,Maharajganj,2023,21.57,2625,59.21,3,9
Uttar Pradesh,Maharajganj,2024,25.23,255,66.45,19,4
Uttar Pradesh,Maharajganj,2025,26.49,784,51.16,1,6
Uttar Pradesh,Mahoba,2015,30.69,2742,76.8,20,10
Uttar Pradesh,Mahoba,2016,15.94,2020,58.06,25,7
Uttar Pradesh,Mahoba,2017,38.35,2016,86.95,0,2
Uttar Pradesh,Mahoba,2018,19.58,2392,76.07,28,1
Uttar Pradesh,Mahoba,2019,19.19,712,44.16,30,3
Uttar Pradesh,Mahoba,2020,35.99,204,35.63,13,1
Uttar Pradesh,Mahoba,2021,15.31,2362,83.04,24,1
Uttar Pradesh,Mahoba,2022,16.73,630,85.21,1,5
Uttar Pradesh,Mahoba,2023,36.5,1137,73.13,37,9
Uttar Pradesh,Mahoba,2024,18.79,261,91.09,19,10
Uttar Pradesh,Mahoba,2025,20.46,1688,49.07,33,3
Uttar Pradesh,Mainpuri,2015,38.78,842,67.14,8,0
Uttar Pradesh,Mainpuri,2016,29.95,2858,80.72,37,9
Uttar Pradesh,Mainpuri,2017,20.49,205,57.79,20,1
Uttar Pradesh,Mainpuri,2018,23.92,356,39.08,16,6
Uttar Pradesh,Mainpuri,2019,33.77,2695,34.15,13,3
Uttar Pradesh,Mainpuri,2020,25.72,1946,76.33,24,1
Uttar Pradesh,Mainpuri,2021,31.54,2800,48.76,14,3
Uttar Pradesh,Mainpuri,2022,29.53,989,32.98,21,8
Uttar Pradesh,Mainpuri,2023,25.42,1606,67.47,22,6
Uttar Pradesh,Mainpuri,2024,24.44,901,68.67,1,3
Uttar Pradesh,Mainpuri,2025,19.66,1511,83.24,33,4
Uttar Pradesh,Mathura,2015,35.13,1965,78.15,21,2
Uttar Pradesh,Mathura,2016,36.57,440,82.62,0,5
Uttar Pradesh,Mathura,2017,38.6,286,71.54,12,9
Uttar Pradesh,Mathura,2018,31.53,2554,73.32,34,9
Uttar Pradesh,Mathura,2019,17.41,1808,30.41,10,7
Uttar Pradesh,Mathura,2020,22.92,2491,52.23,2,8
Uttar Pradesh,Mathura,2021,37.17,958,93.07,40,4
Uttar Pradesh,Mathura,2022,36.18,558,64.85,20,6
Uttar Pradesh,Mathura,2023,28.48,2199,34.0,39,4
Uttar Pradesh,Mathura,2024,30.27,2974,41.81,36,10
Uttar Pradesh,Mathura,2025,32.03,1334,47.51,12,2
Uttar Pradesh,Mau,2015,17.61,1665,81.53,14,7
Uttar Pradesh,Mau,2016,38.08,407,80.05,2,5
Uttar Pradesh,Mau,2017,37.39,486,55.75,37,3
Uttar Pradesh,Mau,2018,31.96,847,80.29,29,9
Uttar Pradesh,Mau,2019,25.41,2744,70.36,24,4
Uttar Pradesh,Mau,2020,25.3,422,83.86,15,0
Uttar Pradesh,Mau,2021,28.29,1335,53.08,17,9
Uttar Pradesh,Mau,2022,32.44,601,35.59,35,7
Uttar Pradesh,Mau,2023,27.11,2058,32.95,20,3
Uttar Pradesh,Mau,2024,21.32,332,65.25,16,0
Uttar Pradesh,Mau,2025,17.33,2465,64.74,6,4
Uttar Pradesh,Meerut,2015,27.7,2391,83.52,19,8
Uttar Pradesh,Meerut,2016,33.97,245,56.75,38,8
Uttar Pradesh,Meerut,2017,33.05,1536,84.25,21,4
Uttar Pradesh,Meerut,2018,35.3,1178,81.41,6,2
Uttar Pradesh,Meerut,2019,17.99,367,84.98,12,6
Uttar Pradesh,Meerut,2020,19.34,1567,73.31,26,3
Uttar Pradesh,Meerut,2021,16.17,604,80.75,31,8
Uttar Pradesh,Meerut,2022,26.39,1681,69.43,32,4
Uttar Pradesh,Meerut,2023,16.12,2142,78.38,39,7
Uttar Pradesh,Meerut,2024,37.71,1206,59.28,6,9
Uttar Pradesh,Meerut,2025,18.26,2998,44.3,34,2
Uttar Pradesh,Mirzapur,2015,28.16,1876,74.29,24,4
Uttar Pradesh,Mirzapur,2016,30.23,670,41.56,17,8
Uttar Pradesh,Mirzapur,2017,38.87,375,61.66,16,7
Uttar Pradesh,Mirzapur,2018,23.81,643,72.94,6,0
Uttar Pradesh,Mirzapur,2019,16.51,446,68.09,6,6
Uttar Pradesh,Mirzapur,2020,31.16,1335,93.96,6,8
Uttar Pradesh,Mirzapur,2021,17.52,2003,69.31,37,9
Uttar Pradesh,Mirzapur,2022,18.2,1287,35.42,23,9
Uttar Pradesh,Mirzapur,2023,23.33,1666,89.99,33,4
Uttar Pradesh,Mirzapur,2024,39.58,288,73.19,32,6
Uttar Pradesh,Mirzapur,2025,31.61,1309,40.24,11,6
Uttar Pradesh,Moradabad,2015,23.4,674,68.22,16,5
Uttar Pradesh,Moradabad,2016,15.82,2577,59.15,1,8
Uttar Pradesh,Moradabad,2017,22.06,1126,54.07,39,0
Uttar Pradesh,Moradabad,2018,26.94,1438,72.28,18,6
Uttar Pradesh,Moradabad,2019,30.15,1959,80.21,15,6
Uttar Pradesh,Moradabad,2020,16.07,2137,91.09,26,3
Uttar Pradesh,Moradabad,2021,23.45,1459,56.63,9,2
Uttar Pradesh,Moradabad,2022,19.37,2373,41.58,27,0
Uttar Pradesh,Moradabad,2023,23.17,500,33.96,21,7
Uttar Pradesh,Moradabad,2024,30.18,313,73.85,15,8
Uttar Pradesh,Moradabad,2025,29.05,764,71.06,1,3
Uttar Pradesh,Muzaffarnagar,2015,25.41,2508,56.95,17,7
Uttar Pradesh,Muzaffarnagar,2016,19.65,2636,40.03,30,0
Uttar Pradesh,Muzaffarnagar,2017,34.13,2553,88.92,14,4
Uttar Pradesh,Muzaffarnagar,2018,22.3,1560,57.5,30,6
Uttar Pradesh,Muzaffarnagar,2019,23.35,982,71.53,15,4
Uttar Pradesh,Muzaffarnagar,2020,24.65,1547,47.6,1,9
Uttar Pradesh,Muzaffarnagar,2021,28.13,1775,48.33,8,10
Uttar Pradesh,Muzaffarnagar,2022,16.99,1302,57.61,23,10
Uttar Pradesh,Muzaffarnagar,2023,22.41,2320,32.96,31,7
Uttar Pradesh,Muzaffarnagar,2024,24.69,332,94.81,17,3
Uttar Pradesh,Muzaffarnagar,2025,32.53,924,81.03,15,1
Uttar Pradesh,Pilibhit,2015,24.78,949,68.53,3,8
Uttar Pradesh,Pilibhit,2016,39.97,642,63.33,32,7
Uttar Pradesh,Pilibhit,2017,31.35,1842,40.98,29,4
Uttar Pradesh,Pilibhit,2018,36.86,1067,90.02,16,0
Uttar Pradesh,Pilibhit,2019,30.97,2707,37.53,2,10
