state,district,year,literacy_rate,male_literacy_rate,female_literacy_rate,schools,teachers,students
Telangana,Wanaparthy,2020,81.22,61.71,81.18,1436,6692,75551
Telangana,Wanaparthy,2021,78.07,76.61,52.46,1981,5566,57694
Telangana,Wanaparthy,2022,69.0,75.15,78.37,386,2095,103595
Telangana,Wanaparthy,2023,66.05,97.62,94.12,1516,7160,90572
Telangana,Wanaparthy,2024,57.54,87.86,84.47,1842,2684,53725
Telangana,Wanaparthy,2025,88.54,70.12,62.32,731,458,83272
Telangana,Warangal,2015,61.64,93.77,81.69,1144,3765,113376
Telangana,Warangal,2016,89.72,63.53,59.23,1520,2508,11192
Telangana,Warangal,2017,91.94,65.94,63.37,1962,2398,59244
Telangana,Warangal,2018,66.07,87.37,65.4,812,1214,14429
Telangana,Warangal,2019,72.35,87.56,73.75,1365,6922,162033
Telangana,Warangal,2020,92.56,60.44,61.49,592,2655,42875
Telangana,Warangal,2021,70.86,76.04,93.77,1997,4999,135785
Telangana,Warangal,2022,65.73,70.13,77.38,93,6726,65452
Telangana,Warangal,2023,55.34,68.27,82.16,1973,4351,113325
Telangana,Warangal,2024,71.72,67.95,90.46,1267,4745,155195
Telangana,Warangal,2025,86.19,82.95,54.03,1988,3349,189375
Telangana,Yadadri Bhuvanagiri,2015,87.46,84.58,82.3,775,3954,130345
Telangana,Yadadri Bhuvanagiri,2016,71.46,63.25,75.99,447,7092,46928
Telangana,Yadadri Bhuvanagiri,2017,57.38,71.37,72.01,1855,5237,17522
Telangana,Yadadri Bhuvanagiri,2018,76.04,84.07,65.63,1581,4471,60369
Telangana,Yadadri Bhuvanagiri,2019,68.52,70.42,74.41,338,869,29353
Telangana,Yadadri Bhuvanagiri,2020,74.09,96.32,61.14,757,7593,197117
Telangana,Yadadri Bhuvanagiri,2021,72.27,94.64,68.98,207,3652,188113
Telangana,Yadadri Bhuvanagiri,2022,84.2,79.69,52.51,1783,2972,61690
Telangana,Yadadri Bhuvanagiri,2023,89.4,96.33,87.64,755,4932,85025
Telangana,Yadadri Bhuvanagiri,2024,81.04,87.82,70.08,1153,4085,103465
Telangana,Yadadri Bhuvanagiri,2025,74.7,81.61,66.11,751,2597,6374
Tripura,Dhalai,2015,79.24,76.8,71.54,530,7471,112034
Tripura,Dhalai,2016,64.91,70.65,80.35,1207,3820,171252
Tripura,Dhalai,2017,85.16,72.19,81.1,1643,354,154441
Tripura,Dhalai,2018,82.43,77.28,54.61,225,3979,151947
Tripura,Dhalai,2019,76.34,68.55,70.3,2000,7748,7091
Tripura,Dhalai,2020,88.86,87.04,70.14,731,6811,108702
Tripura,Dhalai,2021,63.38,86.07,82.9,878,5786,2882
Tripura,Dhalai,2022,97.83,98.48,78.58,1451,7263,57149
Tripura,Dhalai,2023,67.65,91.22,53.0,493,1899,92736
Tripura,Dhalai,2024,87.87,81.07,87.56,1812,7379,14280
Tripura,Dhalai,2025,73.07,96.2,91.77,1269,6939,10443
Tripura,Gomati,2015,90.5,91.11,94.06,1416,672,149014
Tripura,Gomati,2016,85.28,63.28,57.1,1685,5814,71226
Tripura,Gomati,2017,95.26,76.18,92.64,348,2169,66577
Tripura,Gomati,2018,58.18,97.44,79.17,1952,2710,190942
Tripura,Gomati,2019,80.01,86.9,83.74,1035,4590,190779
Tripura,Gomati,2020,87.16,73.58,91.36,852,7734,51606
Tripura,Gomati,2021,82.19,75.05,96.88,97,5332,8830
Tripura,Gomati,2022,88.4,88.95,75.63,842,2663,24895
Tripura,Gomati,2023,80.9,80.37,79.74,1072,7069,163720
Tripura,Gomati,2024,58.54,87.37,89.38,1199,4173,47391
Tripura,Gomati,2025,58.01,82.27,67.3,229,782,13904
Tripura,Khowai,2015,86.07,69.4,60.62,71,6623,108386
Tripura,Khowai,2016,67.77,96.68,60.76,967,4757,139786
Tripura,Khowai,2017,70.41,92.43,88.96,1278,7594,185740
Tripura,Khowai,2018,80.44,74.37,54.55,696,5919,2888
Tripura,Khowai,2019,64.13,73.08,77.67,356,347,124832
Tripura,Khowai,2020,77.4,69.9,93.52,1761,3728,196462
Tripura,Khowai,2021,61.32,78.69,75.79,1311,7845,36418
Tripura,Khowai,2022,64.86,94.04,64.85,594,3221,14909
Tripura,Khowai,2023,89.49,77.01,54.63,1808,2867,34037
Tripura,Khowai,2024,97.46,81.27,85.45,356,5652,57030
Tripura,Khowai,2025,88.77,61.17,73.33,1176,815,197714
Tripura,North Tripura,2015,83.42,79.41,86.69,667,6663,132870
Tripura,North Tripura,2016,88.34,73.22,68.77,653,7526,55737
Tripura,North Tripura,2017,61.07,83.56,59.56,965,4472,28272
Tripura,North Tripura,2018,76.28,88.92,62.4,1438,7605,171098
Tripura,North Tripura,2019,66.92,93.68,74.32,1210,350,176975
Tripura,North Tripura,2020,94.3,92.26,68.56,1359,3390,26093
Tripura,North Tripura,2021,83.41,64.93,71.37,523,5449,158707
Tripura,North Tripura,2022,64.63,76.27,90.01,1714,1835,192316
Tripura,North Tripura,2023,96.8,62.33,72.24,976,7192,6517
Tripura,North Tripura,2024,86.98,86.02,63.4,211,5380,82679
Tripura,North Tripura,2025,97.24,79.37,79.97,1714,7140,192707
Tripura,Sepahijala,2015,89.79,92.14,78.11,1445,3652,34281
Tripura,Sepahijala,2016,64.23,78.59,54.36,1778,1634,142288
Tripura,Sepahijala,2017,69.26,65.99,94.35,1330,2120,191706
Tripura,Sepahijala,2018,83.68,72.44,83.58,1266,3674,107325
Tripura,Sepahijala,2019,84.08,78.66,76.24,1816,3652,96445
Tripura,Sepahijala,2020,92.81,65.28,61.22,966,7524,29127
Tripura,Sepahijala,2021,93.61,65.36,83.98,1088,4672,162549
Tripura,Sepahijala,2022,88.04,78.0,90.23,1838,5528,166301
Tripura,Sepahijala,2023,96.08,95.7,90.48,1128,1075,173832
Tripura,Sepahijala,2024,62.52,80.13,70.28,1639,6877,31708
Tripura,Sepahijala,2025,85.26,65.53,65.24,1460,5042,10204
Tripura,South Tripura,2015,97.16,82.84,77.87,557,5091,63632
Tripura,South Tripura,2016,67.11,70.17,54.43,827,4105,72922
Tripura,South Tripura,2017,84.47,86.83,70.44,1541,7664,157526
Tripura,South Tripura,2018,91.9,88.4,96.11,872,2211,67294
Tripura,South Tripura,2019,88.54,94.21,67.65,233,3340,115991
Tripura,South Tripura,2020,93.55,93.76,83.32,1072,6246,40044
Tripura,South Tripura,2021,88.17,96.67,78.86,1276,2176,148958
Tripura,South Tripura,2022,86.15,86.16,74.22,239,3112,7678
Tripura,South Tripura,2023,68.33,83.69,50.41,490,3532,14546
Tripura,South Tripura,2024,62.1,85.34,50.57,1031,4466,61220
Tripura,South Tripura,2025,96.72,68.7,58.01,370,5434,142351
Tripura,Unakoti,2015,71.8,71.71,50.23,1704,5285,91650
Tripura,Unakoti,2016,74.42,96.67,60.99,534,1555,125920
Tripura,Unakoti,2017,77.38,73.3,72.29,1152,5174,57674
Tripura,Unakoti,2018,93.76,61.77,89.92,1346,1438,4055
Tripura,Unakoti,2019,81.34,95.39,73.31,1266,1669,112765
Tripura,Unakoti,2020,86.34,60.9,79.94,1941,903,185676
Tripura,Unakoti,2021,70.94,70.2,51.48,1520,4637,133958
Tripura,Unakoti,2022,64.36,93.6,77.54,1680,949,152096
Tripura,Unakoti,2023,96.01,74.69,77.47,1624,1478,79995
Tripura,Unakoti,2024,71.81,81.86,90.78,218,7815,87302
Tripura,Unakoti,2025,65.13,86.48,81.46,1645,2051,88366
Tripura,West Tripura,2015,58.09,86.56,69.65,824,464,120145
Tripura,West Tripura,2016,84.7,89.9,94.73,723,7350,178547
Tripura,West Tripura,2017,70.2,98.88,90.37,1475,2215,198535
Tripura,West Tripura,2018,55.02,86.03,74.56,1706,4856,174433
Tripura,West Tripura,2019,79.75,92.74,53.7,274,5229,84104
Tripura,West Tripura,2020,70.69,96.13,69.03,1380,7238,187986
Tripura,West Tripura,2021,93.51,93.42,96.33,161,6702,100925
Tripura,West Tripura,2022,81.89,92.32,66.23,1300,2641,40403
Tripura,West Tripura,2023,77.29,92.92,53.56,1819,7720,137776
Tripura,West Tripura,2024,82.09,68.75,69.95,561,2250,157724
Tripura,West Tripura,2025,92.92,97.38,81.29,718,5565,192734
Uttar Pradesh,Agra,2015,76.88,78.76,60.6,468,1847,107893
Uttar Pradesh,Agra,2016,73.54,76.12,70.93,1859,754,175614
Uttar Pradesh,Agra,2017,82.76,86.66,70.43,1860,4416,195604
Uttar Pradesh,Agra,2018,94.7,95.7,73.33,1477,401,127076
Uttar Pradesh,Agra,2019,76.96,75.66,68.24,337,1694,170285
Uttar Pradesh,Agra,2020,79.16,94.99,58.13,1233,282,7491
Uttar Pradesh,Agra,2021,55.35,82.76,65.78,1949,5252,151639
Uttar Pradesh,Agra,2022,56.05,76.28,62.36,1720,3534,79644
Uttar Pradesh,Agra,2023,79.95,91.15,64.25,1939,2552,159617
Uttar Pradesh,Agra,2024,93.55,78.94,66.02,724,2483,170212
Uttar Pradesh,Agra,2025,76.5,81.21,76.56,1489,5661,34089
Uttar Pradesh,Aligarh,2015,80.97,68.13,92.71,1299,475,20546
Uttar Pradesh,Aligarh,2016,58.32,71.46,92.7,1853,5439,116829
Uttar Pradesh,Aligarh,2017,80.2,98.56,57.43,1167,568,82241
Uttar Pradesh,Aligarh,2018,76.53,87.62,96.16,1359,7037,143292
Uttar Pradesh,Aligarh,2019,78.94,88.59,53.76,1054,1816,4939
Uttar Pradesh,Aligarh,2020,83.39,89.57,62.73,1621,7407,103278
Uttar Pradesh,Aligarh,2021,65.86,78.09,60.48,406,6370,44944
Uttar Pradesh,Aligarh,2022,60.28,80.22,53.73,799,4863,111295
Uttar Pradesh,Aligarh,2023,74.39,77.81,57.57,468,4615,87980
Uttar Pradesh,Aligarh,2024,58.96,62.22,85.09,353,5352,186281
Uttar Pradesh,Aligarh,2025,89.08,86.08,77.24,1651,6526,171321
Uttar Pradesh,Ambedkar Nagar,2015,72.43,67.47,61.82,1918,4122,81010
Uttar Pradesh,Ambedkar Nagar,2016,56.33,77.47,91.33,1416,1699,3250
Uttar Pradesh,Ambedkar Nagar,2017,67.85,67.06,71.67,375,1980,95288
Uttar Pradesh,Ambedkar Nagar,2018,87.84,62.34,79.28,648,7413,113587
Uttar Pradesh,Ambedkar Nagar,2019,63.79,73.04,69.37,1150,1532,127248
Uttar Pradesh,Ambedkar Nagar,2020,63.79,89.92,71.49,1741,3488,13883
Uttar Pradesh,Ambedkar Nagar,2021,55.35,81.64,61.32,1676,5123,8635
Uttar Pradesh,Ambedkar Nagar,2022,71.36,76.53,50.41,1270,5965,89072
Uttar Pradesh,Ambedkar Nagar,2023,96.71,64.88,84.68,260,1462,157534
Uttar Pradesh,Ambedkar Nagar,2024,84.72,76.18,52.11,1078,5004,128560
Uttar Pradesh,Ambedkar Nagar,2025,75.44,68.4,50.61,620,4794,184718
Uttar Pradesh,Amethi,2015,60.86,69.96,55.91,1588,3980,111562
Uttar Pradesh,Amethi,2016,82.23,69.64,71.43,542,7449,104498
Uttar Pradesh,Amethi,2017,76.49,91.99,67.47,1529,2309,141532
Uttar Pradesh,Amethi,2018,59.64,81.96,86.31,908,3044,115065
Uttar Pradesh,Amethi,2019,83.46,84.17,87.16,1243,3285,119089
Uttar Pradesh,Amethi,2020,68.02,79.45,81.79,1857,1413,12651
Uttar Pradesh,Amethi,2021,58.58,81.85,62.29,1266,7233,34752
Uttar Pradesh,Amethi,2022,77.39,96.13,96.7,804,359,139918
Uttar Pradesh,Amethi,2023,93.07,68.81,68.1,1354,1598,149717
Uttar Pradesh,Amethi,2024,80.92,68.99,56.75,1170,5291,66777
Uttar Pradesh,Amethi,2025,66.87,71.32,70.96,1054,3440,184312
Uttar Pradesh,Amroha,2015,95.25,82.19,67.56,1527,6424,171444
Uttar Pradesh,Amroha,2016,64.22,89.62,92.1,1606,5730,150371
Uttar Pradesh,Amroha,2017,56.91,71.86,93.87,1810,7981,129286
Uttar Pradesh,Amroha,2018,96.6,86.58,82.0,116,5538,33456
Uttar Pradesh,Amroha,2019,92.9,78.45,70.19,1086,6090,26608
Uttar Pradesh,Amroha,2020,94.08,95.12,55.83,1118,4312,90081
Uttar Pradesh,Amroha,2021,64.53,60.19,62.8,1424,2175,149099
Uttar Pradesh,Amroha,2022,59.28,96.58,54.64,1152,2067,138176
Uttar Pradesh,Amroha,2023,79.82,73.54,60.31,583,3465,137395
Uttar Pradesh,Amroha,2024,56.18,74.01,70.04,580,6257,184235
Uttar Pradesh,Amroha,2025,71.8,93.63,96.45,639,2394,170891
Uttar Pradesh,Auraiya,2015,79.54,64.0,96.7,192,6804,182047
Uttar Pradesh,Auraiya,2016,67.03,67.98,74.92,1913,2338,99683
Uttar Pradesh,Auraiya,2017,57.59,75.7,62.33,1212,4932,97317
Uttar Pradesh,Auraiya,2018,77.53,72.7,73.85,1039,5302,48153
Uttar Pradesh,Auraiya,2019,75.09,98.21,61.89,857,7940,168705
Uttar Pradesh,Auraiya,2020,74.8,95.24,79.09,1133,1788,99989
Uttar Pradesh,Auraiya,2021,65.28,63.77,76.26,1389,6840,37749
Uttar Pradesh,Auraiya,2022,73.48,60.26,71.54,1455,3626,73212
Uttar Pradesh,Auraiya,2023,73.3,71.21,55.71,128,375,46187
Uttar Pradesh,Auraiya,2024,67.06,97.55,95.28,1866,2777,25862
Uttar Pradesh,Auraiya,2025,94.68,82.3,94.36,903,1685,29429
Uttar Pradesh,Ayodhya,2015,87.53,70.98,81.69,964,3818,100149
Uttar Pradesh,Ayodhya,2016,84.92,73.91,52.36,766,2288,135654
Uttar Pradesh,Ayodhya,2017,92.85,87.54,86.17,353,7642,48694
Uttar Pradesh,Ayodhya,2018,96.03,61.26,90.77,1005,5359,17572
Uttar Pradesh,Ayodhya,2019,81.8,84.69,53.86,648,1219,2321
Uttar Pradesh,Ayodhya,2020,86.98,72.58,56.03,943,2094,33149
Uttar Pradesh,Ayodhya,2021,97.61,87.07,82.1,1475,5665,29129
Uttar Pradesh,Ayodhya,2022,92.72,70.62,65.98,408,6570,57367
Uttar Pradesh,Ayodhya,2023,66.37,72.38,61.1,1878,3617,27321
Uttar Pradesh,Ayodhya,2024,89.81,76.01,84.02,395,3775,88806
Uttar Pradesh,Ayodhya,2025,71.54,77.78,51.35,331,5863,159784
Uttar Pradesh,Azamgarh,2015,87.38,96.58,54.08,1513,5647,147080
Uttar Pradesh,Azamgarh,2016,62.54,81.68,92.35,178,6113,133150
Uttar Pradesh,Azamgarh,2017,82.89,76.24,51.36,1386,2159,62892
Uttar Pradesh,Azamgarh,2018,69.73,87.31,92.29,593,2079,185152
Uttar Pradesh,Azamgarh,2019,76.71,93.82,66.96,900,2422,114428
Uttar Pradesh,Azamgarh,2020,56.61,61.87,72.61,720,5325,37056
Uttar Pradesh,Azamgarh,2021,60.54,78.66,61.43,382,4175,130906
Uttar Pradesh,Azamgarh,2022,82.78,61.85,61.13,532,3036,5192
Uttar Pradesh,Azamgarh,2023,83.49,98.57,75.38,447,2859,45920
Uttar Pradesh,Azamgarh,2024,69.43,72.61,82.99,230,3390,102969
Uttar Pradesh,Azamgarh,2025,62.2,95.73,69.8,637,5581,161234
Uttar Pradesh,Baghpat,2015,90.48,71.86,59.58,927,2433,114246
Uttar Pradesh,Baghpat,2016,57.17,76.37,93.66,1450,6585,88393
Uttar Pradesh,Baghpat,2017,81.42,94.73,89.47,1231,3795,195596
Uttar Pradesh,Baghpat,2018,59.7,86.3,68.84,1481,6632,58100
Uttar Pradesh,Baghpat,2019,94.47,84.22,83.03,780,6223,138924
Uttar Pradesh,Baghpat,2020,64.32,83.35,56.44,1590,2801,23041
Uttar Pradesh,Baghpat,2021,78.78,66.44,75.19,1954,7544,137026
Uttar Pradesh,Baghpat,2022,76.15,81.81,52.05,1847,6671,171764
Uttar Pradesh,Baghpat,2023,58.66,65.79,65.13,1221,4880,191427
Uttar Pradesh,Baghpat,2024,55.4,60.06,73.31,672,3793,101403
Uttar Pradesh,Baghpat,2025,63.14,82.71,88.37,857,5540,152888
Uttar Pradesh,Bahraich,2015,80.01,87.64,80.62,426,7603,146078
Uttar Pradesh,Bahraich,2016,91.95,75.18,86.95,1160,7696,97947
Uttar Pradesh,Bahraich,2017,71.84,97.1,50.51,474,6364,44291
Uttar Pradesh,Bahraich,2018,68.66,62.2,80.68,982,7621,5937
Uttar Pradesh,Bahraich,2019,69.47,77.2,81.28,533,705,199402
Uttar Pradesh,Bahraich,2020,72.13,82.95,96.41,1096,5939,39068
Uttar Pradesh,Bahraich,2021,84.7,93.75,62.75,1940,4120,186448
Uttar Pradesh,Bahraich,2022,71.72,90.35,63.37,746,4876,125330
Uttar Pradesh,Bahraich,2023,86.1,86.84,50.52,347,6186,164619
Uttar Pradesh,Bahraich,2024,78.8,70.77,75.06,1874,5233,93911
Uttar Pradesh,Bahraich,2025,77.24,89.06,57.71,1482,7734,95367
Uttar Pradesh,Ballia,2015,58.72,92.41,87.56,1796,397,102606
Uttar Pradesh,Ballia,2016,96.92,85.12,55.81,65,7094,30347
Uttar Pradesh,Ballia,2017,88.15,88.65,50.57,615,1808,17701
Uttar Pradesh,Ballia,2018,96.8,62.2,80.15,705,7262,197016
Uttar Pradesh,Ballia,2019,92.14,65.24,61.07,1643,1954,108937
Uttar Pradesh,Ballia,2020,73.37,65.18,64.14,218,6577,34803
Uttar Pradesh,Ballia,2021,78.69,68.95,79.73,741,4175,15615
Uttar Pradesh,Ballia,2022,74.7,68.41,79.13,730,611,198937
Uttar Pradesh,Ballia,2023,67.35,90.31,78.94,333,3093,20793
Uttar Pradesh,Ballia,2024,73.99,79.83,75.65,1424,2378,54874
Uttar Pradesh,Ballia,2025,80.99,74.65,56.51,1215,2483,119104
Uttar Pradesh,Balrampur,2015,83.79,82.23,75.25,387,7895,145289
Uttar Pradesh,Balrampur,2016,74.04,75.25,54.05,382,6099,129488
Uttar Pradesh,Balrampur,2017,77.47,81.39,95.56,793,705,108727
Uttar Pradesh,Balrampur,2018,69.72,65.22,73.7,1602,4075,119733
Uttar Pradesh,Balrampur,2019,88.31,94.36,87.12,1820,1318,63141
Uttar Pradesh,Balrampur,2020,88.72,97.61,95.62,461,6139,107696
Uttar Pradesh,Balrampur,2021,97.05,96.02,92.19,512,6807,93862
Uttar Pradesh,Balrampur,2022,96.67,87.45,58.46,163,1976,6562
Uttar Pradesh,Balrampur,2023,91.05,96.87,52.88,1341,2238,67448
Uttar Pradesh,Balrampur,2024,56.98,96.72,51.16,1903,2706,68371
Uttar Pradesh,Balrampur,2025,72.03,84.83,61.88,976,7503,170728
Uttar Pradesh,Banda,2015,88.34,97.98,71.02,1549,3590,186366
Uttar Pradesh,Banda,2016,76.72,63.08,93.88,1225,6354,68587
Uttar Pradesh,Banda,2017,55.86,69.91,73.6,482,4806,2208
Uttar Pradesh,Banda,2018,81.16,66.17,56.21,1971,3069,44532
Uttar Pradesh,Banda,2019,73.89,92.71,58.34,660,2735,43717
Uttar Pradesh,Banda,2020,74.05,62.62,59.55,515,565,128752
Uttar Pradesh,Banda,2021,95.93,98.39,62.83,1788,4527,165415
Uttar Pradesh,Banda,2022,73.85,98.04,85.85,330,3319,144806
Uttar Pradesh,Banda,2023,67.38,87.97,64.21,859,913,74000
Uttar Pradesh,Banda,2024,89.32,87.89,75.45,1093,5603,124591
Uttar Pradesh,Banda,2025,68.63,85.69,82.51,382,7106,120164
Uttar Pradesh,Barabanki,2015,67.2,71.8,86.08,497,3701,29485
Uttar Pradesh,Barabanki,2016,65.59,69.91,61.03,841,1543,95903
Uttar Pradesh,Barabanki,2017,64.91,61.23,82.45,1469,5030,12138
Uttar Pradesh,Barabanki,2018,62.32,91.19,62.77,474,2006,138781
Uttar Pradesh,Barabanki,2019,72.39,85.46,79.48,253,5075,171062
Uttar Pradesh,Barabanki,2020,65.72,66.22,95.78,1396,426,37981
Uttar Pradesh,Barabanki,2021,95.17,67.04,91.26,1075,5995,46637
Uttar Pradesh,Barabanki,2022,74.03,69.42,80.43,178,5548,118901
Uttar Pradesh,Barabanki,2023,56.19,66.67,84.49,1619,7814,76409
Uttar Pradesh,Barabanki,2024,67.31,62.6,69.65,1054,399,120684
Uttar Pradesh,Barabanki,2025,80.76,89.02,83.4,361,1963,43027
Uttar Pradesh,Bareilly,2015,66.76,68.63,93.87,1719,3260,27873
Uttar Pradesh,Bareilly,2016,74.49,73.19,93.29,1706,1256,175517
Uttar Pradesh,Bareilly,2017,61.9,69.46,61.99,60,6935,12763
Uttar Pradesh,Bareilly,2018,56.22,65.68,86.86,1479,891,29217
Uttar Pradesh,Bareilly,2019,66.16,89.1,92.49,430,2113,128549
Uttar Pradesh,Bareilly,2020,69.58,84.1,60.35,1051,5948,144022
Uttar Pradesh,Bareilly,2021,72.74,73.57,81.99,311,1294,33366
Uttar Pradesh,Bareilly,2022,75.66,94.3,79.6,796,6232,77576
Uttar Pradesh,Bareilly,2023,92.11,92.2,58.67,1789,1707,8650
Uttar Pradesh,Bareilly,2024,83.28,60.79,57.52,530,5853,88500
Uttar Pradesh,Bareilly,2025,91.94,65.57,54.0,494,4880,192076
Uttar Pradesh,Basti,2015,57.19,77.65,96.79,781,4745,193743
Uttar Pradesh,Basti,2016,55.69,75.23,85.63,1734,1188,34754
Uttar Pradesh,Basti,2017,63.7,71.3,76.93,1268,7733,4525
Uttar Pradesh,Basti,2018,88.2,96.91,93.51,492,5259,127095
Uttar Pradesh,Basti,2019,97.69,61.89,51.39,596,4713,65019
Uttar Pradesh,Basti,2020,94.66,85.99,69.23,547,5630,41942
Uttar Pradesh,Basti,2021,58.23,90.74,92.97,1038,4805,16555
Uttar Pradesh,Basti,2022,59.3,87.48,72.1,331,6004,111252
Uttar Pradesh,Basti,2023,79.61,97.15,56.62,1760,3669,153799
Uttar Pradesh,Basti,2024,55.56,65.22,70.23,1102,6988,170297
Uttar Pradesh,Basti,2025,63.43,96.43,78.72,1312,7985,180368
Uttar Pradesh,Bhadohi,2015,69.34,64.53,80.42,800,3618,44052
Uttar Pradesh,Bhadohi,2016,88.62,66.61,66.93,930,2919,112119
Uttar Pradesh,Bhadohi,2017,55.66,98.52,52.2,111,7639,101227
Uttar Pradesh,Bhadohi,2018,91.39,97.09,77.12,904,7170,196790
Uttar Pradesh,Bhadohi,2019,96.52,66.93,86.87,1928,3662,117384
Uttar Pradesh,Bhadohi,2020,85.75,83.53,88.33,1389,2155,55213
Uttar Pradesh,Bhadohi,2021,70.4,70.45,95.19,1655,7382,3443
Uttar Pradesh,Bhadohi,2022,83.72,62.53,71.75,1723,1669,125824
Uttar Pradesh,Bhadohi,2023,66.36,97.62,58.07,1505,1468,191173
Uttar Pradesh,Bhadohi,2024,79.35,68.71,59.66,894,661,76057
Uttar Pradesh,Bhadohi,2025,58.59,64.1,71.82,1848,1984,157580
Uttar Pradesh,Bijnor,2015,64.63,89.05,54.76,609,4776,64059
Uttar Pradesh,Bijnor,2016,83.12,83.93,76.32,290,5105,130510
Uttar Pradesh,Bijnor,2017,83.16,80.17,59.58,632,7470,92431
Uttar Pradesh,Bijnor,2018,83.55,87.58,57.85,1406,5520,195486
Uttar Pradesh,Bijnor,2019,93.61,93.79,67.04,102,5850,107574
Uttar Pradesh,Bijnor,2020,79.76,84.98,88.19,968,7932,151698
Uttar Pradesh,Bijnor,2021,90.3,70.84,50.83,1528,6845,128080
Uttar Pradesh,Bijnor,2022,72.06,82.94,66.33,1376,4952,165600
Uttar Pradesh,Bijnor,2023,86.93,84.54,50.2,646,6401,21331
Uttar Pradesh,Bijnor,2024,67.37,72.85,60.38,1534,4277,126598
Uttar Pradesh,Bijnor,2025,65.13,92.67,61.95,963,1594,35063
Uttar Pradesh,Budaun,2015,69.66,88.55,64.5,886,7585,41813
Uttar Pradesh,Budaun,2016,86.03,82.51,71.89,1631,4272,149710
Uttar Pradesh,Budaun,2017,60.48,88.16,63.06,1940,4518,88489
Uttar Pradesh,Budaun,2018,74.98,66.69,54.39,1719,1691,197652
Uttar Pradesh,Budaun,2019,96.71,98.88,79.12,1832,2272,79389
Uttar Pradesh,Budaun,2020,84.23,87.4,62.96,1254,6317,2575
Uttar Pradesh,Budaun,2021,74.57,80.8,83.61,1680,2088,41364
Uttar Pradesh,Budaun,2022,80.94,71.58,79.26,697,4676,80830
Uttar Pradesh,Budaun,2023,68.46,93.14,95.28,1590,2153,183632
Uttar Pradesh,Budaun,2024,96.86,89.46,77.2,117,3031,93098
Uttar Pradesh,Budaun,2025,64.81,64.79,81.55,1294,6055,135904
Uttar Pradesh,Bulandshahr,2015,92.89,91.2,67.13,300,3651,87547
Uttar Pradesh,Bulandshahr,2016,74.65,61.12,70.35,1233,7550,138579
Uttar Pradesh,Bulandshahr,2017,95.23,67.24,61.21,1563,1578,70810
Uttar Pradesh,Bulandshahr,2018,55.22,67.56,78.32,363,2019,120380
Uttar Pradesh,Bulandshahr,2019,60.69,94.15,50.06,1746,681,128645
Uttar Pradesh,Bulandshahr,2020,72.3,89.48,69.63,130,4712,165212
Uttar Pradesh,Bulandshahr,2021,89.19,61.84,57.33,817,4388,91500
Uttar Pradesh,Bulandshahr,2022,71.5,67.99,96.96,863,2015,2041
Uttar Pradesh,Bulandshahr,2023,57.37,98.53,64.68,360,3426,179211
Uttar Pradesh,Bulandshahr,2024,62.47,65.39,92.02,689,4130,85476
Uttar Pradesh,Bulandshahr,2025,86.33,79.9,69.84,533,5794,77074
Uttar Pradesh,Chandauli,2015,89.35,68.61,90.43,579,2447,81610
Uttar Pradesh,Chandauli,2016,97.21,76.18,51.63,1176,500,34641
Uttar Pradesh,Chandauli,2017,78.44,96.94,70.44,1659,6720,73268
Uttar Pradesh,Chandauli,2018,95.31,86.21,52.78,1154,5959,149504
Uttar Pradesh,Chandauli,2019,82.93,62.91,85.95,70,1735,122298
Uttar Pradesh,Chandauli,2020,64.84,84.29,94.96,1776,7705,31912
Uttar Pradesh,Chandauli,2021,94.19,94.34,67.88,224,2693,149085
Uttar Pradesh,Chandauli,2022,95.63,74.37,85.42,1357,1332,37347
Uttar Pradesh,Chandauli,2023,62.12,96.0,57.46,1899,2982,113500
Uttar Pradesh,Chandauli,2024,55.42,70.87,82.05,1643,7597,191036
Uttar Pradesh,Chandauli,2025,58.08,98.3,59.21,526,1150,58913
Uttar Pradesh,Chitrakoot,2015,64.23,68.99,57.72,1705,7701,100392
Uttar Pradesh,Chitrakoot,2016,55.2,65.31,91.9,905,4242,105121
Uttar Pradesh,Chitrakoot,2017,75.49,78.91,54.04,1667,4317,69273
Uttar Pradesh,Chitrakoot,2018,92.7,96.89,50.52,1460,6328,158205
Uttar Pradesh,Chitrakoot,2019,87.95,67.3,70.5,927,5811,130450
Uttar Pradesh,Chitrakoot,2020,78.0,60.91,96.83,644,7965,112398
Uttar Pradesh,Chitrakoot,2021,61.81,77.52,87.71,597,6985,123771
Uttar Pradesh,Chitrakoot,2022,83.99,89.89,93.32,1623,3230,110223
Uttar Pradesh,Chitrakoot,2023,97.03,62.26,79.71,1329,510,57071
Uttar Pradesh,Chitrakoot,2024,82.83,74.54,96.91,458,1015,57653
Uttar Pradesh,Chitrakoot,2025,95.71,80.35,50.8,205,720,119983
Uttar Pradesh,Deoria,2015,89.77,75.88,51.83,656,7149,138121
Uttar Pradesh,Deoria,2016,65.91,84.12,82.75,575,4728,41985
Uttar Pradesh,Deoria,2017,91.72,98.04,85.78,140,4955,101207
Uttar Pradesh,Deoria,2018,58.87,88.34,60.57,1961,5234,101986
Uttar Pradesh,Deoria,2019,82.55,82.79,61.6,1851,5067,35317
Uttar Pradesh,Deoria,2020,68.5,60.9,53.07,1327,1999,127881
Uttar Pradesh,Deoria,2021,66.63,95.66,93.71,1405,6293,11407
Uttar Pradesh,Deoria,2022,63.61,65.65,82.02,803,3312,136118
