state,district,year,employment_rate,unemployment_rate,industrial_jobs,agriculture_jobs,service_jobs
Uttar Pradesh,Hathras,2021,60.85,3.83,41333,46497,30224
Uttar Pradesh,Hathras,2022,48.32,9.73,37105,44826,41796
Uttar Pradesh,Hathras,2023,76.29,9.85,21655,30373,59776
Uttar Pradesh,Hathras,2024,70.59,10.75,24806,29214,62263
Uttar Pradesh,Hathras,2025,72.1,8.54,26990,27484,4000
Uttar Pradesh,Jalaun,2015,69.5,11.8,48081,77008,34196
Uttar Pradesh,Jalaun,2016,70.55,12.82,15440,52504,45219
Uttar Pradesh,Jalaun,2017,63.56,3.47,24028,26659,27069
Uttar Pradesh,Jalaun,2018,50.79,9.79,34999,87498,27085
Uttar Pradesh,Jalaun,2019,50.69,11.5,49265,96222,71412
Uttar Pradesh,Jalaun,2020,63.83,4.67,38990,47081,27928
Uttar Pradesh,Jalaun,2021,77.22,2.8,33364,18428,58188
Uttar Pradesh,Jalaun,2022,77.32,10.68,6713,48164,41417
Uttar Pradesh,Jalaun,2023,69.63,13.09,40493,68943,54330
Uttar Pradesh,Jalaun,2024,51.03,11.74,14128,74157,66673
Uttar Pradesh,Jalaun,2025,40.7,10.32,41548,50570,58497
Uttar Pradesh,Jaunpur,2015,56.61,7.82,9026,8261,60200
Uttar Pradesh,Jaunpur,2016,56.5,12.46,49213,43983,72278
Uttar Pradesh,Jaunpur,2017,40.33,12.8,11187,57168,15022
Uttar Pradesh,Jaunpur,2018,51.11,13.02,48436,62292,61050
Uttar Pradesh,Jaunpur,2019,76.28,7.93,15594,54677,57361
Uttar Pradesh,Jaunpur,2020,49.83,3.33,15810,69916,15533
Uttar Pradesh,Jaunpur,2021,73.95,9.94,48169,50892,45152
Uttar Pradesh,Jaunpur,2022,50.02,5.98,29097,26867,58169
Uttar Pradesh,Jaunpur,2023,70.71,2.89,23709,90208,57702
Uttar Pradesh,Jaunpur,2024,59.51,13.68,29311,85745,4175
Uttar Pradesh,Jaunpur,2025,50.49,2.64,27593,49260,14869
Uttar Pradesh,Jhansi,2015,64.82,8.03,42181,90051,31337
Uttar Pradesh,Jhansi,2016,76.74,10.79,43393,41837,41866
Uttar Pradesh,Jhansi,2017,40.66,3.0,28307,42924,68413
Uttar Pradesh,Jhansi,2018,64.34,6.77,7203,23670,69230
Uttar Pradesh,Jhansi,2019,40.07,4.86,28334,90787,69881
Uttar Pradesh,Jhansi,2020,63.52,12.24,17285,90813,75815
Uttar Pradesh,Jhansi,2021,51.13,10.44,27575,6362,8628
Uttar Pradesh,Jhansi,2022,41.36,2.31,18041,44834,61870
Uttar Pradesh,Jhansi,2023,46.44,11.43,47937,95780,62244
Uttar Pradesh,Jhansi,2024,49.09,9.02,44489,83057,77748
Uttar Pradesh,Jhansi,2025,42.69,5.68,2640,36667,32918
Uttar Pradesh,Kannauj,2015,59.1,5.04,45487,65744,6403
Uttar Pradesh,Kannauj,2016,54.45,9.16,1161,31552,34984
Uttar Pradesh,Kannauj,2017,43.69,13.35,7621,36369,3656
Uttar Pradesh,Kannauj,2018,52.73,4.76,30559,66151,21790
Uttar Pradesh,Kannauj,2019,78.12,8.13,34771,94624,9301
Uttar Pradesh,Kannauj,2020,70.72,10.39,48312,58593,20961
Uttar Pradesh,Kannauj,2021,54.26,12.22,26901,76564,3601
Uttar Pradesh,Kannauj,2022,72.94,7.62,13411,94019,38030
Uttar Pradesh,Kannauj,2023,55.06,11.45,12884,40999,76253
Uttar Pradesh,Kannauj,2024,59.84,7.06,16203,37047,65912
Uttar Pradesh,Kannauj,2025,71.79,7.59,19815,32248,18881
Uttar Pradesh,Kanpur Dehat,2015,71.22,4.89,7500,91472,12722
Uttar Pradesh,Kanpur Dehat,2016,40.63,11.77,13758,91347,24455
Uttar Pradesh,Kanpur Dehat,2017,47.06,5.46,29102,45531,27036
Uttar Pradesh,Kanpur Dehat,2018,44.91,6.01,30482,74431,6843
Uttar Pradesh,Kanpur Dehat,2019,52.1,10.23,2726,57514,52222
Uttar Pradesh,Kanpur Dehat,2020,76.74,10.69,3620,77706,29141
Uttar Pradesh,Kanpur Dehat,2021,46.85,11.86,43673,76222,12713
Uttar Pradesh,Kanpur Dehat,2022,65.45,5.49,16783,86489,9391
Uttar Pradesh,Kanpur Dehat,2023,56.05,11.15,4176,61636,4067
Uttar Pradesh,Kanpur Dehat,2024,77.27,8.52,44880,34903,53750
Uttar Pradesh,Kanpur Dehat,2025,55.01,7.28,46727,90816,48704
Uttar Pradesh,Kanpur Nagar,2015,53.88,9.66,13389,58760,77417
Uttar Pradesh,Kanpur Nagar,2016,43.55,10.12,3746,21970,3417
Uttar Pradesh,Kanpur Nagar,2017,45.71,10.45,49818,43347,56566
Uttar Pradesh,Kanpur Nagar,2018,75.02,4.6,43906,89225,23327
Uttar Pradesh,Kanpur Nagar,2019,47.95,11.39,1789,68438,17650
Uttar Pradesh,Kanpur Nagar,2020,78.05,4.69,13685,16203,16774
Uttar Pradesh,Kanpur Nagar,2021,80.0,3.01,12041,39157,45177
Uttar Pradesh,Kanpur Nagar,2022,56.25,11.03,8310,30637,43906
Uttar Pradesh,Kanpur Nagar,2023,79.45,14.69,40993,16669,74705
Uttar Pradesh,Kanpur Nagar,2024,52.19,12.66,36503,12773,38202
Uttar Pradesh,Kanpur Nagar,2025,52.3,3.93,41702,97641,39254
Uttar Pradesh,Kasganj,2015,41.17,13.28,14923,98930,57018
Uttar Pradesh,Kasganj,2016,57.02,9.36,15279,6303,39911
Uttar Pradesh,Kasganj,2017,55.02,13.62,30554,57686,10112
Uttar Pradesh,Kasganj,2018,52.1,9.38,46484,11550,74102
Uttar Pradesh,Kasganj,2019,40.46,7.85,24390,91593,26817
Uttar Pradesh,Kasganj,2020,48.97,14.57,49301,26963,16864
Uttar Pradesh,Kasganj,2021,50.55,10.04,26940,62599,46478
Uttar Pradesh,Kasganj,2022,75.25,9.44,1800,31301,39276
Uttar Pradesh,Kasganj,2023,54.75,10.35,4464,9025,31721
Uttar Pradesh,Kasganj,2024,44.84,9.95,23937,75255,71900
Uttar Pradesh,Kasganj,2025,69.85,3.85,2012,24782,49362
Uttar Pradesh,Kaushambi,2015,44.08,6.47,2352,70775,64955
Uttar Pradesh,Kaushambi,2016,56.35,12.54,37185,9703,40849
Uttar Pradesh,Kaushambi,2017,47.72,10.49,24171,35146,71802
Uttar Pradesh,Kaushambi,2018,57.43,14.15,8356,56320,51121
Uttar Pradesh,Kaushambi,2019,59.18,3.17,32973,6403,40991
Uttar Pradesh,Kaushambi,2020,44.58,2.85,32655,54524,29509
Uttar Pradesh,Kaushambi,2021,40.59,2.76,18544,58683,74639
Uttar Pradesh,Kaushambi,2022,71.35,2.09,1527,90548,75501
Uttar Pradesh,Kaushambi,2023,56.05,10.03,27348,56350,5847
Uttar Pradesh,Kaushambi,2024,47.54,2.61,25914,24260,20537
Uttar Pradesh,Kaushambi,2025,74.52,11.33,29935,17005,45660
Uttar Pradesh,Kushinagar,2015,76.9,7.29,9332,93616,61903
Uttar Pradesh,Kushinagar,2016,63.39,7.89,25694,74450,19891
Uttar Pradesh,Kushinagar,2017,41.76,11.14,26871,17635,40964
Uttar Pradesh,Kushinagar,2018,57.41,4.73,9451,30320,23921
Uttar Pradesh,Kushinagar,2019,47.66,5.43,44827,6270,12918
Uttar Pradesh,Kushinagar,2020,41.98,12.77,27069,60413,71278
Uttar Pradesh,Kushinagar,2021,74.43,5.91,23234,73665,61196
Uttar Pradesh,Kushinagar,2022,63.77,4.08,9614,36019,10635
Uttar Pradesh,Kushinagar,2023,66.76,8.62,4404,71389,13501
Uttar Pradesh,Kushinagar,2024,79.87,10.48,8195,90030,54452
Uttar Pradesh,Kushinagar,2025,51.72,9.47,46256,41810,41913
Uttar Pradesh,Lakhimpur Kheri,2015,40.12,3.3,17814,98980,35569
Uttar Pradesh,Lakhimpur Kheri,2016,73.17,9.01,35249,80796,67615
Uttar Pradesh,Lakhimpur Kheri,2017,77.3,4.1,20506,43261,34287
Uttar Pradesh,Lakhimpur Kheri,2018,58.39,8.27,31388,36297,12334
Uttar Pradesh,Lakhimpur Kheri,2019,47.88,13.99,13133,70049,40795
Uttar Pradesh,Lakhimpur Kheri,2020,72.53,12.25,14436,52628,14284
Uttar Pradesh,Lakhimpur Kheri,2021,52.52,11.74,5237,58674,21926
Uttar Pradesh,Lakhimpur Kheri,2022,60.26,12.26,3196,93433,21802
Uttar Pradesh,Lakhimpur Kheri,2023,63.19,4.94,12642,51754,28585
Uttar Pradesh,Lakhimpur Kheri,2024,50.87,7.73,23677,33143,15172
Uttar Pradesh,Lakhimpur Kheri,2025,73.51,11.84,8198,89815,59879
Uttar Pradesh,Lalitpur,2015,46.26,13.27,48881,30701,5776
Uttar Pradesh,Lalitpur,2016,46.82,6.15,42175,19802,10585
Uttar Pradesh,Lalitpur,2017,70.19,5.96,26838,31529,3502
Uttar Pradesh,Lalitpur,2018,42.78,11.83,30494,9348,50269
Uttar Pradesh,Lalitpur,2019,69.11,5.32,35605,59493,59565
Uttar Pradesh,Lalitpur,2020,51.88,4.35,15769,51945,56374
Uttar Pradesh,Lalitpur,2021,52.08,3.2,37636,67015,39684
Uttar Pradesh,Lalitpur,2022,74.49,2.74,5010,76301,40324
Uttar Pradesh,Lalitpur,2023,60.39,8.74,17759,55515,24951
Uttar Pradesh,Lalitpur,2024,42.91,11.32,30957,36345,48130
Uttar Pradesh,Lalitpur,2025,61.85,14.59,32956,98390,69391
Uttar Pradesh,Lucknow,2015,50.17,9.64,47048,43640,71179
Uttar Pradesh,Lucknow,2016,68.96,6.6,2504,79282,72269
Uttar Pradesh,Lucknow,2017,75.3,4.07,14142,38505,67243
Uttar Pradesh,Lucknow,2018,44.96,7.57,20138,12833,59366
Uttar Pradesh,Lucknow,2019,79.76,14.12,15984,11381,16054
Uttar Pradesh,Lucknow,2020,43.25,11.25,8502,79124,23827
Uttar Pradesh,Lucknow,2021,70.95,13.8,44943,19433,37197
Uttar Pradesh,Lucknow,2022,77.23,9.56,43810,10675,11350
Uttar Pradesh,Lucknow,2023,73.07,12.69,12073,92685,68305
Uttar Pradesh,Lucknow,2024,42.29,4.14,10906,75157,69810
Uttar Pradesh,Lucknow,2025,51.06,3.2,32664,94783,44608
Uttar Pradesh,Maharajganj,2015,59.49,12.95,42948,15304,35023
Uttar Pradesh,Maharajganj,2016,55.86,12.74,20727,78859,36413
Uttar Pradesh,Maharajganj,2017,42.57,2.71,26125,23172,76875
Uttar Pradesh,Maharajganj,2018,71.99,2.38,42593,5373,39440
Uttar Pradesh,Maharajganj,2019,67.88,11.48,19417,99465,79862
Uttar Pradesh,Maharajganj,2020,73.61,7.96,36425,70736,54754
Uttar Pradesh,Maharajganj,2021,76.35,8.49,35925,18893,74188
Uttar Pradesh,Maharajganj,2022,59.6,11.75,5376,80161,9371
Uttar Pradesh,Maharajganj,2023,74.39,5.94,2712,54215,55628
Uttar Pradesh,Maharajganj,2024,63.59,6.75,44198,64857,3235
Uttar Pradesh,Maharajganj,2025,77.28,2.21,15757,88356,62236
Uttar Pradesh,Mahoba,2015,66.18,10.0,36653,34872,61694
Uttar Pradesh,Mahoba,2016,69.77,5.61,36073,93602,60299
Uttar Pradesh,Mahoba,2017,46.58,2.36,4172,89830,5265
Uttar Pradesh,Mahoba,2018,64.77,2.28,28581,70923,6059
Uttar Pradesh,Mahoba,2019,64.89,10.39,43292,35722,50064
Uttar Pradesh,Mahoba,2020,77.77,6.39,22924,89949,26730
Uttar Pradesh,Mahoba,2021,63.38,8.61,24398,50449,21120
Uttar Pradesh,Mahoba,2022,66.04,9.09,40859,55454,34734
Uttar Pradesh,Mahoba,2023,42.2,6.56,38434,36989,14530
Uttar Pradesh,Mahoba,2024,58.7,13.79,8433,70077,65597
Uttar Pradesh,Mahoba,2025,79.0,2.78,13686,95329,54309
Uttar Pradesh,Mainpuri,2015,63.86,12.23,37833,22220,23251
Uttar Pradesh,Mainpuri,2016,58.39,7.96,3430,60720,9769
Uttar Pradesh,Mainpuri,2017,78.91,10.48,4294,7257,16066
Uttar Pradesh,Mainpuri,2018,74.33,6.38,37543,75351,47576
Uttar Pradesh,Mainpuri,2019,71.45,12.27,21648,64445,33768
Uttar Pradesh,Mainpuri,2020,55.16,2.7,41627,20855,79896
Uttar Pradesh,Mainpuri,2021,59.44,10.8,20694,37820,26256
Uttar Pradesh,Mainpuri,2022,57.82,2.96,19498,8021,27696
Uttar Pradesh,Mainpuri,2023,68.11,12.44,7393,70771,22380
Uttar Pradesh,Mainpuri,2024,72.32,13.47,29012,62159,23512
Uttar Pradesh,Mainpuri,2025,44.18,5.74,14458,16863,37328
Uttar Pradesh,Mathura,2015,49.22,7.89,15104,17853,8498
Uttar Pradesh,Mathura,2016,73.68,6.39,13871,54234,29979
Uttar Pradesh,Mathura,2017,76.05,2.58,1067,41662,71651
Uttar Pradesh,Mathura,2018,41.46,8.86,11343,93794,11201
Uttar Pradesh,Mathura,2019,66.28,14.62,4176,44023,35877
Uttar Pradesh,Mathura,2020,53.79,8.21,39629,48588,8954
Uttar Pradesh,Mathura,2021,76.83,6.43,39485,23179,50309
Uttar Pradesh,Mathura,2022,71.66,13.01,25609,25591,66793
Uttar Pradesh,Mathura,2023,47.12,6.35,10965,49704,69170
Uttar Pradesh,Mathura,2024,50.28,4.48,48386,48499,53284
Uttar Pradesh,Mathura,2025,45.78,12.9,41053,45327,26738
Uttar Pradesh,Mau,2015,46.8,11.86,7324,95553,6018
Uttar Pradesh,Mau,2016,41.47,4.95,7426,89360,19239
Uttar Pradesh,Mau,2017,61.03,3.19,15404,95377,17168
Uttar Pradesh,Mau,2018,61.39,10.76,45784,51402,4554
Uttar Pradesh,Mau,2019,52.89,12.78,34086,93154,77754
Uttar Pradesh,Mau,2020,43.94,13.03,19496,37912,75794
Uttar Pradesh,Mau,2021,43.87,9.24,42929,70388,18160
Uttar Pradesh,Mau,2022,57.73,8.12,13384,69417,19975
Uttar Pradesh,Mau,2023,46.37,9.82,9943,7214,40988
Uttar Pradesh,Mau,2024,54.11,2.44,3725,24333,24959
Uttar Pradesh,Mau,2025,73.0,11.76,36749,62936,77484
Uttar Pradesh,Meerut,2015,69.69,4.73,16041,48018,23000
Uttar Pradesh,Meerut,2016,69.58,8.09,2850,66163,17999
Uttar Pradesh,Meerut,2017,75.8,10.87,6534,22596,64639
Uttar Pradesh,Meerut,2018,57.6,7.14,13920,38568,60632
Uttar Pradesh,Meerut,2019,69.03,5.69,5392,68610,62977
Uttar Pradesh,Meerut,2020,47.4,9.7,12279,63762,46734
Uttar Pradesh,Meerut,2021,69.85,12.42,4257,19030,19549
Uttar Pradesh,Meerut,2022,54.8,10.27,3086,55038,47511
Uttar Pradesh,Meerut,2023,66.77,4.28,14091,92507,62684
Uttar Pradesh,Meerut,2024,41.03,12.91,1675,37144,66822
Uttar Pradesh,Meerut,2025,69.87,5.38,41488,76770,67798
Uttar Pradesh,Mirzapur,2015,74.06,10.71,11872,92866,47332
Uttar Pradesh,Mirzapur,2016,47.29,7.43,21240,9467,66434
Uttar Pradesh,Mirzapur,2017,45.29,5.94,40987,58755,44522
Uttar Pradesh,Mirzapur,2018,79.03,4.29,35831,78465,15299
Uttar Pradesh,Mirzapur,2019,61.8,11.93,11927,45143,11128
Uttar Pradesh,Mirzapur,2020,76.66,7.58,39976,97107,48640
Uttar Pradesh,Mirzapur,2021,76.54,12.9,6538,18562,15051
Uttar Pradesh,Mirzapur,2022,42.16,9.53,28409,6409,57925
Uttar Pradesh,Mirzapur,2023,64.14,6.53,38633,50438,36876
Uttar Pradesh,Mirzapur,2024,42.15,12.5,47717,46550,64088
Uttar Pradesh,Mirzapur,2025,50.91,3.32,29928,47347,9327
Uttar Pradesh,Moradabad,2015,60.12,3.37,15017,83541,14394
Uttar Pradesh,Moradabad,2016,76.88,5.51,9839,54905,16976
Uttar Pradesh,Moradabad,2017,45.53,12.78,19056,84893,76133
Uttar Pradesh,Moradabad,2018,68.77,10.25,38066,78290,64939
Uttar Pradesh,Moradabad,2019,65.41,10.1,43757,58350,46051
Uttar Pradesh,Moradabad,2020,75.85,12.29,45002,44286,4479
Uttar Pradesh,Moradabad,2021,79.76,8.8,3673,66271,52199
Uttar Pradesh,Moradabad,2022,76.95,10.57,19922,48149,39949
Uttar Pradesh,Moradabad,2023,48.37,8.74,1932,87387,73557
Uttar Pradesh,Moradabad,2024,62.35,14.73,39980,54015,16495
Uttar Pradesh,Moradabad,2025,60.43,13.33,35842,91609,66932
Uttar Pradesh,Muzaffarnagar,2015,57.04,10.83,14787,8828,57325
Uttar Pradesh,Muzaffarnagar,2016,59.9,13.93,7255,20695,76716
Uttar Pradesh,Muzaffarnagar,2017,56.88,13.18,2826,40200,27449
Uttar Pradesh,Muzaffarnagar,2018,46.83,11.12,37463,94228,47582
Uttar Pradesh,Muzaffarnagar,2019,40.58,9.55,43683,77310,74479
Uttar Pradesh,Muzaffarnagar,2020,58.16,3.03,39204,51014,21931
Uttar Pradesh,Muzaffarnagar,2021,79.9,7.32,17498,24758,55596
Uttar Pradesh,Muzaffarnagar,2022,48.84,2.11,29597,69844,12063
Uttar Pradesh,Muzaffarnagar,2023,55.44,5.71,19233,77193,78396
Uttar Pradesh,Muzaffarnagar,2024,62.45,10.0,24187,84986,69575
Uttar Pradesh,Muzaffarnagar,2025,47.4,2.67,38975,7981,79847
Uttar Pradesh,Pilibhit,2015,77.86,9.22,40958,60622,76201
Uttar Pradesh,Pilibhit,2016,57.83,11.41,20082,89079,20578
Uttar Pradesh,Pilibhit,2017,69.07,13.29,9369,86619,48848
Uttar Pradesh,Pilibhit,2018,44.43,5.95,35695,11955,49499
Uttar Pradesh,Pilibhit,2019,69.51,6.57,18325,56876,8761
Uttar Pradesh,Pilibhit,2020,67.63,14.17,23378,36766,23288
Uttar Pradesh,Pilibhit,2021,68.29,4.79,6327,88110,66860
Uttar Pradesh,Pilibhit,2022,67.81,6.0,1843,27673,3210
Uttar Pradesh,Pilibhit,2023,64.74,10.91,2939,55576,72612
Uttar Pradesh,Pilibhit,2024,73.55,8.38,38101,42327,78016
Uttar Pradesh,Pilibhit,2025,77.06,13.84,28289,93946,46718
Uttar Pradesh,Pratapgarh,2015,45.3,5.05,18238,42076,41619
Uttar Pradesh,Pratapgarh,2016,73.64,4.13,42491,33071,12471
Uttar Pradesh,Pratapgarh,2017,69.24,10.46,11645,30693,27987
Uttar Pradesh,Pratapgarh,2018,74.27,12.8,24715,64231,4895
Uttar Pradesh,Pratapgarh,2019,47.56,8.55,41319,21780,32122
Uttar Pradesh,Pratapgarh,2020,62.07,2.46,13798,15681,19443
Uttar Pradesh,Pratapgarh,2021,44.02,3.61,39250,65730,66375
Uttar Pradesh,Pratapgarh,2022,46.08,11.39,23614,65731,31111
Uttar Pradesh,Pratapgarh,2023,44.66,9.45,46778,58966,36351
Uttar Pradesh,Pratapgarh,2024,61.93,4.45,17663,49414,6466
Uttar Pradesh,Pratapgarh,2025,40.3,12.56,38835,73244,54433
Uttar Pradesh,Prayagraj,2015,71.6,5.03,14445,31033,64148
Uttar Pradesh,Prayagraj,2016,61.96,3.45,45388,51820,38808
Uttar Pradesh,Prayagraj,2017,73.18,3.53,27564,89937,32580
Uttar Pradesh,Prayagraj,2018,66.01,10.89,29331,81560,30642
Uttar Pradesh,Prayagraj,2019,61.73,8.15,42150,73211,35193
Uttar Pradesh,Prayagraj,2020,55.73,12.36,33504,76620,9652
Uttar Pradesh,Prayagraj,2021,69.61,5.11,43606,63315,2832
Uttar Pradesh,Prayagraj,2022,72.65,14.8,16042,47588,47148
Uttar Pradesh,Prayagraj,2023,47.93,14.77,23618,72284,67790
Uttar Pradesh,Prayagraj,2024,54.7,13.62,35198,25977,22460
Uttar Pradesh,Prayagraj,2025,56.88,3.99,20007,94325,51895
Uttar Pradesh,Rae Bareli,2015,65.78,7.87,43915,23128,14582
Uttar Pradesh,Rae Bareli,2016,51.14,3.78,31736,64572,54506
Uttar Pradesh,Rae Bareli,2017,46.56,9.31,40256,88619,41675
Uttar Pradesh,Rae Bareli,2018,41.58,11.94,4008,11943,28630
Uttar Pradesh,Rae Bareli,2019,44.65,9.07,29008,20158,15226
Uttar Pradesh,Rae Bareli,2020,72.51,6.75,11705,38140,21644
Uttar Pradesh,Rae Bareli,2021,69.41,6.37,34688,74710,51295
Uttar Pradesh,Rae Bareli,2022,68.54,12.62,36481,48232,7287
Uttar Pradesh,Rae Bareli,2023,77.97,9.74,29155,8712,69820
Uttar Pradesh,Rae Bareli,2024,45.61,3.64,49848,79856,63979
Uttar Pradesh,Rae Bareli,2025,42.96,12.46,48918,81694,77921
Uttar Pradesh,Rampur,2015,40.19,13.45,6279,9106,24661
Uttar Pradesh,Rampur,2016,72.86,12.02,8468,8095,77865
Uttar Pradesh,Rampur,2017,70.47,7.77,42801,17022,44830
Uttar Pradesh,Rampur,2018,62.88,8.37,34940,37031,34205
Uttar Pradesh,Rampur,2019,75.72,11.93,36511,69964,44433
Uttar Pradesh,Rampur,2020,44.96,11.57,11851,76942,53062
Uttar Pradesh,Rampur,2021,75.21,10.88,20135,96542,6867
Uttar Pradesh,Rampur,2022,41.88,10.36,7652,36126,33411
Uttar Pradesh,Rampur,2023,43.56,14.07,20334,82250,69743
Uttar Pradesh,Rampur,2024,49.75,2.28,13175,82357,67513
Uttar Pradesh,Rampur,2025,47.01,13.67,2891,11438,58372
Uttar Pradesh,Saharanpur,2015,55.97,14.43,24289,32054,35205
Uttar Pradesh,Saharanpur,2016,79.57,5.41,2741,40481,79200
Uttar Pradesh,Saharanpur,2017,60.99,13.72,30560,21304,8416
Uttar Pradesh,Saharanpur,2018,74.38,11.5,27774,27769,4459
Uttar Pradesh,Saharanpur,2019,55.09,9.21,11692,35394,54836
Uttar Pradesh,Saharanpur,2020,77.8,8.02,10976,90858,69967
Uttar Pradesh,Saharanpur,2021,67.0,6.89,7580,17046,7021
Uttar Pradesh,Saharanpur,2022,60.15,8.79,14024,47487,61958
Uttar Pradesh,Saharanpur,2023,79.89,6.92,39714,82570,36642
Uttar Pradesh,Saharanpur,2024,52.93,2.98,12255,55313,45195
Uttar Pradesh,Saharanpur,2025,59.12,14.02,17581,53395,47363
Uttar Pradesh,Sambhal,2015,50.75,12.28,27523,68400,6626
Uttar Pradesh,Sambhal,2016,64.77,12.54,38203,53919,2206
Uttar Pradesh,Sambhal,2017,76.29,9.71,43689,11774,55506
Uttar Pradesh,Sambhal,2018,78.57,11.84,41853,67319,42625
Uttar Pradesh,Sambhal,2019,74.31,4.19,33285,62717,6517
Uttar Pradesh,Sambhal,2020,59.85,11.42,7191,79778,60983
Uttar Pradesh,Sambhal,2021,76.19,13.21,9296,88048,56375
Uttar Pradesh,Sambhal,2022,76.83,14.05,38457,81052,56957
Uttar Pradesh,Sambhal,2023,46.1,4.51,35963,73461,59847
Uttar Pradesh,Sambhal,2024,79.41,10.16,33073,99592,22692
Uttar Pradesh,Sambhal,2025,57.23,14.82,43686,91007,56338
Uttar Pradesh,Sant Kabir Nagar,2015,66.31,5.23,22535,8222,16602
Uttar Pradesh,Sant Kabir Nagar,2016,61.46,4.03,31623,17919,76290
Uttar Pradesh,Sant Kabir Nagar,2017,71.75,13.19,36929,41665,67366
Uttar Pradesh,Sant Kabir Nagar,2018,47.21,14.05,32527,88537,52918
Uttar Pradesh,Sant Kabir Nagar,2019,54.0,14.81,42980,56744,10017
Uttar Pradesh,Sant Kabir Nagar,2020,51.44,6.82,29810,95334,59415
Uttar Pradesh,Sant Kabir Nagar,2021,41.2,6.61,42743,94670,65128
Uttar Pradesh,Sant Kabir Nagar,2022,74.22,6.91,21617,29439,30598
Uttar Pradesh,Sant Kabir Nagar,2023,43.92,10.1,8282,50948,21515
Uttar Pradesh,Sant Kabir Nagar,2024,79.27,11.72,1293,64651,3586
Uttar Pradesh,Sant Kabir Nagar,2025,73.93,5.16,10562,82787,14324
Uttar Pradesh,Shahjahanpur,2015,50.18,3.77,21878,25707,37248
Uttar Pradesh,Shahjahanpur,2016,50.07,12.72,12671,95738,58276
Uttar Pradesh,Shahjahanpur,2017,54.19,12.02,19550,39321,66711
Uttar Pradesh,Shahjahanpur,2018,50.9,3.63,25481,93280,33117
Uttar Pradesh,Shahjahanpur,2019,52.22,14.49,36027,59572,40047
Uttar Pradesh,Shahjahanpur,2020,59.5,5.08,24681,69463,9411
Uttar Pradesh,Shahjahanpur,2021,52.08,6.41,27744,67036,55184
Uttar Pradesh,Shahjahanpur,2022,45.45,7.83,42138,37485,14181
Uttar Pradesh,Shahjahanpur,2023,69.49,12.7,49386,30985,70171
Uttar Pradesh,Shahjahanpur,2024,55.76,13.73,40775,59283,50612
Uttar Pradesh,Shahjahanpur,2025,57.9,14.08,33224,21301,12773
Uttar Pradesh,Shamli,2015,47.69,9.71,29605,55159,26614
Uttar Pradesh,Shamli,2016,53.21,8.06,23573,34706,19393
Uttar Pradesh,Shamli,2017,64.49,9.8,21964,12315,13578
Uttar Pradesh,Shamli,2018,40.82,8.26,43007,52437,24858
Uttar Pradesh,Shamli,2019,71.23,12.54,33674,37105,47209
Uttar Pradesh,Shamli,2020,60.63,2.77,48547,42213,78972
Uttar Pradesh,Shamli,2021,78.33,2.49,42894,61739,21404
Uttar Pradesh,Shamli,2022,58.74,5.07,5086,87959,30011
Uttar Pradesh,Shamli,2023,77.78,3.79,23381,72479,55630
Uttar Pradesh,Shamli,2024,40.75,12.05,48789,17605,63679
Uttar Pradesh,Shamli,2025,58.92,6.66,4872,80972,9579
Uttar Pradesh,Shravasti,2015,51.4,14.37,19936,27417,3660
Uttar Pradesh,Shravasti,2016,44.07,7.73,27383,41822,74278
Uttar Pradesh,Shravasti,2017,63.83,13.94,11048,91103,33961
Uttar Pradesh,Shravasti,2018,66.07,10.93,3526,29100,72496
Uttar Pradesh,Shravasti,2019,68.36,9.18,36752,98137,5815
Uttar Pradesh,Shravasti,2020,79.08,6.97,2820,31928,35703
Uttar Pradesh,Shravasti,2021,43.99,2.29,7883,42246,4206
Uttar Pradesh,Shravasti,2022,53.87,13.57,41511,58411,32943
Uttar Pradesh,Shravasti,2023,48.2,8.86,42752,21758,5527
Uttar Pradesh,Shravasti,2024,71.42,2.43,22774,34564,72680
Uttar Pradesh,Shravasti,2025,50.72,4.22,25694,59617,76462
Uttar Pradesh,Siddharthnagar,2015,62.77,6.22,49981,35426,68734
Uttar Pradesh,Siddharthnagar,2016,41.73,11.44,12975,33211,48890
Uttar Pradesh,Siddharthnagar,2017,52.19,2.21,29816,75495,26238
Uttar Pradesh,Siddharthnagar,2018,45.89,12.97,14700,37768,48469
Uttar Pradesh,Siddharthnagar,2019,78.42,2.63,26707,74697,23249
Uttar Pradesh,Siddharthnagar,2020,45.39,12.01,17685,96969,61993
Uttar Pradesh,Siddharthnagar,2021,53.39,8.04,49068,27373,47178
Uttar Pradesh,Siddharthnagar,2022,63.91,4.5,8061,47878,17621
Uttar Pradesh,Siddharthnagar,2023,70.99,2.24,31103,50138,74472
Uttar Pradesh,Siddharthnagar,2024,52.1,10.58,8912,18986,45480
Uttar Pradesh,Siddharthnagar,2025,47.68,9.16,11566,46955,42768
Uttar Pradesh,Sitapur,2015,56.8,11.5,7708,97284,61718
Uttar Pradesh,Sitapur,2016,66.6,14.86,32202,81097,69501
Uttar Pradesh,Sitapur,2017,76.62,5.11,14691,32821,15398
Uttar Pradesh,Sitapur,2018,60.75,11.23,29871,56081,6645
Uttar Pradesh,Sitapur,2019,70.99,4.94,49399,83356,47155
Uttar Pradesh,Sitapur,2020,71.82,2.61,26229,61045,51263
Uttar Pradesh,Sitapur,2021,59.93,14.29,34488,97018,75855
Uttar Pradesh,Sitapur,2022,73.92,7.72,29829,72199,30163
