state,district,year,smart_projects,cctv_cameras,public_wifi_hotspots,ev_charging_stations,smart_traffic_signals
Tamil Nadu,Ranipet,2017,78,3214,3829,852,1527
Tamil Nadu,Ranipet,2018,52,1452,1064,902,1208
Tamil Nadu,Ranipet,2019,94,14910,220,672,652
Tamil Nadu,Ranipet,2020,81,16159,3142,415,990
Tamil Nadu,Ranipet,2021,26,13417,2324,1220,572
Tamil Nadu,Ranipet,2022,4,5866,198,1532,1029
Tamil Nadu,Ranipet,2023,73,11375,3163,1051,29
Tamil Nadu,Ranipet,2024,39,991,1685,17,1348
Tamil Nadu,Ranipet,2025,42,15603,214,262,441
Tamil Nadu,Salem,2015,97,16582,4777,1006,1247
Tamil Nadu,Salem,2016,98,9909,4569,31,942
Tamil Nadu,Salem,2017,45,11914,4729,1493,280
Tamil Nadu,Salem,2018,28,10435,4736,209,80
Tamil Nadu,Salem,2019,3,16203,1732,315,1284
Tamil Nadu,Salem,2020,14,4492,4547,1383,1745
Tamil Nadu,Salem,2021,70,10648,1396,1074,1576
Tamil Nadu,Salem,2022,90,17814,658,1916,285
Tamil Nadu,Salem,2023,45,4818,896,577,102
Tamil Nadu,Salem,2024,4,9640,2573,1478,1171
Tamil Nadu,Salem,2025,89,11326,3789,1007,958
Tamil Nadu,Sivaganga,2015,38,18687,2039,1503,1930
Tamil Nadu,Sivaganga,2016,24,12981,4252,1450,1845
Tamil Nadu,Sivaganga,2017,44,19786,1566,737,513
Tamil Nadu,Sivaganga,2018,31,7590,1089,1661,1735
Tamil Nadu,Sivaganga,2019,3,14517,4396,41,1010
Tamil Nadu,Sivaganga,2020,76,11875,2499,508,1338
Tamil Nadu,Sivaganga,2021,75,14535,3779,1307,1708
Tamil Nadu,Sivaganga,2022,78,5616,3126,1044,1478
Tamil Nadu,Sivaganga,2023,60,10425,1243,844,202
Tamil Nadu,Sivaganga,2024,53,4421,2279,143,928
Tamil Nadu,Sivaganga,2025,20,19999,3736,1319,754
Tamil Nadu,Tenkasi,2015,72,19311,485,1243,1625
Tamil Nadu,Tenkasi,2016,19,17687,2410,1342,1853
Tamil Nadu,Tenkasi,2017,47,9947,1869,586,1251
Tamil Nadu,Tenkasi,2018,98,11819,1249,183,1997
Tamil Nadu,Tenkasi,2019,64,19087,429,1561,468
Tamil Nadu,Tenkasi,2020,24,5094,4528,825,798
Tamil Nadu,Tenkasi,2021,9,17231,784,614,336
Tamil Nadu,Tenkasi,2022,39,2144,4519,86,231
Tamil Nadu,Tenkasi,2023,45,9997,1494,540,243
Tamil Nadu,Tenkasi,2024,89,18209,4803,790,1897
Tamil Nadu,Tenkasi,2025,22,4506,2007,330,1798
Tamil Nadu,Thanjavur,2015,62,19794,2273,1529,327
Tamil Nadu,Thanjavur,2016,73,374,4743,26,1586
Tamil Nadu,Thanjavur,2017,21,10096,2998,1181,644
Tamil Nadu,Thanjavur,2018,48,5404,597,752,869
Tamil Nadu,Thanjavur,2019,23,3426,2458,1542,1340
Tamil Nadu,Thanjavur,2020,57,13722,465,1450,158
Tamil Nadu,Thanjavur,2021,23,911,4268,911,1431
Tamil Nadu,Thanjavur,2022,49,6058,4908,76,839
Tamil Nadu,Thanjavur,2023,56,1077,1165,385,1522
Tamil Nadu,Thanjavur,2024,89,19249,1017,1202,1479
Tamil Nadu,Thanjavur,2025,99,7938,2571,298,1806
Tamil Nadu,Theni,2015,86,10797,2063,1763,1015
Tamil Nadu,Theni,2016,76,1097,964,314,1612
Tamil Nadu,Theni,2017,78,16017,4494,457,186
Tamil Nadu,Theni,2018,11,266,2015,1692,161
Tamil Nadu,Theni,2019,98,4784,2496,1585,1073
Tamil Nadu,Theni,2020,86,11734,4053,1164,1065
Tamil Nadu,Theni,2021,62,12004,647,298,114
Tamil Nadu,Theni,2022,50,1460,966,134,1923
Tamil Nadu,Theni,2023,8,4718,3037,1113,1413
Tamil Nadu,Theni,2024,40,2815,235,1543,511
Tamil Nadu,Theni,2025,22,10481,2468,587,596
Tamil Nadu,Thiruvallur,2015,42,13483,2461,315,1214
Tamil Nadu,Thiruvallur,2016,43,9469,522,805,285
Tamil Nadu,Thiruvallur,2017,62,9458,1257,464,660
Tamil Nadu,Thiruvallur,2018,87,11458,4948,350,813
Tamil Nadu,Thiruvallur,2019,96,6430,1227,1823,997
Tamil Nadu,Thiruvallur,2020,75,16243,4574,420,965
Tamil Nadu,Thiruvallur,2021,34,1292,4174,1473,844
Tamil Nadu,Thiruvallur,2022,68,16896,4155,344,1193
Tamil Nadu,Thiruvallur,2023,95,3921,4561,986,215
Tamil Nadu,Thiruvallur,2024,24,14232,999,1247,1866
Tamil Nadu,Thiruvallur,2025,89,15632,2731,129,375
Tamil Nadu,Thiruvarur,2015,30,10674,46,53,1773
Tamil Nadu,Thiruvarur,2016,59,7969,4057,1412,1753
Tamil Nadu,Thiruvarur,2017,27,1880,2357,1055,1481
Tamil Nadu,Thiruvarur,2018,99,4480,3077,1808,582
Tamil Nadu,Thiruvarur,2019,66,10919,1515,292,544
Tamil Nadu,Thiruvarur,2020,100,7971,1230,157,998
Tamil Nadu,Thiruvarur,2021,46,14646,1222,333,1354
Tamil Nadu,Thiruvarur,2022,70,3067,2973,565,893
Tamil Nadu,Thiruvarur,2023,42,14364,2206,417,651
Tamil Nadu,Thiruvarur,2024,29,18711,235,854,990
Tamil Nadu,Thiruvarur,2025,50,18934,1211,1385,43
Tamil Nadu,Thoothukudi,2015,55,18655,1868,1889,1892
Tamil Nadu,Thoothukudi,2016,85,13021,2365,1413,1421
Tamil Nadu,Thoothukudi,2017,42,10647,3679,1912,1651
Tamil Nadu,Thoothukudi,2018,10,6879,4895,1759,1264
Tamil Nadu,Thoothukudi,2019,52,14202,3316,1549,1128
Tamil Nadu,Thoothukudi,2020,93,14269,66,1032,813
Tamil Nadu,Thoothukudi,2021,9,6928,1929,873,1935
Tamil Nadu,Thoothukudi,2022,68,17461,2363,741,223
Tamil Nadu,Thoothukudi,2023,26,6914,2046,389,1578
Tamil Nadu,Thoothukudi,2024,55,9398,1503,246,91
Tamil Nadu,Thoothukudi,2025,96,12055,1806,613,1591
Tamil Nadu,Tiruchirappalli,2015,91,3189,1440,866,338
Tamil Nadu,Tiruchirappalli,2016,85,9957,1877,918,1378
Tamil Nadu,Tiruchirappalli,2017,64,13962,4386,877,308
Tamil Nadu,Tiruchirappalli,2018,47,9996,992,522,916
Tamil Nadu,Tiruchirappalli,2019,93,1423,3572,731,1108
Tamil Nadu,Tiruchirappalli,2020,74,2824,3577,678,1465
Tamil Nadu,Tiruchirappalli,2021,85,11441,2088,521,579
Tamil Nadu,Tiruchirappalli,2022,37,2110,3660,1463,1187
Tamil Nadu,Tiruchirappalli,2023,58,10455,1591,1577,1830
Tamil Nadu,Tiruchirappalli,2024,29,10204,3261,1660,1031
Tamil Nadu,Tiruchirappalli,2025,74,19641,4580,77,911
Tamil Nadu,Tirunelveli,2015,83,19096,335,623,194
Tamil Nadu,Tirunelveli,2016,24,4467,2843,81,1345
Tamil Nadu,Tirunelveli,2017,27,16611,707,1335,1930
Tamil Nadu,Tirunelveli,2018,36,15346,4840,653,1223
Tamil Nadu,Tirunelveli,2019,59,11800,119,748,474
Tamil Nadu,Tirunelveli,2020,15,423,4280,479,992
Tamil Nadu,Tirunelveli,2021,68,19726,1412,1836,1448
Tamil Nadu,Tirunelveli,2022,19,6131,1200,605,1254
Tamil Nadu,Tirunelveli,2023,29,1332,1920,172,958
Tamil Nadu,Tirunelveli,2024,99,2378,3771,501,1971
Tamil Nadu,Tirunelveli,2025,23,19492,4407,1218,836
Tamil Nadu,Tirupathur,2015,37,9667,1362,1046,1704
Tamil Nadu,Tirupathur,2016,9,9088,1167,1122,1030
Tamil Nadu,Tirupathur,2017,31,12220,3466,159,1587
Tamil Nadu,Tirupathur,2018,21,10508,1401,1146,778
Tamil Nadu,Tirupathur,2019,58,1606,1382,165,1508
Tamil Nadu,Tirupathur,2020,88,11322,4340,1968,1515
Tamil Nadu,Tirupathur,2021,77,3777,2415,1442,1397
Tamil Nadu,Tirupathur,2022,45,5547,3331,871,174
Tamil Nadu,Tirupathur,2023,42,19962,1589,1132,1366
Tamil Nadu,Tirupathur,2024,84,10035,1536,1740,264
Tamil Nadu,Tirupathur,2025,17,2626,2723,57,1051
Tamil Nadu,Tiruppur,2015,94,17883,289,1888,786
Tamil Nadu,Tiruppur,2016,45,12884,65,573,594
Tamil Nadu,Tiruppur,2017,10,10205,357,1177,1315
Tamil Nadu,Tiruppur,2018,81,8974,757,826,1102
Tamil Nadu,Tiruppur,2019,10,4364,2485,1884,523
Tamil Nadu,Tiruppur,2020,100,19104,3992,225,1615
Tamil Nadu,Tiruppur,2021,59,10461,1073,1984,502
Tamil Nadu,Tiruppur,2022,15,6458,2201,1818,1064
Tamil Nadu,Tiruppur,2023,97,17349,3189,250,144
Tamil Nadu,Tiruppur,2024,12,16346,130,1808,1778
Tamil Nadu,Tiruppur,2025,32,19615,2124,653,1670
Tamil Nadu,Tiruvannamalai,2015,40,3473,4982,139,1986
Tamil Nadu,Tiruvannamalai,2016,36,11956,2131,1509,706
Tamil Nadu,Tiruvannamalai,2017,6,16559,3465,1751,1905
Tamil Nadu,Tiruvannamalai,2018,96,16259,1860,1188,513
Tamil Nadu,Tiruvannamalai,2019,74,8886,3788,845,184
Tamil Nadu,Tiruvannamalai,2020,19,14836,1641,585,193
Tamil Nadu,Tiruvannamalai,2021,37,1119,270,1642,1054
Tamil Nadu,Tiruvannamalai,2022,73,19697,801,1336,1521
Tamil Nadu,Tiruvannamalai,2023,81,12972,1719,1701,1334
Tamil Nadu,Tiruvannamalai,2024,76,5422,1756,721,1143
Tamil Nadu,Tiruvannamalai,2025,68,4326,3815,761,1567
Tamil Nadu,Vellore,2015,47,15306,2004,1352,1733
Tamil Nadu,Vellore,2016,60,10793,859,850,455
Tamil Nadu,Vellore,2017,73,16779,3618,20,307
Tamil Nadu,Vellore,2018,13,18978,758,1756,874
Tamil Nadu,Vellore,2019,37,769,1619,459,386
Tamil Nadu,Vellore,2020,42,12734,2115,1705,264
Tamil Nadu,Vellore,2021,16,7682,3480,1663,1838
Tamil Nadu,Vellore,2022,15,3377,4497,991,15
Tamil Nadu,Vellore,2023,90,12496,2144,593,1096
Tamil Nadu,Vellore,2024,84,12742,1427,1479,172
Tamil Nadu,Vellore,2025,48,10095,465,1496,1790
Tamil Nadu,Viluppuram,2015,89,14854,3606,966,558
Tamil Nadu,Viluppuram,2016,69,2105,103,671,1232
Tamil Nadu,Viluppuram,2017,92,11605,4509,184,1495
Tamil Nadu,Viluppuram,2018,22,5040,4991,89,768
Tamil Nadu,Viluppuram,2019,40,110,410,537,1328
Tamil Nadu,Viluppuram,2020,78,8680,560,1468,127
Tamil Nadu,Viluppuram,2021,94,947,2729,1545,108
Tamil Nadu,Viluppuram,2022,39,12818,3624,1710,254
Tamil Nadu,Viluppuram,2023,22,8457,619,838,461
Tamil Nadu,Viluppuram,2024,34,9667,19,1638,1325
Tamil Nadu,Viluppuram,2025,74,9386,3535,1819,1217
Tamil Nadu,Virudhunagar,2015,82,17407,452,630,1943
Tamil Nadu,Virudhunagar,2016,76,323,1714,648,1619
Tamil Nadu,Virudhunagar,2017,36,6670,4111,1801,1398
Tamil Nadu,Virudhunagar,2018,84,18912,938,430,367
Tamil Nadu,Virudhunagar,2019,12,12520,2362,1055,1368
Tamil Nadu,Virudhunagar,2020,51,15913,2190,1046,1107
Tamil Nadu,Virudhunagar,2021,22,17337,1995,104,1885
Tamil Nadu,Virudhunagar,2022,3,16638,4389,491,398
Tamil Nadu,Virudhunagar,2023,70,13919,3837,1593,919
Tamil Nadu,Virudhunagar,2024,66,14355,2058,894,1347
Tamil Nadu,Virudhunagar,2025,12,295,1118,364,628
Telangana,Adilabad,2015,85,2699,2003,943,14
Telangana,Adilabad,2016,6,640,1415,1724,1522
Telangana,Adilabad,2017,96,15265,1766,366,1090
Telangana,Adilabad,2018,25,6495,4606,1891,1222
Telangana,Adilabad,2019,82,4959,2653,927,853
Telangana,Adilabad,2020,27,4273,502,1729,258
Telangana,Adilabad,2021,37,8472,113,997,851
Telangana,Adilabad,2022,59,19599,135,244,1807
Telangana,Adilabad,2023,45,8674,1674,116,1524
Telangana,Adilabad,2024,12,15148,4186,1198,68
Telangana,Adilabad,2025,35,5165,373,903,418
Telangana,Bhadradri Kothagudem,2015,42,8173,3453,1521,1210
Telangana,Bhadradri Kothagudem,2016,37,13921,4637,984,661
Telangana,Bhadradri Kothagudem,2017,22,14637,53,102,618
Telangana,Bhadradri Kothagudem,2018,86,6803,1497,1159,1637
Telangana,Bhadradri Kothagudem,2019,7,11503,4988,1738,316
Telangana,Bhadradri Kothagudem,2020,52,4355,4392,37,1598
Telangana,Bhadradri Kothagudem,2021,83,19554,59,767,1415
Telangana,Bhadradri Kothagudem,2022,60,18391,1910,957,1478
Telangana,Bhadradri Kothagudem,2023,40,9793,1403,1617,1575
Telangana,Bhadradri Kothagudem,2024,7,11973,2157,1833,1570
Telangana,Bhadradri Kothagudem,2025,58,18874,761,356,848
Telangana,Hanamkonda,2015,53,16935,1421,149,1289
Telangana,Hanamkonda,2016,41,6389,83,294,1264
Telangana,Hanamkonda,2017,55,9869,866,1962,1219
Telangana,Hanamkonda,2018,27,16440,4137,1551,1091
Telangana,Hanamkonda,2019,4,15159,770,939,879
Telangana,Hanamkonda,2020,13,5722,2986,1790,1598
Telangana,Hanamkonda,2021,96,5832,3584,789,1706
Telangana,Hanamkonda,2022,53,9056,403,1969,1127
Telangana,Hanamkonda,2023,83,14808,2996,372,1483
Telangana,Hanamkonda,2024,54,12231,4039,1987,1463
Telangana,Hanamkonda,2025,66,19572,3267,341,1442
Telangana,Hyderabad,2015,25,8591,1319,400,887
Telangana,Hyderabad,2016,72,6404,4034,1757,1391
Telangana,Hyderabad,2017,72,18721,4870,1193,925
Telangana,Hyderabad,2018,70,17602,4039,1974,1039
Telangana,Hyderabad,2019,18,5503,1969,591,303
Telangana,Hyderabad,2020,60,14143,4523,1423,1465
Telangana,Hyderabad,2021,69,19315,3474,983,548
Telangana,Hyderabad,2022,27,10709,976,349,1069
Telangana,Hyderabad,2023,12,9433,1480,1315,1303
Telangana,Hyderabad,2024,39,18407,1947,1668,1044
Telangana,Hyderabad,2025,59,9605,4102,425,981
Telangana,Jagtial,2015,18,13411,3519,1534,25
Telangana,Jagtial,2016,69,17994,3669,330,1111
Telangana,Jagtial,2017,93,13451,3303,1609,229
Telangana,Jagtial,2018,60,2679,2110,492,149
Telangana,Jagtial,2019,96,3657,3889,1153,313
Telangana,Jagtial,2020,5,1430,4545,263,872
Telangana,Jagtial,2021,95,14278,4497,1097,799
Telangana,Jagtial,2022,18,5622,4907,1435,873
Telangana,Jagtial,2023,42,15955,2064,695,494
Telangana,Jagtial,2024,81,13714,45,1931,1573
Telangana,Jagtial,2025,93,17019,3577,171,355
Telangana,Jangaon,2015,22,9217,2549,1872,526
Telangana,Jangaon,2016,41,10818,1717,730,181
Telangana,Jangaon,2017,70,3586,302,1831,518
Telangana,Jangaon,2018,9,2050,2481,818,1970
Telangana,Jangaon,2019,65,19410,2989,1938,1116
Telangana,Jangaon,2020,14,17145,764,1977,753
Telangana,Jangaon,2021,24,5520,2103,234,948
Telangana,Jangaon,2022,93,1580,2292,1407,983
Telangana,Jangaon,2023,98,1681,2197,1502,1066
Telangana,Jangaon,2024,54,17149,2477,1473,1178
Telangana,Jangaon,2025,75,8018,1709,1290,1157
Telangana,Jayashankar Bhupalpally,2015,38,2878,3711,1597,1656
Telangana,Jayashankar Bhupalpally,2016,71,3692,1008,298,1576
Telangana,Jayashankar Bhupalpally,2017,85,3821,3769,547,1467
Telangana,Jayashankar Bhupalpally,2018,93,16948,4630,23,1061
Telangana,Jayashankar Bhupalpally,2019,1,19755,822,1524,1768
Telangana,Jayashankar Bhupalpally,2020,27,16343,2404,1245,1097
Telangana,Jayashankar Bhupalpally,2021,53,6355,628,1870,353
Telangana,Jayashankar Bhupalpally,2022,23,1706,4235,1347,1662
Telangana,Jayashankar Bhupalpally,2023,83,14685,2792,627,729
Telangana,Jayashankar Bhupalpally,2024,7,15798,1332,424,923
Telangana,Jayashankar Bhupalpally,2025,29,2134,3692,287,193
Telangana,Jogulamba Gadwal,2015,65,9079,1780,1041,528
Telangana,Jogulamba Gadwal,2016,55,6107,1902,277,211
Telangana,Jogulamba Gadwal,2017,31,15688,1664,499,484
Telangana,Jogulamba Gadwal,2018,39,16756,1970,818,101
Telangana,Jogulamba Gadwal,2019,9,17517,2174,1193,377
Telangana,Jogulamba Gadwal,2020,24,7164,3491,845,1900
Telangana,Jogulamba Gadwal,2021,6,2571,3721,990,560
Telangana,Jogulamba Gadwal,2022,88,7521,3452,328,1015
Telangana,Jogulamba Gadwal,2023,60,16162,3064,1496,1419
Telangana,Jogulamba Gadwal,2024,64,11393,990,469,429
Telangana,Jogulamba Gadwal,2025,59,15010,52,432,20
Telangana,Kamareddy,2015,52,2837,348,1814,983
Telangana,Kamareddy,2016,59,9852,4869,1750,487
Telangana,Kamareddy,2017,28,5635,2817,1651,1867
Telangana,Kamareddy,2018,34,5771,1012,1014,44
Telangana,Kamareddy,2019,71,17119,2208,1826,456
Telangana,Kamareddy,2020,5,3096,988,1586,152
Telangana,Kamareddy,2021,66,10146,3337,1880,1313
Telangana,Kamareddy,2022,31,9868,1493,1024,894
Telangana,Kamareddy,2023,62,11039,334,1162,1794
Telangana,Kamareddy,2024,82,2781,4053,622,920
Telangana,Kamareddy,2025,96,12424,4959,1482,1481
Telangana,Karimnagar,2015,33,3485,3985,377,60
Telangana,Karimnagar,2016,53,7996,1908,790,141
Telangana,Karimnagar,2017,24,19886,2544,1178,94
Telangana,Karimnagar,2018,89,1349,804,109,729
Telangana,Karimnagar,2019,20,16416,1238,1185,798
Telangana,Karimnagar,2020,51,15954,2682,956,650
Telangana,Karimnagar,2021,15,8896,2343,1007,99
Telangana,Karimnagar,2022,86,15366,1078,723,1145
Telangana,Karimnagar,2023,2,9251,3344,1617,1241
Telangana,Karimnagar,2024,88,10770,3340,1620,396
Telangana,Karimnagar,2025,26,13262,135,1984,1305
Telangana,Khammam,2015,19,14526,3551,1886,1233
Telangana,Khammam,2016,5,17239,1185,183,957
Telangana,Khammam,2017,76,14345,3525,739,913
Telangana,Khammam,2018,1,242,167,1009,312
Telangana,Khammam,2019,72,4353,1637,1129,574
Telangana,Khammam,2020,3,13782,2524,1993,491
Telangana,Khammam,2021,3,12047,4593,797,829
Telangana,Khammam,2022,81,9245,1817,372,1583
Telangana,Khammam,2023,60,15525,3161,645,1590
Telangana,Khammam,2024,59,15566,4532,1181,1666
Telangana,Khammam,2025,54,3797,1326,1555,840
Telangana,Komaram Bheem Asifabad,2015,50,6306,546,139,875
Telangana,Komaram Bheem Asifabad,2016,80,6712,3877,534,767
Telangana,Komaram Bheem Asifabad,2017,30,5861,4887,778,454
Telangana,Komaram Bheem Asifabad,2018,29,6641,2748,195,779
Telangana,Komaram Bheem Asifabad,2019,74,6914,691,1067,1836
Telangana,Komaram Bheem Asifabad,2020,23,9701,1997,1942,233
Telangana,Komaram Bheem Asifabad,2021,100,16260,1088,1628,270
Telangana,Komaram Bheem Asifabad,2022,30,5602,3759,255,669
Telangana,Komaram Bheem Asifabad,2023,24,2362,625,673,990
Telangana,Komaram Bheem Asifabad,2024,14,8046,737,856,707
Telangana,Komaram Bheem Asifabad,2025,87,11859,87,427,223
Telangana,Mahabubabad,2015,36,18849,1737,1809,1598
Telangana,Mahabubabad,2016,59,13381,3467,107,1170
Telangana,Mahabubabad,2017,82,4332,1280,644,722
Telangana,Mahabubabad,2018,57,12494,3737,585,1815
Telangana,Mahabubabad,2019,98,14732,3170,1414,681
Telangana,Mahabubabad,2020,74,6274,1971,1464,1036
Telangana,Mahabubabad,2021,27,19877,4905,1191,798
Telangana,Mahabubabad,2022,3,5839,1707,1230,634
Telangana,Mahabubabad,2023,34,18958,163,1438,1083
Telangana,Mahabubabad,2024,31,15586,896,657,1008
Telangana,Mahabubabad,2025,34,10715,2313,1127,313
Telangana,Mahabubnagar,2015,43,13084,1988,434,1369
Telangana,Mahabubnagar,2016,12,16482,3621,185,1520
Telangana,Mahabubnagar,2017,80,14752,2335,1193,647
Telangana,Mahabubnagar,2018,25,12093,2807,1837,658
Telangana,Mahabubnagar,2019,50,8186,327,1227,1788
Telangana,Mahabubnagar,2020,85,14827,3964,1483,1195
Telangana,Mahabubnagar,2021,13,14727,2100,121,95
Telangana,Mahabubnagar,2022,3,4890,2295,454,907
Telangana,Mahabubnagar,2023,80,3796,4457,1905,1390
Telangana,Mahabubnagar,2024,13,17664,2721,353,760
Telangana,Mahabubnagar,2025,87,1170,4535,1729,1940
Telangana,Mancherial,2015,16,9109,4654,1225,1500
Telangana,Mancherial,2016,24,17966,4919,1302,1187
Telangana,Mancherial,2017,2,6437,3635,808,1661
Telangana,Mancherial,2018,55,1788,3906,1032,1460
Telangana,Mancherial,2019,55,12554,2624,837,1938
Telangana,Mancherial,2020,37,5989,2924,1086,430
Telangana,Mancherial,2021,7,10810,3406,521,53
Telangana,Mancherial,2022,100,8639,2066,56,485
Telangana,Mancherial,2023,55,9550,4875,378,30
Telangana,Mancherial,2024,79,3816,2258,1655,1885
Telangana,Mancherial,2025,88,11555,3425,341,1264
Telangana,Medak,2015,50,761,3339,313,1763
Telangana,Medak,2016,38,4906,755,23,1541
Telangana,Medak,2017,14,11662,587,1584,1082
Telangana,Medak,2018,60,7498,983,793,505
Telangana,Medak,2019,45,11152,1908,986,1831
Telangana,Medak,2020,63,5525,1329,610,1338
Telangana,Medak,2021,6,14844,2913,205,1539
Telangana,Medak,2022,35,19645,4736,1810,898
Telangana,Medak,2023,99,7382,2240,1069,544
Telangana,Medak,2024,79,5021,2957,272,1846
Telangana,Medak,2025,9,16516,15,1542,335
Telangana,Medchal-Malkajgiri,2015,72,9693,542,274,435
Telangana,Medchal-Malkajgiri,2016,58,12180,1211,116,542
Telangana,Medchal-Malkajgiri,2017,54,13331,3760,934,864
Telangana,Medchal-Malkajgiri,2018,25,11490,1149,294,1545
Telangana,Medchal-Malkajgiri,2019,82,11148,1989,1109,440
Telangana,Medchal-Malkajgiri,2020,43,17470,244,640,405
Telangana,Medchal-Malkajgiri,2021,42,18434,2381,697,883
Telangana,Medchal-Malkajgiri,2022,52,11219,3465,1979,581
Telangana,Medchal-Malkajgiri,2023,27,4478,4583,161,750
Telangana,Medchal-Malkajgiri,2024,48,820,513,579,690
Telangana,Medchal-Malkajgiri,2025,80,16513,1822,1873,1483
Telangana,Mulugu,2015,35,12092,2896,1205,1023
Telangana,Mulugu,2016,62,4175,603,218,355
Telangana,Mulugu,2017,51,6525,2359,1230,1256
Telangana,Mulugu,2018,98,13474,988,1742,1655
Telangana,Mulugu,2019,19,311,2093,1030,743
Telangana,Mulugu,2020,84,2075,3023,1024,391
Telangana,Mulugu,2021,92,12874,640,1377,712
Telangana,Mulugu,2022,80,7987,397,1083,747
Telangana,Mulugu,2023,75,13550,2622,622,890
Telangana,Mulugu,2024,60,15707,3124,1962,1386
Telangana,Mulugu,2025,92,4375,4663,1940,1301
Telangana,Nagarkurnool,2015,45,2318,229,921,1699
Telangana,Nagarkurnool,2016,51,11118,2600,837,1192
Telangana,Nagarkurnool,2017,51,3665,4538,1871,1853
Telangana,Nagarkurnool,2018,52,6446,3868,153,930
Telangana,Nagarkurnool,2019,20,6664,1953,782,1288
Telangana,Nagarkurnool,2020,38,15983,3377,575,1569
Telangana,Nagarkurnool,2021,32,17839,63,496,1660
Telangana,Nagarkurnool,2022,81,11595,452,619,1832
Telangana,Nagarkurnool,2023,22,4359,3906,544,634
Telangana,Nagarkurnool,2024,78,9033,2308,59,77
Telangana,Nagarkurnool,2025,3,899,779,18,229
Telangana,Nalgonda,2015,22,7827,3402,713,977
Telangana,Nalgonda,2016,10,13337,1137,1229,732
Telangana,Nalgonda,2017,14,5139,3595,957,1964
Telangana,Nalgonda,2018,42,4817,2246,1179,1174
Telangana,Nalgonda,2019,45,4470,3141,1223,1005
Telangana,Nalgonda,2020,35,9746,662,323,1495
Telangana,Nalgonda,2021,30,882,4469,1959,726
Telangana,Nalgonda,2022,75,4079,2278,1254,1912
Telangana,Nalgonda,2023,66,5773,562,1664,252
Telangana,Nalgonda,2024,55,15193,831,1095,574
Telangana,Nalgonda,2025,95,13407,3020,1017,1431
Telangana,Narayanpet,2015,68,1616,580,1794,1320
Telangana,Narayanpet,2016,77,4849,3923,1502,1901
Telangana,Narayanpet,2017,11,12181,1812,583,661
Telangana,Narayanpet,2018,15,8096,1042,1969,151
Telangana,Narayanpet,2019,87,13782,481,1278,1545
Telangana,Narayanpet,2020,14,9445,4028,346,424
Telangana,Narayanpet,2021,20,17040,4871,876,848
Telangana,Narayanpet,2022,53,16416,2411,1365,1494
Telangana,Narayanpet,2023,43,16189,4926,345,1260
Telangana,Narayanpet,2024,11,11603,2695,1231,1822
Telangana,Narayanpet,2025,55,19274,2405,515,1302
Telangana,Nirmal,2015,19,2880,1201,670,832
Telangana,Nirmal,2016,37,13059,4815,1092,1647
Telangana,Nirmal,2017,3,13640,3694,536,299
Telangana,Nirmal,2018,45,14224,636,217,845
Telangana,Nirmal,2019,37,3990,922,1968,1322
Telangana,Nirmal,2020,35,12620,1538,353,270
Telangana,Nirmal,2021,28,5264,3173,1554,487
Telangana,Nirmal,2022,100,17467,3168,311,869
Telangana,Nirmal,2023,97,7966,3613,175,1313
Telangana,Nirmal,2024,32,11648,1081,1883,52
Telangana,Nirmal,2025,32,6706,1165,1260,84
Telangana,Nizamabad,2015,89,16242,4288,1860,683
Telangana,Nizamabad,2016,12,5969,1414,387,164
Telangana,Nizamabad,2017,72,2316,3108,757,1355
Telangana,Nizamabad,2018,48,8029,4059,1773,1674
Telangana,Nizamabad,2019,57,17325,4409,1158,1074
Telangana,Nizamabad,2020,98,16720,3818,570,113
Telangana,Nizamabad,2021,17,10593,2224,1638,545
Telangana,Nizamabad,2022,50,12044,1818,885,448
Telangana,Nizamabad,2023,39,19036,2757,1287,1681
Telangana,Nizamabad,2024,64,4520,4837,659,590
Telangana,Nizamabad,2025,35,15129,2388,1399,1745
Telangana,Peddapalli,2015,96,14362,4114,473,1105
Telangana,Peddapalli,2016,28,15841,1061,772,1627
Telangana,Peddapalli,2017,67,2905,167,1418,76
Telangana,Peddapalli,2018,5,18400,2329,1009,1744
Telangana,Peddapalli,2019,52,16254,2019,397,299
Telangana,Peddapalli,2020,56,12716,931,1064,1351
Telangana,Peddapalli,2021,29,16676,2633,96,1679
Telangana,Peddapalli,2022,27,12171,3224,1539,818
Telangana,Peddapalli,2023,57,13773,4534,1220,1957
Telangana,Peddapalli,2024,57,2717,1642,934,1118
Telangana,Peddapalli,2025,3,6430,3025,1962,774
Telangana,Rajanna Sircilla,2015,33,4064,4344,1557,820
Telangana,Rajanna Sircilla,2016,66,1085,3419,1299,360
Telangana,Rajanna Sircilla,2017,27,7721,1541,1674,481
Telangana,Rajanna Sircilla,2018,84,10107,14,658,1524
Telangana,Rajanna Sircilla,2019,38,6039,2155,1352,36
Telangana,Rajanna Sircilla,2020,67,15664,4496,640,1553
Telangana,Rajanna Sircilla,2021,18,8027,1597,1792,1639
Telangana,Rajanna Sircilla,2022,34,12739,3026,1688,1968
Telangana,Rajanna Sircilla,2023,85,5237,3136,431,1540
Telangana,Rajanna Sircilla,2024,5,1426,3670,225,503
Telangana,Rajanna Sircilla,2025,72,12734,3702,1094,1916
Telangana,Ranga Reddy,2015,43,7167,4948,1351,1967
Telangana,Ranga Reddy,2016,45,205,939,1831,753
Telangana,Ranga Reddy,2017,62,14250,2794,123,1446
