state,district,year,aqi,pm2_5,pm10,no2,so2,co
Telangana,Medchal-Malkajgiri,2023,66,54.9,239.54,31.23,29.82,4.96
Telangana,Medchal-Malkajgiri,2024,333,124.98,130.49,98.28,3.98,0.53
Telangana,Medchal-Malkajgiri,2025,248,108.28,154.29,20.67,10.11,2.3
Telangana,Mulugu,2015,56,172.55,27.0,105.14,72.26,0.24
Telangana,Mulugu,2016,167,138.26,287.05,6.03,37.46,0.78
Telangana,Mulugu,2017,119,93.77,28.95,8.33,18.11,1.6
Telangana,Mulugu,2018,230,64.76,25.28,45.51,46.92,3.18
Telangana,Mulugu,2019,67,56.18,269.14,71.08,15.21,1.75
Telangana,Mulugu,2020,154,51.37,108.46,112.8,43.99,1.01
Telangana,Mulugu,2021,147,91.08,290.49,92.35,53.84,4.85
Telangana,Mulugu,2022,186,171.53,64.93,78.52,65.37,1.63
Telangana,Mulugu,2023,122,149.48,93.32,24.53,10.01,2.58
Telangana,Mulugu,2024,62,114.26,189.07,74.92,67.38,2.65
Telangana,Mulugu,2025,73,172.16,202.49,89.78,65.2,1.45
Telangana,Nagarkurnool,2015,300,10.48,84.57,94.6,24.4,1.71
Telangana,Nagarkurnool,2016,102,54.06,182.39,26.29,42.39,1.63
Telangana,Nagarkurnool,2017,315,115.94,56.95,81.1,59.08,2.39
Telangana,Nagarkurnool,2018,84,149.52,123.84,33.56,60.33,4.81
Telangana,Nagarkurnool,2019,129,82.51,297.13,85.72,11.36,2.16
Telangana,Nagarkurnool,2020,259,56.74,262.74,65.83,20.85,3.68
Telangana,Nagarkurnool,2021,45,42.19,290.84,100.98,34.21,3.02
Telangana,Nagarkurnool,2022,173,87.8,145.08,18.08,28.33,4.62
Telangana,Nagarkurnool,2023,151,119.72,219.13,83.63,72.23,0.46
Telangana,Nagarkurnool,2024,154,89.2,132.78,119.96,27.63,2.14
Telangana,Nagarkurnool,2025,229,44.56,22.51,103.75,61.67,3.46
Telangana,Nalgonda,2015,79,190.42,175.29,98.97,6.92,0.95
Telangana,Nalgonda,2016,78,71.8,31.58,77.09,14.79,2.14
Telangana,Nalgonda,2017,70,66.26,185.76,28.14,42.39,1.09
Telangana,Nalgonda,2018,285,102.38,210.09,28.6,62.34,0.51
Telangana,Nalgonda,2019,153,139.29,179.05,6.87,52.35,1.35
Telangana,Nalgonda,2020,342,174.81,161.56,67.75,42.43,0.77
Telangana,Nalgonda,2021,119,192.31,168.9,17.82,55.08,3.16
Telangana,Nalgonda,2022,299,70.11,279.54,71.22,69.79,2.87
Telangana,Nalgonda,2023,326,154.99,56.66,22.71,77.61,2.29
Telangana,Nalgonda,2024,155,111.09,180.8,77.37,41.08,0.44
Telangana,Nalgonda,2025,243,52.62,264.16,6.97,64.79,2.27
Telangana,Narayanpet,2015,169,192.74,106.1,99.5,38.64,0.25
Telangana,Narayanpet,2016,229,77.25,186.63,48.5,21.13,1.85
Telangana,Narayanpet,2017,276,91.48,247.83,80.14,2.22,1.45
Telangana,Narayanpet,2018,275,68.97,113.72,49.71,41.85,2.53
Telangana,Narayanpet,2019,272,75.44,77.39,15.85,29.14,2.79
Telangana,Narayanpet,2020,178,198.83,153.64,19.53,76.23,3.12
Telangana,Narayanpet,2021,295,147.51,234.71,53.47,8.68,3.69
Telangana,Narayanpet,2022,306,14.55,118.64,72.78,78.61,1.21
Telangana,Narayanpet,2023,301,42.78,165.68,80.35,13.49,3.09
Telangana,Narayanpet,2024,249,97.56,119.26,96.85,18.2,0.36
Telangana,Narayanpet,2025,41,70.95,172.13,15.33,21.76,4.17
Telangana,Nirmal,2015,183,162.62,278.85,118.14,12.53,4.07
Telangana,Nirmal,2016,109,33.1,72.37,77.79,71.55,2.64
Telangana,Nirmal,2017,204,82.75,149.62,74.89,19.71,4.6
Telangana,Nirmal,2018,166,26.51,237.3,33.27,31.03,2.87
Telangana,Nirmal,2019,238,52.01,189.03,63.29,78.11,3.75
Telangana,Nirmal,2020,240,198.06,117.34,78.78,16.2,1.62
Telangana,Nirmal,2021,131,62.25,70.46,56.71,27.79,1.2
Telangana,Nirmal,2022,233,94.76,265.9,116.59,77.78,0.23
Telangana,Nirmal,2023,137,120.71,150.01,48.23,65.65,3.31
Telangana,Nirmal,2024,45,109.05,280.85,68.16,24.98,3.37
Telangana,Nirmal,2025,349,25.76,111.35,94.65,6.65,2.09
Telangana,Nizamabad,2015,83,146.39,205.33,70.63,76.12,2.25
Telangana,Nizamabad,2016,310,68.76,251.57,65.21,13.15,4.38
Telangana,Nizamabad,2017,206,127.75,41.36,79.58,31.04,0.42
Telangana,Nizamabad,2018,51,64.22,256.12,18.91,71.07,0.26
Telangana,Nizamabad,2019,230,23.36,232.27,36.55,72.76,0.81
Telangana,Nizamabad,2020,45,21.13,254.85,88.04,77.94,3.48
Telangana,Nizamabad,2021,98,188.58,122.92,92.56,30.11,2.86
Telangana,Nizamabad,2022,199,129.5,264.72,73.19,78.83,2.41
Telangana,Nizamabad,2023,72,117.59,153.58,42.39,33.33,2.85
Telangana,Nizamabad,2024,155,55.87,232.89,17.04,27.27,4.92
Telangana,Nizamabad,2025,233,110.86,78.37,41.51,16.72,0.56
Telangana,Peddapalli,2015,273,178.89,51.5,69.38,40.13,3.85
Telangana,Peddapalli,2016,186,14.74,278.77,31.23,17.07,1.04
Telangana,Peddapalli,2017,178,60.91,146.57,42.2,79.55,4.91
Telangana,Peddapalli,2018,261,185.94,200.14,24.97,67.05,2.96
Telangana,Peddapalli,2019,172,63.77,281.64,104.24,37.31,3.7
Telangana,Peddapalli,2020,272,172.14,130.08,88.27,15.11,2.3
Telangana,Peddapalli,2021,145,149.37,42.89,62.48,6.59,2.53
Telangana,Peddapalli,2022,232,21.4,279.42,30.77,78.17,0.23
Telangana,Peddapalli,2023,284,71.8,221.49,105.11,68.75,2.32
Telangana,Peddapalli,2024,306,31.61,151.75,85.59,46.8,3.72
Telangana,Peddapalli,2025,333,20.48,200.67,44.24,45.62,3.12
Telangana,Rajanna Sircilla,2015,214,84.74,106.92,24.46,62.69,2.11
Telangana,Rajanna Sircilla,2016,226,187.69,169.27,91.65,23.58,2.55
Telangana,Rajanna Sircilla,2017,68,194.47,111.5,104.24,14.92,1.72
Telangana,Rajanna Sircilla,2018,213,93.97,184.07,36.04,71.65,0.93
Telangana,Rajanna Sircilla,2019,84,113.32,169.11,66.98,32.59,2.6
Telangana,Rajanna Sircilla,2020,236,144.54,171.17,20.0,25.92,4.33
Telangana,Rajanna Sircilla,2021,212,68.14,213.66,5.07,52.6,3.33
Telangana,Rajanna Sircilla,2022,104,74.33,105.29,80.67,43.1,2.16
Telangana,Rajanna Sircilla,2023,346,102.36,198.56,55.08,42.96,2.72
Telangana,Rajanna Sircilla,2024,227,40.84,106.37,91.02,75.49,0.98
Telangana,Rajanna Sircilla,2025,304,190.19,183.2,51.53,41.38,2.15
Telangana,Ranga Reddy,2015,63,164.17,65.59,39.83,69.93,1.02
Telangana,Ranga Reddy,2016,86,135.92,173.87,36.86,22.02,2.92
Telangana,Ranga Reddy,2017,129,47.14,149.36,9.52,23.02,1.63
Telangana,Ranga Reddy,2018,297,80.67,60.35,108.53,13.23,4.32
Telangana,Ranga Reddy,2019,170,61.66,74.62,25.58,58.55,1.61
Telangana,Ranga Reddy,2020,131,47.68,239.14,100.52,11.61,4.79
Telangana,Ranga Reddy,2021,120,128.35,142.36,91.81,20.94,4.74
Telangana,Ranga Reddy,2022,90,38.36,88.01,91.69,9.37,1.51
Telangana,Ranga Reddy,2023,108,97.37,58.25,34.64,34.08,2.81
Telangana,Ranga Reddy,2024,99,73.31,176.88,100.38,6.59,4.66
Telangana,Ranga Reddy,2025,198,79.81,110.16,59.32,47.09,3.26
Telangana,Sangareddy,2015,52,91.41,37.34,34.7,28.84,2.35
Telangana,Sangareddy,2016,97,173.88,54.06,10.75,35.19,0.58
Telangana,Sangareddy,2017,82,51.39,140.47,10.29,58.3,1.12
Telangana,Sangareddy,2018,306,26.88,183.92,35.54,13.93,0.47
Telangana,Sangareddy,2019,124,196.71,139.34,101.54,67.21,0.85
Telangana,Sangareddy,2020,70,58.24,42.38,94.07,36.07,0.54
Telangana,Sangareddy,2021,241,67.35,198.2,55.76,68.36,3.01
Telangana,Sangareddy,2022,133,73.22,28.13,76.78,25.38,4.87
Telangana,Sangareddy,2023,309,197.33,233.44,60.05,65.84,4.08
Telangana,Sangareddy,2024,49,191.53,36.72,114.37,25.22,0.43
Telangana,Sangareddy,2025,217,80.71,80.22,39.52,30.14,4.21
Telangana,Siddipet,2015,55,149.88,236.74,89.2,35.71,4.17
Telangana,Siddipet,2016,264,177.9,24.83,113.38,18.45,1.15
Telangana,Siddipet,2017,41,80.97,21.64,73.11,18.49,0.84
Telangana,Siddipet,2018,240,191.77,233.64,117.64,13.36,1.01
Telangana,Siddipet,2019,204,166.77,155.44,113.67,3.24,3.6
Telangana,Siddipet,2020,138,31.11,186.83,15.12,9.48,2.78
Telangana,Siddipet,2021,290,121.43,171.2,19.8,55.36,1.07
Telangana,Siddipet,2022,89,145.02,21.15,106.57,51.11,2.3
Telangana,Siddipet,2023,272,165.11,212.92,39.54,63.35,2.08
Telangana,Siddipet,2024,62,24.86,156.5,110.48,40.18,3.52
Telangana,Siddipet,2025,229,49.86,292.11,74.02,27.29,0.61
Telangana,Suryapet,2015,237,142.19,180.96,73.22,6.91,0.87
Telangana,Suryapet,2016,116,91.32,185.6,25.66,22.59,1.37
Telangana,Suryapet,2017,313,181.59,25.8,27.4,75.02,1.83
Telangana,Suryapet,2018,117,110.83,226.21,74.79,22.07,1.69
Telangana,Suryapet,2019,111,70.16,253.87,58.24,53.46,4.04
Telangana,Suryapet,2020,281,190.27,148.75,12.7,55.94,0.27
Telangana,Suryapet,2021,228,101.08,126.69,106.63,56.26,3.88
Telangana,Suryapet,2022,57,68.33,97.99,100.46,54.98,4.89
Telangana,Suryapet,2023,143,180.75,83.03,74.97,74.81,4.04
Telangana,Suryapet,2024,286,106.09,67.61,22.81,44.98,1.53
Telangana,Suryapet,2025,168,15.11,107.97,49.28,43.54,1.0
Telangana,Vikarabad,2015,335,26.11,268.77,115.19,31.84,1.11
Telangana,Vikarabad,2016,206,82.83,120.81,75.33,47.39,1.39
Telangana,Vikarabad,2017,350,136.84,199.12,13.11,51.43,1.47
Telangana,Vikarabad,2018,286,42.22,64.67,115.38,29.43,3.64
Telangana,Vikarabad,2019,59,31.72,197.34,103.4,30.4,2.07
Telangana,Vikarabad,2020,265,172.83,232.37,61.09,40.2,1.94
Telangana,Vikarabad,2021,180,43.54,281.65,29.44,5.19,4.38
Telangana,Vikarabad,2022,344,130.11,114.2,12.13,25.57,4.35
Telangana,Vikarabad,2023,339,100.54,210.42,74.78,21.31,4.18
Telangana,Vikarabad,2024,215,113.5,166.5,34.27,18.25,2.7
Telangana,Vikarabad,2025,230,82.37,106.33,107.94,22.8,3.32
Telangana,Wanaparthy,2015,180,113.06,77.99,115.46,69.71,2.02
Telangana,Wanaparthy,2016,277,97.97,84.73,54.81,42.74,0.32
Telangana,Wanaparthy,2017,78,80.82,166.59,93.22,18.79,3.25
Telangana,Wanaparthy,2018,115,160.29,229.97,83.27,20.89,1.74
Telangana,Wanaparthy,2019,97,31.81,298.93,22.02,73.04,1.92
Telangana,Wanaparthy,2020,315,82.95,142.42,74.8,36.72,0.33
Telangana,Wanaparthy,2021,343,72.36,120.92,21.13,51.0,0.22
Telangana,Wanaparthy,2022,93,37.42,53.45,38.02,50.24,1.85
Telangana,Wanaparthy,2023,156,176.32,89.64,114.48,15.98,1.93
Telangana,Wanaparthy,2024,251,122.91,55.62,67.22,40.39,1.29
Telangana,Wanaparthy,2025,310,20.4,167.97,37.9,43.04,0.83
Telangana,Warangal,2015,290,19.87,218.68,63.07,39.48,4.17
Telangana,Warangal,2016,213,73.26,59.17,29.5,39.66,4.42
Telangana,Warangal,2017,44,74.33,236.41,7.49,69.07,2.4
Telangana,Warangal,2018,287,185.51,224.7,65.15,34.96,3.23
Telangana,Warangal,2019,96,138.44,92.92,52.0,28.77,1.99
Telangana,Warangal,2020,244,186.42,82.17,107.14,47.76,1.22
Telangana,Warangal,2021,194,135.99,283.03,99.35,37.12,4.26
Telangana,Warangal,2022,217,168.48,297.47,105.45,46.32,0.68
Telangana,Warangal,2023,50,78.04,243.99,99.51,44.2,3.81
Telangana,Warangal,2024,41,142.25,276.13,44.21,7.9,2.46
Telangana,Warangal,2025,190,199.09,274.62,67.18,5.12,2.37
Telangana,Yadadri Bhuvanagiri,2015,156,41.75,298.33,33.22,44.76,1.5
Telangana,Yadadri Bhuvanagiri,2016,151,83.31,187.32,22.35,38.95,2.35
Telangana,Yadadri Bhuvanagiri,2017,109,32.77,262.33,5.64,76.61,4.11
Telangana,Yadadri Bhuvanagiri,2018,109,50.62,63.69,69.19,45.63,0.71
Telangana,Yadadri Bhuvanagiri,2019,262,90.54,47.64,114.28,54.67,2.3
Telangana,Yadadri Bhuvanagiri,2020,295,11.63,26.32,100.02,70.04,3.17
Telangana,Yadadri Bhuvanagiri,2021,190,128.0,121.1,97.32,72.3,1.63
Telangana,Yadadri Bhuvanagiri,2022,62,20.48,92.65,58.01,41.56,1.81
Telangana,Yadadri Bhuvanagiri,2023,71,182.96,135.23,97.31,43.32,2.66
Telangana,Yadadri Bhuvanagiri,2024,138,133.01,45.4,47.54,45.82,3.72
Telangana,Yadadri Bhuvanagiri,2025,164,169.53,156.46,72.45,22.35,3.36
Tripura,Dhalai,2015,80,183.89,109.08,33.8,7.9,1.48
Tripura,Dhalai,2016,321,135.05,106.57,28.33,13.15,2.81
Tripura,Dhalai,2017,130,109.63,142.77,14.3,73.46,0.42
Tripura,Dhalai,2018,304,196.15,267.16,52.8,25.86,2.61
Tripura,Dhalai,2019,145,105.8,132.47,41.19,26.42,4.37
Tripura,Dhalai,2020,171,169.94,270.18,82.79,59.09,3.67
Tripura,Dhalai,2021,347,95.9,230.58,73.71,10.96,4.69
Tripura,Dhalai,2022,308,191.91,63.88,76.37,63.85,0.72
Tripura,Dhalai,2023,294,159.69,251.95,105.99,76.31,1.03
Tripura,Dhalai,2024,65,196.25,75.24,49.45,72.94,3.34
Tripura,Dhalai,2025,116,141.79,52.76,19.5,14.65,1.94
Tripura,Gomati,2015,217,96.66,120.22,7.71,11.35,1.6
Tripura,Gomati,2016,268,109.56,55.21,48.85,26.93,4.4
Tripura,Gomati,2017,112,58.41,54.24,76.05,31.13,2.05
Tripura,Gomati,2018,283,83.12,252.78,47.18,22.07,3.27
Tripura,Gomati,2019,325,134.27,281.31,99.63,74.47,1.2
Tripura,Gomati,2020,194,161.59,124.65,29.46,27.59,3.1
Tripura,Gomati,2021,108,66.33,53.08,104.14,69.04,4.68
Tripura,Gomati,2022,72,144.49,283.49,90.29,69.57,4.9
Tripura,Gomati,2023,190,33.69,165.93,39.3,3.29,2.58
Tripura,Gomati,2024,175,162.36,111.46,87.1,4.33,0.37
Tripura,Gomati,2025,206,186.48,105.92,104.11,50.92,4.52
Tripura,Khowai,2015,42,153.38,90.72,28.99,25.61,3.73
Tripura,Khowai,2016,111,13.78,56.57,38.14,29.56,1.69
Tripura,Khowai,2017,133,136.43,216.94,18.01,9.05,1.38
Tripura,Khowai,2018,186,152.88,246.24,10.1,54.23,4.12
Tripura,Khowai,2019,111,152.75,146.55,9.35,32.42,4.09
Tripura,Khowai,2020,281,152.96,20.34,90.9,53.28,4.75
Tripura,Khowai,2021,347,89.58,292.02,16.74,58.58,2.71
Tripura,Khowai,2022,223,90.75,273.59,72.73,10.24,1.94
Tripura,Khowai,2023,272,99.2,43.45,75.67,8.78,1.39
Tripura,Khowai,2024,182,164.12,84.91,46.46,36.54,0.4
Tripura,Khowai,2025,261,163.63,226.69,95.3,49.21,2.57
Tripura,North Tripura,2015,280,54.36,199.76,90.68,65.45,3.45
Tripura,North Tripura,2016,265,133.97,151.27,19.91,69.55,0.97
Tripura,North Tripura,2017,47,69.61,206.66,8.59,31.89,3.71
Tripura,North Tripura,2018,338,121.87,21.09,93.51,22.88,3.45
Tripura,North Tripura,2019,84,67.57,92.19,53.95,27.98,2.36
Tripura,North Tripura,2020,319,58.08,229.07,103.47,65.11,2.85
Tripura,North Tripura,2021,186,96.81,228.32,30.23,69.48,4.51
Tripura,North Tripura,2022,204,93.69,66.93,36.6,66.85,0.59
Tripura,North Tripura,2023,192,60.9,271.99,23.09,6.75,2.53
Tripura,North Tripura,2024,136,13.01,200.77,104.48,10.82,2.6
Tripura,North Tripura,2025,116,108.37,64.74,99.86,75.34,1.15
Tripura,Sepahijala,2015,157,146.9,205.85,116.32,74.3,0.68
Tripura,Sepahijala,2016,297,99.57,228.32,98.74,71.15,4.79
Tripura,Sepahijala,2017,299,16.43,50.58,49.9,36.66,2.33
Tripura,Sepahijala,2018,147,152.15,170.45,89.9,10.48,4.13
Tripura,Sepahijala,2019,313,125.1,89.08,28.19,77.43,3.94
Tripura,Sepahijala,2020,262,142.59,294.73,59.73,70.51,2.37
Tripura,Sepahijala,2021,164,128.71,182.43,116.49,7.28,3.32
Tripura,Sepahijala,2022,209,33.41,255.83,48.89,41.21,3.87
Tripura,Sepahijala,2023,121,37.82,208.86,43.43,10.17,2.16
Tripura,Sepahijala,2024,258,193.16,179.15,44.17,39.75,4.05
Tripura,Sepahijala,2025,155,82.19,287.05,89.59,41.01,4.48
Tripura,South Tripura,2015,172,45.42,21.31,50.05,50.94,3.0
Tripura,South Tripura,2016,90,51.65,94.0,48.81,40.38,1.84
Tripura,South Tripura,2017,62,51.41,64.96,102.55,2.24,1.56
Tripura,South Tripura,2018,182,130.79,183.19,68.7,25.6,3.3
Tripura,South Tripura,2019,140,77.29,221.5,109.95,42.48,0.62
Tripura,South Tripura,2020,319,152.15,95.51,114.39,15.29,3.1
Tripura,South Tripura,2021,275,35.0,290.39,57.67,49.49,3.72
Tripura,South Tripura,2022,117,77.86,92.83,87.23,10.43,1.58
Tripura,South Tripura,2023,90,182.89,289.04,102.22,63.34,1.25
Tripura,South Tripura,2024,294,178.11,93.02,28.3,56.53,2.28
Tripura,South Tripura,2025,343,77.92,20.99,74.3,5.05,1.12
Tripura,Unakoti,2015,288,137.91,71.31,105.74,79.97,2.23
Tripura,Unakoti,2016,169,91.03,149.45,5.73,49.95,3.78
Tripura,Unakoti,2017,148,76.17,116.29,13.66,31.76,2.6
Tripura,Unakoti,2018,219,134.68,59.16,60.17,65.01,3.54
Tripura,Unakoti,2019,195,197.04,278.83,86.01,10.14,1.88
Tripura,Unakoti,2020,94,63.0,173.08,10.12,6.24,4.47
Tripura,Unakoti,2021,256,115.98,42.94,60.9,69.92,3.71
Tripura,Unakoti,2022,201,104.72,36.55,112.78,2.2,3.12
Tripura,Unakoti,2023,49,151.27,172.88,8.91,30.13,4.72
Tripura,Unakoti,2024,283,169.31,262.44,8.86,75.08,1.55
Tripura,Unakoti,2025,322,70.62,170.34,72.66,7.08,2.22
Tripura,West Tripura,2015,212,71.29,193.78,18.83,68.82,1.1
Tripura,West Tripura,2016,101,146.94,236.83,70.82,21.88,2.19
Tripura,West Tripura,2017,274,95.38,210.44,62.07,23.49,3.45
Tripura,West Tripura,2018,107,52.26,272.13,58.76,46.9,4.03
Tripura,West Tripura,2019,177,176.36,265.9,62.48,41.11,0.41
Tripura,West Tripura,2020,243,158.12,187.83,46.41,73.43,0.63
Tripura,West Tripura,2021,47,192.91,22.06,6.05,3.2,3.59
Tripura,West Tripura,2022,132,109.58,33.66,24.82,69.26,2.06
Tripura,West Tripura,2023,228,135.92,180.19,66.73,26.25,0.45
Tripura,West Tripura,2024,158,166.79,114.14,81.02,43.46,2.97
Tripura,West Tripura,2025,326,179.2,207.7,86.46,25.7,0.57
Uttar Pradesh,Agra,2015,348,177.21,121.87,94.92,27.63,4.17
Uttar Pradesh,Agra,2016,254,69.71,119.93,96.19,27.38,3.57
Uttar Pradesh,Agra,2017,176,119.59,216.33,78.83,60.28,0.31
Uttar Pradesh,Agra,2018,328,104.86,102.83,14.55,9.93,1.97
Uttar Pradesh,Agra,2019,297,48.4,218.43,100.87,12.01,2.69
Uttar Pradesh,Agra,2020,193,90.48,23.2,57.81,17.66,3.73
Uttar Pradesh,Agra,2021,348,153.13,90.74,112.47,48.49,1.54
Uttar Pradesh,Agra,2022,65,132.78,47.96,61.99,41.05,0.82
Uttar Pradesh,Agra,2023,45,199.03,276.97,111.92,70.11,2.67
Uttar Pradesh,Agra,2024,143,36.4,96.25,88.56,57.45,4.08
Uttar Pradesh,Agra,2025,263,155.6,132.04,84.78,2.47,2.55
Uttar Pradesh,Aligarh,2015,180,16.74,110.76,79.02,8.93,3.99
Uttar Pradesh,Aligarh,2016,229,110.45,174.61,112.92,56.11,0.79
Uttar Pradesh,Aligarh,2017,279,27.98,212.78,72.17,76.33,0.57
Uttar Pradesh,Aligarh,2018,96,171.34,23.61,70.77,58.67,2.67
Uttar Pradesh,Aligarh,2019,86,91.24,61.24,29.38,32.17,3.09
Uttar Pradesh,Aligarh,2020,105,115.75,287.59,98.63,61.1,0.9
Uttar Pradesh,Aligarh,2021,282,48.85,196.66,98.42,60.69,0.66
Uttar Pradesh,Aligarh,2022,54,120.96,173.41,81.43,30.76,0.74
Uttar Pradesh,Aligarh,2023,138,33.86,35.0,10.48,3.75,2.71
Uttar Pradesh,Aligarh,2024,40,66.68,298.47,19.34,33.81,2.85
Uttar Pradesh,Aligarh,2025,241,15.08,232.77,43.37,15.12,3.3
Uttar Pradesh,Ambedkar Nagar,2015,338,52.12,147.0,61.38,33.8,0.24
Uttar Pradesh,Ambedkar Nagar,2016,252,199.2,124.45,101.39,73.49,1.36
Uttar Pradesh,Ambedkar Nagar,2017,116,186.77,287.73,89.18,39.39,2.23
Uttar Pradesh,Ambedkar Nagar,2018,107,13.05,190.68,60.46,29.0,2.57
Uttar Pradesh,Ambedkar Nagar,2019,138,48.78,234.47,100.3,32.63,4.67
Uttar Pradesh,Ambedkar Nagar,2020,316,168.4,113.5,84.53,44.08,3.4
Uttar Pradesh,Ambedkar Nagar,2021,242,88.39,225.96,45.23,37.2,1.42
Uttar Pradesh,Ambedkar Nagar,2022,168,78.17,153.96,48.74,70.1,0.77
Uttar Pradesh,Ambedkar Nagar,2023,196,162.19,62.04,88.02,52.03,0.61
Uttar Pradesh,Ambedkar Nagar,2024,72,191.9,88.36,28.38,65.85,1.04
Uttar Pradesh,Ambedkar Nagar,2025,79,47.02,104.23,94.05,43.5,0.59
Uttar Pradesh,Amethi,2015,262,121.87,51.01,20.89,2.32,1.73
Uttar Pradesh,Amethi,2016,156,45.02,109.7,106.65,77.18,4.35
Uttar Pradesh,Amethi,2017,197,140.79,166.8,57.3,5.82,1.95
Uttar Pradesh,Amethi,2018,197,147.15,41.56,7.62,35.96,3.5
Uttar Pradesh,Amethi,2019,222,58.67,62.94,39.35,45.34,3.04
Uttar Pradesh,Amethi,2020,58,115.84,205.85,39.86,12.8,3.44
Uttar Pradesh,Amethi,2021,112,179.37,59.02,82.22,48.39,0.42
Uttar Pradesh,Amethi,2022,54,128.32,44.72,88.35,13.4,2.39
Uttar Pradesh,Amethi,2023,223,67.56,247.3,116.98,51.16,0.38
Uttar Pradesh,Amethi,2024,247,185.52,100.38,87.6,47.16,4.2
Uttar Pradesh,Amethi,2025,330,113.26,46.67,28.82,32.67,0.48
Uttar Pradesh,Amroha,2015,59,12.5,268.77,43.7,72.23,1.66
Uttar Pradesh,Amroha,2016,311,95.77,240.45,32.41,22.54,1.25
Uttar Pradesh,Amroha,2017,245,50.8,45.24,117.97,7.22,1.16
Uttar Pradesh,Amroha,2018,326,37.01,240.09,8.13,17.71,3.92
Uttar Pradesh,Amroha,2019,296,156.83,115.91,114.89,44.62,3.13
Uttar Pradesh,Amroha,2020,331,93.03,267.51,89.93,32.79,0.84
Uttar Pradesh,Amroha,2021,125,99.18,226.18,16.13,7.92,2.43
Uttar Pradesh,Amroha,2022,55,25.78,257.7,75.9,21.16,0.71
Uttar Pradesh,Amroha,2023,210,10.18,109.79,69.32,31.95,1.47
Uttar Pradesh,Amroha,2024,194,33.58,240.29,11.11,16.65,1.93
Uttar Pradesh,Amroha,2025,67,185.07,230.87,102.65,3.29,4.5
Uttar Pradesh,Auraiya,2015,112,139.15,252.66,99.71,49.63,2.2
Uttar Pradesh,Auraiya,2016,129,114.55,224.29,59.95,11.84,3.04
Uttar Pradesh,Auraiya,2017,127,60.68,274.66,92.17,17.07,4.35
Uttar Pradesh,Auraiya,2018,273,126.95,214.53,14.88,68.68,0.52
Uttar Pradesh,Auraiya,2019,43,197.84,138.19,108.69,79.65,2.29
Uttar Pradesh,Auraiya,2020,172,96.68,44.88,8.06,19.27,4.53
Uttar Pradesh,Auraiya,2021,334,37.31,159.14,95.79,77.26,4.86
Uttar Pradesh,Auraiya,2022,287,178.77,215.58,8.26,44.16,3.05
Uttar Pradesh,Auraiya,2023,234,191.86,84.98,22.47,9.41,1.12
Uttar Pradesh,Auraiya,2024,161,181.15,267.5,85.21,58.31,1.41
Uttar Pradesh,Auraiya,2025,135,94.65,148.46,112.73,10.05,2.02
Uttar Pradesh,Ayodhya,2015,162,164.05,21.42,89.19,22.92,0.72
Uttar Pradesh,Ayodhya,2016,340,112.87,239.74,82.87,19.95,4.67
Uttar Pradesh,Ayodhya,2017,303,152.29,295.53,21.04,71.62,3.93
Uttar Pradesh,Ayodhya,2018,103,19.35,108.71,107.27,36.56,3.8
Uttar Pradesh,Ayodhya,2019,196,126.76,167.27,10.41,62.04,0.43
Uttar Pradesh,Ayodhya,2020,304,118.66,273.42,78.62,29.2,3.38
Uttar Pradesh,Ayodhya,2021,302,134.99,176.55,37.85,37.25,1.89
Uttar Pradesh,Ayodhya,2022,214,126.29,56.33,75.4,9.91,2.93
Uttar Pradesh,Ayodhya,2023,222,181.79,82.11,89.64,49.19,3.45
Uttar Pradesh,Ayodhya,2024,184,141.8,179.1,115.98,59.54,1.32
Uttar Pradesh,Ayodhya,2025,286,146.9,155.4,53.34,32.2,0.85
Uttar Pradesh,Azamgarh,2015,302,183.92,161.35,18.31,46.86,2.09
Uttar Pradesh,Azamgarh,2016,184,98.78,228.72,99.43,44.83,3.06
Uttar Pradesh,Azamgarh,2017,125,141.61,223.99,43.45,65.72,2.11
Uttar Pradesh,Azamgarh,2018,50,42.76,20.32,46.64,22.36,3.26
Uttar Pradesh,Azamgarh,2019,228,43.01,288.01,62.64,31.89,3.56
Uttar Pradesh,Azamgarh,2020,96,92.74,134.17,82.72,59.71,0.53
Uttar Pradesh,Azamgarh,2021,216,176.63,183.17,20.25,36.93,0.79
Uttar Pradesh,Azamgarh,2022,71,165.63,228.77,100.65,12.17,3.19
Uttar Pradesh,Azamgarh,2023,157,23.43,42.27,58.52,49.59,3.6
Uttar Pradesh,Azamgarh,2024,294,116.19,142.7,13.85,19.72,2.64
Uttar Pradesh,Azamgarh,2025,247,46.75,99.25,88.49,42.99,4.58
Uttar Pradesh,Baghpat,2015,80,31.72,162.99,32.37,52.31,3.17
Uttar Pradesh,Baghpat,2016,49,77.86,261.96,24.76,14.95,3.2
Uttar Pradesh,Baghpat,2017,225,70.53,238.22,18.07,74.52,0.39
Uttar Pradesh,Baghpat,2018,43,111.05,245.44,118.68,68.69,0.63
Uttar Pradesh,Baghpat,2019,348,184.47,125.19,68.49,70.48,4.64
Uttar Pradesh,Baghpat,2020,181,129.55,284.9,33.88,13.0,4.8
Uttar Pradesh,Baghpat,2021,157,187.48,106.72,42.68,68.07,1.57
Uttar Pradesh,Baghpat,2022,189,72.53,297.46,117.18,13.88,4.94
Uttar Pradesh,Baghpat,2023,245,137.4,239.91,89.72,3.78,4.59
Uttar Pradesh,Baghpat,2024,133,12.6,207.52,65.22,8.66,3.84
