state,district,year,hospital_beds,doctors,nurses,health_index,life_expectancy,vaccination_rate,disease_cases
Sikkim,Gangtok,2020,64.86,88.6,12.39,74.2,49.94,56.8,77.1
Assam,Bongaigaon,2018,84.59,55.99,80.32,57.72,59.67,23.25,72.54
Haryana,Yamunanagar,2020,87.49,37.17,49.31,91.9,44.37,48.32,25.22
Bihar,Katihar,2018,35.29,56.8,91.44,33.49,82.63,44.75,94.62
Haryana,Jind,2018,23.43,49.68,22.66,19.42,39.04,54.51,83.74
Madhya Pradesh,Ujjain,2023,50.63,63.85,79.45,36.41,94.32,49.21,33.28
Gujarat,Chhota Udepur,2020,69.32,10.22,24.97,57.69,73.02,13.77,58.14
Assam,Golaghat,2016,54.2,92.91,38.96,29.98,24.45,77.21,62.07
Chhattisgarh,Gaurela-Pendra-Marwahi,2022,62.78,74.93,55.35,50.02,30.54,16.8,87.22
Madhya Pradesh,Niwari,2025,16.18,20.56,70.23,22.02,76.52,83.1,25.84
West Bengal,Bankura,2020,36.93,47.25,67.08,61.16,81.02,27.94,26.46
Meghalaya,East Khasi Hills,2015,14.36,75.34,11.84,66.93,45.62,72.57,55.84
Uttar Pradesh,Pratapgarh,2022,37.41,93.45,40.99,31.66,69.34,51.83,69.25
Telangana,Warangal,2024,71.55,87.62,56.36,39.01,19.48,93.3,60.51
Kerala,Alappuzha,2017,15.39,93.51,94.41,60.04,35.84,53.68,20.22
Uttar Pradesh,Ambedkar Nagar,2016,91.64,59.19,73.98,41.46,22.85,41.12,53.44
Telangana,Jogulamba Gadwal,2023,64.46,47.63,71.48,77.61,27.19,82.44,84.76
Uttar Pradesh,Basti,2020,10.33,69.61,66.67,15.31,61.27,35.47,34.82
Nagaland,Tseminyu,2022,28.75,70.74,34.79,46.31,48.02,17.03,51.79
Madhya Pradesh,Barwani,2016,91.4,27.6,96.53,75.78,52.01,44.19,31.43
Punjab,Kapurthala,2017,36.9,76.06,56.32,96.81,57.22,79.59,89.15
Chhattisgarh,Narayanpur,2016,48.76,70.15,22.42,80.46,86.95,89.38,52.34
Bihar,Purnia,2021,22.84,39.4,78.35,72.14,14.85,31.41,86.78
Rajasthan,Beawar,2015,19.56,69.31,85.19,41.17,78.75,23.65,26.03
Arunachal Pradesh,Changlang,2024,72.64,87.13,37.7,28.07,61.87,48.42,73.77
Mizoram,Lawngtlai,2022,13.92,35.33,52.48,79.87,58.53,57.35,36.8
Rajasthan,Jhunjhunu,2021,97.47,11.66,16.09,31.31,10.58,24.18,77.19
Himachal Pradesh,Sirmaur,2025,37.7,89.66,56.77,23.14,25.06,26.72,93.2
Uttar Pradesh,Sonbhadra,2022,77.62,88.63,36.76,82.54,20.56,28.94,64.01
Telangana,Jangaon,2015,35.07,76.81,93.14,89.84,27.22,31.5,63.18
Nagaland,Peren,2021,40.93,68.3,56.24,50.97,22.18,61.53,91.66
Tamil Nadu,Vellore,2016,92.4,38.53,25.61,52.06,18.17,44.51,16.58
Odisha,Jagatsinghpur,2016,36.63,47.67,70.03,86.57,45.73,36.22,62.97
Uttar Pradesh,Fatehpur,2024,58.48,53.59,67.63,18.88,93.61,38.53,80.26
Bihar,Sheohar,2022,99.58,10.69,85.47,19.06,76.04,57.74,92.17
Karnataka,Chitradurga,2021,30.06,64.96,67.91,37.69,48.86,81.11,66.13
Tamil Nadu,Ranipet,2023,59.23,70.54,48.1,75.47,40.6,30.05,55.04
West Bengal,Dakshin Dinajpur,2018,45.85,55.19,58.77,69.42,52.05,15.23,46.6
Uttar Pradesh,Firozabad,2016,34.91,94.33,76.24,61.02,55.7,76.48,18.69
Rajasthan,Anupgarh,2015,85.92,10.51,74.6,78.17,49.82,20.25,71.06
Himachal Pradesh,Una,2019,12.29,65.76,88.24,30.6,88.99,38.55,77.92
Madhya Pradesh,Hoshangabad (Narmadapuram),2019,54.82,36.05,84.26,92.19,28.66,51.21,82.88
Maharashtra,Chandrapur,2019,45.35,60.06,11.38,12.11,91.99,19.88,33.06
Madhya Pradesh,Sidhi,2018,17.83,50.24,77.8,36.03,24.19,64.81,31.57
Madhya Pradesh,Dindori,2021,34.68,41.9,17.52,75.91,88.78,11.28,98.81
Uttar Pradesh,Unnao,2020,71.98,49.34,51.28,23.25,20.07,29.18,60.28
Tamil Nadu,Karur,2020,30.25,53.52,47.1,60.77,77.95,81.06,17.35
Telangana,Kamareddy,2020,43.69,91.67,14.04,28.66,43.57,28.99,25.75
Andhra Pradesh,Nandyal,2020,16.99,48.93,10.26,61.04,87.9,67.22,32.01
Madhya Pradesh,Sagar,2022,14.84,42.49,90.8,90.93,36.75,40.14,88.16
Odisha,Balangir,2021,44.81,81.99,51.51,97.28,16.48,58.44,81.04
Rajasthan,Anupgarh,2019,14.09,50.15,52.8,98.93,16.8,91.18,79.66
Tamil Nadu,Theni,2023,45.86,17.78,68.55,88.31,96.37,73.12,69.54
Telangana,Hanamkonda,2022,81.91,27.05,76.54,28.4,40.95,10.61,84.39
Telangana,Komaram Bheem Asifabad,2016,84.69,77.18,97.13,99.57,38.12,37.69,72.38
West Bengal,Nadia,2019,98.41,23.65,50.72,39.47,40.21,90.66,97.24
Tripura,Khowai,2019,50.27,12.53,24.55,41.8,71.78,20.93,72.6
Goa,North Goa,2025,31.26,40.02,86.92,97.43,29.94,35.42,34.79
West Bengal,Jalpaiguri,2024,72.77,68.74,51.13,82.82,29.67,39.49,57.03
Jharkhand,Giridih,2016,64.75,36.02,23.82,77.43,20.3,44.94,59.0
Andhra Pradesh,YSR Kadapa,2020,34.2,71.28,69.77,22.63,86.2,78.25,79.68
Bihar,Vaishali,2024,81.06,75.06,72.2,71.91,78.92,63.09,48.34
Nagaland,Shamator,2017,91.3,65.3,22.2,11.24,64.3,17.01,70.93
Madhya Pradesh,Barwani,2023,57.04,77.81,48.45,86.43,71.16,64.67,85.63
Madhya Pradesh,Dhar,2021,47.22,69.92,51.99,84.47,16.64,16.01,69.82
Tamil Nadu,Krishnagiri,2022,58.19,75.74,11.23,11.39,81.54,16.67,70.88
Tripura,Dhalai,2018,68.85,11.28,97.93,62.11,30.83,78.14,76.8
Uttar Pradesh,Saharanpur,2019,96.79,78.07,63.77,54.51,87.81,35.42,82.45
Assam,Barpeta,2022,33.31,37.73,61.96,82.4,38.13,23.52,78.57
Nagaland,Wokha,2019,61.17,89.84,72.11,82.69,20.63,66.32,24.56
Uttarakhand,Champawat,2024,19.82,19.26,32.96,99.17,97.73,64.76,44.06
Rajasthan,Tonk,2022,92.22,80.74,64.7,96.73,49.34,72.81,88.98
Uttar Pradesh,Jalaun,2025,48.49,41.38,25.9,53.52,94.89,11.57,54.9
Nagaland,Zunheboto,2023,63.77,83.12,19.11,15.67,20.13,71.92,26.61
Andhra Pradesh,Alluri Sitharama Raju,2016,15.09,34.08,76.09,94.36,48.08,70.33,29.2
Maharashtra,Nanded,2018,18.66,78.86,21.33,80.7,27.82,40.72,20.81
Gujarat,Chhota Udepur,2017,55.49,83.79,95.9,78.59,29.55,37.42,10.57
Chhattisgarh,Bilaspur,2022,86.31,26.69,78.94,35.0,59.73,80.14,30.93
Tamil Nadu,Kallakurichi,2017,86.63,88.75,11.41,32.89,53.5,49.88,23.04
Tamil Nadu,Tiruvannamalai,2016,32.93,44.47,61.16,98.54,77.29,14.84,56.59
Madhya Pradesh,Satna,2015,45.29,88.22,40.37,10.02,13.75,38.01,59.78
Arunachal Pradesh,Lohit,2017,22.56,18.71,27.62,64.43,98.66,49.27,45.35
Odisha,Puri,2025,87.49,53.36,22.08,82.94,70.16,34.22,98.3
Andhra Pradesh,Parvathipuram Manyam,2020,82.47,25.53,83.17,46.2,71.95,15.2,17.31
Chhattisgarh,Surajpur,2019,20.67,77.21,75.11,19.92,98.03,72.39,12.26
Nagaland,Dimapur,2021,40.69,17.56,27.11,32.5,74.17,59.78,95.35
Madhya Pradesh,Seoni,2024,14.0,38.93,22.82,44.17,30.39,24.23,33.83
Gujarat,Valsad,2016,27.33,38.93,35.19,20.72,54.47,42.97,94.15
Bihar,Munger,2018,83.1,85.62,70.78,26.9,75.86,21.66,66.89
Uttar Pradesh,Jalaun,2016,52.43,25.29,40.73,24.06,21.42,10.94,27.38
Rajasthan,Kota,2020,44.43,33.44,61.07,65.42,91.32,25.4,62.84
Gujarat,Chhota Udepur,2021,36.57,93.76,65.09,71.8,15.2,89.07,53.94
Uttar Pradesh,Jaunpur,2017,52.61,57.74,46.25,61.8,49.4,81.06,57.85
Maharashtra,Washim,2019,39.79,82.78,43.13,49.65,65.91,42.19,31.12
Odisha,Puri,2019,66.15,16.22,77.71,46.61,49.87,94.63,78.86
Telangana,Mancherial,2023,68.59,48.52,79.39,75.86,89.25,66.73,88.09
Uttar Pradesh,Shravasti,2015,10.18,10.51,51.84,70.32,73.49,81.6,18.34
West Bengal,Uttar Dinajpur,2019,12.83,42.93,99.85,49.24,69.55,76.97,28.45
Andhra Pradesh,Bapatla,2024,26.57,60.6,18.76,58.02,78.52,73.74,12.72
Rajasthan,Gangapur City,2020,77.03,38.55,96.35,82.35,44.04,23.95,82.24
Telangana,Peddapalli,2019,13.07,52.3,37.5,43.54,28.34,83.73,51.04
Karnataka,Gadag,2024,87.1,47.27,27.7,14.66,36.29,82.31,33.43
Rajasthan,Hanumangarh,2016,13.07,96.09,94.04,34.11,42.46,87.03,26.03
Karnataka,Bengaluru Rural,2025,54.83,88.26,93.1,75.95,95.26,40.44,60.59
Uttar Pradesh,Azamgarh,2021,64.0,15.38,94.66,69.08,54.98,33.5,36.87
Mizoram,Aizawl,2024,62.81,36.96,17.4,35.21,90.71,75.75,95.45
Karnataka,Kalaburagi,2021,28.04,57.99,13.41,36.01,47.1,77.64,87.68
Maharashtra,Raigad,2016,36.12,39.36,71.51,32.02,43.61,79.65,98.85
Gujarat,Narmada,2023,69.26,11.91,88.16,44.73,68.17,19.66,90.72
Uttar Pradesh,Aligarh,2015,40.46,33.17,77.5,58.04,52.64,17.2,64.24
Tamil Nadu,Kanchipuram,2023,84.74,57.38,33.91,56.05,26.52,18.3,69.06
Rajasthan,Bundi,2016,88.32,54.55,25.03,20.57,12.32,63.58,23.63
Madhya Pradesh,Indore,2024,75.38,76.09,10.34,10.89,88.52,30.84,97.96
Gujarat,Aravalli,2022,98.27,23.51,21.14,34.85,94.9,48.38,72.82
Telangana,Nirmal,2022,59.82,86.77,85.23,61.99,13.84,92.24,75.86
Tamil Nadu,Tiruvannamalai,2019,83.5,30.23,61.18,66.18,75.68,78.63,60.16
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2025,23.73,14.58,92.64,73.69,25.38,71.68,88.54
Odisha,Cuttack,2018,81.3,60.56,42.8,58.91,33.19,95.74,84.66
Manipur,Kamjong,2024,80.08,64.7,13.51,17.11,25.06,46.74,25.87
Madhya Pradesh,Barwani,2025,92.95,95.01,86.25,13.21,84.92,24.19,42.51
Tamil Nadu,Vellore,2018,78.3,61.0,33.45,43.67,80.9,91.0,71.62
Odisha,Nayagarh,2018,10.53,31.86,87.86,82.28,76.02,62.3,92.42
Chhattisgarh,Dhamtari,2015,58.51,63.29,56.76,81.37,23.03,16.77,88.14
Punjab,Ludhiana,2017,13.55,97.14,84.28,50.5,38.73,94.05,53.91
Uttar Pradesh,Kaushambi,2020,88.21,87.54,91.24,37.41,44.62,28.91,41.19
Meghalaya,West Garo Hills,2022,96.14,92.02,51.64,38.35,26.63,45.92,82.92
Maharashtra,Raigad,2017,56.42,50.59,49.71,91.95,56.91,94.52,47.03
Telangana,Warangal,2025,54.27,11.15,83.63,52.16,67.08,52.28,62.47
Maharashtra,Jalgaon,2020,10.9,34.45,97.66,79.27,23.18,79.7,54.61
Andhra Pradesh,Anakapalli,2020,45.48,91.25,70.85,45.61,27.92,77.65,94.42
Maharashtra,Beed,2020,51.54,40.13,45.0,51.02,15.7,34.01,67.11
Uttarakhand,Uttarkashi,2025,93.51,83.19,81.43,23.8,86.87,27.07,54.66
Madhya Pradesh,Dhar,2016,39.36,96.46,98.86,78.91,74.3,94.12,91.72
Jharkhand,Deoghar,2022,27.41,75.96,91.84,71.59,61.41,42.35,12.35
Kerala,Pathanamthitta,2022,32.14,60.53,74.32,61.67,94.59,73.68,24.88
Uttar Pradesh,Mau,2016,69.43,23.08,27.08,36.74,18.37,55.89,91.39
Gujarat,Tapi,2019,74.18,69.97,93.88,49.37,83.04,94.18,68.17
Maharashtra,Amravati,2025,78.53,20.93,73.92,17.67,12.23,88.58,97.18
Rajasthan,Bharatpur,2017,97.63,47.35,15.42,71.85,64.21,54.57,34.82
Arunachal Pradesh,West Kameng,2020,61.0,11.6,94.54,30.89,95.13,57.96,79.85
Manipur,Tamenglong,2020,62.96,78.06,70.31,32.1,19.02,89.75,89.77
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2025,76.16,35.9,22.57,78.53,33.05,68.15,33.35
Madhya Pradesh,Jabalpur,2025,50.86,99.39,57.21,29.58,86.92,86.62,62.43
Odisha,Sonepur,2020,42.45,20.86,24.66,48.42,23.62,73.6,19.79
Andhra Pradesh,YSR Kadapa,2020,59.77,34.15,27.69,71.26,60.69,92.83,10.26
Uttar Pradesh,Gorakhpur,2018,25.13,34.49,80.7,67.82,90.18,94.71,74.31
Manipur,Churachandpur,2022,17.43,78.57,88.12,82.24,82.82,47.81,93.21
Rajasthan,Jhunjhunu,2024,55.75,67.36,81.78,59.38,59.5,28.34,75.58
Rajasthan,Sirohi,2017,32.41,15.4,10.36,46.19,79.06,26.0,97.06
Karnataka,Bagalkot,2016,27.05,43.6,14.23,58.59,69.94,35.94,79.47
Bihar,Sitamarhi,2015,53.64,40.31,68.24,93.86,98.93,25.87,77.21
Madhya Pradesh,Narsinghpur,2016,46.79,20.73,62.0,77.11,68.2,65.04,42.95
Andhra Pradesh,Prakasam,2025,94.46,16.85,26.12,86.82,80.46,27.04,30.37
Assam,Dima Hasao,2020,45.8,67.45,40.92,60.01,89.11,37.7,25.48
Gujarat,Ahmedabad,2018,29.17,92.1,25.19,95.52,39.65,11.53,12.05
Karnataka,Raichur,2020,88.63,56.12,21.97,48.82,57.38,24.46,73.8
Mizoram,Serchhip,2023,75.45,73.47,30.92,44.09,93.55,17.46,41.77
Jharkhand,Bokaro,2016,34.47,31.49,49.49,27.93,93.89,43.35,11.69
Mizoram,Aizawl,2018,67.91,81.75,29.12,86.03,69.72,59.04,72.44
West Bengal,North 24 Parganas,2023,15.34,61.25,21.46,47.53,64.92,20.06,75.9
Bihar,Aurangabad,2018,23.36,63.73,92.82,11.56,76.21,28.47,81.91
Odisha,Mayurbhanj,2022,41.98,81.71,89.58,40.45,80.32,71.32,81.14
Haryana,Kaithal,2015,62.83,19.27,32.67,15.56,76.28,59.24,25.98
Haryana,Panchkula,2018,75.65,70.75,44.62,60.07,49.24,95.11,31.94
Arunachal Pradesh,Longding,2021,75.89,49.26,91.46,85.75,54.42,39.66,34.72
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2024,43.86,89.13,55.83,32.91,66.48,33.77,26.32
Haryana,Jind,2021,15.14,79.89,12.59,71.68,27.88,39.25,21.55
Bihar,Jehanabad,2015,93.46,31.74,96.38,15.77,28.94,40.12,68.34
Telangana,Ranga Reddy,2025,40.93,19.46,81.6,97.02,43.41,68.65,93.43
Meghalaya,Ri Bhoi,2025,53.59,83.31,95.41,64.17,35.84,27.66,29.15
Madhya Pradesh,Chhindwara,2018,73.66,70.37,73.75,36.16,20.83,76.41,60.59
Karnataka,Kodagu,2015,50.57,59.6,19.86,64.48,24.35,23.71,69.03
Maharashtra,Dhule,2025,80.73,43.27,21.37,60.81,14.61,28.7,66.85
Odisha,Kalahandi,2025,17.13,87.15,88.68,43.08,37.73,45.31,23.73
Madhya Pradesh,Burhanpur,2019,91.04,92.28,44.02,96.5,76.79,55.08,13.77
Haryana,Panipat,2021,60.65,64.42,75.23,93.32,68.31,19.93,77.88
Meghalaya,East Garo Hills,2018,80.45,23.34,55.81,41.69,100.0,31.08,20.42
Manipur,Chandel,2020,81.42,10.94,53.52,19.3,18.26,91.76,48.61
Madhya Pradesh,Maihar,2025,47.48,30.85,14.14,93.16,94.21,82.78,77.29
Gujarat,Anand,2023,46.53,96.84,22.79,13.07,66.39,83.59,93.59
Arunachal Pradesh,Upper Siang,2022,35.45,82.85,65.52,25.98,74.72,50.39,69.34
Madhya Pradesh,Dewas,2020,88.42,54.37,58.36,53.37,79.23,91.46,56.12
Uttar Pradesh,Maharajganj,2024,51.46,18.74,99.32,29.74,95.53,31.84,62.83
Maharashtra,Chandrapur,2024,97.08,45.39,97.24,62.47,60.37,54.55,54.81
Kerala,Kasaragod,2019,23.92,21.29,83.77,31.75,72.42,18.9,95.02
Manipur,Tamenglong,2019,68.07,29.48,44.59,88.72,51.23,54.96,69.89
Tamil Nadu,Dharmapuri,2017,34.69,61.57,71.3,93.27,98.91,20.83,75.57
Haryana,Jhajjar,2017,71.89,39.71,40.75,56.09,56.74,27.33,78.91
Bihar,Purnia,2015,90.82,64.03,91.37,48.33,71.39,58.76,48.87
Assam,Baksa,2019,48.4,97.0,55.86,43.15,99.72,42.11,68.03
Bihar,Gaya,2017,39.24,38.76,75.56,62.9,19.66,52.75,32.15
Bihar,Arwal,2017,74.25,12.72,23.08,90.96,82.29,35.53,33.33
West Bengal,Hooghly,2025,49.78,52.69,56.18,90.95,68.96,21.18,15.34
Jharkhand,West Singhbhum,2021,20.72,25.25,17.14,31.43,39.84,35.38,83.03
Maharashtra,Nanded,2017,77.73,93.74,96.41,49.35,87.74,85.42,57.01
Chhattisgarh,Bastar,2022,53.05,91.07,95.91,75.11,71.23,12.81,38.43
Chhattisgarh,Sakti,2023,24.94,56.26,66.15,60.25,59.34,59.85,90.09
Tamil Nadu,Ranipet,2024,86.99,98.25,64.92,63.38,76.26,55.97,79.36
Rajasthan,Jhalawar,2018,60.23,86.7,11.55,32.08,11.67,32.57,78.62
Gujarat,Gir Somnath,2018,99.42,67.99,81.35,50.48,66.48,94.88,74.54
Tamil Nadu,Nagapattinam,2018,96.54,92.45,26.17,47.01,93.09,54.04,49.08
Maharashtra,Kolhapur,2020,30.29,91.22,33.38,62.22,58.69,88.75,92.3
Nagaland,Kiphire,2018,96.42,83.43,65.38,43.43,84.79,38.34,12.85
Himachal Pradesh,Shimla,2024,28.33,95.03,42.68,78.49,42.0,93.91,69.34
Nagaland,Tuensang,2020,95.6,51.83,94.55,64.29,18.05,43.13,55.31
Rajasthan,Barmer,2025,74.52,22.11,77.54,32.76,81.78,18.7,94.04
Tamil Nadu,Viluppuram,2024,65.13,70.59,18.3,56.8,34.62,87.03,74.34
Tripura,Unakoti,2018,66.89,48.46,36.23,25.93,94.09,63.59,68.32
Madhya Pradesh,Agar Malwa,2021,11.97,62.14,34.18,19.89,39.63,68.02,95.57
Rajasthan,Hanumangarh,2022,79.46,80.86,92.07,94.38,82.36,94.0,63.72
Sikkim,Mangan,2017,50.83,63.7,17.44,91.57,35.24,73.6,82.5
Karnataka,Koppal,2019,80.76,62.94,29.2,79.77,24.92,88.56,54.06
Tamil Nadu,Viluppuram,2024,85.85,33.1,64.58,97.38,94.4,36.24,76.37
Gujarat,Bharuch,2024,50.95,55.12,42.93,80.26,99.29,79.66,97.23
Rajasthan,Pratapgarh,2020,25.0,12.45,49.34,68.82,67.56,99.21,64.59
Telangana,Medak,2022,81.54,56.9,38.41,45.88,95.94,66.02,54.58
Karnataka,Koppal,2020,63.37,10.08,62.53,78.57,82.82,19.96,98.88
Assam,Baksa,2022,57.6,51.11,75.16,51.73,41.57,69.89,96.13
Bihar,Madhepura,2018,48.97,18.22,61.6,74.62,82.99,18.83,73.58
Madhya Pradesh,Vidisha,2022,27.29,79.99,80.78,18.01,14.74,33.88,13.46
Punjab,Malerkotla,2015,23.16,60.55,17.42,10.21,72.66,35.43,29.11
Jharkhand,Koderma,2018,77.8,34.91,77.91,28.19,76.91,63.12,55.19
Haryana,Palwal,2023,71.86,53.93,90.84,81.38,86.25,85.73,89.29
Arunachal Pradesh,Papum Pare,2015,36.35,22.64,19.73,75.42,28.11,88.86,15.27
West Bengal,Nadia,2024,83.03,34.52,53.17,95.67,13.83,17.03,74.56
Bihar,Jehanabad,2018,33.84,65.64,97.84,25.61,53.22,68.84,26.19
Rajasthan,Bundi,2024,16.48,63.07,52.84,53.16,17.38,29.01,22.21
Tamil Nadu,Erode,2017,97.54,35.77,63.78,12.49,85.13,96.71,10.32
Uttar Pradesh,Lucknow,2021,19.79,29.09,39.95,73.03,39.64,20.88,77.8
Uttar Pradesh,Mathura,2016,43.78,67.38,50.95,40.3,63.47,89.72,25.55
Arunachal Pradesh,Papum Pare,2018,43.42,70.67,71.42,30.61,60.01,89.24,30.65
Uttar Pradesh,Bhadohi,2020,55.76,67.05,37.37,78.3,47.39,90.48,96.59
Arunachal Pradesh,East Kameng,2018,32.32,15.03,57.67,52.56,84.15,93.13,80.5
Himachal Pradesh,Kullu,2023,53.08,29.71,28.58,62.48,29.51,49.06,17.35
Kerala,Pathanamthitta,2017,18.83,89.61,12.94,45.07,65.29,40.05,57.68
Madhya Pradesh,Neemuch,2016,20.75,51.46,78.16,29.57,68.93,39.2,90.65
Haryana,Charkhi Dadri,2019,90.52,74.02,12.16,53.19,11.87,70.41,74.41
Tamil Nadu,Thanjavur,2023,40.42,53.98,86.7,56.18,72.48,63.59,70.95
Andhra Pradesh,Anakapalli,2023,71.02,27.84,77.46,51.94,30.12,83.8,48.14
Punjab,Ferozepur,2020,23.62,53.02,43.48,60.61,87.7,21.75,65.26
Karnataka,Chamarajanagar,2016,41.46,50.75,96.95,41.65,28.23,21.6,65.66
Madhya Pradesh,Balaghat,2016,54.8,11.1,41.02,19.32,78.1,79.51,20.26
Karnataka,Kalaburagi,2016,99.05,64.29,98.4,39.78,38.96,80.07,21.24
Haryana,Bhiwani,2023,97.33,86.47,93.41,25.1,94.38,28.83,23.8
Maharashtra,Nashik,2025,15.65,86.46,85.55,87.29,72.39,74.62,17.06
Odisha,Sonepur,2022,92.43,33.99,10.27,52.22,79.27,42.97,41.65
Chhattisgarh,Raipur,2022,51.77,35.05,31.28,43.9,75.65,41.87,31.31
Karnataka,Dharwad,2017,28.5,69.89,29.94,29.07,14.55,97.48,61.9
Tamil Nadu,Kanchipuram,2018,21.55,99.15,99.12,60.19,91.24,58.87,58.54
Maharashtra,Kolhapur,2024,46.4,75.35,31.13,36.24,36.59,23.32,69.33
Bihar,West Champaran,2023,52.0,73.67,69.47,35.1,15.21,99.07,82.69
Arunachal Pradesh,Lohit,2019,43.35,22.85,82.53,45.06,97.13,83.3,99.15
Gujarat,Gandhinagar,2025,50.91,23.24,49.33,58.99,29.49,62.05,67.35
Bihar,Khagaria,2015,20.22,63.63,25.03,31.41,76.21,23.25,39.84
Nagaland,Shamator,2016,13.22,46.19,11.76,69.94,13.02,86.63,47.97
Odisha,Gajapati,2015,27.52,64.66,93.23,45.41,67.66,40.4,44.4
Rajasthan,Dungarpur,2018,58.53,50.54,19.64,41.42,38.18,49.87,71.48
Uttar Pradesh,Hamirpur,2016,86.86,66.67,73.71,87.19,87.55,53.44,81.37
Madhya Pradesh,Damoh,2023,36.25,37.9,94.41,19.47,32.04,62.01,53.05
Nagaland,Dimapur,2024,30.04,17.41,32.79,14.15,16.46,97.94,73.53
Uttar Pradesh,Farrukhabad,2021,67.48,53.15,38.96,17.85,62.39,84.56,18.25
Nagaland,Kohima,2016,72.36,26.52,84.15,12.34,98.31,67.29,43.8
West Bengal,Murshidabad,2018,14.47,12.75,64.51,88.69,31.54,31.52,15.46
Punjab,Pathankot,2024,34.61,78.93,30.85,95.63,67.63,41.99,32.33
Madhya Pradesh,Dewas,2024,22.07,99.13,27.16,32.18,75.76,60.65,35.66
Telangana,Jayashankar Bhupalpally,2020,85.19,38.64,11.85,11.62,65.12,12.94,40.25
Rajasthan,Gangapur City,2021,24.02,98.44,45.35,94.42,37.95,42.26,87.12
Uttar Pradesh,Kasganj,2022,66.75,81.63,73.01,88.26,83.44,63.94,41.9
Odisha,Angul,2017,21.13,34.75,80.75,36.52,61.75,32.3,69.38
West Bengal,Paschim Medinipur,2021,33.41,32.89,53.97,24.08,11.02,51.79,16.33
Manipur,Kamjong,2015,14.37,87.19,79.0,18.84,48.13,62.82,61.37
Madhya Pradesh,Raisen,2019,33.39,56.05,93.79,63.24,52.61,88.53,13.71
Madhya Pradesh,Barwani,2015,62.57,55.25,10.66,40.0,10.73,49.66,23.03
Mizoram,Lunglei,2024,86.56,32.2,72.59,35.89,10.85,62.79,31.79
Tamil Nadu,Nagapattinam,2023,81.93,87.66,29.54,77.42,99.92,83.59,84.64
Uttarakhand,Udham Singh Nagar,2024,20.12,44.42,76.75,76.51,49.38,78.54,61.07
Bihar,Buxar,2015,15.73,24.52,92.36,12.25,48.29,14.01,60.01
Assam,Udalguri,2024,31.61,23.78,49.27,44.44,92.34,61.7,62.44
Chhattisgarh,Balrampur,2020,32.61,12.74,57.93,46.74,66.84,21.87,18.08
Arunachal Pradesh,Lower Dibang Valley,2020,43.01,75.19,59.26,61.24,39.78,20.11,99.63
Odisha,Nayagarh,2023,26.15,44.02,68.39,63.65,42.07,87.11,72.67
Madhya Pradesh,Sehore,2018,84.55,33.37,90.36,77.86,24.94,72.91,86.34
Madhya Pradesh,Morena,2015,21.36,68.52,79.67,71.3,12.44,25.25,64.79
Gujarat,Kutch,2024,36.56,85.54,59.16,40.12,96.54,16.4,45.51
Jharkhand,Ramgarh,2022,81.28,31.94,66.58,77.22,97.57,35.74,46.3
Uttarakhand,Chamoli,2020,83.15,99.24,80.67,88.94,96.32,53.84,58.99
Madhya Pradesh,Betul,2021,84.21,12.14,78.1,90.97,30.4,20.48,52.82
Uttar Pradesh,Chandauli,2020,77.49,95.59,91.09,44.16,33.35,38.9,21.81
Uttar Pradesh,Sultanpur,2019,28.37,60.32,12.39,59.48,12.69,35.39,93.78
Uttar Pradesh,Basti,2015,84.47,28.68,89.25,12.75,99.57,46.92,99.94
Arunachal Pradesh,Lohit,2021,56.44,51.94,36.83,58.04,53.53,97.3,14.54
Bihar,Buxar,2024,68.26,90.31,96.71,23.82,93.36,83.03,16.55
Assam,Bongaigaon,2022,32.04,38.74,38.63,68.72,84.24,57.85,54.2
Manipur,Churachandpur,2024,33.75,74.31,12.02,78.24,12.37,26.51,66.36
Andhra Pradesh,Tirupati,2025,39.02,31.11,98.21,65.08,56.13,31.59,11.49
Chhattisgarh,Raipur,2022,30.58,72.34,63.37,20.67,88.35,11.04,71.76
Andhra Pradesh,Srikakulam,2021,93.07,94.47,20.51,99.49,24.73,68.53,19.95
Gujarat,Sabarkantha,2020,89.83,62.51,48.66,97.66,19.09,46.57,63.01
Rajasthan,Dholpur,2019,50.72,88.13,45.31,72.72,83.91,20.61,90.55
Nagaland,Shamator,2023,86.49,54.66,76.15,29.96,12.2,49.5,27.75
Meghalaya,East Garo Hills,2025,45.33,43.9,94.56,87.9,56.19,62.22,62.74
Maharashtra,Beed,2022,16.74,39.99,24.38,63.16,77.04,89.63,72.78
Madhya Pradesh,Harda,2021,44.45,89.95,91.55,98.78,54.1,33.78,37.52
Karnataka,Mandya,2015,62.18,15.74,49.12,32.25,78.39,72.56,43.11
Odisha,Nuapada,2015,82.69,95.29,42.09,76.2,60.77,44.93,42.4
Rajasthan,Dholpur,2018,58.0,21.18,42.96,76.98,53.76,29.48,59.89
Bihar,Muzaffarpur,2019,56.99,24.38,22.37,10.59,90.37,60.16,28.53
Maharashtra,Satara,2016,72.72,70.22,77.33,28.87,59.32,63.96,73.04
Punjab,Jalandhar,2022,36.31,45.0,93.06,74.18,54.45,40.8,67.63
Odisha,Puri,2019,93.5,87.62,56.57,81.45,73.7,99.35,74.07
