state,district,year,it_companies,tech_startups,internet_users,mobile_users,data_centers
Telangana,Hanamkonda,2022,761,782,153376,2891744,16
Telangana,Hanamkonda,2023,1579,780,1321922,164315,11
Telangana,Hanamkonda,2024,179,280,730428,1513525,9
Telangana,Hanamkonda,2025,576,331,932401,2615688,8
Telangana,Hyderabad,2015,1035,792,1467101,1397079,14
Telangana,Hyderabad,2016,713,864,274622,1776716,2
Telangana,Hyderabad,2017,1529,810,155207,677353,17
Telangana,Hyderabad,2018,36,245,1565413,1151126,17
Telangana,Hyderabad,2019,1793,544,1245055,2309435,8
Telangana,Hyderabad,2020,656,757,100267,636586,8
Telangana,Hyderabad,2021,1052,231,1650063,523912,7
Telangana,Hyderabad,2022,1290,458,1508370,250406,0
Telangana,Hyderabad,2023,1609,244,1520236,485275,13
Telangana,Hyderabad,2024,1582,917,1440870,1512008,8
Telangana,Hyderabad,2025,1885,872,814622,2354653,17
Telangana,Jagtial,2015,690,480,1991447,2661915,9
Telangana,Jagtial,2016,1972,191,1745393,2029426,20
Telangana,Jagtial,2017,1839,491,538887,1162993,3
Telangana,Jagtial,2018,1126,950,1485425,1757973,19
Telangana,Jagtial,2019,373,611,1094684,1994374,10
Telangana,Jagtial,2020,348,695,1285760,1761566,4
Telangana,Jagtial,2021,1418,606,394484,67234,3
Telangana,Jagtial,2022,10,707,1551457,160276,7
Telangana,Jagtial,2023,737,292,1547605,569980,2
Telangana,Jagtial,2024,1422,597,657353,1287117,3
Telangana,Jagtial,2025,381,927,415631,2885484,10
Telangana,Jangaon,2015,15,159,1323220,109676,16
Telangana,Jangaon,2016,1353,834,1786231,746639,11
Telangana,Jangaon,2017,1799,732,1326112,2532866,11
Telangana,Jangaon,2018,1390,121,807483,663477,5
Telangana,Jangaon,2019,1827,14,899631,1654158,5
Telangana,Jangaon,2020,1989,811,783239,608483,18
Telangana,Jangaon,2021,1856,335,40743,2848253,3
Telangana,Jangaon,2022,1786,303,1692733,1374393,13
Telangana,Jangaon,2023,340,412,883835,1592401,19
Telangana,Jangaon,2024,1474,830,61003,1960093,0
Telangana,Jangaon,2025,1419,364,712852,1136330,7
Telangana,Jayashankar Bhupalpally,2015,804,626,1556709,2597263,6
Telangana,Jayashankar Bhupalpally,2016,668,968,687513,397317,1
Telangana,Jayashankar Bhupalpally,2017,1951,917,1132465,405798,18
Telangana,Jayashankar Bhupalpally,2018,65,150,513477,1371618,14
Telangana,Jayashankar Bhupalpally,2019,829,705,1917668,818356,5
Telangana,Jayashankar Bhupalpally,2020,1925,933,1451279,282394,2
Telangana,Jayashankar Bhupalpally,2021,1325,523,586214,827214,16
Telangana,Jayashankar Bhupalpally,2022,1643,378,1156020,1495617,4
Telangana,Jayashankar Bhupalpally,2023,478,383,1991151,1518772,11
Telangana,Jayashankar Bhupalpally,2024,617,121,1334677,2553480,20
Telangana,Jayashankar Bhupalpally,2025,216,764,911818,192937,12
Telangana,Jogulamba Gadwal,2015,1001,75,347652,1721035,15
Telangana,Jogulamba Gadwal,2016,629,165,186889,21212,6
Telangana,Jogulamba Gadwal,2017,13,381,912977,1204013,10
Telangana,Jogulamba Gadwal,2018,767,693,1393966,949628,17
Telangana,Jogulamba Gadwal,2019,14,729,175266,297840,1
Telangana,Jogulamba Gadwal,2020,1528,140,1019751,2218693,8
Telangana,Jogulamba Gadwal,2021,1668,549,543966,996616,19
Telangana,Jogulamba Gadwal,2022,263,126,566702,464718,0
Telangana,Jogulamba Gadwal,2023,90,534,1555273,2111641,10
Telangana,Jogulamba Gadwal,2024,1270,870,427292,41293,20
Telangana,Jogulamba Gadwal,2025,489,355,910825,1149185,15
Telangana,Kamareddy,2015,555,273,117447,2528136,7
Telangana,Kamareddy,2016,1872,90,1757175,2878547,5
Telangana,Kamareddy,2017,713,745,817006,312732,17
Telangana,Kamareddy,2018,464,423,1110590,2103008,2
Telangana,Kamareddy,2019,342,582,41088,1844241,16
Telangana,Kamareddy,2020,733,409,1309518,2073158,17
Telangana,Kamareddy,2021,1993,642,409774,904825,19
Telangana,Kamareddy,2022,1909,365,813276,915404,20
Telangana,Kamareddy,2023,1878,82,1930352,1370998,14
Telangana,Kamareddy,2024,208,92,957437,2800718,7
Telangana,Kamareddy,2025,347,581,1666110,1644789,12
Telangana,Karimnagar,2015,357,272,37774,1380568,9
Telangana,Karimnagar,2016,498,621,79837,345056,20
Telangana,Karimnagar,2017,720,934,220256,2999180,6
Telangana,Karimnagar,2018,1382,44,1482631,2456175,2
Telangana,Karimnagar,2019,1718,729,811557,1206305,14
Telangana,Karimnagar,2020,711,514,685653,676027,19
Telangana,Karimnagar,2021,1173,641,1271748,1090306,20
Telangana,Karimnagar,2022,274,485,1851969,2329153,19
Telangana,Karimnagar,2023,1780,708,336956,2406084,3
Telangana,Karimnagar,2024,861,521,395474,1352388,1
Telangana,Karimnagar,2025,1003,940,51882,584080,4
Telangana,Khammam,2015,411,675,1957018,2185437,7
Telangana,Khammam,2016,337,717,1581428,2847611,11
Telangana,Khammam,2017,842,184,675004,1152923,11
Telangana,Khammam,2018,750,884,879273,1620800,5
Telangana,Khammam,2019,807,173,860330,1382618,5
Telangana,Khammam,2020,1491,831,977717,1757515,2
Telangana,Khammam,2021,1933,50,1908847,560092,18
Telangana,Khammam,2022,1310,602,560860,513356,11
Telangana,Khammam,2023,895,541,649327,366566,12
Telangana,Khammam,2024,681,49,29110,242389,13
Telangana,Khammam,2025,1104,649,212912,1320276,10
Telangana,Komaram Bheem Asifabad,2015,586,851,1709392,2623663,9
Telangana,Komaram Bheem Asifabad,2016,531,252,1074875,2377770,14
Telangana,Komaram Bheem Asifabad,2017,365,790,1689280,2070602,3
Telangana,Komaram Bheem Asifabad,2018,122,743,678776,1298764,12
Telangana,Komaram Bheem Asifabad,2019,230,51,985687,2426027,13
Telangana,Komaram Bheem Asifabad,2020,191,131,745557,2480940,9
Telangana,Komaram Bheem Asifabad,2021,834,41,418499,1440155,17
Telangana,Komaram Bheem Asifabad,2022,238,472,713368,756627,5
Telangana,Komaram Bheem Asifabad,2023,264,192,466145,2897737,10
Telangana,Komaram Bheem Asifabad,2024,1651,966,1797114,286068,6
Telangana,Komaram Bheem Asifabad,2025,61,131,350431,681552,6
Telangana,Mahabubabad,2015,1646,449,945198,1016979,8
Telangana,Mahabubabad,2016,1111,189,1124725,606964,1
Telangana,Mahabubabad,2017,873,405,1305180,347252,2
Telangana,Mahabubabad,2018,1632,865,86753,1021381,4
Telangana,Mahabubabad,2019,1452,73,907358,783446,15
Telangana,Mahabubabad,2020,1379,588,1744728,2885678,14
Telangana,Mahabubabad,2021,718,895,579869,1330958,10
Telangana,Mahabubabad,2022,1843,4,673323,1217688,7
Telangana,Mahabubabad,2023,690,55,184392,98382,20
Telangana,Mahabubabad,2024,457,220,1993640,1405261,8
Telangana,Mahabubabad,2025,1053,473,1454893,1133186,12
Telangana,Mahabubnagar,2015,1735,902,1674833,2332161,16
Telangana,Mahabubnagar,2016,779,727,1276907,1330963,3
Telangana,Mahabubnagar,2017,1423,625,817509,2964362,3
Telangana,Mahabubnagar,2018,1850,693,865165,1821409,0
Telangana,Mahabubnagar,2019,670,9,1453611,875961,9
Telangana,Mahabubnagar,2020,1744,905,113863,2290629,10
Telangana,Mahabubnagar,2021,1745,882,1791143,2515183,17
Telangana,Mahabubnagar,2022,296,571,10743,241496,5
Telangana,Mahabubnagar,2023,178,604,75746,1284473,15
Telangana,Mahabubnagar,2024,1617,587,416108,2854700,5
Telangana,Mahabubnagar,2025,944,526,723877,1476385,13
Telangana,Mancherial,2015,1664,129,779893,175252,10
Telangana,Mancherial,2016,1419,593,1221152,517008,10
Telangana,Mancherial,2017,1516,744,1339495,720443,20
Telangana,Mancherial,2018,1577,595,984076,726974,11
Telangana,Mancherial,2019,804,921,797549,305331,6
Telangana,Mancherial,2020,1313,182,77723,268527,1
Telangana,Mancherial,2021,840,190,928360,973479,12
Telangana,Mancherial,2022,475,525,1289983,2887326,5
Telangana,Mancherial,2023,1956,108,1928973,1203390,13
Telangana,Mancherial,2024,893,891,1436018,973028,8
Telangana,Mancherial,2025,390,822,438078,2654097,0
Telangana,Medak,2015,734,253,270377,1855197,16
Telangana,Medak,2016,1688,942,1745509,825079,18
Telangana,Medak,2017,496,3,1084601,2727279,5
Telangana,Medak,2018,1876,73,1651409,1280240,7
Telangana,Medak,2019,778,825,725275,1287217,16
Telangana,Medak,2020,1810,868,1806750,1620119,13
Telangana,Medak,2021,1150,726,489875,245605,10
Telangana,Medak,2022,1456,137,759387,1669445,7
Telangana,Medak,2023,686,989,940928,2172889,19
Telangana,Medak,2024,934,78,840146,2667424,19
Telangana,Medak,2025,295,826,1723645,573130,15
Telangana,Medchal-Malkajgiri,2015,1769,457,1675833,907357,20
Telangana,Medchal-Malkajgiri,2016,1860,123,725257,2851847,2
Telangana,Medchal-Malkajgiri,2017,633,154,223974,135683,10
Telangana,Medchal-Malkajgiri,2018,1328,610,1496479,434645,2
Telangana,Medchal-Malkajgiri,2019,1735,905,545037,1675727,1
Telangana,Medchal-Malkajgiri,2020,1562,75,1949992,2927922,8
Telangana,Medchal-Malkajgiri,2021,297,384,586814,409481,1
Telangana,Medchal-Malkajgiri,2022,876,438,545991,2402922,16
Telangana,Medchal-Malkajgiri,2023,952,769,1112861,2722612,6
Telangana,Medchal-Malkajgiri,2024,978,596,608865,1699696,19
Telangana,Medchal-Malkajgiri,2025,1856,950,623541,1510918,20
Telangana,Mulugu,2015,1596,335,505396,1928970,1
Telangana,Mulugu,2016,833,827,1471946,1241967,8
Telangana,Mulugu,2017,136,201,404800,895497,14
Telangana,Mulugu,2018,165,823,1759630,1442318,18
Telangana,Mulugu,2019,631,568,361183,2617758,4
Telangana,Mulugu,2020,302,52,1511506,2778221,9
Telangana,Mulugu,2021,284,537,1365819,1001928,19
Telangana,Mulugu,2022,1847,558,1994636,1129727,0
Telangana,Mulugu,2023,1471,207,988977,2057185,16
Telangana,Mulugu,2024,908,199,1774714,1306192,12
Telangana,Mulugu,2025,492,993,1240541,978041,3
Telangana,Nagarkurnool,2015,1367,612,571048,400547,15
Telangana,Nagarkurnool,2016,1248,617,778398,2107437,17
Telangana,Nagarkurnool,2017,541,71,1635486,2486653,12
Telangana,Nagarkurnool,2018,1401,407,113451,1649237,6
Telangana,Nagarkurnool,2019,1406,957,1748077,2783963,4
Telangana,Nagarkurnool,2020,342,248,1230886,1877817,10
Telangana,Nagarkurnool,2021,1997,330,1747532,2752150,11
Telangana,Nagarkurnool,2022,128,943,1653647,2184080,9
Telangana,Nagarkurnool,2023,1721,574,234818,2709772,17
Telangana,Nagarkurnool,2024,1113,100,172961,1110903,10
Telangana,Nagarkurnool,2025,1233,99,970744,288323,15
Telangana,Nalgonda,2015,1224,306,989928,1708423,15
Telangana,Nalgonda,2016,727,867,930647,1784406,13
Telangana,Nalgonda,2017,1235,30,841628,1342478,11
Telangana,Nalgonda,2018,404,729,500933,918528,4
Telangana,Nalgonda,2019,1012,847,1628473,2321358,2
Telangana,Nalgonda,2020,1161,156,1928614,950127,15
Telangana,Nalgonda,2021,1834,711,474983,1737661,9
Telangana,Nalgonda,2022,251,368,1427836,938694,8
Telangana,Nalgonda,2023,1558,728,1875955,2825567,13
Telangana,Nalgonda,2024,389,523,1933853,2830193,17
Telangana,Nalgonda,2025,234,3,792921,2881430,4
Telangana,Narayanpet,2015,154,898,1022516,2561314,2
Telangana,Narayanpet,2016,44,217,1295483,496632,15
Telangana,Narayanpet,2017,1593,200,1258365,2761351,12
Telangana,Narayanpet,2018,1141,230,61360,777414,9
Telangana,Narayanpet,2019,1948,797,466086,2608581,5
Telangana,Narayanpet,2020,313,285,67718,185719,7
Telangana,Narayanpet,2021,180,108,1899870,800072,3
Telangana,Narayanpet,2022,1324,783,1907326,2065131,18
Telangana,Narayanpet,2023,1915,655,1499054,329395,18
Telangana,Narayanpet,2024,548,231,1052555,1264196,4
Telangana,Narayanpet,2025,1189,629,918982,1071083,3
Telangana,Nirmal,2015,2000,348,1534353,1886063,3
Telangana,Nirmal,2016,838,528,1317467,2625379,13
Telangana,Nirmal,2017,1896,304,297482,379467,3
Telangana,Nirmal,2018,487,139,695390,62134,20
Telangana,Nirmal,2019,1910,24,140716,892660,8
Telangana,Nirmal,2020,1378,830,1149352,468789,7
Telangana,Nirmal,2021,777,741,604977,2976286,19
Telangana,Nirmal,2022,284,400,1796168,2693492,15
Telangana,Nirmal,2023,638,116,1784057,1284734,12
Telangana,Nirmal,2024,899,11,1791557,2657025,20
Telangana,Nirmal,2025,625,813,608366,2509704,11
Telangana,Nizamabad,2015,398,922,742612,2023851,12
Telangana,Nizamabad,2016,1148,232,205928,2305592,6
Telangana,Nizamabad,2017,864,514,1782060,2124025,12
Telangana,Nizamabad,2018,1408,209,322192,1098825,8
Telangana,Nizamabad,2019,198,228,1662212,2711392,4
Telangana,Nizamabad,2020,1809,419,677044,1547038,9
Telangana,Nizamabad,2021,665,805,1990097,1920862,8
Telangana,Nizamabad,2022,1863,928,882677,93182,0
Telangana,Nizamabad,2023,350,775,1528116,1754686,8
Telangana,Nizamabad,2024,748,328,1951171,197331,5
Telangana,Nizamabad,2025,72,500,675406,1181888,13
Telangana,Peddapalli,2015,108,364,381859,1542273,14
Telangana,Peddapalli,2016,1936,645,1928390,2518831,20
Telangana,Peddapalli,2017,1618,274,268048,2843361,0
Telangana,Peddapalli,2018,155,973,1231468,1113042,12
Telangana,Peddapalli,2019,665,434,1314091,2912941,17
Telangana,Peddapalli,2020,1456,402,1834689,827102,15
Telangana,Peddapalli,2021,1805,176,34209,1906802,10
Telangana,Peddapalli,2022,81,501,1111572,815737,7
Telangana,Peddapalli,2023,169,247,222837,887490,3
Telangana,Peddapalli,2024,128,98,1769847,738900,15
Telangana,Peddapalli,2025,1709,48,891039,1523633,4
Telangana,Rajanna Sircilla,2015,143,814,1635546,2332554,20
Telangana,Rajanna Sircilla,2016,37,876,1488285,1884915,17
Telangana,Rajanna Sircilla,2017,1514,852,267487,1190833,1
Telangana,Rajanna Sircilla,2018,557,492,1969313,1544511,6
Telangana,Rajanna Sircilla,2019,796,208,1373279,1973638,14
Telangana,Rajanna Sircilla,2020,1652,809,1599674,2138142,1
Telangana,Rajanna Sircilla,2021,295,118,1040973,1346923,13
Telangana,Rajanna Sircilla,2022,292,842,639290,1381213,6
Telangana,Rajanna Sircilla,2023,1503,137,1931681,2124010,8
Telangana,Rajanna Sircilla,2024,1518,20,511733,1580709,7
Telangana,Rajanna Sircilla,2025,1089,75,1056995,59088,18
Telangana,Ranga Reddy,2015,213,309,1479844,1717977,2
Telangana,Ranga Reddy,2016,132,180,1703774,1025786,10
Telangana,Ranga Reddy,2017,554,633,367972,1054504,9
Telangana,Ranga Reddy,2018,54,52,1049411,2494368,0
Telangana,Ranga Reddy,2019,1870,756,533349,2436948,16
Telangana,Ranga Reddy,2020,548,303,651489,361935,6
Telangana,Ranga Reddy,2021,991,602,1333250,580324,5
Telangana,Ranga Reddy,2022,528,864,1165367,2715859,17
Telangana,Ranga Reddy,2023,710,189,972557,2760015,0
Telangana,Ranga Reddy,2024,260,659,1237600,1375777,11
Telangana,Ranga Reddy,2025,791,367,1444119,2150094,11
Telangana,Sangareddy,2015,790,621,303379,883569,8
Telangana,Sangareddy,2016,1829,655,892863,344874,17
Telangana,Sangareddy,2017,707,787,1059488,539076,12
Telangana,Sangareddy,2018,1921,44,480477,1663465,2
Telangana,Sangareddy,2019,451,463,1304875,933313,3
Telangana,Sangareddy,2020,1104,519,515949,336158,16
Telangana,Sangareddy,2021,825,427,1756875,2640975,9
Telangana,Sangareddy,2022,991,576,1891214,2734445,15
Telangana,Sangareddy,2023,574,952,336532,2181055,10
Telangana,Sangareddy,2024,1829,611,128992,837805,20
Telangana,Sangareddy,2025,1956,438,1529424,587014,1
Telangana,Siddipet,2015,1538,456,1428075,492872,10
Telangana,Siddipet,2016,1149,561,138568,1306777,0
Telangana,Siddipet,2017,1670,327,342658,2595306,19
Telangana,Siddipet,2018,1941,515,609509,1486292,8
Telangana,Siddipet,2019,341,25,995164,280471,0
Telangana,Siddipet,2020,765,960,158015,2794405,13
Telangana,Siddipet,2021,1653,949,786454,2333826,20
Telangana,Siddipet,2022,1742,835,966423,2603217,11
Telangana,Siddipet,2023,1964,992,155363,224815,0
Telangana,Siddipet,2024,1997,80,1179597,1702046,10
Telangana,Siddipet,2025,1850,864,1074047,1253406,4
Telangana,Suryapet,2015,1799,289,834781,1378569,8
Telangana,Suryapet,2016,531,194,1027996,2276928,8
Telangana,Suryapet,2017,1360,567,870675,993098,16
Telangana,Suryapet,2018,1077,94,943496,527267,0
Telangana,Suryapet,2019,1168,10,176615,164798,4
Telangana,Suryapet,2020,40,298,1427395,966724,13
Telangana,Suryapet,2021,1126,302,1348019,1586573,7
Telangana,Suryapet,2022,175,541,599057,107977,7
Telangana,Suryapet,2023,1560,800,1538391,630751,8
Telangana,Suryapet,2024,1611,631,553689,786898,11
Telangana,Suryapet,2025,440,334,1395821,997836,15
Telangana,Vikarabad,2015,1775,141,803198,817900,9
Telangana,Vikarabad,2016,1463,790,877702,752080,14
Telangana,Vikarabad,2017,868,148,69636,1401401,17
Telangana,Vikarabad,2018,1074,286,1902231,1925085,4
Telangana,Vikarabad,2019,1623,356,1857805,679473,15
Telangana,Vikarabad,2020,1082,672,1294599,2932306,2
Telangana,Vikarabad,2021,286,809,1016118,2080155,17
Telangana,Vikarabad,2022,1648,617,778194,252443,3
Telangana,Vikarabad,2023,1869,654,1637357,45590,16
Telangana,Vikarabad,2024,84,831,1831988,250278,12
Telangana,Vikarabad,2025,1229,783,1100018,1814342,8
Telangana,Wanaparthy,2015,359,522,136235,2965205,7
Telangana,Wanaparthy,2016,363,105,195045,2214869,6
Telangana,Wanaparthy,2017,880,823,544608,1748964,17
Telangana,Wanaparthy,2018,544,373,950624,767398,13
Telangana,Wanaparthy,2019,1003,550,790870,2622113,3
Telangana,Wanaparthy,2020,1074,666,752123,1047560,18
Telangana,Wanaparthy,2021,1236,676,755483,1833311,19
Telangana,Wanaparthy,2022,700,931,1520962,596649,17
Telangana,Wanaparthy,2023,1182,212,822732,481808,8
Telangana,Wanaparthy,2024,931,495,1758423,214054,20
Telangana,Wanaparthy,2025,119,278,1011030,997652,5
Telangana,Warangal,2015,359,620,1395463,2744435,7
Telangana,Warangal,2016,500,895,114136,2715335,4
Telangana,Warangal,2017,1854,502,593453,33634,4
Telangana,Warangal,2018,1405,205,1241756,2441699,16
Telangana,Warangal,2019,924,760,1835178,1202167,7
Telangana,Warangal,2020,34,701,371516,547250,3
Telangana,Warangal,2021,1269,61,1855692,1522530,17
Telangana,Warangal,2022,410,367,1815811,592611,12
Telangana,Warangal,2023,1070,852,1831023,2491757,12
Telangana,Warangal,2024,316,500,687041,644862,15
Telangana,Warangal,2025,1837,563,1407852,2631510,7
Telangana,Yadadri Bhuvanagiri,2015,1772,24,1999363,467223,6
Telangana,Yadadri Bhuvanagiri,2016,1857,808,1917463,1266446,2
Telangana,Yadadri Bhuvanagiri,2017,87,374,1139098,2441386,12
Telangana,Yadadri Bhuvanagiri,2018,283,782,1230910,1280960,16
Telangana,Yadadri Bhuvanagiri,2019,25,60,958555,2972256,8
Telangana,Yadadri Bhuvanagiri,2020,1727,741,799628,2601101,16
Telangana,Yadadri Bhuvanagiri,2021,1206,277,1775513,1387144,13
Telangana,Yadadri Bhuvanagiri,2022,1639,32,132770,2164080,13
Telangana,Yadadri Bhuvanagiri,2023,320,897,205366,2418159,2
Telangana,Yadadri Bhuvanagiri,2024,1702,587,802965,2319513,16
Telangana,Yadadri Bhuvanagiri,2025,1403,335,19285,2929999,5
Tripura,Dhalai,2015,1199,984,1711505,865388,1
Tripura,Dhalai,2016,1324,890,115693,1205861,9
Tripura,Dhalai,2017,1084,758,1807725,1749788,8
Tripura,Dhalai,2018,506,114,1361105,2384302,10
Tripura,Dhalai,2019,556,584,12063,2598732,10
Tripura,Dhalai,2020,606,761,868951,2673983,12
Tripura,Dhalai,2021,1787,966,1832827,438401,5
Tripura,Dhalai,2022,1532,432,1460891,2048955,4
Tripura,Dhalai,2023,310,444,1082163,286083,19
Tripura,Dhalai,2024,1295,54,1804415,1619416,13
Tripura,Dhalai,2025,725,601,1590952,2259276,8
Tripura,Gomati,2015,353,973,334669,916035,16
Tripura,Gomati,2016,1933,927,146207,1339140,18
Tripura,Gomati,2017,1142,119,1547897,840914,6
Tripura,Gomati,2018,907,618,1361201,2188279,11
Tripura,Gomati,2019,840,766,1038149,1082285,12
Tripura,Gomati,2020,284,616,1387491,2486741,1
Tripura,Gomati,2021,640,176,1605663,2340212,19
Tripura,Gomati,2022,1149,170,1309415,1557285,15
Tripura,Gomati,2023,1129,937,1098005,114181,5
Tripura,Gomati,2024,992,362,895775,2093157,9
Tripura,Gomati,2025,1213,192,335056,1030770,9
Tripura,Khowai,2015,374,87,1300105,548223,16
Tripura,Khowai,2016,674,675,1524447,1958812,7
Tripura,Khowai,2017,107,376,1389858,421776,20
Tripura,Khowai,2018,1199,904,1745821,966549,9
Tripura,Khowai,2019,863,5,531280,2124293,15
Tripura,Khowai,2020,836,175,517389,2820178,11
Tripura,Khowai,2021,380,553,203018,2737262,16
Tripura,Khowai,2022,795,37,504521,1636832,19
Tripura,Khowai,2023,452,924,1482551,2960374,6
Tripura,Khowai,2024,1475,40,1941027,2212754,2
Tripura,Khowai,2025,1002,346,366523,2677789,19
Tripura,North Tripura,2015,255,224,926666,2156553,6
Tripura,North Tripura,2016,200,897,1543736,844278,8
Tripura,North Tripura,2017,512,925,1517949,1587270,6
Tripura,North Tripura,2018,1591,650,1132163,1612505,2
Tripura,North Tripura,2019,290,805,476306,1877547,2
Tripura,North Tripura,2020,268,354,142789,64054,17
Tripura,North Tripura,2021,1139,739,137114,1467023,16
Tripura,North Tripura,2022,232,119,1645847,2308954,0
Tripura,North Tripura,2023,244,310,1775518,1530338,18
Tripura,North Tripura,2024,1674,738,83769,2557990,11
Tripura,North Tripura,2025,616,806,1748998,2568450,14
Tripura,Sepahijala,2015,1429,916,991120,1047256,9
Tripura,Sepahijala,2016,1899,191,1136600,2041946,0
Tripura,Sepahijala,2017,1119,199,339408,2477278,11
Tripura,Sepahijala,2018,1247,761,846922,1117751,1
Tripura,Sepahijala,2019,124,710,951738,804240,0
Tripura,Sepahijala,2020,1686,159,465985,1646090,5
Tripura,Sepahijala,2021,469,660,1361262,2497855,19
Tripura,Sepahijala,2022,1719,286,515811,2765850,7
Tripura,Sepahijala,2023,772,248,1858517,1918246,2
Tripura,Sepahijala,2024,1101,322,1158943,2707101,3
Tripura,Sepahijala,2025,1793,955,747620,701673,14
Tripura,South Tripura,2015,508,805,219549,356684,5
Tripura,South Tripura,2016,382,924,1933141,778239,7
Tripura,South Tripura,2017,1408,797,837266,1706199,12
Tripura,South Tripura,2018,292,499,660099,1219846,16
Tripura,South Tripura,2019,1067,617,1298104,443984,18
Tripura,South Tripura,2020,1150,753,346807,1069520,7
Tripura,South Tripura,2021,1210,829,652753,2749319,2
Tripura,South Tripura,2022,932,103,1128246,729055,3
Tripura,South Tripura,2023,1077,169,208182,2759868,15
Tripura,South Tripura,2024,5,114,1131493,280011,15
Tripura,South Tripura,2025,985,199,1088097,1104673,7
Tripura,Unakoti,2015,779,313,401967,1796229,3
Tripura,Unakoti,2016,1060,531,1351325,2326571,19
Tripura,Unakoti,2017,1172,137,1689309,341872,16
Tripura,Unakoti,2018,449,445,1739677,26436,15
Tripura,Unakoti,2019,201,184,677521,1358593,2
Tripura,Unakoti,2020,538,388,1553343,121852,18
Tripura,Unakoti,2021,1195,152,1458784,1560236,6
Tripura,Unakoti,2022,462,496,280094,1122908,18
Tripura,Unakoti,2023,1642,483,1198719,619060,16
Tripura,Unakoti,2024,872,388,1035370,539263,12
Tripura,Unakoti,2025,663,58,933917,451079,17
Tripura,West Tripura,2015,1256,698,1330618,2154690,13
Tripura,West Tripura,2016,1867,275,443801,671844,12
Tripura,West Tripura,2017,942,170,1870628,1588651,15
Tripura,West Tripura,2018,168,690,785949,1848363,13
Tripura,West Tripura,2019,1449,333,1802327,593794,5
Tripura,West Tripura,2020,1040,766,1625945,1646041,3
Tripura,West Tripura,2021,981,819,1590109,696131,4
Tripura,West Tripura,2022,1310,254,1759026,261499,7
Tripura,West Tripura,2023,219,890,770121,1579243,11
Tripura,West Tripura,2024,765,425,841900,2040947,16
Tripura,West Tripura,2025,834,256,1500844,2840355,5
Uttar Pradesh,Agra,2015,1353,330,1543332,1029193,18
Uttar Pradesh,Agra,2016,762,919,112145,1788611,20
Uttar Pradesh,Agra,2017,1206,582,988684,2639124,19
Uttar Pradesh,Agra,2018,743,878,623744,2757998,1
Uttar Pradesh,Agra,2019,233,624,1647624,1464837,7
Uttar Pradesh,Agra,2020,1631,895,699706,1708605,7
Uttar Pradesh,Agra,2021,1148,853,1907942,435191,20
Uttar Pradesh,Agra,2022,1426,208,1446753,445726,7
Uttar Pradesh,Agra,2023,1316,214,1602968,175446,9
Uttar Pradesh,Agra,2024,1163,410,1613992,525184,4
Uttar Pradesh,Agra,2025,972,717,1944372,2720203,8
Uttar Pradesh,Aligarh,2015,892,81,1180045,2569717,1
Uttar Pradesh,Aligarh,2016,1640,548,429137,152661,5
Uttar Pradesh,Aligarh,2017,805,128,941737,2017128,19
Uttar Pradesh,Aligarh,2018,831,311,574157,556730,16
Uttar Pradesh,Aligarh,2019,757,514,1812729,992445,3
Uttar Pradesh,Aligarh,2020,1524,452,1052492,1995342,1
Uttar Pradesh,Aligarh,2021,1347,59,1376254,2239365,19
Uttar Pradesh,Aligarh,2022,1430,237,1156739,2321578,9
Uttar Pradesh,Aligarh,2023,981,312,1599205,2354072,14
Uttar Pradesh,Aligarh,2024,1320,175,1818621,594287,10
Uttar Pradesh,Aligarh,2025,556,968,1987096,313966,15
Uttar Pradesh,Ambedkar Nagar,2015,1333,752,820070,2549824,6
Uttar Pradesh,Ambedkar Nagar,2016,240,164,266356,1222641,11
Uttar Pradesh,Ambedkar Nagar,2017,534,341,1765188,2109639,16
Uttar Pradesh,Ambedkar Nagar,2018,1433,10,1846622,364374,20
Uttar Pradesh,Ambedkar Nagar,2019,1700,117,1669006,938083,20
Uttar Pradesh,Ambedkar Nagar,2020,291,100,44481,2285904,3
Uttar Pradesh,Ambedkar Nagar,2021,1992,804,1033125,2414277,19
Uttar Pradesh,Ambedkar Nagar,2022,444,159,1847513,2436828,13
Uttar Pradesh,Ambedkar Nagar,2023,1581,660,374964,225836,13
Uttar Pradesh,Ambedkar Nagar,2024,1847,158,874068,1789436,1
Uttar Pradesh,Ambedkar Nagar,2025,1295,300,1029125,2437720,20
Uttar Pradesh,Amethi,2015,339,241,787360,2555403,3
Uttar Pradesh,Amethi,2016,568,125,442475,1089009,6
Uttar Pradesh,Amethi,2017,47,822,467696,1189407,4
Uttar Pradesh,Amethi,2018,1933,354,507620,2841425,10
Uttar Pradesh,Amethi,2019,551,977,864265,633907,15
Uttar Pradesh,Amethi,2020,1718,303,1160594,2497541,16
Uttar Pradesh,Amethi,2021,45,549,473902,1770602,15
Uttar Pradesh,Amethi,2022,1976,34,276037,1502234,10
Uttar Pradesh,Amethi,2023,545,281,810335,261593,6
Uttar Pradesh,Amethi,2024,118,49,521453,589706,3
Uttar Pradesh,Amethi,2025,279,318,1078527,1397527,5
Uttar Pradesh,Amroha,2015,816,917,1674294,1797263,9
Uttar Pradesh,Amroha,2016,1006,234,1047154,1442525,13
Uttar Pradesh,Amroha,2017,803,697,655711,81728,8
Uttar Pradesh,Amroha,2018,559,449,1882836,2160229,1
Uttar Pradesh,Amroha,2019,242,605,1402432,800588,15
