state,district,year,district_gdp,per_capita_income,industrial_output,agriculture_output,service_sector_output
Uttar Pradesh,Ayodhya,2016,133576,173226,53753,17938,73770
Uttar Pradesh,Ayodhya,2017,8089,236884,54870,2455,57225
Uttar Pradesh,Ayodhya,2018,159737,124393,58048,5080,47958
Uttar Pradesh,Ayodhya,2019,135339,248968,12482,21789,75754
Uttar Pradesh,Ayodhya,2020,182915,279305,78862,25576,13841
Uttar Pradesh,Ayodhya,2021,59246,199619,77047,29858,63039
Uttar Pradesh,Ayodhya,2022,5094,129322,54024,2360,75096
Uttar Pradesh,Ayodhya,2023,85856,136083,74737,15507,87388
Uttar Pradesh,Ayodhya,2024,90058,190538,39443,50340,86492
Uttar Pradesh,Ayodhya,2025,84547,218549,15550,19129,49028
Uttar Pradesh,Azamgarh,2015,199841,228447,45041,12634,47901
Uttar Pradesh,Azamgarh,2016,91690,299556,69405,6224,53305
Uttar Pradesh,Azamgarh,2017,50251,125147,45397,27678,87684
Uttar Pradesh,Azamgarh,2018,33468,147583,66693,13725,60058
Uttar Pradesh,Azamgarh,2019,116120,263869,23568,55485,52510
Uttar Pradesh,Azamgarh,2020,190053,55419,31223,41913,14079
Uttar Pradesh,Azamgarh,2021,196863,187744,59086,38544,81596
Uttar Pradesh,Azamgarh,2022,83120,107896,65301,12298,21294
Uttar Pradesh,Azamgarh,2023,156908,283093,15269,23317,11069
Uttar Pradesh,Azamgarh,2024,46654,267736,14102,16358,14487
Uttar Pradesh,Azamgarh,2025,174426,54886,14785,4307,40220
Uttar Pradesh,Baghpat,2015,10188,292420,79653,22356,78180
Uttar Pradesh,Baghpat,2016,161636,232766,39962,32613,69894
Uttar Pradesh,Baghpat,2017,85777,165842,57336,15109,51323
Uttar Pradesh,Baghpat,2018,192687,289105,37048,6123,86656
Uttar Pradesh,Baghpat,2019,84859,284176,53174,38226,5482
Uttar Pradesh,Baghpat,2020,91767,194562,44384,33820,50540
Uttar Pradesh,Baghpat,2021,11838,275635,11575,22129,45132
Uttar Pradesh,Baghpat,2022,31441,296899,38415,59676,15941
Uttar Pradesh,Baghpat,2023,38300,266556,25813,1148,16316
Uttar Pradesh,Baghpat,2024,5196,274663,78051,35530,53517
Uttar Pradesh,Baghpat,2025,176310,276577,57110,19339,10733
Uttar Pradesh,Bahraich,2015,124156,114968,23087,55499,77413
Uttar Pradesh,Bahraich,2016,167578,181605,29711,14118,40499
Uttar Pradesh,Bahraich,2017,19787,201081,63363,12550,32600
Uttar Pradesh,Bahraich,2018,113774,174865,39954,33226,32378
Uttar Pradesh,Bahraich,2019,126837,54976,71300,46113,31650
Uttar Pradesh,Bahraich,2020,130908,108125,25888,14398,65674
Uttar Pradesh,Bahraich,2021,43517,186817,42622,49034,35090
Uttar Pradesh,Bahraich,2022,49144,69656,72509,57845,7135
Uttar Pradesh,Bahraich,2023,132952,266360,15417,43976,49655
Uttar Pradesh,Bahraich,2024,96182,171868,47487,39908,87352
Uttar Pradesh,Bahraich,2025,71941,165518,58685,6631,52706
Uttar Pradesh,Ballia,2015,177044,214073,65825,23563,38731
Uttar Pradesh,Ballia,2016,177341,166694,24202,31010,23281
Uttar Pradesh,Ballia,2017,112953,105915,60695,42286,64075
Uttar Pradesh,Ballia,2018,47523,278205,59524,30953,64816
Uttar Pradesh,Ballia,2019,180385,241039,40690,53612,49209
Uttar Pradesh,Ballia,2020,36517,71492,27070,21402,82784
Uttar Pradesh,Ballia,2021,195785,235839,59002,58704,14334
Uttar Pradesh,Ballia,2022,158170,161972,6531,22202,63604
Uttar Pradesh,Ballia,2023,29810,251648,44893,19491,52570
Uttar Pradesh,Ballia,2024,190833,191090,67619,34980,48304
Uttar Pradesh,Ballia,2025,22423,290531,52021,29867,62512
Uttar Pradesh,Balrampur,2015,51468,221542,74116,15705,71790
Uttar Pradesh,Balrampur,2016,132632,284892,52263,1199,84669
Uttar Pradesh,Balrampur,2017,198896,184806,4022,29260,63601
Uttar Pradesh,Balrampur,2018,91320,221267,34901,24907,66931
Uttar Pradesh,Balrampur,2019,61264,71068,25428,24532,48204
Uttar Pradesh,Balrampur,2020,168592,234846,46086,56949,19096
Uttar Pradesh,Balrampur,2021,60741,267070,67767,33383,19410
Uttar Pradesh,Balrampur,2022,21173,54503,57224,3893,51779
Uttar Pradesh,Balrampur,2023,154750,51166,63945,30950,11430
Uttar Pradesh,Balrampur,2024,183616,179564,60023,23826,56890
Uttar Pradesh,Balrampur,2025,96629,156095,42008,33272,42946
Uttar Pradesh,Banda,2015,184745,191285,73201,13631,45113
Uttar Pradesh,Banda,2016,21408,145499,22425,39139,81296
Uttar Pradesh,Banda,2017,175518,59976,64877,45493,28524
Uttar Pradesh,Banda,2018,62714,276974,4248,56429,75349
Uttar Pradesh,Banda,2019,156393,212728,67412,8454,45953
Uttar Pradesh,Banda,2020,187232,217087,17005,37302,52304
Uttar Pradesh,Banda,2021,180279,206384,54761,32223,48344
Uttar Pradesh,Banda,2022,111830,149402,74698,14331,44516
Uttar Pradesh,Banda,2023,192336,149524,52350,26768,74044
Uttar Pradesh,Banda,2024,125407,271037,22342,13774,72115
Uttar Pradesh,Banda,2025,25302,263020,35013,23285,42702
Uttar Pradesh,Barabanki,2015,53224,240466,42437,46576,85581
Uttar Pradesh,Barabanki,2016,97411,258085,66418,25736,39825
Uttar Pradesh,Barabanki,2017,139028,134615,10979,58634,2923
Uttar Pradesh,Barabanki,2018,189354,259961,7524,18432,80115
Uttar Pradesh,Barabanki,2019,97035,222963,23608,9874,2971
Uttar Pradesh,Barabanki,2020,30291,65590,3990,6065,60405
Uttar Pradesh,Barabanki,2021,62027,62413,40741,25039,39346
Uttar Pradesh,Barabanki,2022,79986,230589,44990,50836,59181
Uttar Pradesh,Barabanki,2023,48752,186933,47537,48069,3546
Uttar Pradesh,Barabanki,2024,43686,234770,26276,24806,26954
Uttar Pradesh,Barabanki,2025,150477,61824,6141,44733,10224
Uttar Pradesh,Bareilly,2015,77851,120771,55622,20974,5742
Uttar Pradesh,Bareilly,2016,41197,99421,6823,12353,15372
Uttar Pradesh,Bareilly,2017,178441,75171,28470,57903,86828
Uttar Pradesh,Bareilly,2018,109152,245288,16746,56998,13116
Uttar Pradesh,Bareilly,2019,185904,178304,13859,11853,29043
Uttar Pradesh,Bareilly,2020,171857,131120,19335,24002,46455
Uttar Pradesh,Bareilly,2021,31631,236300,6500,16160,62914
Uttar Pradesh,Bareilly,2022,53453,51154,29383,54953,85407
Uttar Pradesh,Bareilly,2023,81157,65202,49249,54513,68142
Uttar Pradesh,Bareilly,2024,173019,142452,12279,7684,15625
Uttar Pradesh,Bareilly,2025,193460,215725,63435,13281,67606
Uttar Pradesh,Basti,2015,193953,152233,31944,6137,61544
Uttar Pradesh,Basti,2016,45710,115515,6308,2322,20805
Uttar Pradesh,Basti,2017,116586,159018,53646,19825,74727
Uttar Pradesh,Basti,2018,98424,149906,46857,54332,62314
Uttar Pradesh,Basti,2019,27653,266263,64240,35920,11678
Uttar Pradesh,Basti,2020,130424,188914,36672,6364,82615
Uttar Pradesh,Basti,2021,120762,268701,64722,35084,3441
Uttar Pradesh,Basti,2022,124897,292842,4068,23277,37422
Uttar Pradesh,Basti,2023,97112,255672,18653,57893,35956
Uttar Pradesh,Basti,2024,168683,284205,32321,14741,42455
Uttar Pradesh,Basti,2025,62435,202808,47080,38021,19508
Uttar Pradesh,Bhadohi,2015,5798,258705,28802,51619,63048
Uttar Pradesh,Bhadohi,2016,106960,133441,73522,48237,87686
Uttar Pradesh,Bhadohi,2017,73418,220545,52239,44631,43085
Uttar Pradesh,Bhadohi,2018,67922,63926,19159,15717,70950
Uttar Pradesh,Bhadohi,2019,93195,140866,2387,51083,55063
Uttar Pradesh,Bhadohi,2020,92778,120239,64894,9720,70104
Uttar Pradesh,Bhadohi,2021,152787,247053,52017,33380,40061
Uttar Pradesh,Bhadohi,2022,27942,199329,18007,38160,7045
Uttar Pradesh,Bhadohi,2023,96334,80334,15361,47888,40673
Uttar Pradesh,Bhadohi,2024,23342,234459,51535,55680,62434
Uttar Pradesh,Bhadohi,2025,151246,141157,58206,30677,21573
Uttar Pradesh,Bijnor,2015,79470,163923,37181,9838,42329
Uttar Pradesh,Bijnor,2016,72581,87314,66134,40902,10805
Uttar Pradesh,Bijnor,2017,8600,292443,39414,5904,48157
Uttar Pradesh,Bijnor,2018,122227,250734,68874,49072,71764
Uttar Pradesh,Bijnor,2019,121108,195023,65517,22788,87192
Uttar Pradesh,Bijnor,2020,198502,281199,40964,31899,5417
Uttar Pradesh,Bijnor,2021,11636,50492,64387,22130,42975
Uttar Pradesh,Bijnor,2022,79208,209087,37829,4427,43911
Uttar Pradesh,Bijnor,2023,167788,159578,22109,49879,89573
Uttar Pradesh,Bijnor,2024,120193,194281,46269,57224,58872
Uttar Pradesh,Bijnor,2025,86342,89746,30297,49616,60953
Uttar Pradesh,Budaun,2015,37046,164560,58634,53051,3105
Uttar Pradesh,Budaun,2016,75986,50855,15617,24606,34323
Uttar Pradesh,Budaun,2017,176005,192444,8978,42370,26257
Uttar Pradesh,Budaun,2018,33840,270158,71777,37485,85239
Uttar Pradesh,Budaun,2019,72478,94616,64480,54087,55730
Uttar Pradesh,Budaun,2020,38006,279727,46052,23038,80105
Uttar Pradesh,Budaun,2021,77152,126363,48946,22221,52113
Uttar Pradesh,Budaun,2022,126199,252131,39620,51446,7781
Uttar Pradesh,Budaun,2023,41185,222805,52292,34696,39132
Uttar Pradesh,Budaun,2024,111856,215391,19505,32428,84607
Uttar Pradesh,Budaun,2025,188922,162894,12652,27933,15350
Uttar Pradesh,Bulandshahr,2015,53436,163640,14172,20353,53240
Uttar Pradesh,Bulandshahr,2016,110662,194857,35114,41988,62466
Uttar Pradesh,Bulandshahr,2017,48811,164645,34209,38113,34677
Uttar Pradesh,Bulandshahr,2018,37843,185001,72948,28686,49234
Uttar Pradesh,Bulandshahr,2019,35920,158374,10001,49817,48053
Uttar Pradesh,Bulandshahr,2020,21092,179223,51343,15057,43085
Uttar Pradesh,Bulandshahr,2021,133153,139657,57210,10989,5831
Uttar Pradesh,Bulandshahr,2022,123885,223758,69053,22869,8931
Uttar Pradesh,Bulandshahr,2023,43435,130790,23888,33722,23017
Uttar Pradesh,Bulandshahr,2024,176018,89764,62735,35215,34998
Uttar Pradesh,Bulandshahr,2025,79340,290604,32186,47662,18891
Uttar Pradesh,Chandauli,2015,58308,126948,17238,24316,59319
Uttar Pradesh,Chandauli,2016,40517,169779,54031,44347,25333
Uttar Pradesh,Chandauli,2017,153683,140369,54519,6319,46360
Uttar Pradesh,Chandauli,2018,171023,255310,58672,50217,36148
Uttar Pradesh,Chandauli,2019,62896,163564,40525,53924,21966
Uttar Pradesh,Chandauli,2020,86020,283635,26722,19380,32283
Uttar Pradesh,Chandauli,2021,29729,62469,9862,51706,4263
Uttar Pradesh,Chandauli,2022,138713,162690,45170,55632,51890
Uttar Pradesh,Chandauli,2023,110889,70206,31380,23783,18869
Uttar Pradesh,Chandauli,2024,191970,185859,3509,35926,65954
Uttar Pradesh,Chandauli,2025,117120,190419,75161,1792,80546
Uttar Pradesh,Chitrakoot,2015,184976,60362,13961,12986,54508
Uttar Pradesh,Chitrakoot,2016,64066,96690,12209,29439,40284
Uttar Pradesh,Chitrakoot,2017,93923,237200,77272,21488,3944
Uttar Pradesh,Chitrakoot,2018,146240,148298,77504,32437,38056
Uttar Pradesh,Chitrakoot,2019,177271,205905,60322,37465,34668
Uttar Pradesh,Chitrakoot,2020,176840,51139,53168,42435,7528
Uttar Pradesh,Chitrakoot,2021,152603,285481,73049,27967,7552
Uttar Pradesh,Chitrakoot,2022,106302,186617,58208,17978,8960
Uttar Pradesh,Chitrakoot,2023,104226,290817,44951,27727,23321
Uttar Pradesh,Chitrakoot,2024,110436,297179,39175,49882,29530
Uttar Pradesh,Chitrakoot,2025,122551,61515,23139,21820,31422
Uttar Pradesh,Deoria,2015,195180,66583,16503,47407,7094
Uttar Pradesh,Deoria,2016,120079,291391,4774,46756,81573
Uttar Pradesh,Deoria,2017,27716,197979,39201,52017,8590
Uttar Pradesh,Deoria,2018,65906,217737,1901,10306,83189
Uttar Pradesh,Deoria,2019,28823,120245,61190,20937,85686
Uttar Pradesh,Deoria,2020,118034,136151,31739,8589,69245
Uttar Pradesh,Deoria,2021,172060,83009,29893,33516,46006
Uttar Pradesh,Deoria,2022,155798,182617,26045,33726,53672
Uttar Pradesh,Deoria,2023,105115,230364,79871,33527,24377
Uttar Pradesh,Deoria,2024,18548,97711,12546,1777,47713
Uttar Pradesh,Deoria,2025,177140,151353,8399,13554,55818
Uttar Pradesh,Etah,2015,33838,222465,43613,12259,67767
Uttar Pradesh,Etah,2016,86321,54770,56944,38637,21459
Uttar Pradesh,Etah,2017,151926,84899,67930,56057,82351
Uttar Pradesh,Etah,2018,87077,283123,75883,9317,81277
Uttar Pradesh,Etah,2019,198175,186274,13998,37738,33011
Uttar Pradesh,Etah,2020,198081,105837,21278,14932,7512
Uttar Pradesh,Etah,2021,73908,119795,32913,28286,75550
Uttar Pradesh,Etah,2022,92884,130958,30484,59065,13077
Uttar Pradesh,Etah,2023,182463,235351,4673,39576,11032
Uttar Pradesh,Etah,2024,197578,234047,53564,44223,33221
Uttar Pradesh,Etah,2025,81849,72252,36854,23545,14066
Uttar Pradesh,Etawah,2015,107769,65311,6921,42758,33930
Uttar Pradesh,Etawah,2016,5432,189276,3524,40808,44663
Uttar Pradesh,Etawah,2017,38785,211045,3384,25914,69691
Uttar Pradesh,Etawah,2018,110941,83309,18660,4223,32632
Uttar Pradesh,Etawah,2019,102045,101246,28617,30242,10438
Uttar Pradesh,Etawah,2020,25818,284530,44893,16038,7051
Uttar Pradesh,Etawah,2021,59112,230265,22747,9305,58371
Uttar Pradesh,Etawah,2022,133144,116654,13281,27219,59455
Uttar Pradesh,Etawah,2023,173697,65326,61176,36866,75374
Uttar Pradesh,Etawah,2024,166896,71840,21447,49559,26458
Uttar Pradesh,Etawah,2025,184608,57616,11503,29481,60655
Uttar Pradesh,Farrukhabad,2015,64704,177575,22658,10819,67171
Uttar Pradesh,Farrukhabad,2016,26954,188887,26654,44479,47988
Uttar Pradesh,Farrukhabad,2017,99981,67866,76440,18771,60187
Uttar Pradesh,Farrukhabad,2018,193037,157555,77664,16503,27481
Uttar Pradesh,Farrukhabad,2019,39622,284851,71029,20110,71717
Uttar Pradesh,Farrukhabad,2020,89115,110473,30850,40605,30033
Uttar Pradesh,Farrukhabad,2021,151388,257293,28805,22268,43240
Uttar Pradesh,Farrukhabad,2022,141627,94136,12648,38503,9644
Uttar Pradesh,Farrukhabad,2023,123360,167833,37648,19040,7003
Uttar Pradesh,Farrukhabad,2024,112604,219725,57157,53614,63223
Uttar Pradesh,Farrukhabad,2025,109065,66648,33539,40388,83105
Uttar Pradesh,Fatehpur,2015,119830,274576,65044,35061,44855
Uttar Pradesh,Fatehpur,2016,43755,266294,42102,58145,6629
Uttar Pradesh,Fatehpur,2017,67958,178429,58221,51028,19780
Uttar Pradesh,Fatehpur,2018,65967,285360,5764,5797,86632
Uttar Pradesh,Fatehpur,2019,32175,292264,78027,20791,47086
Uttar Pradesh,Fatehpur,2020,125010,189916,7795,47209,7399
Uttar Pradesh,Fatehpur,2021,125532,236471,35757,31537,33005
Uttar Pradesh,Fatehpur,2022,142506,90386,73731,20852,74778
Uttar Pradesh,Fatehpur,2023,126274,147102,22370,52456,18804
Uttar Pradesh,Fatehpur,2024,171938,260851,33589,42226,12274
Uttar Pradesh,Fatehpur,2025,117176,206726,70699,17443,3359
Uttar Pradesh,Firozabad,2015,143940,134350,57102,5457,7758
Uttar Pradesh,Firozabad,2016,193271,248693,38413,24342,79308
Uttar Pradesh,Firozabad,2017,194519,162753,8537,54267,32940
Uttar Pradesh,Firozabad,2018,69091,215842,31175,2651,51042
Uttar Pradesh,Firozabad,2019,40161,224712,73936,49557,45592
Uttar Pradesh,Firozabad,2020,56032,285768,62874,28466,27782
Uttar Pradesh,Firozabad,2021,102926,101149,68825,8214,46235
Uttar Pradesh,Firozabad,2022,140789,129915,3730,50592,68239
Uttar Pradesh,Firozabad,2023,91295,267658,40418,35327,60303
Uttar Pradesh,Firozabad,2024,108958,280402,53949,13574,18432
Uttar Pradesh,Firozabad,2025,199964,104833,60069,14663,49637
Uttar Pradesh,Gautam Buddha Nagar,2015,173695,205019,9968,13892,51458
Uttar Pradesh,Gautam Buddha Nagar,2016,62948,121044,54328,55640,70404
Uttar Pradesh,Gautam Buddha Nagar,2017,6444,68400,68434,22612,24320
Uttar Pradesh,Gautam Buddha Nagar,2018,163080,179472,44006,43474,29924
Uttar Pradesh,Gautam Buddha Nagar,2019,177855,237873,66747,29259,67540
Uttar Pradesh,Gautam Buddha Nagar,2020,176222,128700,65230,28476,22570
Uttar Pradesh,Gautam Buddha Nagar,2021,24721,285758,52432,42614,68924
Uttar Pradesh,Gautam Buddha Nagar,2022,10474,279916,22109,30026,32010
Uttar Pradesh,Gautam Buddha Nagar,2023,22163,123799,14820,42707,75888
Uttar Pradesh,Gautam Buddha Nagar,2024,100586,126977,51449,15139,41653
Uttar Pradesh,Gautam Buddha Nagar,2025,30629,237057,68381,48688,30935
Uttar Pradesh,Ghaziabad,2015,190306,158462,77642,23967,25934
Uttar Pradesh,Ghaziabad,2016,195056,66961,74916,24240,50549
Uttar Pradesh,Ghaziabad,2017,135646,261573,46213,37874,14564
Uttar Pradesh,Ghaziabad,2018,158238,237172,19695,17629,70990
Uttar Pradesh,Ghaziabad,2019,116625,166137,4170,19873,82373
Uttar Pradesh,Ghaziabad,2020,43934,157272,28410,45828,9793
Uttar Pradesh,Ghaziabad,2021,106834,262982,11158,58642,84026
Uttar Pradesh,Ghaziabad,2022,136177,284895,28187,29682,84204
Uttar Pradesh,Ghaziabad,2023,81929,221586,77570,9343,25047
Uttar Pradesh,Ghaziabad,2024,54386,175303,28966,47750,17068
Uttar Pradesh,Ghaziabad,2025,101382,116885,25776,1082,46401
Uttar Pradesh,Ghazipur,2015,69361,114521,10927,47010,2185
Uttar Pradesh,Ghazipur,2016,187722,224466,4666,39427,32601
Uttar Pradesh,Ghazipur,2017,133276,125645,43978,2580,57989
Uttar Pradesh,Ghazipur,2018,148765,212180,37700,46964,79005
Uttar Pradesh,Ghazipur,2019,26885,168456,9046,32765,59242
Uttar Pradesh,Ghazipur,2020,11908,142034,43371,29883,88705
Uttar Pradesh,Ghazipur,2021,102443,66260,2997,9912,48296
Uttar Pradesh,Ghazipur,2022,148644,94836,21472,1906,62717
Uttar Pradesh,Ghazipur,2023,124892,225401,65725,46822,80822
Uttar Pradesh,Ghazipur,2024,81810,87858,7827,10220,84077
Uttar Pradesh,Ghazipur,2025,39932,62111,74797,32126,55540
Uttar Pradesh,Gonda,2015,49916,91384,59743,2642,75187
Uttar Pradesh,Gonda,2016,89699,178218,59097,27229,68152
Uttar Pradesh,Gonda,2017,115442,127211,23561,38286,84613
Uttar Pradesh,Gonda,2018,168396,267143,49152,30130,49183
Uttar Pradesh,Gonda,2019,160894,71198,79047,28773,69973
Uttar Pradesh,Gonda,2020,91120,174394,44708,17668,45924
Uttar Pradesh,Gonda,2021,191108,92873,77361,30546,82316
Uttar Pradesh,Gonda,2022,86999,221158,48937,40732,9480
Uttar Pradesh,Gonda,2023,195041,217693,3682,35211,61099
Uttar Pradesh,Gonda,2024,158732,270139,29281,22975,16453
Uttar Pradesh,Gonda,2025,83013,220300,54913,41345,60734
Uttar Pradesh,Gorakhpur,2015,38578,113433,49124,30574,9659
Uttar Pradesh,Gorakhpur,2016,5095,260708,48995,39994,76294
Uttar Pradesh,Gorakhpur,2017,73325,105729,13261,39177,23782
Uttar Pradesh,Gorakhpur,2018,9998,204807,18365,59928,89987
Uttar Pradesh,Gorakhpur,2019,134030,227212,69857,18431,42509
Uttar Pradesh,Gorakhpur,2020,194703,92840,32052,9889,14487
Uttar Pradesh,Gorakhpur,2021,162426,144924,36766,46335,50087
Uttar Pradesh,Gorakhpur,2022,121056,108128,3777,10525,82246
Uttar Pradesh,Gorakhpur,2023,53686,120106,36130,35975,16890
Uttar Pradesh,Gorakhpur,2024,165853,293472,32035,41752,51366
Uttar Pradesh,Gorakhpur,2025,8319,193547,2146,24711,44706
Uttar Pradesh,Hamirpur,2015,176364,98602,79954,2463,64089
Uttar Pradesh,Hamirpur,2016,82938,253048,5464,52578,22044
Uttar Pradesh,Hamirpur,2017,127110,207235,60364,49973,37338
Uttar Pradesh,Hamirpur,2018,118455,242256,39955,19659,64167
Uttar Pradesh,Hamirpur,2019,75459,229268,19302,41090,19131
Uttar Pradesh,Hamirpur,2020,193043,199991,78582,45338,62774
Uttar Pradesh,Hamirpur,2021,107483,87610,5108,41596,70722
Uttar Pradesh,Hamirpur,2022,21573,170192,46380,34232,23421
Uttar Pradesh,Hamirpur,2023,58474,151756,12404,43961,27224
Uttar Pradesh,Hamirpur,2024,176218,169619,48908,13720,33399
Uttar Pradesh,Hamirpur,2025,132983,288807,21324,28280,74722
Uttar Pradesh,Hapur,2015,132150,125474,51455,17806,23162
Uttar Pradesh,Hapur,2016,80207,54966,67853,1061,79023
Uttar Pradesh,Hapur,2017,5516,188555,47808,41816,8713
Uttar Pradesh,Hapur,2018,84098,283561,7125,55060,64378
Uttar Pradesh,Hapur,2019,72261,268904,41285,1063,17686
Uttar Pradesh,Hapur,2020,75150,298406,79557,30186,37309
Uttar Pradesh,Hapur,2021,49744,73043,10251,38662,16468
Uttar Pradesh,Hapur,2022,194441,293740,58135,38625,30179
Uttar Pradesh,Hapur,2023,179480,200905,72217,4111,39367
Uttar Pradesh,Hapur,2024,179113,160542,57410,50417,15802
Uttar Pradesh,Hapur,2025,7824,124086,56042,11403,7566
Uttar Pradesh,Hardoi,2015,10619,190053,74325,28042,83680
Uttar Pradesh,Hardoi,2016,30993,93991,14874,45228,17291
Uttar Pradesh,Hardoi,2017,182962,295316,23954,14788,89995
Uttar Pradesh,Hardoi,2018,129990,243551,52358,3914,75551
Uttar Pradesh,Hardoi,2019,126635,240983,6729,24139,23179
Uttar Pradesh,Hardoi,2020,85267,191940,50036,3041,10542
Uttar Pradesh,Hardoi,2021,154375,268681,66321,36027,26884
Uttar Pradesh,Hardoi,2022,143074,222255,68232,58360,47116
Uttar Pradesh,Hardoi,2023,130385,63506,19960,51122,30250
Uttar Pradesh,Hardoi,2024,181026,290765,43421,28078,13715
Uttar Pradesh,Hardoi,2025,65827,158910,15940,56098,33675
Uttar Pradesh,Hathras,2015,157843,296604,54343,25330,54962
Uttar Pradesh,Hathras,2016,38992,225367,74737,42863,72651
Uttar Pradesh,Hathras,2017,186949,254049,73426,36863,10641
Uttar Pradesh,Hathras,2018,177375,172201,63325,55274,28416
Uttar Pradesh,Hathras,2019,142340,91453,7237,23460,67685
Uttar Pradesh,Hathras,2020,197321,248453,54313,42503,40559
Uttar Pradesh,Hathras,2021,170074,139864,25189,50771,16407
Uttar Pradesh,Hathras,2022,53763,102793,8592,2620,86317
Uttar Pradesh,Hathras,2023,60732,268016,27377,9455,36747
Uttar Pradesh,Hathras,2024,99740,67263,26836,13681,59433
Uttar Pradesh,Hathras,2025,145661,221130,28150,14241,40947
Uttar Pradesh,Jalaun,2015,178196,296330,43983,34528,76083
Uttar Pradesh,Jalaun,2016,186932,229562,14079,38724,58358
Uttar Pradesh,Jalaun,2017,140366,124429,79308,30761,71043
Uttar Pradesh,Jalaun,2018,158316,256119,13653,56760,43939
Uttar Pradesh,Jalaun,2019,72276,90576,50238,25715,54680
Uttar Pradesh,Jalaun,2020,154730,257258,16216,1762,88142
Uttar Pradesh,Jalaun,2021,143008,119583,44524,43833,21359
Uttar Pradesh,Jalaun,2022,68392,149784,64335,13612,36527
Uttar Pradesh,Jalaun,2023,10228,280145,45407,43329,44858
Uttar Pradesh,Jalaun,2024,25664,149817,68657,21336,34566
Uttar Pradesh,Jalaun,2025,98833,94052,72179,47436,44478
Uttar Pradesh,Jaunpur,2015,138279,191422,48938,50105,12249
Uttar Pradesh,Jaunpur,2016,196038,150710,41736,33248,43018
Uttar Pradesh,Jaunpur,2017,18546,159845,1961,37757,29031
Uttar Pradesh,Jaunpur,2018,197636,93342,38935,40058,87069
Uttar Pradesh,Jaunpur,2019,121611,137117,48361,19686,39380
Uttar Pradesh,Jaunpur,2020,42274,188535,16289,38830,3718
Uttar Pradesh,Jaunpur,2021,65472,152338,66880,10097,58784
Uttar Pradesh,Jaunpur,2022,156072,104296,52727,3714,61100
Uttar Pradesh,Jaunpur,2023,170627,122585,40601,2407,9497
Uttar Pradesh,Jaunpur,2024,162734,184014,66455,56384,13775
Uttar Pradesh,Jaunpur,2025,80029,134001,50792,34360,62981
Uttar Pradesh,Jhansi,2015,180009,190165,52451,59761,78031
Uttar Pradesh,Jhansi,2016,174833,202113,16171,58330,28106
Uttar Pradesh,Jhansi,2017,69018,290118,15202,24599,69655
Uttar Pradesh,Jhansi,2018,168595,141299,79857,39287,7767
Uttar Pradesh,Jhansi,2019,85067,55201,48260,4189,5869
Uttar Pradesh,Jhansi,2020,75517,166967,34368,50486,46405
Uttar Pradesh,Jhansi,2021,114441,207710,50824,28813,77182
Uttar Pradesh,Jhansi,2022,196483,60525,75761,45744,47620
Uttar Pradesh,Jhansi,2023,177317,104714,2469,29424,37564
Uttar Pradesh,Jhansi,2024,25488,68364,66986,32279,22818
Uttar Pradesh,Jhansi,2025,72364,190617,25043,30683,88125
Uttar Pradesh,Kannauj,2015,96177,71616,42721,43140,82227
Uttar Pradesh,Kannauj,2016,107894,166940,63920,17580,29912
Uttar Pradesh,Kannauj,2017,81228,240894,75795,51802,32294
Uttar Pradesh,Kannauj,2018,191147,70686,55618,31705,45216
Uttar Pradesh,Kannauj,2019,146491,91911,63682,53063,65992
Uttar Pradesh,Kannauj,2020,177994,83289,72301,45022,8681
Uttar Pradesh,Kannauj,2021,23425,113778,27943,43338,68287
Uttar Pradesh,Kannauj,2022,180398,159434,28036,57845,31652
Uttar Pradesh,Kannauj,2023,79549,217854,76868,31334,82324
Uttar Pradesh,Kannauj,2024,192295,241525,76688,7617,58187
Uttar Pradesh,Kannauj,2025,174916,126447,29948,50406,73719
Uttar Pradesh,Kanpur Dehat,2015,12317,209365,57828,9351,68611
Uttar Pradesh,Kanpur Dehat,2016,184278,254934,47553,53466,71752
Uttar Pradesh,Kanpur Dehat,2017,103829,146472,59850,28848,59669
Uttar Pradesh,Kanpur Dehat,2018,50963,138602,79797,37374,45554
Uttar Pradesh,Kanpur Dehat,2019,137560,154260,44723,41576,23540
Uttar Pradesh,Kanpur Dehat,2020,184490,293527,73586,3767,47606
Uttar Pradesh,Kanpur Dehat,2021,42826,238248,4159,55326,66615
Uttar Pradesh,Kanpur Dehat,2022,144269,129553,77563,34767,85846
Uttar Pradesh,Kanpur Dehat,2023,83419,292420,23598,3485,70434
Uttar Pradesh,Kanpur Dehat,2024,130318,268205,60316,6174,28795
Uttar Pradesh,Kanpur Dehat,2025,116900,242720,61664,32796,52989
Uttar Pradesh,Kanpur Nagar,2015,44582,175401,68770,6115,76932
Uttar Pradesh,Kanpur Nagar,2016,51163,212964,77523,49342,25123
Uttar Pradesh,Kanpur Nagar,2017,35131,284138,77660,53174,38171
Uttar Pradesh,Kanpur Nagar,2018,148705,178051,33926,49186,82404
Uttar Pradesh,Kanpur Nagar,2019,167039,178017,66523,22417,52003
Uttar Pradesh,Kanpur Nagar,2020,99644,84175,70738,9585,12485
Uttar Pradesh,Kanpur Nagar,2021,124056,70623,1267,58654,65814
Uttar Pradesh,Kanpur Nagar,2022,173409,102604,17467,11155,29548
Uttar Pradesh,Kanpur Nagar,2023,141504,210951,48344,13484,19362
