state,district,year,total_crimes,theft_cases,assault_cases,cyber_crime,fraud_cases
Rajasthan,Udaipur,2021,326,1074,1355,74,428
Rajasthan,Udaipur,2022,1894,1847,1073,366,956
Rajasthan,Udaipur,2023,9853,1512,1583,194,994
Rajasthan,Udaipur,2024,9006,1334,1714,114,998
Rajasthan,Udaipur,2025,2494,2765,166,145,868
Sikkim,Gangtok,2015,9927,2209,1197,163,734
Sikkim,Gangtok,2016,7380,2247,1994,67,479
Sikkim,Gangtok,2017,4059,965,1258,301,876
Sikkim,Gangtok,2018,1078,2007,821,187,643
Sikkim,Gangtok,2019,6854,1832,901,479,102
Sikkim,Gangtok,2020,5421,2724,1535,258,592
Sikkim,Gangtok,2021,1695,1620,48,336,502
Sikkim,Gangtok,2022,1102,343,1533,232,970
Sikkim,Gangtok,2023,1460,2454,1189,216,660
Sikkim,Gangtok,2024,183,117,502,313,246
Sikkim,Gangtok,2025,1070,2797,365,224,745
Sikkim,Mangan,2015,1660,1956,1883,186,898
Sikkim,Mangan,2016,3286,981,68,448,529
Sikkim,Mangan,2017,8119,2829,783,283,100
Sikkim,Mangan,2018,5436,1603,1688,123,552
Sikkim,Mangan,2019,5550,1904,238,281,818
Sikkim,Mangan,2020,4644,1433,905,474,208
Sikkim,Mangan,2021,2320,1252,1477,300,14
Sikkim,Mangan,2022,5370,237,1826,44,855
Sikkim,Mangan,2023,518,1537,1472,205,935
Sikkim,Mangan,2024,2353,2434,1832,295,49
Sikkim,Mangan,2025,5431,317,1695,435,782
Sikkim,Namchi,2015,2652,244,580,149,638
Sikkim,Namchi,2016,6082,2545,1316,280,192
Sikkim,Namchi,2017,7492,1967,559,115,238
Sikkim,Namchi,2018,7936,2926,968,121,624
Sikkim,Namchi,2019,9385,1903,1278,118,118
Sikkim,Namchi,2020,7117,2753,1233,258,864
Sikkim,Namchi,2021,6090,1520,1781,42,543
Sikkim,Namchi,2022,5354,1929,768,41,710
Sikkim,Namchi,2023,4530,583,1868,124,36
Sikkim,Namchi,2024,9884,320,155,80,437
Sikkim,Namchi,2025,9317,1914,535,112,473
Sikkim,Pakyong,2015,8221,2645,190,147,719
Sikkim,Pakyong,2016,8708,2922,1440,320,883
Sikkim,Pakyong,2017,8270,360,601,465,774
Sikkim,Pakyong,2018,5227,2707,982,389,749
Sikkim,Pakyong,2019,5026,1520,1448,333,200
Sikkim,Pakyong,2020,3360,347,1828,144,789
Sikkim,Pakyong,2021,4013,1076,471,297,375
Sikkim,Pakyong,2022,5428,1434,1314,187,125
Sikkim,Pakyong,2023,7794,875,876,207,702
Sikkim,Pakyong,2024,6374,2600,442,338,308
Sikkim,Pakyong,2025,9171,2206,1481,318,776
Sikkim,Gyalshing,2015,4457,184,1212,94,226
Sikkim,Gyalshing,2016,5489,393,1644,19,334
Sikkim,Gyalshing,2017,3271,2479,845,260,192
Sikkim,Gyalshing,2018,7064,1114,415,106,703
Sikkim,Gyalshing,2019,7493,1178,1680,297,277
Sikkim,Gyalshing,2020,8450,2181,1860,75,612
Sikkim,Gyalshing,2021,4703,734,1539,188,485
Sikkim,Gyalshing,2022,7288,2298,289,95,834
Sikkim,Gyalshing,2023,6939,1908,663,271,714
Sikkim,Gyalshing,2024,4361,1525,1087,291,326
Sikkim,Gyalshing,2025,8207,336,949,383,506
Sikkim,Soreng,2015,7669,562,1411,59,669
Sikkim,Soreng,2016,3956,2201,470,54,534
Sikkim,Soreng,2017,6584,153,1494,122,606
Sikkim,Soreng,2018,2524,2632,1796,248,399
Sikkim,Soreng,2019,9733,2272,108,280,327
Sikkim,Soreng,2020,9925,997,1264,380,935
Sikkim,Soreng,2021,600,1882,1083,42,623
Sikkim,Soreng,2022,9032,1361,1929,312,840
Sikkim,Soreng,2023,3698,2684,287,487,987
Sikkim,Soreng,2024,7550,835,1583,186,993
Sikkim,Soreng,2025,9032,2554,1049,110,283
Tamil Nadu,Ariyalur,2015,1882,2569,486,59,238
Tamil Nadu,Ariyalur,2016,738,2132,335,355,137
Tamil Nadu,Ariyalur,2017,2481,695,1473,392,170
Tamil Nadu,Ariyalur,2018,6089,1133,677,352,25
Tamil Nadu,Ariyalur,2019,726,2449,1120,262,306
Tamil Nadu,Ariyalur,2020,1676,2330,1709,188,534
Tamil Nadu,Ariyalur,2021,5770,304,1154,306,530
Tamil Nadu,Ariyalur,2022,7260,2156,1274,197,974
Tamil Nadu,Ariyalur,2023,2676,1831,371,186,684
Tamil Nadu,Ariyalur,2024,6382,172,1145,25,571
Tamil Nadu,Ariyalur,2025,9825,749,1486,246,777
Tamil Nadu,Chengalpattu,2015,6097,2762,1597,264,635
Tamil Nadu,Chengalpattu,2016,4534,1473,731,192,467
Tamil Nadu,Chengalpattu,2017,3939,1790,1185,208,212
Tamil Nadu,Chengalpattu,2018,8122,2857,153,34,776
Tamil Nadu,Chengalpattu,2019,1484,1143,1382,138,803
Tamil Nadu,Chengalpattu,2020,4039,1156,120,234,245
Tamil Nadu,Chengalpattu,2021,2989,796,1087,369,464
Tamil Nadu,Chengalpattu,2022,7835,828,1434,71,826
Tamil Nadu,Chengalpattu,2023,8825,58,1740,212,459
Tamil Nadu,Chengalpattu,2024,9727,681,1674,477,938
Tamil Nadu,Chengalpattu,2025,127,1356,153,20,667
Tamil Nadu,Chennai,2015,5870,530,1546,84,883
Tamil Nadu,Chennai,2016,5165,1646,953,46,362
Tamil Nadu,Chennai,2017,2246,1062,872,29,822
Tamil Nadu,Chennai,2018,424,2386,1966,268,91
Tamil Nadu,Chennai,2019,7807,872,1260,78,687
Tamil Nadu,Chennai,2020,611,2166,1214,425,183
Tamil Nadu,Chennai,2021,3788,1222,1691,208,807
Tamil Nadu,Chennai,2022,4004,913,1045,185,460
Tamil Nadu,Chennai,2023,3251,415,600,45,263
Tamil Nadu,Chennai,2024,809,2655,1742,258,830
Tamil Nadu,Chennai,2025,6324,1638,1092,250,969
Tamil Nadu,Coimbatore,2015,7068,1468,807,321,459
Tamil Nadu,Coimbatore,2016,7932,2006,761,475,247
Tamil Nadu,Coimbatore,2017,9778,1698,432,19,433
Tamil Nadu,Coimbatore,2018,3679,413,1253,68,288
Tamil Nadu,Coimbatore,2019,5809,1281,957,258,804
Tamil Nadu,Coimbatore,2020,1631,41,1447,23,516
Tamil Nadu,Coimbatore,2021,8380,1607,715,44,440
Tamil Nadu,Coimbatore,2022,1330,223,1027,93,899
Tamil Nadu,Coimbatore,2023,6029,990,1417,138,412
Tamil Nadu,Coimbatore,2024,3614,1320,1675,119,154
Tamil Nadu,Coimbatore,2025,4705,2776,196,415,570
Tamil Nadu,Cuddalore,2015,6970,302,605,173,943
Tamil Nadu,Cuddalore,2016,6557,2101,1768,401,65
Tamil Nadu,Cuddalore,2017,3775,1171,1033,144,920
Tamil Nadu,Cuddalore,2018,6588,717,397,179,209
Tamil Nadu,Cuddalore,2019,1643,2810,1723,433,721
Tamil Nadu,Cuddalore,2020,384,2080,1304,101,67
Tamil Nadu,Cuddalore,2021,8841,425,1273,92,909
Tamil Nadu,Cuddalore,2022,5897,1149,1292,266,777
Tamil Nadu,Cuddalore,2023,1071,1529,1642,474,128
Tamil Nadu,Cuddalore,2024,9824,1133,535,115,559
Tamil Nadu,Cuddalore,2025,5066,1140,1662,214,288
Tamil Nadu,Dharmapuri,2015,7741,2104,1284,441,489
Tamil Nadu,Dharmapuri,2016,1094,1586,1566,445,437
Tamil Nadu,Dharmapuri,2017,5293,773,1674,106,351
Tamil Nadu,Dharmapuri,2018,906,2696,486,281,517
Tamil Nadu,Dharmapuri,2019,3518,1114,358,29,822
Tamil Nadu,Dharmapuri,2020,5195,1368,997,104,228
Tamil Nadu,Dharmapuri,2021,3205,2826,544,350,344
Tamil Nadu,Dharmapuri,2022,3774,348,1215,380,892
Tamil Nadu,Dharmapuri,2023,9190,117,844,403,605
Tamil Nadu,Dharmapuri,2024,6265,2969,1944,429,900
Tamil Nadu,Dharmapuri,2025,5447,580,489,500,84
Tamil Nadu,Dindigul,2015,4576,1328,1242,373,22
Tamil Nadu,Dindigul,2016,4607,155,1046,247,915
Tamil Nadu,Dindigul,2017,4576,527,1335,350,876
Tamil Nadu,Dindigul,2018,9747,2583,1554,383,783
Tamil Nadu,Dindigul,2019,7253,656,1123,108,150
Tamil Nadu,Dindigul,2020,8402,1487,746,352,429
Tamil Nadu,Dindigul,2021,5289,2021,1654,255,648
Tamil Nadu,Dindigul,2022,7500,907,1140,349,990
Tamil Nadu,Dindigul,2023,2999,1641,940,318,942
Tamil Nadu,Dindigul,2024,6855,2338,617,472,320
Tamil Nadu,Dindigul,2025,4293,1083,168,104,729
Tamil Nadu,Erode,2015,1150,1732,576,220,725
Tamil Nadu,Erode,2016,4806,603,1540,226,803
Tamil Nadu,Erode,2017,4509,1496,1640,65,511
Tamil Nadu,Erode,2018,2248,2410,1836,160,94
Tamil Nadu,Erode,2019,5114,2098,183,388,415
Tamil Nadu,Erode,2020,6652,1081,1679,186,972
Tamil Nadu,Erode,2021,3078,56,561,64,587
Tamil Nadu,Erode,2022,2337,777,272,60,143
Tamil Nadu,Erode,2023,8016,1874,403,370,863
Tamil Nadu,Erode,2024,3094,25,1973,155,596
Tamil Nadu,Erode,2025,4388,468,258,198,171
Tamil Nadu,Kallakurichi,2015,3456,266,1428,55,991
Tamil Nadu,Kallakurichi,2016,4953,438,289,282,927
Tamil Nadu,Kallakurichi,2017,6533,1336,212,288,977
Tamil Nadu,Kallakurichi,2018,8874,316,1218,376,720
Tamil Nadu,Kallakurichi,2019,1779,2675,1737,157,767
Tamil Nadu,Kallakurichi,2020,7479,2610,570,484,938
Tamil Nadu,Kallakurichi,2021,8051,167,1223,330,405
Tamil Nadu,Kallakurichi,2022,6172,2042,486,55,997
Tamil Nadu,Kallakurichi,2023,7202,481,310,53,191
Tamil Nadu,Kallakurichi,2024,4984,1147,1952,99,32
Tamil Nadu,Kallakurichi,2025,4346,1027,91,303,144
Tamil Nadu,Kanchipuram,2015,1253,934,21,298,825
Tamil Nadu,Kanchipuram,2016,7839,2767,1850,293,193
Tamil Nadu,Kanchipuram,2017,2604,170,734,360,676
Tamil Nadu,Kanchipuram,2018,5459,1099,1569,292,672
Tamil Nadu,Kanchipuram,2019,409,2953,924,89,12
Tamil Nadu,Kanchipuram,2020,3282,736,1933,110,916
Tamil Nadu,Kanchipuram,2021,1556,1245,247,115,592
Tamil Nadu,Kanchipuram,2022,1472,104,264,284,169
Tamil Nadu,Kanchipuram,2023,1585,491,1584,54,368
Tamil Nadu,Kanchipuram,2024,1373,2092,1602,391,157
Tamil Nadu,Kanchipuram,2025,5480,1610,1720,323,379
Tamil Nadu,Karur,2015,1876,2009,1965,35,597
Tamil Nadu,Karur,2016,7619,1912,671,338,289
Tamil Nadu,Karur,2017,966,102,1593,98,825
Tamil Nadu,Karur,2018,2289,2877,1220,224,87
Tamil Nadu,Karur,2019,9191,629,1430,409,194
Tamil Nadu,Karur,2020,2687,132,341,488,836
Tamil Nadu,Karur,2021,9566,820,826,213,556
Tamil Nadu,Karur,2022,666,599,613,348,295
Tamil Nadu,Karur,2023,4965,1698,1236,165,737
Tamil Nadu,Karur,2024,9313,218,1940,131,158
Tamil Nadu,Karur,2025,5902,357,152,45,214
Tamil Nadu,Krishnagiri,2015,6438,1816,822,334,475
Tamil Nadu,Krishnagiri,2016,8629,631,1041,132,363
Tamil Nadu,Krishnagiri,2017,8536,1417,1357,295,416
Tamil Nadu,Krishnagiri,2018,4883,865,545,207,43
Tamil Nadu,Krishnagiri,2019,4145,88,54,189,701
Tamil Nadu,Krishnagiri,2020,3106,2020,1297,358,351
Tamil Nadu,Krishnagiri,2021,5148,1677,1310,440,266
Tamil Nadu,Krishnagiri,2022,2628,640,14,209,81
Tamil Nadu,Krishnagiri,2023,7404,849,1795,298,436
Tamil Nadu,Krishnagiri,2024,8160,2658,950,99,924
Tamil Nadu,Krishnagiri,2025,5490,2220,836,145,972
Tamil Nadu,Madurai,2015,3850,330,595,479,878
Tamil Nadu,Madurai,2016,598,2546,1178,390,850
Tamil Nadu,Madurai,2017,6305,928,844,446,998
Tamil Nadu,Madurai,2018,8710,267,1813,290,881
Tamil Nadu,Madurai,2019,6951,2238,1281,422,640
Tamil Nadu,Madurai,2020,7626,538,1101,480,435
Tamil Nadu,Madurai,2021,5438,1423,1034,294,362
Tamil Nadu,Madurai,2022,1612,1755,1027,135,473
Tamil Nadu,Madurai,2023,7455,2332,1538,131,63
Tamil Nadu,Madurai,2024,3668,2704,541,175,75
Tamil Nadu,Madurai,2025,4474,1580,1910,106,525
Tamil Nadu,Mayiladuthurai,2015,1792,1656,241,462,924
Tamil Nadu,Mayiladuthurai,2016,2625,1036,980,150,132
Tamil Nadu,Mayiladuthurai,2017,9120,2239,1841,485,233
Tamil Nadu,Mayiladuthurai,2018,5211,127,47,322,571
Tamil Nadu,Mayiladuthurai,2019,600,663,1454,452,173
Tamil Nadu,Mayiladuthurai,2020,8226,2291,1517,258,74
Tamil Nadu,Mayiladuthurai,2021,2507,1576,1406,17,921
Tamil Nadu,Mayiladuthurai,2022,4939,414,1155,392,836
Tamil Nadu,Mayiladuthurai,2023,7772,1331,1195,57,890
Tamil Nadu,Mayiladuthurai,2024,4669,1675,547,359,887
Tamil Nadu,Mayiladuthurai,2025,1840,1548,82,59,399
Tamil Nadu,Nagapattinam,2015,112,86,1888,207,805
Tamil Nadu,Nagapattinam,2016,380,2468,480,23,223
Tamil Nadu,Nagapattinam,2017,3301,519,1783,161,59
Tamil Nadu,Nagapattinam,2018,4579,2191,223,41,246
Tamil Nadu,Nagapattinam,2019,1025,2147,990,312,377
Tamil Nadu,Nagapattinam,2020,7313,549,363,244,177
Tamil Nadu,Nagapattinam,2021,9864,799,327,311,114
Tamil Nadu,Nagapattinam,2022,4724,2889,1836,402,81
Tamil Nadu,Nagapattinam,2023,4935,365,875,167,167
Tamil Nadu,Nagapattinam,2024,3650,855,1373,449,376
Tamil Nadu,Nagapattinam,2025,7193,642,1264,10,68
Tamil Nadu,Namakkal,2015,1144,345,1148,362,821
Tamil Nadu,Namakkal,2016,5077,937,1667,294,689
Tamil Nadu,Namakkal,2017,3006,2583,686,83,70
Tamil Nadu,Namakkal,2018,3989,2359,828,19,182
Tamil Nadu,Namakkal,2019,5036,2818,1934,202,175
Tamil Nadu,Namakkal,2020,6704,1701,1006,211,382
Tamil Nadu,Namakkal,2021,4384,1950,1997,195,719
Tamil Nadu,Namakkal,2022,9560,478,346,421,431
Tamil Nadu,Namakkal,2023,3115,2486,1546,283,463
Tamil Nadu,Namakkal,2024,6531,2319,1733,108,145
Tamil Nadu,Namakkal,2025,1647,2665,200,498,744
Tamil Nadu,Nilgiris,2015,938,34,288,63,490
Tamil Nadu,Nilgiris,2016,8100,1737,1923,232,800
Tamil Nadu,Nilgiris,2017,3385,698,1604,431,989
Tamil Nadu,Nilgiris,2018,9963,555,1957,12,944
Tamil Nadu,Nilgiris,2019,2296,2900,79,250,873
Tamil Nadu,Nilgiris,2020,8151,1242,889,418,835
Tamil Nadu,Nilgiris,2021,5190,2462,1119,165,166
Tamil Nadu,Nilgiris,2022,2192,2471,834,169,863
Tamil Nadu,Nilgiris,2023,2884,236,1174,444,669
Tamil Nadu,Nilgiris,2024,4032,2561,1076,145,857
Tamil Nadu,Nilgiris,2025,7039,438,1331,494,820
Tamil Nadu,Perambalur,2015,7887,2261,548,256,158
Tamil Nadu,Perambalur,2016,1667,1114,543,205,760
Tamil Nadu,Perambalur,2017,7628,1473,673,296,840
Tamil Nadu,Perambalur,2018,5477,724,482,15,488
Tamil Nadu,Perambalur,2019,8703,300,1808,498,62
Tamil Nadu,Perambalur,2020,692,2019,33,349,556
Tamil Nadu,Perambalur,2021,5729,2569,765,146,95
Tamil Nadu,Perambalur,2022,6987,2848,1022,269,709
Tamil Nadu,Perambalur,2023,5507,180,1766,498,331
Tamil Nadu,Perambalur,2024,6192,634,858,41,769
Tamil Nadu,Perambalur,2025,588,1258,1785,104,265
Tamil Nadu,Pudukkottai,2015,8106,1038,43,375,211
Tamil Nadu,Pudukkottai,2016,5032,1316,1479,323,443
Tamil Nadu,Pudukkottai,2017,9463,631,1961,149,98
Tamil Nadu,Pudukkottai,2018,2690,1441,1524,293,448
Tamil Nadu,Pudukkottai,2019,8734,1707,1954,116,375
Tamil Nadu,Pudukkottai,2020,2933,309,1207,288,265
Tamil Nadu,Pudukkottai,2021,4632,329,254,18,649
Tamil Nadu,Pudukkottai,2022,543,30,78,312,403
Tamil Nadu,Pudukkottai,2023,9973,244,519,272,366
Tamil Nadu,Pudukkottai,2024,2736,804,1554,199,353
Tamil Nadu,Pudukkottai,2025,121,2153,1585,82,485
Tamil Nadu,Ramanathapuram,2015,4385,2800,1367,365,501
Tamil Nadu,Ramanathapuram,2016,4853,1978,497,377,522
Tamil Nadu,Ramanathapuram,2017,7651,57,735,323,682
Tamil Nadu,Ramanathapuram,2018,7446,1143,794,251,891
Tamil Nadu,Ramanathapuram,2019,5142,127,1792,268,232
Tamil Nadu,Ramanathapuram,2020,2682,1634,43,150,753
Tamil Nadu,Ramanathapuram,2021,4020,2422,721,140,581
Tamil Nadu,Ramanathapuram,2022,7954,1134,1234,442,853
Tamil Nadu,Ramanathapuram,2023,6171,154,642,197,307
Tamil Nadu,Ramanathapuram,2024,2491,1986,737,168,60
Tamil Nadu,Ramanathapuram,2025,3953,1431,1704,275,328
Tamil Nadu,Ranipet,2015,6071,313,1563,33,659
Tamil Nadu,Ranipet,2016,3070,1919,549,304,598
Tamil Nadu,Ranipet,2017,8090,414,238,137,61
Tamil Nadu,Ranipet,2018,1090,2764,896,102,960
Tamil Nadu,Ranipet,2019,2011,2047,61,357,23
Tamil Nadu,Ranipet,2020,7401,1292,176,55,774
Tamil Nadu,Ranipet,2021,9436,2023,775,109,958
Tamil Nadu,Ranipet,2022,1550,2343,1364,366,483
Tamil Nadu,Ranipet,2023,7649,1147,1011,21,693
Tamil Nadu,Ranipet,2024,8716,1070,1289,415,696
Tamil Nadu,Ranipet,2025,1035,1137,269,310,508
Tamil Nadu,Salem,2015,2618,2055,1019,497,291
Tamil Nadu,Salem,2016,2537,1293,454,350,321
Tamil Nadu,Salem,2017,886,2425,1453,197,643
Tamil Nadu,Salem,2018,1119,986,855,286,778
Tamil Nadu,Salem,2019,5676,38,1099,340,849
Tamil Nadu,Salem,2020,1883,477,192,424,907
Tamil Nadu,Salem,2021,5386,1126,781,158,288
Tamil Nadu,Salem,2022,1113,1992,1759,60,119
Tamil Nadu,Salem,2023,1884,1776,1959,407,167
Tamil Nadu,Salem,2024,2521,296,697,283,385
Tamil Nadu,Salem,2025,1420,2738,1909,499,47
Tamil Nadu,Sivaganga,2015,9643,795,970,475,361
Tamil Nadu,Sivaganga,2016,6933,485,1737,333,262
Tamil Nadu,Sivaganga,2017,5689,1567,315,475,17
Tamil Nadu,Sivaganga,2018,6123,1777,1743,42,765
Tamil Nadu,Sivaganga,2019,9284,2617,1329,57,17
Tamil Nadu,Sivaganga,2020,5544,2599,1958,384,216
Tamil Nadu,Sivaganga,2021,7634,1929,659,160,350
Tamil Nadu,Sivaganga,2022,6285,368,1763,191,737
Tamil Nadu,Sivaganga,2023,6891,1137,674,448,264
Tamil Nadu,Sivaganga,2024,3727,40,61,360,440
Tamil Nadu,Sivaganga,2025,6056,2325,1659,237,586
Tamil Nadu,Tenkasi,2015,414,1222,807,46,588
Tamil Nadu,Tenkasi,2016,4242,2761,662,329,271
Tamil Nadu,Tenkasi,2017,9246,867,213,410,262
Tamil Nadu,Tenkasi,2018,8560,2316,1184,103,747
Tamil Nadu,Tenkasi,2019,9670,2656,1835,281,417
Tamil Nadu,Tenkasi,2020,5817,1996,1180,487,267
Tamil Nadu,Tenkasi,2021,2314,2669,1227,408,663
Tamil Nadu,Tenkasi,2022,3435,1354,1172,456,684
Tamil Nadu,Tenkasi,2023,7152,2247,1436,426,692
Tamil Nadu,Tenkasi,2024,851,280,1594,438,376
Tamil Nadu,Tenkasi,2025,9520,1569,1408,417,346
Tamil Nadu,Thanjavur,2015,420,1391,853,424,375
Tamil Nadu,Thanjavur,2016,2374,1353,1564,338,505
Tamil Nadu,Thanjavur,2017,917,457,515,266,331
Tamil Nadu,Thanjavur,2018,6730,2504,489,232,376
Tamil Nadu,Thanjavur,2019,9355,2243,352,16,977
Tamil Nadu,Thanjavur,2020,9138,147,1277,272,432
Tamil Nadu,Thanjavur,2021,2430,2830,1930,486,198
Tamil Nadu,Thanjavur,2022,9647,912,1769,251,871
Tamil Nadu,Thanjavur,2023,8221,302,1276,271,290
Tamil Nadu,Thanjavur,2024,6416,821,189,71,725
Tamil Nadu,Thanjavur,2025,5497,289,1318,211,694
Tamil Nadu,Theni,2015,6104,957,771,405,653
Tamil Nadu,Theni,2016,5946,1831,637,137,63
Tamil Nadu,Theni,2017,1818,779,1418,397,460
Tamil Nadu,Theni,2018,949,2875,293,212,332
Tamil Nadu,Theni,2019,8919,333,126,335,756
Tamil Nadu,Theni,2020,4742,295,1154,339,537
Tamil Nadu,Theni,2021,1764,2823,1117,13,777
Tamil Nadu,Theni,2022,7247,1488,82,381,841
Tamil Nadu,Theni,2023,6719,1502,698,127,329
Tamil Nadu,Theni,2024,2100,1650,1212,301,642
Tamil Nadu,Theni,2025,3099,1469,1448,174,731
Tamil Nadu,Thiruvallur,2015,1932,1716,349,103,671
Tamil Nadu,Thiruvallur,2016,5799,1924,1700,16,466
Tamil Nadu,Thiruvallur,2017,2263,196,907,382,524
Tamil Nadu,Thiruvallur,2018,8299,428,1310,347,271
Tamil Nadu,Thiruvallur,2019,8339,2139,1237,154,792
Tamil Nadu,Thiruvallur,2020,2691,232,439,81,658
Tamil Nadu,Thiruvallur,2021,8850,2794,1771,411,580
Tamil Nadu,Thiruvallur,2022,2820,147,1448,262,765
Tamil Nadu,Thiruvallur,2023,3791,379,1269,254,113
Tamil Nadu,Thiruvallur,2024,6812,57,1097,450,838
Tamil Nadu,Thiruvallur,2025,2935,1397,1852,91,827
Tamil Nadu,Thiruvarur,2015,8022,2043,1976,244,541
Tamil Nadu,Thiruvarur,2016,1558,1574,576,103,21
Tamil Nadu,Thiruvarur,2017,1415,2511,1156,177,204
Tamil Nadu,Thiruvarur,2018,6117,2332,1485,36,484
Tamil Nadu,Thiruvarur,2019,1167,376,1539,449,300
Tamil Nadu,Thiruvarur,2020,4534,358,571,439,846
Tamil Nadu,Thiruvarur,2021,6830,2916,447,397,722
Tamil Nadu,Thiruvarur,2022,5151,294,483,24,981
Tamil Nadu,Thiruvarur,2023,428,275,1769,76,781
Tamil Nadu,Thiruvarur,2024,2643,445,367,122,491
Tamil Nadu,Thiruvarur,2025,5278,585,1679,396,364
Tamil Nadu,Thoothukudi,2015,2331,1283,831,24,448
Tamil Nadu,Thoothukudi,2016,9004,2357,1272,393,411
Tamil Nadu,Thoothukudi,2017,6217,1517,576,500,897
Tamil Nadu,Thoothukudi,2018,4950,1539,1381,199,477
Tamil Nadu,Thoothukudi,2019,8302,701,735,336,106
Tamil Nadu,Thoothukudi,2020,7501,948,771,481,491
Tamil Nadu,Thoothukudi,2021,3071,2343,1601,341,632
Tamil Nadu,Thoothukudi,2022,6189,128,627,299,576
Tamil Nadu,Thoothukudi,2023,5454,1817,633,257,364
Tamil Nadu,Thoothukudi,2024,9768,954,521,97,819
Tamil Nadu,Thoothukudi,2025,3750,2849,104,393,360
Tamil Nadu,Tiruchirappalli,2015,8211,311,1494,152,439
Tamil Nadu,Tiruchirappalli,2016,7544,1728,519,295,143
Tamil Nadu,Tiruchirappalli,2017,2650,2694,1479,336,368
Tamil Nadu,Tiruchirappalli,2018,3678,912,1752,378,167
Tamil Nadu,Tiruchirappalli,2019,6092,335,1364,275,498
Tamil Nadu,Tiruchirappalli,2020,5110,195,862,375,511
Tamil Nadu,Tiruchirappalli,2021,8175,1096,1149,162,569
Tamil Nadu,Tiruchirappalli,2022,6919,47,1269,497,478
Tamil Nadu,Tiruchirappalli,2023,1384,284,1809,379,789
Tamil Nadu,Tiruchirappalli,2024,2677,2457,152,14,698
Tamil Nadu,Tiruchirappalli,2025,9083,1788,1084,180,328
Tamil Nadu,Tirunelveli,2015,479,1267,480,460,992
Tamil Nadu,Tirunelveli,2016,2906,1769,585,339,138
Tamil Nadu,Tirunelveli,2017,9095,2018,599,480,156
Tamil Nadu,Tirunelveli,2018,7093,140,1460,142,401
Tamil Nadu,Tirunelveli,2019,7902,2020,121,360,948
Tamil Nadu,Tirunelveli,2020,5863,1237,1273,280,251
Tamil Nadu,Tirunelveli,2021,9990,69,1217,386,485
Tamil Nadu,Tirunelveli,2022,8596,1399,862,109,492
Tamil Nadu,Tirunelveli,2023,4427,1298,1681,293,755
Tamil Nadu,Tirunelveli,2024,3219,102,233,421,160
Tamil Nadu,Tirunelveli,2025,196,654,537,159,361
Tamil Nadu,Tirupathur,2015,4980,1286,1709,287,244
Tamil Nadu,Tirupathur,2016,8320,643,1581,264,739
Tamil Nadu,Tirupathur,2017,2270,2062,650,279,122
Tamil Nadu,Tirupathur,2018,6517,1791,1198,213,99
Tamil Nadu,Tirupathur,2019,9694,1229,611,226,668
Tamil Nadu,Tirupathur,2020,7339,1856,1800,217,322
Tamil Nadu,Tirupathur,2021,322,2624,1434,448,247
Tamil Nadu,Tirupathur,2022,2333,821,117,364,60
Tamil Nadu,Tirupathur,2023,7278,1661,1225,112,944
Tamil Nadu,Tirupathur,2024,3810,784,1676,13,358
Tamil Nadu,Tirupathur,2025,5545,2335,1911,121,150
Tamil Nadu,Tiruppur,2015,5311,2975,1632,337,605
Tamil Nadu,Tiruppur,2016,9128,409,448,480,281
Tamil Nadu,Tiruppur,2017,4579,1413,551,197,210
Tamil Nadu,Tiruppur,2018,5630,525,1254,43,603
Tamil Nadu,Tiruppur,2019,6212,1195,795,468,835
Tamil Nadu,Tiruppur,2020,6962,106,1879,8,787
Tamil Nadu,Tiruppur,2021,3646,1303,597,104,963
Tamil Nadu,Tiruppur,2022,7719,1670,859,63,292
Tamil Nadu,Tiruppur,2023,8580,825,1152,217,279
Tamil Nadu,Tiruppur,2024,1579,1586,1665,154,756
Tamil Nadu,Tiruppur,2025,2175,1378,1025,301,978
Tamil Nadu,Tiruvannamalai,2015,309,1021,1921,284,902
Tamil Nadu,Tiruvannamalai,2016,3039,2079,413,479,295
Tamil Nadu,Tiruvannamalai,2017,4358,1745,1473,473,554
Tamil Nadu,Tiruvannamalai,2018,3418,692,471,96,642
Tamil Nadu,Tiruvannamalai,2019,2928,608,700,198,622
Tamil Nadu,Tiruvannamalai,2020,5941,235,1543,17,859
Tamil Nadu,Tiruvannamalai,2021,5729,1908,1275,429,48
Tamil Nadu,Tiruvannamalai,2022,1779,2270,1089,327,420
Tamil Nadu,Tiruvannamalai,2023,8548,1534,1044,77,393
Tamil Nadu,Tiruvannamalai,2024,7109,2697,530,355,254
Tamil Nadu,Tiruvannamalai,2025,7130,1376,426,10,506
Tamil Nadu,Vellore,2015,4375,1402,1765,151,445
Tamil Nadu,Vellore,2016,7533,1804,1756,304,443
Tamil Nadu,Vellore,2017,8953,1351,1707,56,520
Tamil Nadu,Vellore,2018,7446,2088,1747,111,83
Tamil Nadu,Vellore,2019,3077,2588,740,383,725
Tamil Nadu,Vellore,2020,6303,2180,617,343,919
Tamil Nadu,Vellore,2021,5571,2757,88,430,254
Tamil Nadu,Vellore,2022,1785,102,554,319,348
Tamil Nadu,Vellore,2023,516,1759,348,334,775
Tamil Nadu,Vellore,2024,1730,2364,1126,194,252
Tamil Nadu,Vellore,2025,6589,885,1104,204,257
Tamil Nadu,Viluppuram,2015,5269,1707,833,299,912
Tamil Nadu,Viluppuram,2016,7787,2615,1997,67,682
