state,district,year,houses_built,smart_city_projects,water_supply_coverage,internet_penetration_percent,public_transport_projects
Telangana,Rajanna Sircilla,2015,151692,17,80.67,39.34,3
Telangana,Rajanna Sircilla,2016,30929,45,41.21,94.14,19
Telangana,Rajanna Sircilla,2017,19419,5,80.71,65.59,1
Telangana,Rajanna Sircilla,2018,32817,9,59.36,76.56,27
Telangana,Rajanna Sircilla,2019,36382,2,73.54,71.5,1
Telangana,Rajanna Sircilla,2020,190964,32,56.28,80.36,26
Telangana,Rajanna Sircilla,2021,4991,5,64.35,62.15,6
Telangana,Rajanna Sircilla,2022,173518,9,77.54,45.12,11
Telangana,Rajanna Sircilla,2023,171013,7,68.68,37.74,26
Telangana,Rajanna Sircilla,2024,78249,44,73.84,31.21,15
Telangana,Rajanna Sircilla,2025,151634,40,90.11,86.6,12
Telangana,Ranga Reddy,2015,74231,31,76.65,48.92,0
Telangana,Ranga Reddy,2016,183269,11,83.76,52.26,1
Telangana,Ranga Reddy,2017,31151,41,49.25,48.98,8
Telangana,Ranga Reddy,2018,21094,50,52.56,72.15,0
Telangana,Ranga Reddy,2019,39946,15,93.95,90.4,29
Telangana,Ranga Reddy,2020,61962,2,63.71,84.69,6
Telangana,Ranga Reddy,2021,178867,24,87.13,44.63,2
Telangana,Ranga Reddy,2022,17274,20,44.07,39.29,11
Telangana,Ranga Reddy,2023,160728,40,58.64,45.87,24
Telangana,Ranga Reddy,2024,97745,24,76.25,82.85,20
Telangana,Ranga Reddy,2025,152642,45,70.22,37.54,20
Telangana,Sangareddy,2015,5618,7,50.8,57.77,4
Telangana,Sangareddy,2016,92946,28,61.04,59.55,2
Telangana,Sangareddy,2017,81040,3,49.4,89.78,15
Telangana,Sangareddy,2018,123131,4,75.54,77.37,24
Telangana,Sangareddy,2019,144985,36,82.96,79.99,10
Telangana,Sangareddy,2020,37196,24,57.16,81.51,3
Telangana,Sangareddy,2021,106634,14,58.56,64.36,26
Telangana,Sangareddy,2022,167387,14,50.33,54.17,14
Telangana,Sangareddy,2023,116125,47,61.15,50.13,15
Telangana,Sangareddy,2024,102485,39,46.93,77.81,24
Telangana,Sangareddy,2025,136560,42,86.04,58.76,14
Telangana,Siddipet,2015,26434,7,70.06,50.03,13
Telangana,Siddipet,2016,196798,25,96.78,58.37,24
Telangana,Siddipet,2017,129493,43,69.95,90.51,21
Telangana,Siddipet,2018,191232,30,55.7,86.09,9
Telangana,Siddipet,2019,163327,40,96.81,89.11,16
Telangana,Siddipet,2020,2786,6,89.16,31.43,10
Telangana,Siddipet,2021,126663,37,95.89,53.12,17
Telangana,Siddipet,2022,172332,42,99.01,39.66,26
Telangana,Siddipet,2023,131390,43,54.13,54.46,7
Telangana,Siddipet,2024,49794,46,86.5,71.81,5
Telangana,Siddipet,2025,165259,45,94.52,38.19,12
Telangana,Suryapet,2015,40269,1,59.35,32.28,29
Telangana,Suryapet,2016,199075,34,81.39,67.1,13
Telangana,Suryapet,2017,112070,30,87.79,40.59,6
Telangana,Suryapet,2018,105401,13,44.96,64.62,0
Telangana,Suryapet,2019,84575,49,52.46,93.69,3
Telangana,Suryapet,2020,90507,9,88.66,43.06,20
Telangana,Suryapet,2021,189696,10,55.38,92.5,5
Telangana,Suryapet,2022,78475,5,78.77,42.76,21
Telangana,Suryapet,2023,39423,39,48.77,61.74,20
Telangana,Suryapet,2024,5317,28,74.39,79.2,12
Telangana,Suryapet,2025,144167,46,80.62,50.22,4
Telangana,Vikarabad,2015,108754,20,77.84,85.56,20
Telangana,Vikarabad,2016,143049,29,80.59,94.65,29
Telangana,Vikarabad,2017,81705,9,73.58,72.34,11
Telangana,Vikarabad,2018,186395,31,41.16,50.19,13
Telangana,Vikarabad,2019,74191,22,80.7,36.04,27
Telangana,Vikarabad,2020,56549,1,47.14,31.71,24
Telangana,Vikarabad,2021,99240,33,84.03,54.21,22
Telangana,Vikarabad,2022,184340,43,65.16,47.39,15
Telangana,Vikarabad,2023,35643,11,86.09,36.22,14
Telangana,Vikarabad,2024,32591,31,56.21,36.62,29
Telangana,Vikarabad,2025,26866,7,47.63,88.95,29
Telangana,Wanaparthy,2015,146863,33,89.14,58.79,21
Telangana,Wanaparthy,2016,75928,2,62.35,66.74,29
Telangana,Wanaparthy,2017,158200,23,88.3,50.59,10
Telangana,Wanaparthy,2018,121493,45,82.25,34.37,10
Telangana,Wanaparthy,2019,21074,27,95.26,76.19,15
Telangana,Wanaparthy,2020,34357,34,66.27,71.57,21
Telangana,Wanaparthy,2021,68085,10,56.25,77.95,22
Telangana,Wanaparthy,2022,166586,2,51.83,92.86,23
Telangana,Wanaparthy,2023,131483,39,82.6,51.82,19
Telangana,Wanaparthy,2024,72954,42,61.61,50.41,21
Telangana,Wanaparthy,2025,44638,20,73.81,61.98,24
Telangana,Warangal,2015,194962,28,82.76,90.83,28
Telangana,Warangal,2016,116018,25,90.98,56.31,11
Telangana,Warangal,2017,55356,49,59.27,73.39,26
Telangana,Warangal,2018,187632,17,62.72,64.18,22
Telangana,Warangal,2019,8714,2,91.11,85.91,20
Telangana,Warangal,2020,44752,31,47.13,50.8,6
Telangana,Warangal,2021,135172,18,96.77,88.16,30
Telangana,Warangal,2022,11929,50,74.79,52.6,1
Telangana,Warangal,2023,50976,10,71.85,65.71,23
Telangana,Warangal,2024,133587,48,56.28,51.54,26
Telangana,Warangal,2025,23799,19,53.37,87.24,20
Telangana,Yadadri Bhuvanagiri,2015,90743,50,89.1,33.13,28
Telangana,Yadadri Bhuvanagiri,2016,56328,48,98.27,82.27,26
Telangana,Yadadri Bhuvanagiri,2017,101813,22,96.53,89.94,7
Telangana,Yadadri Bhuvanagiri,2018,99841,10,62.16,43.79,22
Telangana,Yadadri Bhuvanagiri,2019,111958,14,74.89,84.4,14
Telangana,Yadadri Bhuvanagiri,2020,121483,42,82.7,33.24,26
Telangana,Yadadri Bhuvanagiri,2021,15536,22,45.32,57.25,13
Telangana,Yadadri Bhuvanagiri,2022,175033,32,53.69,72.88,9
Telangana,Yadadri Bhuvanagiri,2023,52523,24,82.65,71.1,14
Telangana,Yadadri Bhuvanagiri,2024,20216,39,51.48,82.99,19
Telangana,Yadadri Bhuvanagiri,2025,42421,25,43.42,44.21,22
Tripura,Dhalai,2015,170844,8,45.29,38.63,28
Tripura,Dhalai,2016,113328,43,91.01,77.9,24
Tripura,Dhalai,2017,55612,30,65.58,78.92,20
Tripura,Dhalai,2018,169517,14,87.98,75.08,13
Tripura,Dhalai,2019,158726,18,97.55,53.39,11
Tripura,Dhalai,2020,162906,45,93.84,68.27,9
Tripura,Dhalai,2021,139203,49,69.05,73.63,5
Tripura,Dhalai,2022,110322,18,49.71,30.18,29
Tripura,Dhalai,2023,189683,0,90.24,82.85,29
Tripura,Dhalai,2024,110357,49,40.74,63.56,5
Tripura,Dhalai,2025,54723,6,82.3,93.88,11
Tripura,Gomati,2015,84286,36,52.32,45.4,18
Tripura,Gomati,2016,121537,44,41.6,90.92,16
Tripura,Gomati,2017,190141,0,71.51,65.76,7
Tripura,Gomati,2018,151847,13,71.12,75.79,5
Tripura,Gomati,2019,4440,33,92.37,68.13,23
Tripura,Gomati,2020,49691,32,71.53,75.77,3
Tripura,Gomati,2021,24463,44,42.68,43.85,18
Tripura,Gomati,2022,155811,44,88.2,72.51,2
Tripura,Gomati,2023,32865,18,68.32,78.92,21
Tripura,Gomati,2024,136920,13,99.02,41.13,29
Tripura,Gomati,2025,69212,28,76.68,45.41,0
Tripura,Khowai,2015,193490,45,62.14,62.62,4
Tripura,Khowai,2016,93203,38,66.39,48.36,9
Tripura,Khowai,2017,107446,9,93.36,45.52,22
Tripura,Khowai,2018,125612,49,96.78,38.82,27
Tripura,Khowai,2019,118225,34,47.64,76.51,9
Tripura,Khowai,2020,55312,35,90.59,69.43,8
Tripura,Khowai,2021,178327,47,52.45,41.5,22
Tripura,Khowai,2022,115446,18,97.38,67.29,21
Tripura,Khowai,2023,196531,25,49.71,55.27,0
Tripura,Khowai,2024,171247,17,78.12,42.74,20
Tripura,Khowai,2025,168487,42,93.5,54.72,4
Tripura,North Tripura,2015,168190,40,96.25,65.9,29
Tripura,North Tripura,2016,86902,41,80.56,74.94,8
Tripura,North Tripura,2017,9246,46,46.14,92.79,14
Tripura,North Tripura,2018,2851,27,46.41,42.86,29
Tripura,North Tripura,2019,122131,44,99.42,55.26,22
Tripura,North Tripura,2020,68668,34,90.6,30.07,13
Tripura,North Tripura,2021,15493,20,44.19,78.3,18
Tripura,North Tripura,2022,117522,47,60.42,74.0,8
Tripura,North Tripura,2023,127805,38,57.73,85.35,16
Tripura,North Tripura,2024,190848,50,65.4,78.2,3
Tripura,North Tripura,2025,193112,19,68.29,47.28,25
Tripura,Sepahijala,2015,115634,40,56.45,68.02,25
Tripura,Sepahijala,2016,107384,26,82.21,57.84,21
Tripura,Sepahijala,2017,52262,30,52.92,30.49,2
Tripura,Sepahijala,2018,155166,0,78.18,66.67,25
Tripura,Sepahijala,2019,33903,32,82.79,54.91,22
Tripura,Sepahijala,2020,62260,18,58.03,45.91,15
Tripura,Sepahijala,2021,59385,0,49.63,65.7,14
Tripura,Sepahijala,2022,189573,43,74.86,86.03,0
Tripura,Sepahijala,2023,8739,42,58.2,61.89,5
Tripura,Sepahijala,2024,162993,21,64.59,32.29,30
Tripura,Sepahijala,2025,61783,33,85.93,70.52,17
Tripura,South Tripura,2015,82910,3,63.57,89.2,19
Tripura,South Tripura,2016,50009,5,56.53,49.97,24
Tripura,South Tripura,2017,194155,1,94.53,72.84,16
Tripura,South Tripura,2018,86657,46,71.76,67.77,26
Tripura,South Tripura,2019,188392,24,47.98,45.45,19
Tripura,South Tripura,2020,194084,39,68.88,35.55,27
Tripura,South Tripura,2021,151106,15,70.81,78.39,23
Tripura,South Tripura,2022,163990,25,93.7,69.03,2
Tripura,South Tripura,2023,136393,34,98.64,34.95,2
Tripura,South Tripura,2024,186261,3,51.59,88.7,10
Tripura,South Tripura,2025,77985,36,60.39,65.43,13
Tripura,Unakoti,2015,182984,27,82.47,58.71,28
Tripura,Unakoti,2016,146911,27,58.44,94.23,28
Tripura,Unakoti,2017,29874,8,69.06,83.47,29
Tripura,Unakoti,2018,19577,3,61.31,94.32,30
Tripura,Unakoti,2019,163352,1,45.57,94.74,29
Tripura,Unakoti,2020,23293,40,76.87,91.62,20
Tripura,Unakoti,2021,103781,43,51.43,81.06,21
Tripura,Unakoti,2022,168104,49,45.88,63.89,6
Tripura,Unakoti,2023,136306,38,99.55,36.95,27
Tripura,Unakoti,2024,140512,48,75.94,54.0,5
Tripura,Unakoti,2025,148939,38,74.97,67.6,14
Tripura,West Tripura,2015,199761,46,81.18,32.66,20
Tripura,West Tripura,2016,147116,25,86.91,85.99,6
Tripura,West Tripura,2017,174006,2,84.15,37.68,30
Tripura,West Tripura,2018,114850,23,47.33,78.9,16
Tripura,West Tripura,2019,190171,45,65.25,70.37,16
Tripura,West Tripura,2020,178595,25,71.45,48.68,5
Tripura,West Tripura,2021,18486,41,55.63,87.48,25
Tripura,West Tripura,2022,176282,48,79.11,66.72,27
Tripura,West Tripura,2023,89104,16,87.15,30.65,10
Tripura,West Tripura,2024,560,34,76.86,30.58,20
Tripura,West Tripura,2025,37765,10,96.81,83.07,27
Uttar Pradesh,Agra,2015,91464,16,91.73,83.91,10
Uttar Pradesh,Agra,2016,166653,46,69.19,30.27,22
Uttar Pradesh,Agra,2017,135786,6,82.74,85.0,21
Uttar Pradesh,Agra,2018,8476,44,52.93,79.99,27
Uttar Pradesh,Agra,2019,188179,28,92.88,92.92,25
Uttar Pradesh,Agra,2020,106071,17,95.26,80.0,10
Uttar Pradesh,Agra,2021,161608,37,44.19,89.98,14
Uttar Pradesh,Agra,2022,1148,23,81.7,69.97,0
Uttar Pradesh,Agra,2023,168762,45,48.6,62.99,4
Uttar Pradesh,Agra,2024,67222,45,41.99,52.46,29
Uttar Pradesh,Agra,2025,113866,31,96.16,37.88,1
Uttar Pradesh,Aligarh,2015,156638,41,58.83,40.19,24
Uttar Pradesh,Aligarh,2016,134027,39,71.07,59.43,25
Uttar Pradesh,Aligarh,2017,9327,20,53.35,60.09,3
Uttar Pradesh,Aligarh,2018,76210,0,47.72,70.91,13
Uttar Pradesh,Aligarh,2019,172195,20,83.52,51.49,24
Uttar Pradesh,Aligarh,2020,119577,32,87.06,93.84,27
Uttar Pradesh,Aligarh,2021,103567,20,81.7,82.04,29
Uttar Pradesh,Aligarh,2022,143057,10,89.82,84.01,17
Uttar Pradesh,Aligarh,2023,46309,34,69.17,40.81,24
Uttar Pradesh,Aligarh,2024,96389,32,99.77,49.03,10
Uttar Pradesh,Aligarh,2025,5211,44,56.82,63.72,0
Uttar Pradesh,Ambedkar Nagar,2015,178939,43,70.1,44.29,25
Uttar Pradesh,Ambedkar Nagar,2016,154878,25,87.55,84.66,14
Uttar Pradesh,Ambedkar Nagar,2017,22282,46,48.54,72.47,5
Uttar Pradesh,Ambedkar Nagar,2018,107572,20,45.0,64.78,7
Uttar Pradesh,Ambedkar Nagar,2019,117683,27,93.75,52.4,2
Uttar Pradesh,Ambedkar Nagar,2020,73628,34,97.7,62.69,6
Uttar Pradesh,Ambedkar Nagar,2021,163509,44,96.11,86.56,17
Uttar Pradesh,Ambedkar Nagar,2022,198567,34,46.07,85.79,5
Uttar Pradesh,Ambedkar Nagar,2023,28746,37,71.57,77.59,28
Uttar Pradesh,Ambedkar Nagar,2024,41996,42,70.9,32.1,0
Uttar Pradesh,Ambedkar Nagar,2025,53981,21,45.31,92.37,25
Uttar Pradesh,Amethi,2015,19555,19,42.5,38.46,14
Uttar Pradesh,Amethi,2016,10279,21,95.4,85.93,3
Uttar Pradesh,Amethi,2017,91399,49,63.2,94.25,8
Uttar Pradesh,Amethi,2018,150831,25,64.45,63.12,9
Uttar Pradesh,Amethi,2019,98659,21,63.99,63.47,21
Uttar Pradesh,Amethi,2020,26203,34,64.64,65.2,9
Uttar Pradesh,Amethi,2021,180991,0,77.86,77.66,20
Uttar Pradesh,Amethi,2022,128255,18,64.83,77.05,16
Uttar Pradesh,Amethi,2023,139528,22,49.69,32.42,14
Uttar Pradesh,Amethi,2024,36252,38,69.63,47.6,5
Uttar Pradesh,Amethi,2025,13855,2,69.02,51.94,12
Uttar Pradesh,Amroha,2015,3447,10,81.98,37.08,30
Uttar Pradesh,Amroha,2016,149808,8,81.29,67.25,11
Uttar Pradesh,Amroha,2017,20925,40,46.89,38.46,3
Uttar Pradesh,Amroha,2018,44340,34,50.35,39.15,24
Uttar Pradesh,Amroha,2019,167223,26,87.68,43.92,25
Uttar Pradesh,Amroha,2020,83705,45,63.69,42.67,6
Uttar Pradesh,Amroha,2021,52394,23,61.95,36.09,26
Uttar Pradesh,Amroha,2022,165568,34,70.54,54.84,28
Uttar Pradesh,Amroha,2023,199945,6,66.9,86.03,30
Uttar Pradesh,Amroha,2024,49204,15,94.01,58.72,27
Uttar Pradesh,Amroha,2025,125744,19,52.23,81.48,20
Uttar Pradesh,Auraiya,2015,115924,5,43.91,76.36,11
Uttar Pradesh,Auraiya,2016,36078,44,75.86,69.54,18
Uttar Pradesh,Auraiya,2017,32509,1,50.11,70.84,24
Uttar Pradesh,Auraiya,2018,13462,30,77.79,64.27,1
Uttar Pradesh,Auraiya,2019,7453,0,54.69,52.54,7
Uttar Pradesh,Auraiya,2020,75485,17,45.25,69.82,26
Uttar Pradesh,Auraiya,2021,147867,49,51.81,38.08,3
Uttar Pradesh,Auraiya,2022,90229,23,92.98,64.94,14
Uttar Pradesh,Auraiya,2023,149085,13,82.05,35.9,16
Uttar Pradesh,Auraiya,2024,4975,11,65.17,60.54,10
Uttar Pradesh,Auraiya,2025,69632,9,54.96,64.95,7
Uttar Pradesh,Ayodhya,2015,196406,21,88.73,54.78,19
Uttar Pradesh,Ayodhya,2016,21899,1,91.51,79.46,25
Uttar Pradesh,Ayodhya,2017,101625,28,88.78,81.48,29
Uttar Pradesh,Ayodhya,2018,180460,35,57.85,78.33,25
Uttar Pradesh,Ayodhya,2019,170666,28,62.13,71.01,0
Uttar Pradesh,Ayodhya,2020,173701,37,95.64,86.64,13
Uttar Pradesh,Ayodhya,2021,157894,9,42.44,55.87,10
Uttar Pradesh,Ayodhya,2022,49449,31,60.6,43.97,18
Uttar Pradesh,Ayodhya,2023,163230,6,44.97,45.81,5
Uttar Pradesh,Ayodhya,2024,86948,16,91.01,71.8,24
Uttar Pradesh,Ayodhya,2025,171356,35,97.12,67.43,26
Uttar Pradesh,Azamgarh,2015,132734,40,70.78,49.64,8
Uttar Pradesh,Azamgarh,2016,22821,13,58.2,76.44,26
Uttar Pradesh,Azamgarh,2017,23924,26,82.95,79.3,11
Uttar Pradesh,Azamgarh,2018,173629,49,99.34,51.88,11
Uttar Pradesh,Azamgarh,2019,40052,49,74.89,39.23,1
Uttar Pradesh,Azamgarh,2020,132112,10,96.08,91.54,23
Uttar Pradesh,Azamgarh,2021,130711,29,83.13,72.99,15
Uttar Pradesh,Azamgarh,2022,5865,29,74.48,48.91,20
Uttar Pradesh,Azamgarh,2023,39603,45,79.82,74.83,28
Uttar Pradesh,Azamgarh,2024,159719,49,81.13,65.99,10
Uttar Pradesh,Azamgarh,2025,139186,18,93.92,35.05,0
Uttar Pradesh,Baghpat,2015,185358,40,78.61,42.99,21
Uttar Pradesh,Baghpat,2016,64716,17,80.32,82.35,1
Uttar Pradesh,Baghpat,2017,5117,1,61.92,51.67,24
Uttar Pradesh,Baghpat,2018,87253,39,58.72,67.05,18
Uttar Pradesh,Baghpat,2019,76643,31,91.03,61.88,21
Uttar Pradesh,Baghpat,2020,128862,44,69.21,85.11,24
Uttar Pradesh,Baghpat,2021,111058,32,84.85,46.0,0
Uttar Pradesh,Baghpat,2022,130589,27,88.06,61.94,16
Uttar Pradesh,Baghpat,2023,41264,30,42.96,70.53,23
Uttar Pradesh,Baghpat,2024,86982,48,44.46,79.07,21
Uttar Pradesh,Baghpat,2025,12494,38,40.16,59.61,24
Uttar Pradesh,Bahraich,2015,121959,40,50.7,48.68,15
Uttar Pradesh,Bahraich,2016,102099,18,81.69,86.35,21
Uttar Pradesh,Bahraich,2017,73436,43,48.36,81.72,12
Uttar Pradesh,Bahraich,2018,19087,19,43.88,73.03,15
Uttar Pradesh,Bahraich,2019,136129,33,40.43,80.33,25
Uttar Pradesh,Bahraich,2020,174516,26,60.17,64.6,12
Uttar Pradesh,Bahraich,2021,80563,46,94.18,68.65,9
Uttar Pradesh,Bahraich,2022,192467,12,46.18,40.52,5
Uttar Pradesh,Bahraich,2023,73489,35,91.79,51.83,10
Uttar Pradesh,Bahraich,2024,195957,17,72.1,69.41,26
Uttar Pradesh,Bahraich,2025,116093,46,74.71,33.56,26
Uttar Pradesh,Ballia,2015,32806,13,91.86,63.17,9
Uttar Pradesh,Ballia,2016,182769,16,42.38,62.74,26
Uttar Pradesh,Ballia,2017,95435,11,78.03,38.87,0
Uttar Pradesh,Ballia,2018,73500,28,93.73,84.05,18
Uttar Pradesh,Ballia,2019,148372,24,50.49,48.51,29
Uttar Pradesh,Ballia,2020,160509,10,56.19,51.69,29
Uttar Pradesh,Ballia,2021,13455,31,86.78,54.64,6
Uttar Pradesh,Ballia,2022,54730,43,73.41,38.83,30
Uttar Pradesh,Ballia,2023,45087,20,76.56,69.58,23
Uttar Pradesh,Ballia,2024,105251,8,96.39,59.6,8
Uttar Pradesh,Ballia,2025,11931,21,81.08,82.96,27
Uttar Pradesh,Balrampur,2015,74486,43,84.39,70.66,22
Uttar Pradesh,Balrampur,2016,130230,1,83.18,87.23,30
Uttar Pradesh,Balrampur,2017,47456,19,70.87,51.08,22
Uttar Pradesh,Balrampur,2018,124474,39,71.44,80.85,20
Uttar Pradesh,Balrampur,2019,31300,40,65.31,87.02,18
Uttar Pradesh,Balrampur,2020,175897,44,91.89,68.08,20
Uttar Pradesh,Balrampur,2021,54868,14,61.41,87.06,16
Uttar Pradesh,Balrampur,2022,3045,50,96.24,93.37,3
Uttar Pradesh,Balrampur,2023,194754,33,86.13,34.76,10
Uttar Pradesh,Balrampur,2024,131059,10,89.51,79.95,3
Uttar Pradesh,Balrampur,2025,20467,38,84.66,67.26,27
Uttar Pradesh,Banda,2015,119058,33,52.1,86.7,25
Uttar Pradesh,Banda,2016,73794,2,67.64,40.35,14
Uttar Pradesh,Banda,2017,143111,9,66.91,34.09,5
Uttar Pradesh,Banda,2018,127985,29,63.1,54.79,27
Uttar Pradesh,Banda,2019,78901,37,78.77,93.9,10
Uttar Pradesh,Banda,2020,122440,6,58.98,83.77,4
Uttar Pradesh,Banda,2021,44165,5,56.17,44.84,23
Uttar Pradesh,Banda,2022,50622,5,81.19,90.58,23
Uttar Pradesh,Banda,2023,183139,2,84.39,94.82,22
Uttar Pradesh,Banda,2024,93245,24,81.52,59.21,20
Uttar Pradesh,Banda,2025,1899,9,82.07,47.66,12
Uttar Pradesh,Barabanki,2015,64950,49,85.3,80.25,12
Uttar Pradesh,Barabanki,2016,153523,26,81.12,46.32,12
Uttar Pradesh,Barabanki,2017,133220,14,49.72,93.13,3
Uttar Pradesh,Barabanki,2018,129552,43,88.13,56.09,21
Uttar Pradesh,Barabanki,2019,49318,31,91.22,94.18,16
Uttar Pradesh,Barabanki,2020,6881,10,91.94,52.46,17
Uttar Pradesh,Barabanki,2021,77295,46,78.33,48.31,5
Uttar Pradesh,Barabanki,2022,123708,30,43.22,75.62,12
Uttar Pradesh,Barabanki,2023,56716,42,59.42,51.34,10
Uttar Pradesh,Barabanki,2024,13082,40,77.3,91.67,15
Uttar Pradesh,Barabanki,2025,190892,22,89.1,66.19,24
Uttar Pradesh,Bareilly,2015,27318,10,72.49,42.8,20
Uttar Pradesh,Bareilly,2016,185257,12,73.54,43.98,18
Uttar Pradesh,Bareilly,2017,185628,39,87.83,86.19,16
Uttar Pradesh,Bareilly,2018,29136,38,82.41,59.05,14
Uttar Pradesh,Bareilly,2019,55921,41,86.68,51.18,25
Uttar Pradesh,Bareilly,2020,33658,28,98.04,74.05,1
Uttar Pradesh,Bareilly,2021,178129,36,64.56,61.27,28
Uttar Pradesh,Bareilly,2022,104865,8,81.66,63.05,10
Uttar Pradesh,Bareilly,2023,157800,41,54.23,34.53,21
Uttar Pradesh,Bareilly,2024,97074,22,73.02,63.75,5
Uttar Pradesh,Bareilly,2025,74378,20,89.79,63.15,12
Uttar Pradesh,Basti,2015,177336,19,44.28,74.53,0
Uttar Pradesh,Basti,2016,110609,23,53.58,49.83,15
Uttar Pradesh,Basti,2017,60190,9,59.43,84.2,20
Uttar Pradesh,Basti,2018,5673,39,61.64,94.01,15
Uttar Pradesh,Basti,2019,90721,24,60.78,52.51,7
Uttar Pradesh,Basti,2020,82516,5,77.78,59.66,6
Uttar Pradesh,Basti,2021,170220,28,75.05,67.98,13
Uttar Pradesh,Basti,2022,131854,25,80.9,46.46,23
Uttar Pradesh,Basti,2023,164608,27,61.32,90.66,16
Uttar Pradesh,Basti,2024,37198,43,94.9,35.34,3
Uttar Pradesh,Basti,2025,149498,34,90.3,60.46,26
Uttar Pradesh,Bhadohi,2015,154940,29,96.56,92.21,1
Uttar Pradesh,Bhadohi,2016,41918,23,62.57,40.18,13
Uttar Pradesh,Bhadohi,2017,55562,28,67.92,82.9,21
Uttar Pradesh,Bhadohi,2018,56774,41,74.15,32.54,23
Uttar Pradesh,Bhadohi,2019,19079,40,65.59,37.36,20
Uttar Pradesh,Bhadohi,2020,72072,34,77.69,70.2,2
Uttar Pradesh,Bhadohi,2021,188015,48,44.57,58.6,4
Uttar Pradesh,Bhadohi,2022,159052,23,97.72,69.69,6
Uttar Pradesh,Bhadohi,2023,4530,19,64.97,37.95,19
Uttar Pradesh,Bhadohi,2024,53121,33,80.2,84.04,22
Uttar Pradesh,Bhadohi,2025,22012,41,79.58,54.78,17
Uttar Pradesh,Bijnor,2015,43743,0,71.46,92.6,21
Uttar Pradesh,Bijnor,2016,90336,30,77.57,36.01,17
Uttar Pradesh,Bijnor,2017,56026,24,67.74,54.34,4
Uttar Pradesh,Bijnor,2018,29851,10,72.64,68.87,11
Uttar Pradesh,Bijnor,2019,79114,44,85.85,42.79,9
Uttar Pradesh,Bijnor,2020,46729,23,52.0,52.46,2
Uttar Pradesh,Bijnor,2021,124385,27,86.65,85.29,7
Uttar Pradesh,Bijnor,2022,13458,30,94.16,37.5,6
Uttar Pradesh,Bijnor,2023,178542,44,72.65,39.81,3
Uttar Pradesh,Bijnor,2024,2493,11,52.59,65.0,25
Uttar Pradesh,Bijnor,2025,104090,18,65.64,81.95,30
Uttar Pradesh,Budaun,2015,186813,30,85.69,92.15,6
Uttar Pradesh,Budaun,2016,141227,26,58.67,47.58,26
Uttar Pradesh,Budaun,2017,137587,47,40.54,59.45,16
Uttar Pradesh,Budaun,2018,60061,5,42.79,84.57,13
Uttar Pradesh,Budaun,2019,54276,43,58.87,32.75,24
Uttar Pradesh,Budaun,2020,4311,1,85.01,79.53,19
Uttar Pradesh,Budaun,2021,61223,47,79.28,69.26,27
Uttar Pradesh,Budaun,2022,184596,6,85.33,30.87,16
Uttar Pradesh,Budaun,2023,55768,23,83.81,79.94,2
Uttar Pradesh,Budaun,2024,93995,25,86.05,74.81,16
Uttar Pradesh,Budaun,2025,55591,17,86.51,38.01,25
Uttar Pradesh,Bulandshahr,2015,48391,5,40.06,69.51,15
Uttar Pradesh,Bulandshahr,2016,149524,20,99.11,48.32,17
Uttar Pradesh,Bulandshahr,2017,100136,44,46.19,46.49,22
Uttar Pradesh,Bulandshahr,2018,66855,30,46.33,45.4,6
Uttar Pradesh,Bulandshahr,2019,186386,6,97.23,56.74,10
Uttar Pradesh,Bulandshahr,2020,26475,21,85.74,42.71,30
Uttar Pradesh,Bulandshahr,2021,114235,17,51.64,59.2,0
Uttar Pradesh,Bulandshahr,2022,180270,48,96.47,36.55,20
Uttar Pradesh,Bulandshahr,2023,35310,50,86.72,53.39,21
Uttar Pradesh,Bulandshahr,2024,197153,3,69.97,73.29,22
Uttar Pradesh,Bulandshahr,2025,54277,28,97.54,83.02,22
Uttar Pradesh,Chandauli,2015,89580,31,49.81,88.62,22
Uttar Pradesh,Chandauli,2016,175777,32,47.57,53.6,18
Uttar Pradesh,Chandauli,2017,152745,47,97.12,69.86,24
Uttar Pradesh,Chandauli,2018,123213,38,47.28,79.52,16
Uttar Pradesh,Chandauli,2019,198296,6,48.18,46.3,22
Uttar Pradesh,Chandauli,2020,51730,2,77.29,53.36,25
Uttar Pradesh,Chandauli,2021,55904,1,53.31,83.53,15
Uttar Pradesh,Chandauli,2022,137871,42,92.35,68.37,29
Uttar Pradesh,Chandauli,2023,186908,38,51.3,53.44,20
Uttar Pradesh,Chandauli,2024,135463,19,45.2,87.25,16
Uttar Pradesh,Chandauli,2025,43486,8,46.44,71.27,24
Uttar Pradesh,Chitrakoot,2015,56439,45,63.64,37.99,10
Uttar Pradesh,Chitrakoot,2016,150571,11,74.71,42.61,16
Uttar Pradesh,Chitrakoot,2017,194661,14,50.03,50.03,17
Uttar Pradesh,Chitrakoot,2018,63116,23,42.95,49.03,16
Uttar Pradesh,Chitrakoot,2019,89794,22,92.35,37.2,6
Uttar Pradesh,Chitrakoot,2020,36439,12,94.94,36.5,27
Uttar Pradesh,Chitrakoot,2021,157587,36,46.62,83.84,27
Uttar Pradesh,Chitrakoot,2022,91464,3,70.51,94.7,9
Uttar Pradesh,Chitrakoot,2023,131852,47,92.48,68.28,28
Uttar Pradesh,Chitrakoot,2024,119427,26,55.69,43.04,21
Uttar Pradesh,Chitrakoot,2025,3456,13,80.38,83.11,13
Uttar Pradesh,Deoria,2015,196164,45,53.49,59.73,30
Uttar Pradesh,Deoria,2016,181748,31,89.04,50.6,7
