state,district,year,exports,imports,trade_balance,foreign_investment,tariff_rate,trade_partners,export_growth
Arunachal Pradesh,Upper Subansiri,2018,56.45,27.2,28.26,82.06,83.09,61.6,64.99
Nagaland,Mon,2020,51.48,62.87,39.75,17.03,79.88,31.92,43.81
Himachal Pradesh,Hamirpur,2023,81.21,16.09,68.56,67.45,80.5,22.71,42.37
Andhra Pradesh,Srikakulam,2021,52.36,70.16,36.41,42.09,67.82,77.82,48.81
Karnataka,Bengaluru Rural,2017,51.02,30.3,82.85,50.29,64.5,21.68,20.4
Chhattisgarh,Balrampur,2017,21.05,12.51,25.98,18.26,65.42,34.11,59.86
Goa,North Goa,2025,44.8,19.14,66.47,71.33,41.25,70.1,43.47
Karnataka,Davanagere,2024,32.88,60.56,66.97,36.05,25.44,50.78,33.66
Bihar,Bhojpur,2016,49.41,16.98,59.3,16.71,67.31,92.53,64.96
Madhya Pradesh,Khargone,2015,28.57,46.8,60.8,98.47,69.31,83.19,78.98
Maharashtra,Thane,2022,90.41,54.89,10.5,31.88,40.42,73.97,38.54
Uttar Pradesh,Ghazipur,2016,97.01,60.62,61.69,66.71,94.22,59.99,19.68
Odisha,Malkangiri,2023,52.29,65.11,44.49,88.99,87.98,63.68,45.73
Assam,Kokrajhar,2019,36.65,79.81,27.91,59.42,74.79,70.94,90.05
Assam,Kamrup,2021,40.09,64.66,77.84,77.95,25.9,67.18,70.35
Maharashtra,Jalgaon,2022,38.22,52.46,68.15,58.99,29.11,88.05,93.15
Arunachal Pradesh,Lepa Rada,2019,28.99,48.11,78.2,12.91,53.46,38.48,79.87
Meghalaya,South West Khasi Hills,2015,86.45,88.46,49.41,98.64,94.37,19.07,93.92
Madhya Pradesh,Shajapur,2018,73.59,31.81,41.61,98.07,94.5,80.29,67.59
Uttar Pradesh,Mathura,2021,79.76,87.95,77.69,17.35,15.86,63.8,50.55
Rajasthan,Phalodi,2020,75.29,20.17,22.31,29.35,51.22,21.79,41.91
Bihar,Siwan,2015,23.51,57.68,44.84,88.17,10.88,41.39,34.41
Maharashtra,Beed,2017,70.7,39.13,88.94,89.97,83.38,69.46,85.86
Uttar Pradesh,Gonda,2017,86.01,24.15,19.68,72.81,66.77,56.51,45.1
West Bengal,Kolkata,2022,15.23,37.74,62.63,45.31,23.86,17.24,48.67
Madhya Pradesh,Shivpuri,2015,24.27,79.03,78.43,13.94,23.87,53.97,54.34
Chhattisgarh,Bastar,2020,36.02,10.45,56.88,35.62,86.2,81.67,75.2
Assam,Lakhimpur,2022,78.35,33.51,71.56,82.75,33.72,74.5,88.14
Bihar,Jamui,2024,92.19,61.98,20.28,34.24,52.14,96.88,31.78
Haryana,Bhiwani,2024,91.06,49.15,46.79,23.84,78.81,51.15,59.32
Punjab,Barnala,2018,66.82,30.61,49.09,97.71,82.89,80.33,19.85
Arunachal Pradesh,Leparada,2022,23.7,79.77,35.08,88.22,71.77,29.63,84.99
Uttar Pradesh,Muzaffarnagar,2025,51.02,74.08,48.54,64.66,80.63,91.58,51.26
Maharashtra,Jalna,2023,16.5,63.84,43.19,84.94,45.63,90.29,18.23
Andhra Pradesh,NTR,2020,26.16,67.83,77.43,88.95,40.73,22.25,71.51
West Bengal,Alipurduar,2021,30.85,19.43,45.72,52.45,61.8,23.57,35.1
Goa,South Goa,2021,92.36,41.42,40.96,36.46,24.55,97.61,86.2
Rajasthan,Kekri,2018,35.56,19.23,60.6,94.04,66.02,63.16,64.65
Arunachal Pradesh,Lower Dibang Valley,2018,33.94,45.43,53.34,20.45,19.98,30.34,69.9
Meghalaya,South West Garo Hills,2019,27.21,51.92,34.29,35.99,97.53,65.45,92.08
Haryana,Sonipat,2023,14.83,18.44,25.46,60.69,33.77,21.26,48.77
Tamil Nadu,Chengalpattu,2021,23.0,81.43,37.21,55.88,56.42,59.43,75.05
Assam,Morigaon,2020,29.63,44.2,94.63,47.09,69.2,38.94,65.72
Punjab,Sri Muktsar Sahib,2020,85.51,44.92,52.32,28.79,87.31,63.81,23.65
Uttar Pradesh,Kaushambi,2016,26.11,15.05,85.67,76.43,82.02,97.04,68.59
Arunachal Pradesh,Tirap,2016,95.86,70.31,68.57,91.66,84.41,59.84,93.07
Rajasthan,Kotputli-Behror,2023,63.15,33.78,65.12,98.38,31.36,60.82,90.12
Rajasthan,Dholpur,2023,96.04,50.12,83.72,76.93,31.79,12.1,41.63
Madhya Pradesh,Sagar,2025,72.56,55.79,70.09,84.03,10.74,66.46,77.95
Himachal Pradesh,Kullu,2019,80.6,40.52,54.45,77.74,99.46,18.92,59.35
Maharashtra,Jalna,2015,88.97,75.21,21.28,44.71,22.99,51.0,37.5
Jharkhand,Lohardaga,2025,79.52,54.01,45.77,35.15,88.21,87.65,72.36
Rajasthan,Jodhpur,2017,95.8,19.84,85.36,75.42,18.3,35.02,55.47
Madhya Pradesh,Vidisha,2025,40.57,69.12,76.07,50.98,42.48,83.57,63.29
Kerala,Kottayam,2016,38.47,88.41,42.64,40.31,28.53,62.06,17.11
Tripura,Gomati,2022,47.16,48.93,84.98,71.45,82.37,54.1,67.07
Karnataka,Tumakuru,2016,61.67,29.16,96.8,65.26,66.24,47.14,48.57
Bihar,Muzaffarpur,2020,24.16,68.68,47.24,14.85,76.51,21.29,78.06
Chhattisgarh,Mahasamund,2022,27.42,72.49,97.44,39.74,38.04,53.55,46.66
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2025,18.98,90.5,34.03,69.25,63.62,75.78,65.01
Rajasthan,Kotputli-Behror,2022,31.8,57.55,88.9,78.42,53.64,64.79,56.24
Nagaland,Dimapur,2020,28.72,68.47,59.03,100.0,53.72,40.01,78.15
Odisha,Jharsuguda,2021,82.13,77.15,96.71,88.16,59.46,40.51,25.73
Odisha,Boudh,2018,43.28,59.53,68.27,31.31,20.27,68.91,85.28
Odisha,Kendujhar (Keonjhar),2017,75.41,27.9,82.75,83.23,69.16,14.64,83.87
Madhya Pradesh,Burhanpur,2022,42.6,79.15,53.75,68.0,28.56,10.39,59.87
Gujarat,Surat,2018,18.19,55.2,53.09,12.82,44.41,91.79,26.23
Manipur,Pherzawl,2019,33.02,44.12,86.1,84.76,75.44,43.64,94.15
Maharashtra,Raigad,2021,22.95,87.02,67.69,32.83,64.13,28.52,49.58
Nagaland,Phek,2016,32.14,64.23,59.59,25.74,74.05,33.44,25.49
Maharashtra,Nanded,2024,30.4,48.73,48.47,86.65,83.52,21.72,42.1
Meghalaya,South West Garo Hills,2020,36.15,12.28,69.66,12.12,23.73,87.2,15.46
Rajasthan,Sawai Madhopur,2021,11.31,76.94,15.18,55.72,57.95,40.85,70.22
Andhra Pradesh,Vizianagaram,2017,53.72,10.72,53.15,61.43,49.3,85.1,16.02
Karnataka,Bengaluru Urban,2022,31.02,59.71,91.0,52.77,30.38,12.85,59.62
Manipur,Ukhrul,2019,98.19,66.73,44.45,93.95,37.51,26.58,47.91
Uttar Pradesh,Chitrakoot,2022,21.69,85.55,67.26,60.09,30.19,68.43,10.39
Telangana,Sangareddy,2021,95.66,59.97,21.39,32.79,67.04,16.67,82.94
Madhya Pradesh,Datia,2019,21.8,78.97,66.49,21.54,73.8,95.64,33.29
Meghalaya,West Jaintia Hills,2023,45.24,32.21,26.98,85.78,20.07,25.36,93.59
Odisha,Sambalpur,2023,66.39,11.63,35.66,59.6,45.32,71.55,37.52
Uttarakhand,Pauri Garhwal,2015,86.83,37.38,25.72,67.79,75.11,35.4,48.37
Odisha,Balasore,2020,53.34,97.45,26.02,48.5,57.61,91.16,68.32
Bihar,Gaya,2022,38.07,17.38,71.82,34.19,93.67,19.37,79.72
Madhya Pradesh,Ratlam,2019,36.3,91.63,36.05,47.33,92.31,53.3,39.61
Telangana,Hyderabad,2017,33.18,53.14,99.72,81.65,42.99,79.12,93.32
Mizoram,Hnahthial,2025,80.46,68.95,29.75,52.4,47.74,60.83,94.23
Haryana,Charkhi Dadri,2025,47.19,93.35,30.34,70.18,23.32,17.54,50.86
Madhya Pradesh,Balaghat,2023,66.93,59.76,88.66,81.17,16.76,51.7,51.02
Gujarat,Jamnagar,2025,97.06,22.42,70.48,81.23,75.67,22.23,32.99
Nagaland,Longleng,2023,64.46,42.31,84.79,32.09,12.44,36.09,42.76
Jharkhand,Jamtara,2024,82.24,98.72,15.18,61.63,66.94,32.53,69.64
Jharkhand,Godda,2018,34.91,78.36,51.7,30.25,19.94,12.56,77.61
Telangana,Medak,2021,74.52,82.01,34.99,83.71,52.67,96.55,93.83
Uttar Pradesh,Pratapgarh,2019,65.08,91.2,25.11,92.06,62.93,98.46,19.15
Chhattisgarh,Sarangarh-Bilaigarh,2020,68.31,19.98,36.89,27.4,94.91,44.41,20.67
Meghalaya,South West Khasi Hills,2022,63.74,85.32,98.67,99.86,79.33,76.02,13.16
Chhattisgarh,Mungeli,2017,64.25,16.18,33.92,46.18,81.88,33.72,67.32
Uttar Pradesh,Lucknow,2022,51.63,93.57,35.95,84.62,87.57,27.13,45.01
Assam,Karbi Anglong,2022,55.43,95.7,58.23,57.34,29.51,36.74,44.43
Uttar Pradesh,Moradabad,2016,94.35,90.16,40.45,23.4,42.7,69.07,55.9
Madhya Pradesh,Chhatarpur,2023,64.57,69.93,50.15,88.1,58.71,36.44,73.31
Maharashtra,Bhandara,2015,82.1,39.36,50.78,35.55,90.83,91.67,56.91
Rajasthan,Jhalawar,2025,93.36,70.82,11.09,61.83,81.06,99.64,27.83
Rajasthan,Kekri,2021,13.98,36.24,21.49,95.85,22.12,30.24,68.95
Assam,South Salmara-Mankachar,2023,16.53,26.11,36.21,63.29,59.56,72.64,40.64
Rajasthan,Bhilwara,2023,84.01,49.44,94.43,61.92,46.28,30.65,91.44
Jharkhand,Deoghar,2015,12.26,97.98,13.2,60.39,16.79,30.6,31.98
Maharashtra,Chandrapur,2023,60.41,17.78,24.92,30.25,18.04,58.18,54.6
Gujarat,Banaskantha,2017,25.46,35.46,46.23,25.44,27.86,24.45,57.02
Andhra Pradesh,Srikakulam,2021,88.65,18.93,63.33,23.71,20.27,83.85,72.47
Madhya Pradesh,Damoh,2017,88.49,56.65,75.5,54.97,24.33,23.78,83.1
Odisha,Dhenkanal,2021,16.03,98.74,45.84,23.82,31.79,60.67,24.2
Kerala,Kollam,2025,40.14,42.0,30.95,77.4,43.22,69.14,32.28
Madhya Pradesh,Vidisha,2022,78.15,39.39,67.46,98.68,10.2,26.27,55.19
Tamil Nadu,Nilgiris,2017,61.02,63.85,85.12,96.82,58.39,18.6,94.41
Bihar,Kaimur,2024,45.63,21.79,17.02,82.9,81.16,46.29,34.42
Tamil Nadu,Namakkal,2018,61.19,90.23,94.83,11.03,70.01,82.61,15.85
West Bengal,Paschim Bardhaman,2021,87.76,20.29,84.64,96.29,92.14,14.53,45.61
Andhra Pradesh,Prakasam,2021,78.64,26.23,63.67,66.91,71.45,84.53,39.28
Tamil Nadu,Tirunelveli,2024,86.72,63.0,65.98,67.17,93.09,34.28,68.66
Madhya Pradesh,Morena,2023,10.64,61.8,61.9,44.2,84.35,22.06,49.07
Jharkhand,Pakur,2018,60.59,87.34,53.09,89.31,33.41,41.02,24.38
Uttarakhand,Champawat,2025,75.85,37.27,72.31,38.54,66.53,99.39,27.59
Uttar Pradesh,Kushinagar,2015,84.59,97.68,16.8,12.21,38.95,71.33,80.89
Haryana,Karnal,2023,35.9,71.02,38.59,71.98,62.97,44.43,43.76
Tamil Nadu,Thiruvallur,2017,84.07,83.87,20.53,96.25,24.51,71.38,28.41
Jharkhand,Lohardaga,2020,54.98,23.06,41.3,67.85,91.91,97.4,50.09
Telangana,Karimnagar,2025,45.91,66.32,52.83,63.58,74.29,33.42,95.84
Rajasthan,Rajsamand,2024,77.09,64.49,33.59,71.76,80.03,21.18,11.48
West Bengal,Cooch Behar,2023,30.98,78.17,54.67,80.05,74.45,54.01,89.28
Madhya Pradesh,Ashoknagar,2022,82.91,37.13,44.76,79.91,97.39,89.33,47.05
Punjab,Ludhiana,2024,48.19,82.55,89.14,71.42,99.68,41.92,18.04
Uttar Pradesh,Ayodhya,2021,74.23,71.44,35.43,54.82,15.05,54.51,45.84
Andhra Pradesh,Sri Potti Sriramulu Nellore,2021,48.99,56.32,61.36,97.34,80.13,58.55,78.88
Uttar Pradesh,Gorakhpur,2022,62.26,65.42,25.15,26.53,72.45,41.5,28.75
Manipur,Tengnoupal,2021,39.69,13.91,76.83,12.23,81.24,13.47,38.97
Uttar Pradesh,Auraiya,2015,55.77,47.13,12.42,78.04,17.33,58.53,31.38
Bihar,Madhepura,2022,78.51,82.33,36.9,50.08,94.19,89.01,21.97
Rajasthan,Jodhpur,2018,50.39,68.36,43.77,80.55,79.12,18.85,36.17
Maharashtra,Latur,2023,49.05,58.66,46.39,73.69,68.54,12.34,67.24
Madhya Pradesh,Ujjain,2019,63.07,68.79,91.05,71.56,57.97,38.46,38.9
Punjab,Malerkotla,2018,27.13,69.63,54.55,37.07,12.76,95.4,89.4
Karnataka,Gadag,2024,71.35,42.89,17.39,17.69,60.1,94.8,73.82
Karnataka,Gadag,2016,21.37,52.29,37.4,50.94,16.47,98.51,55.15
Haryana,Yamunanagar,2018,42.34,89.2,47.06,27.54,93.93,17.68,61.0
Sikkim,Namchi,2020,27.13,70.41,19.67,54.14,50.51,37.17,31.45
Rajasthan,Ajmer,2021,52.33,15.42,60.98,46.69,29.89,50.48,26.93
Meghalaya,West Khasi Hills,2025,62.44,61.08,82.89,10.52,76.09,45.63,85.63
Chhattisgarh,Bastar,2025,75.33,16.68,96.23,14.11,16.1,78.01,55.43
Rajasthan,Banswara,2018,78.21,51.44,92.99,13.8,41.82,50.17,39.79
Odisha,Gajapati,2015,11.97,88.68,81.59,85.87,55.92,67.7,41.38
Rajasthan,Ajmer,2025,45.89,86.17,57.54,65.41,57.52,36.15,99.97
Rajasthan,Jhunjhunu,2015,94.26,23.34,52.74,52.38,84.99,93.65,74.16
Rajasthan,Barmer,2015,42.65,60.14,66.64,70.09,27.8,76.1,29.53
Tamil Nadu,Pudukkottai,2021,10.09,69.36,71.95,71.76,80.14,45.52,69.35
Andhra Pradesh,Prakasam,2025,73.95,37.52,50.96,67.99,51.46,40.81,63.27
Uttar Pradesh,Gonda,2015,42.99,51.96,51.06,71.14,25.4,16.38,33.91
Andhra Pradesh,Kakinada,2023,39.12,52.06,92.77,68.31,76.1,23.53,15.86
Telangana,Jayashankar Bhupalpally,2015,12.09,88.23,96.68,85.63,31.86,40.02,17.07
Uttar Pradesh,Gorakhpur,2022,85.49,67.56,37.37,82.09,83.15,34.71,52.4
Rajasthan,Jodhpur,2021,32.02,27.44,40.07,37.62,40.97,48.15,44.95
West Bengal,Murshidabad,2017,83.09,61.47,59.06,87.66,30.0,61.32,90.64
Chhattisgarh,Surguja,2015,19.55,31.13,83.45,91.13,61.6,91.71,75.28
Madhya Pradesh,Shahdol,2025,54.75,36.33,12.18,28.26,85.76,85.77,41.13
Maharashtra,Nanded,2015,67.24,94.94,64.89,76.21,75.55,80.07,25.64
Tamil Nadu,Pudukkottai,2015,73.08,76.98,85.91,39.47,44.05,38.9,27.66
Uttar Pradesh,Deoria,2018,22.64,12.59,84.06,92.53,90.28,79.53,27.63
Assam,Morigaon,2024,19.18,78.67,41.1,97.23,95.38,30.43,80.05
Jharkhand,East Singhbhum,2016,30.4,75.8,15.11,39.6,77.86,18.28,93.67
Telangana,Yadadri Bhuvanagiri,2023,26.24,99.84,45.77,92.45,90.7,71.69,30.45
Maharashtra,Mumbai Suburban,2017,94.15,56.9,60.12,10.42,98.22,93.95,83.49
Maharashtra,Buldhana,2017,54.54,86.33,68.83,46.28,82.74,90.45,17.28
Maharashtra,Solapur,2015,40.11,75.22,55.1,16.09,53.72,32.99,88.95
Assam,Karbi Anglong,2019,98.34,25.15,88.06,57.46,93.79,45.78,38.25
Tamil Nadu,Tiruvannamalai,2020,71.83,66.04,11.78,21.1,72.27,38.72,41.27
Himachal Pradesh,Chamba,2023,18.34,77.05,32.56,79.89,28.26,63.07,35.82
Bihar,Samastipur,2018,27.56,13.39,24.04,85.09,35.57,32.14,27.38
Mizoram,Serchhip,2018,62.17,81.44,39.18,51.56,22.69,85.84,36.44
Andhra Pradesh,Anantapur,2018,45.78,98.72,35.03,23.42,40.29,96.04,67.9
Bihar,Begusarai,2018,75.81,69.94,40.42,84.23,18.61,10.03,34.87
Uttar Pradesh,Bhadohi,2019,30.94,65.22,63.2,53.83,65.26,36.42,97.18
Jharkhand,Chatra,2025,15.47,55.61,41.17,11.32,79.08,25.55,45.84
Odisha,Khordha,2017,40.93,70.81,78.52,51.5,48.78,70.07,23.24
Assam,Kamrup,2016,92.31,31.97,66.13,95.65,87.57,84.31,80.8
Assam,Karbi Anglong,2021,67.89,14.38,92.71,96.08,48.85,79.69,95.62
Uttarakhand,Rudraprayag,2018,34.74,20.11,10.02,83.96,67.01,59.23,83.01
Uttarakhand,Champawat,2022,32.28,82.8,38.56,78.43,88.62,57.64,90.26
Arunachal Pradesh,Tawang,2016,56.62,57.32,26.36,15.08,41.41,67.48,80.59
Tripura,North Tripura,2025,10.41,85.11,97.91,11.6,62.2,47.9,69.96
Mizoram,Khawzawl,2015,60.8,52.01,10.3,36.5,25.51,52.08,69.11
Odisha,Jajpur,2023,70.28,99.8,52.97,20.1,11.43,29.76,85.91
Andhra Pradesh,West Godavari,2017,34.25,57.58,31.58,73.65,69.91,56.88,57.7
Tamil Nadu,Thanjavur,2016,11.09,33.03,62.23,92.41,30.21,82.33,84.99
Punjab,Amritsar,2017,11.87,77.41,83.87,65.12,92.21,69.16,65.75
Andhra Pradesh,Sri Potti Sriramulu Nellore,2017,75.06,60.93,60.53,40.06,23.28,33.1,45.49
Tamil Nadu,Ariyalur,2024,57.33,50.77,93.87,23.15,39.5,72.12,70.65
Madhya Pradesh,Datia,2024,97.25,71.45,68.36,64.86,64.29,23.13,22.39
West Bengal,Jalpaiguri,2022,91.38,92.21,83.16,90.37,80.26,94.79,42.75
Uttar Pradesh,Etawah,2023,80.72,47.66,87.02,48.94,82.83,46.26,96.5
Tamil Nadu,Karur,2017,18.6,78.13,76.71,46.68,62.79,51.16,50.36
Uttar Pradesh,Auraiya,2017,49.06,92.18,17.07,71.87,42.98,21.67,33.69
Goa,South Goa,2017,88.47,35.93,28.85,18.2,21.22,50.2,39.52
West Bengal,Uttar Dinajpur,2018,61.76,29.18,53.94,73.36,48.93,25.97,24.13
Telangana,Narayanpet,2023,67.24,82.95,98.77,88.09,95.77,60.01,88.16
Madhya Pradesh,Bhopal,2025,66.86,37.57,28.03,18.63,29.76,78.26,78.32
Assam,Jorhat,2020,73.55,91.86,60.31,18.36,47.77,16.96,49.25
Uttarakhand,Tehri Garhwal,2017,14.08,70.33,22.83,47.71,30.88,15.67,96.48
Tripura,West Tripura,2020,28.32,96.97,49.64,32.27,90.77,31.15,92.09
Andhra Pradesh,Anantapur,2020,59.47,64.59,54.75,14.92,81.04,36.74,41.47
Uttar Pradesh,Bijnor,2022,22.35,68.41,10.85,38.3,69.02,73.21,93.06
Tripura,Gomati,2022,14.75,11.2,65.17,89.79,60.49,94.16,34.25
Andhra Pradesh,Palnadu,2021,45.12,16.42,85.01,73.25,68.21,54.78,52.09
Karnataka,Hassan,2022,19.93,20.84,85.93,18.96,49.32,31.01,37.71
Assam,Darrang,2021,37.93,25.9,60.81,97.38,88.12,84.45,90.72
Goa,North Goa,2022,58.06,76.66,95.24,90.42,39.91,63.65,78.98
Arunachal Pradesh,Changlang,2015,35.7,22.66,91.01,73.67,31.91,84.88,84.46
Punjab,Bathinda,2025,95.05,83.77,30.8,84.79,71.15,13.37,62.01
Maharashtra,Hingoli,2019,14.6,99.84,85.58,97.08,65.46,30.48,54.79
Telangana,Narayanpet,2024,85.6,29.08,97.99,12.41,61.17,62.65,61.47
Bihar,West Champaran,2015,35.75,95.14,48.23,44.5,36.59,67.94,31.87
Haryana,Panchkula,2016,96.28,97.93,73.35,70.71,58.31,97.13,16.44
Uttarakhand,Nainital,2024,75.12,70.52,43.65,12.89,73.46,51.91,91.03
Arunachal Pradesh,Lepa Rada,2020,58.51,46.61,45.5,32.06,55.44,96.21,42.42
Uttar Pradesh,Siddharthnagar,2017,31.8,14.71,44.58,29.36,58.23,66.08,95.69
Punjab,Fazilka,2023,40.65,50.44,85.97,77.94,25.66,96.66,36.35
Madhya Pradesh,Barwani,2015,47.8,51.26,16.37,10.96,73.03,32.37,16.59
Rajasthan,Bharatpur,2022,35.67,55.12,56.99,28.01,84.38,90.0,51.32
Rajasthan,Churu,2025,64.83,90.13,11.66,70.62,68.08,16.4,42.37
Bihar,Lakhisarai,2017,99.96,95.79,85.25,69.19,11.5,25.62,49.16
Uttar Pradesh,Bahraich,2024,32.57,19.25,95.61,81.4,57.91,18.52,99.91
Tamil Nadu,Kallakurichi,2020,74.53,70.58,25.07,12.94,16.08,38.64,67.7
Chhattisgarh,Janjgir-Champa,2024,23.65,18.71,41.27,92.46,98.7,58.62,66.24
Bihar,Kishanganj,2017,12.5,23.02,85.16,28.59,68.54,84.7,38.4
Karnataka,Bidar,2023,11.52,60.74,64.28,24.33,52.19,63.21,78.55
Assam,West Karbi Anglong,2015,61.71,93.06,15.55,91.22,23.8,78.57,69.47
Arunachal Pradesh,East Siang,2020,31.9,25.01,34.11,29.9,58.48,14.82,62.94
Tripura,Dhalai,2015,61.61,75.9,57.04,80.63,64.07,15.64,35.06
Chhattisgarh,Balrampur,2025,93.37,21.25,48.51,28.55,73.84,13.72,46.63
Odisha,Balasore,2025,50.34,62.99,13.56,84.07,76.24,47.07,88.35
Madhya Pradesh,Sheopur,2017,80.48,68.71,49.28,64.6,35.11,68.54,28.74
Manipur,Imphal West,2017,81.26,53.93,48.42,20.61,48.96,69.62,18.68
Andhra Pradesh,Kakinada,2020,28.97,44.81,91.58,18.22,98.7,28.51,54.76
Odisha,Kendrapara,2023,62.08,57.84,19.43,27.56,29.3,40.43,46.64
Andhra Pradesh,Srikakulam,2021,27.99,40.6,73.56,22.93,89.13,18.42,31.68
Jharkhand,Simdega,2022,84.89,98.18,52.03,29.63,29.23,39.12,76.35
Maharashtra,Parbhani,2019,53.12,70.85,14.42,42.93,46.78,20.88,35.02
Maharashtra,Palghar,2024,58.67,16.59,88.44,26.79,53.31,51.75,42.02
Jharkhand,Latehar,2018,54.14,79.54,26.48,57.54,85.73,62.44,50.57
Odisha,Koraput,2018,72.68,57.87,40.24,31.38,26.52,69.56,56.8
Punjab,Bathinda,2018,14.57,22.5,19.35,25.98,88.05,31.72,60.45
Assam,Tinsukia,2019,43.69,96.44,37.56,18.83,23.28,39.85,11.92
Manipur,Imphal East,2021,72.69,69.79,21.58,27.6,68.41,39.7,31.37
Maharashtra,Wardha,2017,56.27,55.47,87.04,17.2,32.48,55.06,86.54
Uttar Pradesh,Bijnor,2019,57.56,21.59,87.03,23.27,21.51,31.13,47.49
Rajasthan,Baran,2019,62.44,70.03,37.01,49.96,48.09,94.69,82.31
Karnataka,Raichur,2017,59.2,57.77,54.93,91.27,78.12,61.86,45.14
West Bengal,Kalimpong,2025,78.68,86.98,55.13,96.01,84.01,65.61,55.6
Odisha,Deogarh,2017,43.64,70.71,66.38,32.48,45.78,71.74,91.67
Andhra Pradesh,Palnadu,2022,46.05,48.34,22.92,69.8,95.49,85.79,62.98
Bihar,Siwan,2015,63.85,52.79,52.09,98.04,22.16,91.23,59.27
Uttar Pradesh,Kanpur Nagar,2021,20.42,95.41,38.28,58.39,20.27,67.56,98.9
Madhya Pradesh,Niwari,2020,49.81,51.25,70.43,92.39,66.6,91.56,10.9
Tamil Nadu,Theni,2017,68.83,66.13,25.72,84.3,32.74,29.3,21.95
Tamil Nadu,Thanjavur,2015,30.86,24.31,58.29,54.5,72.47,67.55,83.2
Uttar Pradesh,Amroha,2017,20.78,28.2,94.88,86.21,53.5,90.64,51.51
Odisha,Deogarh,2019,77.37,26.62,40.4,58.94,93.03,50.47,21.67
Uttar Pradesh,Deoria,2025,71.49,21.85,13.62,24.47,70.6,77.15,99.79
Uttar Pradesh,Auraiya,2019,95.56,80.84,85.1,37.64,34.92,98.67,88.64
Punjab,Sangrur,2024,76.06,16.39,24.39,25.57,26.43,33.18,14.85
Bihar,Bhagalpur,2021,63.13,59.13,88.19,32.68,93.88,27.55,44.58
Kerala,Thrissur,2023,81.05,65.2,40.09,60.71,16.4,86.72,14.99
Karnataka,Kolar,2015,82.13,77.27,77.6,28.24,81.2,67.34,32.79
Maharashtra,Buldhana,2018,18.22,12.19,67.01,75.96,97.89,30.57,27.68
Uttar Pradesh,Jaunpur,2022,41.27,71.99,30.16,85.62,74.16,99.17,21.64
Karnataka,Davanagere,2024,42.6,27.32,20.78,43.51,17.17,87.38,77.88
Madhya Pradesh,Guna,2019,72.59,42.88,39.19,35.1,10.94,17.09,27.87
Rajasthan,Sirohi,2024,38.94,92.45,78.41,28.21,23.5,66.63,69.77
Haryana,Mahendragarh,2025,73.18,93.62,11.36,11.16,68.39,50.76,19.91
Assam,Kokrajhar,2021,31.59,71.09,28.54,16.69,55.2,78.49,52.12
Kerala,Thrissur,2018,14.28,88.57,64.59,31.3,72.45,39.48,26.5
Haryana,Jhajjar,2025,85.13,18.64,44.07,85.99,70.96,42.08,99.33
Telangana,Hyderabad,2019,83.35,95.98,44.88,14.86,81.21,13.28,47.0
Karnataka,Belagavi,2020,93.25,40.63,45.94,35.57,75.73,84.39,87.41
Assam,Sonitpur,2016,98.19,34.12,48.35,20.92,74.12,55.01,52.18
Madhya Pradesh,Dhar,2015,64.77,16.12,58.1,29.67,82.12,68.67,51.16
Kerala,Thrissur,2017,87.7,84.68,46.57,29.22,29.72,27.98,60.36
Rajasthan,Sirohi,2019,53.05,78.05,87.42,38.95,28.97,32.18,33.66
Haryana,Yamunanagar,2017,20.83,50.36,87.43,85.23,10.79,52.85,36.17
Arunachal Pradesh,Siang,2021,32.96,37.3,92.34,18.0,78.11,36.23,62.22
Telangana,Mancherial,2018,28.37,66.17,13.37,16.63,75.03,57.89,98.25
Bihar,Saharsa,2022,57.92,32.43,97.57,32.75,86.87,74.58,88.11
Tamil Nadu,Thoothukudi,2022,71.87,68.23,54.72,34.49,27.35,49.01,60.52
West Bengal,Purulia,2024,81.17,51.67,45.87,29.25,29.91,97.23,30.11
Assam,Charaideo,2022,56.58,78.93,74.49,78.81,13.88,15.81,60.49
Meghalaya,South West Garo Hills,2018,63.33,55.55,97.68,26.07,36.05,73.63,75.04
Karnataka,Tumakuru,2017,60.38,63.16,26.97,15.56,63.5,15.78,45.27
West Bengal,Howrah,2019,37.87,63.56,17.16,51.16,36.92,94.75,83.23
Maharashtra,Akola,2021,89.36,98.11,82.3,36.3,41.08,58.01,39.21
Uttar Pradesh,Ayodhya,2018,76.61,49.54,48.88,90.82,35.39,60.29,60.2
Kerala,Kottayam,2022,72.5,29.89,16.31,18.23,96.95,46.34,62.18
West Bengal,Paschim Bardhaman,2017,59.06,43.41,16.91,24.45,25.54,11.74,83.08
Bihar,East Champaran,2016,93.72,61.6,12.15,14.77,78.54,37.92,71.42
Assam,Barpeta,2016,88.03,48.62,24.87,24.23,82.17,29.57,77.72
Rajasthan,Kotputli-Behror,2019,25.88,71.23,53.34,19.18,41.09,59.83,69.68
Himachal Pradesh,Shimla,2022,18.08,10.74,33.75,27.57,42.04,95.93,10.72
Andhra Pradesh,East Godavari,2015,47.75,35.23,84.67,38.13,19.07,14.11,47.97
Himachal Pradesh,Sirmaur,2023,66.54,12.9,99.49,70.4,84.14,23.87,19.12
Uttar Pradesh,Sant Kabir Nagar,2021,20.36,51.24,21.94,52.19,57.99,21.51,80.04
Odisha,Nabarangpur,2022,56.73,24.82,53.85,43.69,11.62,97.3,82.49
