state,district,year,crop_production_tons,cultivated_area_hectares,rice_production,wheat_production,maize_production,fertilizer_usage_tons,irrigated_area_hectares
Uttar Pradesh,Banda,2025,347137,129973,52450,124756,36662,3866,14051
Uttar Pradesh,Barabanki,2015,488447,23370,129194,70083,33977,15349,63920
Uttar Pradesh,Barabanki,2016,410801,19949,121465,147831,77353,14435,72068
Uttar Pradesh,Barabanki,2017,243747,195381,134071,12475,55095,8356,89373
Uttar Pradesh,Barabanki,2018,56166,169354,52569,50958,70116,10417,6328
Uttar Pradesh,Barabanki,2019,236740,153700,71212,118701,56273,10094,6061
Uttar Pradesh,Barabanki,2020,7731,11875,87101,34675,64327,6896,12622
Uttar Pradesh,Barabanki,2021,119906,65035,115363,133507,12154,15369,25268
Uttar Pradesh,Barabanki,2022,81034,99676,131709,77984,67024,14563,20584
Uttar Pradesh,Barabanki,2023,415063,172477,131516,17795,11050,2756,4233
Uttar Pradesh,Barabanki,2024,149540,194104,13058,22115,1687,15676,53608
Uttar Pradesh,Barabanki,2025,200255,85498,112548,68987,72636,10821,21681
Uttar Pradesh,Bareilly,2015,461627,109479,46063,82470,48494,5574,46769
Uttar Pradesh,Bareilly,2016,355553,85849,130855,29209,27081,5931,59482
Uttar Pradesh,Bareilly,2017,357267,137956,139392,97489,73343,13157,29960
Uttar Pradesh,Bareilly,2018,166834,34379,39991,98722,8172,17123,82566
Uttar Pradesh,Bareilly,2019,422234,17864,144069,91879,35904,10758,39413
Uttar Pradesh,Bareilly,2020,399808,4858,62103,84609,11008,15454,68349
Uttar Pradesh,Bareilly,2021,338847,124825,30116,71515,55826,6228,23268
Uttar Pradesh,Bareilly,2022,314013,36704,117456,13552,34776,10177,45201
Uttar Pradesh,Bareilly,2023,332831,98012,50005,113893,65395,14221,27526
Uttar Pradesh,Bareilly,2024,71234,97593,90658,63999,56125,15616,61253
Uttar Pradesh,Bareilly,2025,94839,68531,95343,118366,21164,16079,19398
Uttar Pradesh,Basti,2015,97723,185583,52285,116867,24806,17985,72414
Uttar Pradesh,Basti,2016,421851,4879,15584,137183,28332,9186,77044
Uttar Pradesh,Basti,2017,179873,35228,93821,99090,41148,6439,23584
Uttar Pradesh,Basti,2018,251042,199503,78287,39773,44120,13126,57389
Uttar Pradesh,Basti,2019,316303,15450,4962,93382,4156,6004,19706
Uttar Pradesh,Basti,2020,29008,11529,75264,116453,33579,16358,76538
Uttar Pradesh,Basti,2021,468164,195012,31928,140191,45421,4362,90362
Uttar Pradesh,Basti,2022,121692,108765,47019,123205,6429,18279,58618
Uttar Pradesh,Basti,2023,54276,29264,38874,57171,51580,7541,16731
Uttar Pradesh,Basti,2024,457525,194199,129768,51375,69335,13754,27536
Uttar Pradesh,Basti,2025,363363,30413,117197,11377,68952,15670,95768
Uttar Pradesh,Bhadohi,2015,414328,16130,130710,133187,51521,14096,33486
Uttar Pradesh,Bhadohi,2016,277140,138110,76677,4897,56162,13702,22287
Uttar Pradesh,Bhadohi,2017,391448,153999,88006,109915,22165,9154,70717
Uttar Pradesh,Bhadohi,2018,477156,109752,36633,125770,29041,18160,57726
Uttar Pradesh,Bhadohi,2019,472421,139890,28910,34386,12485,3177,99021
Uttar Pradesh,Bhadohi,2020,105389,193347,124011,53361,70768,11877,23470
Uttar Pradesh,Bhadohi,2021,381753,149617,93864,6639,47224,13947,86731
Uttar Pradesh,Bhadohi,2022,266790,22835,29568,20786,73114,5028,19019
Uttar Pradesh,Bhadohi,2023,202145,171830,8790,104568,38779,15218,82846
Uttar Pradesh,Bhadohi,2024,42724,25051,20820,11777,61152,6478,94668
Uttar Pradesh,Bhadohi,2025,387607,10727,109421,89216,73113,10974,8316
Uttar Pradesh,Bijnor,2015,66195,50270,49140,41591,65469,19134,63634
Uttar Pradesh,Bijnor,2016,232725,19150,112666,95970,30764,2616,54361
Uttar Pradesh,Bijnor,2017,250508,113109,3103,92484,43324,16724,65527
Uttar Pradesh,Bijnor,2018,339554,169410,140172,124347,13923,11785,4287
Uttar Pradesh,Bijnor,2019,32374,68195,109557,44090,56337,1850,94363
Uttar Pradesh,Bijnor,2020,273312,21105,65006,34521,8314,5209,55559
Uttar Pradesh,Bijnor,2021,29899,14310,121635,56661,62295,19438,99010
Uttar Pradesh,Bijnor,2022,285105,193277,130652,57239,78227,1265,13581
Uttar Pradesh,Bijnor,2023,8574,82891,43273,111983,37600,3707,7168
Uttar Pradesh,Bijnor,2024,261877,65074,8946,26495,76373,363,85266
Uttar Pradesh,Bijnor,2025,294737,152235,45515,98121,39629,6930,55174
Uttar Pradesh,Budaun,2015,35175,111872,54374,48829,17646,12669,10437
Uttar Pradesh,Budaun,2016,304914,140624,5550,117590,33290,11379,98880
Uttar Pradesh,Budaun,2017,268430,162109,108155,114009,19092,15829,86360
Uttar Pradesh,Budaun,2018,214042,125826,123808,32764,74366,8668,39221
Uttar Pradesh,Budaun,2019,148461,33773,57432,63382,74840,16584,83876
Uttar Pradesh,Budaun,2020,84728,176658,10258,84261,24151,3169,63944
Uttar Pradesh,Budaun,2021,10817,175181,35378,94407,78656,10525,70893
Uttar Pradesh,Budaun,2022,191189,31288,11094,106369,35387,480,70314
Uttar Pradesh,Budaun,2023,26785,186725,74454,133673,38728,9830,28676
Uttar Pradesh,Budaun,2024,363079,115263,121876,123738,36655,10104,57438
Uttar Pradesh,Budaun,2025,232879,183010,85423,52182,37737,2236,28340
Uttar Pradesh,Bulandshahr,2015,257402,100630,145099,43414,1772,909,78760
Uttar Pradesh,Bulandshahr,2016,260773,160249,74345,109010,55525,9573,9057
Uttar Pradesh,Bulandshahr,2017,356139,116004,30138,86526,5330,3442,79626
Uttar Pradesh,Bulandshahr,2018,56312,14011,37022,134957,25115,18296,10417
Uttar Pradesh,Bulandshahr,2019,7654,137151,30136,128080,4075,9678,2434
Uttar Pradesh,Bulandshahr,2020,381624,185966,89229,20303,15372,9115,11459
Uttar Pradesh,Bulandshahr,2021,490967,129025,66248,55103,58677,821,80270
Uttar Pradesh,Bulandshahr,2022,132647,40635,71820,3402,62659,5667,81679
Uttar Pradesh,Bulandshahr,2023,178054,95183,44503,89119,63922,5041,56060
Uttar Pradesh,Bulandshahr,2024,402267,73974,114723,123545,70010,2828,29294
Uttar Pradesh,Bulandshahr,2025,272694,107981,52670,137555,12562,13284,24261
Uttar Pradesh,Chandauli,2015,38393,104273,60427,64581,12890,12796,43892
Uttar Pradesh,Chandauli,2016,465578,191338,119505,73164,51110,18997,68915
Uttar Pradesh,Chandauli,2017,277158,129219,147767,50379,75285,5121,3632
Uttar Pradesh,Chandauli,2018,23435,126230,40021,141782,38538,346,35496
Uttar Pradesh,Chandauli,2019,475013,146171,136611,21763,8242,18514,96908
Uttar Pradesh,Chandauli,2020,26243,97105,99743,56970,50327,16041,15942
Uttar Pradesh,Chandauli,2021,151556,170982,103782,37674,57578,8910,20886
Uttar Pradesh,Chandauli,2022,254201,83752,17549,138976,48261,11352,40624
Uttar Pradesh,Chandauli,2023,266479,20330,18413,8971,68801,11051,58578
Uttar Pradesh,Chandauli,2024,61639,74759,128104,50847,18118,17226,58676
Uttar Pradesh,Chandauli,2025,136316,109936,73808,40109,35759,4276,60415
Uttar Pradesh,Chitrakoot,2015,489333,125626,117734,133128,72239,16294,47764
Uttar Pradesh,Chitrakoot,2016,157004,105557,62361,72377,69674,13461,74318
Uttar Pradesh,Chitrakoot,2017,485983,193114,73572,35419,57416,18520,34394
Uttar Pradesh,Chitrakoot,2018,56658,29838,137604,125937,30051,3617,6846
Uttar Pradesh,Chitrakoot,2019,121716,150963,70023,147250,30391,306,91342
Uttar Pradesh,Chitrakoot,2020,395291,130030,46623,63535,19031,7413,85385
Uttar Pradesh,Chitrakoot,2021,223804,65499,75732,83372,1561,12002,3825
Uttar Pradesh,Chitrakoot,2022,255336,128176,31804,45246,3071,910,49311
Uttar Pradesh,Chitrakoot,2023,359946,131173,128349,78396,45516,19829,70058
Uttar Pradesh,Chitrakoot,2024,106406,110787,125502,73108,51984,8120,78619
Uttar Pradesh,Chitrakoot,2025,125413,166629,82981,104030,65457,2759,34510
Uttar Pradesh,Deoria,2015,18075,106272,58316,38845,5956,4117,12735
Uttar Pradesh,Deoria,2016,467069,85600,41327,82165,47919,18750,32555
Uttar Pradesh,Deoria,2017,319725,104183,54920,69421,20614,12698,49192
Uttar Pradesh,Deoria,2018,283516,110604,140690,43501,36439,2578,29705
Uttar Pradesh,Deoria,2019,21884,174086,97057,61409,20239,13767,13706
Uttar Pradesh,Deoria,2020,106902,131331,114651,120854,41485,9931,37887
Uttar Pradesh,Deoria,2021,17250,52677,101817,55699,62787,16538,36195
Uttar Pradesh,Deoria,2022,244146,92487,85922,47682,72245,3283,7753
Uttar Pradesh,Deoria,2023,237619,190183,99525,70904,10438,16933,19542
Uttar Pradesh,Deoria,2024,478673,107883,61193,131276,33765,1022,29808
Uttar Pradesh,Deoria,2025,393251,8717,35942,88987,3961,12488,19319
Uttar Pradesh,Etah,2015,111289,125238,129345,65205,8695,4256,82761
Uttar Pradesh,Etah,2016,26608,194994,37038,92745,49221,3981,62142
Uttar Pradesh,Etah,2017,126257,165817,76771,140147,40761,12895,14965
Uttar Pradesh,Etah,2018,310760,186590,30919,144932,35135,5284,34189
Uttar Pradesh,Etah,2019,406126,111851,21812,135458,20393,9962,12063
Uttar Pradesh,Etah,2020,376793,78627,143924,20675,47252,7050,62566
Uttar Pradesh,Etah,2021,421006,87309,7399,61099,33653,13981,30924
Uttar Pradesh,Etah,2022,224194,37324,71456,132558,60390,10277,77186
Uttar Pradesh,Etah,2023,81846,27683,48435,70647,26964,2927,54587
Uttar Pradesh,Etah,2024,345016,11465,117973,25173,62280,1216,66745
Uttar Pradesh,Etah,2025,298468,159642,145035,89026,49553,7292,35978
Uttar Pradesh,Etawah,2015,305155,126211,144083,146006,1054,4958,84394
Uttar Pradesh,Etawah,2016,341712,63168,50693,5333,71181,15724,68612
Uttar Pradesh,Etawah,2017,185141,71113,80793,132526,35435,7379,77418
Uttar Pradesh,Etawah,2018,235292,145244,9680,52715,36980,2165,96129
Uttar Pradesh,Etawah,2019,261667,9747,38140,144566,75921,12336,12630
Uttar Pradesh,Etawah,2020,143410,114102,13061,70585,20283,6648,91678
Uttar Pradesh,Etawah,2021,46384,94095,66308,23753,55586,14385,29109
Uttar Pradesh,Etawah,2022,210438,90199,132421,122926,74726,399,5656
Uttar Pradesh,Etawah,2023,434863,56207,67284,106317,20908,2314,24410
Uttar Pradesh,Etawah,2024,316531,158439,105636,1477,67473,7843,86813
Uttar Pradesh,Etawah,2025,247471,59682,111606,119208,46864,15088,78295
Uttar Pradesh,Farrukhabad,2015,419569,81990,30936,59087,11611,12783,19987
Uttar Pradesh,Farrukhabad,2016,352575,96872,42161,1872,35896,1042,40145
Uttar Pradesh,Farrukhabad,2017,415098,188558,70986,71360,41915,1661,10946
Uttar Pradesh,Farrukhabad,2018,296696,170042,39573,55318,63904,932,85910
Uttar Pradesh,Farrukhabad,2019,61827,139789,65570,11916,58728,17398,54168
Uttar Pradesh,Farrukhabad,2020,166950,88964,122056,60536,7672,9513,19407
Uttar Pradesh,Farrukhabad,2021,350656,33839,66824,37084,40911,8836,96252
Uttar Pradesh,Farrukhabad,2022,403253,48907,95228,133846,69070,18846,27956
Uttar Pradesh,Farrukhabad,2023,230600,73699,62246,56857,13771,16483,63161
Uttar Pradesh,Farrukhabad,2024,432101,35559,64439,24450,28575,7750,15060
Uttar Pradesh,Farrukhabad,2025,298490,140144,80949,68217,59643,16218,54937
Uttar Pradesh,Fatehpur,2015,230460,148311,79852,15140,74435,19717,24472
Uttar Pradesh,Fatehpur,2016,37520,37205,75760,100091,3201,1796,68475
Uttar Pradesh,Fatehpur,2017,493344,45473,96449,136940,9221,2832,61605
Uttar Pradesh,Fatehpur,2018,59728,169263,113858,23378,51984,9904,52498
Uttar Pradesh,Fatehpur,2019,238909,106395,142103,100838,4516,10654,11405
Uttar Pradesh,Fatehpur,2020,266938,171633,19162,49122,70723,3372,89479
Uttar Pradesh,Fatehpur,2021,430927,42536,10619,25195,27003,15118,30731
Uttar Pradesh,Fatehpur,2022,49505,33061,127260,95037,24911,11420,32587
Uttar Pradesh,Fatehpur,2023,237104,134390,148993,46826,39110,14889,52352
Uttar Pradesh,Fatehpur,2024,65668,164656,75158,129466,33436,11563,56589
Uttar Pradesh,Fatehpur,2025,160585,162668,25441,58939,64505,12821,91354
Uttar Pradesh,Firozabad,2015,242963,121700,10123,63153,12418,14875,49992
Uttar Pradesh,Firozabad,2016,85365,162523,72151,133764,34384,13968,70757
Uttar Pradesh,Firozabad,2017,431884,11390,81381,9245,2401,12910,24777
Uttar Pradesh,Firozabad,2018,487496,79539,92282,124853,57755,302,76618
Uttar Pradesh,Firozabad,2019,496402,153421,149494,63620,48716,19197,95922
Uttar Pradesh,Firozabad,2020,71055,160567,142494,63354,7616,3126,38660
Uttar Pradesh,Firozabad,2021,230252,102729,134880,103636,21859,6851,82382
Uttar Pradesh,Firozabad,2022,136372,36168,120130,23798,14077,16441,95279
Uttar Pradesh,Firozabad,2023,343201,102686,37519,123294,57858,13627,17483
Uttar Pradesh,Firozabad,2024,358290,66345,122309,29461,65178,15156,69261
Uttar Pradesh,Firozabad,2025,169988,60107,84551,97888,71235,3114,98333
Uttar Pradesh,Gautam Buddha Nagar,2015,349388,96815,62424,89121,78913,17864,4455
Uttar Pradesh,Gautam Buddha Nagar,2016,344508,120439,35022,29033,23257,8871,37910
Uttar Pradesh,Gautam Buddha Nagar,2017,149648,59421,138387,112561,15100,17144,23863
Uttar Pradesh,Gautam Buddha Nagar,2018,39214,76532,140817,40770,48730,3244,55075
Uttar Pradesh,Gautam Buddha Nagar,2019,206230,150466,69227,79382,76200,2397,41709
Uttar Pradesh,Gautam Buddha Nagar,2020,111547,138348,74427,148055,62552,7020,19697
Uttar Pradesh,Gautam Buddha Nagar,2021,71738,143869,18653,145426,62108,8123,65225
Uttar Pradesh,Gautam Buddha Nagar,2022,361048,1405,59652,50352,70961,5916,76739
Uttar Pradesh,Gautam Buddha Nagar,2023,479019,53430,107778,58307,73229,18133,30317
Uttar Pradesh,Gautam Buddha Nagar,2024,371998,54478,75093,91311,21524,12669,51027
Uttar Pradesh,Gautam Buddha Nagar,2025,457951,90134,15104,136046,12481,1602,42685
Uttar Pradesh,Ghaziabad,2015,416450,71277,65919,120143,15140,6847,31054
Uttar Pradesh,Ghaziabad,2016,296561,71876,79955,12503,65580,9659,16398
Uttar Pradesh,Ghaziabad,2017,348419,190748,18923,7241,6646,894,95861
Uttar Pradesh,Ghaziabad,2018,173238,103463,29768,103238,68754,4294,83465
Uttar Pradesh,Ghaziabad,2019,141951,194132,95233,33018,40836,4502,78964
Uttar Pradesh,Ghaziabad,2020,378695,20549,89709,88144,24226,4279,57248
Uttar Pradesh,Ghaziabad,2021,67556,86062,10848,122574,76245,2811,72546
Uttar Pradesh,Ghaziabad,2022,46848,60942,117901,26891,48712,18336,81415
Uttar Pradesh,Ghaziabad,2023,463416,109675,137943,95786,13237,14791,41317
Uttar Pradesh,Ghaziabad,2024,337148,192759,40332,54805,45206,1074,19775
Uttar Pradesh,Ghaziabad,2025,126288,67628,86705,44255,19222,2711,14246
Uttar Pradesh,Ghazipur,2015,108124,33138,123728,53696,15515,3596,46799
Uttar Pradesh,Ghazipur,2016,209287,17757,105096,73490,46267,19088,64816
Uttar Pradesh,Ghazipur,2017,272717,66830,70793,44257,70154,1091,30486
Uttar Pradesh,Ghazipur,2018,328326,173245,24431,111918,13849,13526,24460
Uttar Pradesh,Ghazipur,2019,91559,2173,137676,149703,11901,3914,42499
Uttar Pradesh,Ghazipur,2020,437810,136475,128151,91635,18220,19169,29632
Uttar Pradesh,Ghazipur,2021,393656,62508,118255,96666,47361,5956,10877
Uttar Pradesh,Ghazipur,2022,401759,185349,8129,78130,45601,15279,44096
Uttar Pradesh,Ghazipur,2023,130295,27186,137203,80124,75419,19912,81502
Uttar Pradesh,Ghazipur,2024,441421,15531,102149,142097,73619,15152,34544
Uttar Pradesh,Ghazipur,2025,28724,163757,42071,2491,40818,11721,83219
Uttar Pradesh,Gonda,2015,374349,88633,51019,120897,6028,10978,27497
Uttar Pradesh,Gonda,2016,212505,162391,31995,84589,36202,3175,30877
Uttar Pradesh,Gonda,2017,330598,148072,76863,80395,20002,19462,73782
Uttar Pradesh,Gonda,2018,156066,156444,36496,107697,7226,10857,32783
Uttar Pradesh,Gonda,2019,93439,148474,77723,1996,41812,17236,28741
Uttar Pradesh,Gonda,2020,375874,149273,68527,2711,57447,6364,63979
Uttar Pradesh,Gonda,2021,202240,65716,122720,121877,33032,1772,46362
Uttar Pradesh,Gonda,2022,446935,110569,7025,68451,25321,19336,14107
Uttar Pradesh,Gonda,2023,115435,84157,4396,55368,57958,13459,14790
Uttar Pradesh,Gonda,2024,301970,17834,40875,104551,36307,5062,26849
Uttar Pradesh,Gonda,2025,446832,162961,12634,116977,71204,4012,81023
Uttar Pradesh,Gorakhpur,2015,303193,100996,3236,89058,14679,8005,48742
Uttar Pradesh,Gorakhpur,2016,232922,77234,60647,149605,69742,4897,91614
Uttar Pradesh,Gorakhpur,2017,475429,68854,11509,107644,69957,3806,98851
Uttar Pradesh,Gorakhpur,2018,156678,8923,7666,79354,9769,2461,37452
Uttar Pradesh,Gorakhpur,2019,76323,13654,134773,140473,46167,4903,41203
Uttar Pradesh,Gorakhpur,2020,191366,43763,35401,103552,35616,2795,93966
Uttar Pradesh,Gorakhpur,2021,217124,99052,82517,23257,36183,7717,28148
Uttar Pradesh,Gorakhpur,2022,289420,77774,25831,101695,45923,10749,3713
Uttar Pradesh,Gorakhpur,2023,494512,197752,126939,25899,47903,18785,8667
Uttar Pradesh,Gorakhpur,2024,82711,109204,54755,123579,28481,15168,62331
Uttar Pradesh,Gorakhpur,2025,191588,58703,36607,103347,41306,2067,10172
Uttar Pradesh,Hamirpur,2015,64319,174454,62067,129388,79407,6372,14041
Uttar Pradesh,Hamirpur,2016,257664,36009,81011,46535,5304,773,79862
Uttar Pradesh,Hamirpur,2017,151501,2007,68299,83736,25038,14041,33803
Uttar Pradesh,Hamirpur,2018,396548,82237,148668,132330,44044,8163,90576
Uttar Pradesh,Hamirpur,2019,108067,108296,52219,51946,6750,1242,65755
Uttar Pradesh,Hamirpur,2020,207535,90018,132569,142217,70131,17985,44446
Uttar Pradesh,Hamirpur,2021,276835,106699,2076,99101,68586,7007,62374
Uttar Pradesh,Hamirpur,2022,496904,30715,90869,121261,67396,1656,76876
Uttar Pradesh,Hamirpur,2023,328979,59919,73273,124808,4599,274,26121
Uttar Pradesh,Hamirpur,2024,281163,163042,37395,34753,67945,16365,10224
Uttar Pradesh,Hamirpur,2025,499227,9802,146546,149578,25738,15145,65039
Uttar Pradesh,Hapur,2015,32821,74319,97208,101272,42176,3480,23780
Uttar Pradesh,Hapur,2016,266806,8774,47496,146935,22778,11018,46282
Uttar Pradesh,Hapur,2017,21590,199243,145487,105321,58813,904,52936
Uttar Pradesh,Hapur,2018,216811,126249,63966,68997,22655,10366,74348
Uttar Pradesh,Hapur,2019,294597,96698,123401,18823,9060,17463,74144
Uttar Pradesh,Hapur,2020,458190,2973,33261,91370,79673,4025,20205
Uttar Pradesh,Hapur,2021,247902,28684,27925,27091,23416,7372,59309
Uttar Pradesh,Hapur,2022,411011,37583,120041,139247,5427,5944,13020
Uttar Pradesh,Hapur,2023,205599,113557,116729,89315,65458,9711,46874
Uttar Pradesh,Hapur,2024,244484,125388,125635,19855,76559,646,55576
Uttar Pradesh,Hapur,2025,310517,150146,147667,90805,39180,15022,26042
Uttar Pradesh,Hardoi,2015,29421,116673,131958,49849,66034,19389,59467
Uttar Pradesh,Hardoi,2016,143682,10349,122944,35227,75245,4082,29774
Uttar Pradesh,Hardoi,2017,109469,68420,43768,73070,62919,6946,67081
Uttar Pradesh,Hardoi,2018,40345,112674,23484,147461,31871,16031,80433
Uttar Pradesh,Hardoi,2019,341474,94940,57940,45145,24925,1451,60811
Uttar Pradesh,Hardoi,2020,257558,62630,112967,4747,77881,18962,27637
Uttar Pradesh,Hardoi,2021,280787,44937,139805,2349,9267,12070,60144
Uttar Pradesh,Hardoi,2022,158294,149043,121838,91077,50499,6513,17348
Uttar Pradesh,Hardoi,2023,113889,22561,119580,22652,43240,14644,99848
Uttar Pradesh,Hardoi,2024,21863,154702,146468,113867,55725,5297,89190
Uttar Pradesh,Hardoi,2025,452456,95808,116432,132950,21569,3505,79494
Uttar Pradesh,Hathras,2015,477565,197322,125230,5904,49252,2917,98470
Uttar Pradesh,Hathras,2016,122513,63877,26442,92263,10315,1421,34535
Uttar Pradesh,Hathras,2017,145111,180657,134501,54074,24840,10491,6322
Uttar Pradesh,Hathras,2018,224101,97037,12145,33878,39916,11298,94074
Uttar Pradesh,Hathras,2019,472874,21695,116798,1722,53330,14725,77297
Uttar Pradesh,Hathras,2020,40784,154404,27162,137404,50938,8100,34182
Uttar Pradesh,Hathras,2021,472090,128567,77119,25324,28413,13511,20191
Uttar Pradesh,Hathras,2022,264153,5998,17089,64338,48132,5607,14882
Uttar Pradesh,Hathras,2023,356082,109183,9325,4343,39560,12612,57133
Uttar Pradesh,Hathras,2024,228465,11851,124268,64562,72335,1958,41010
Uttar Pradesh,Hathras,2025,65397,99797,9293,149851,62982,19184,999
Uttar Pradesh,Jalaun,2015,217174,10159,144794,2421,49578,19936,71126
Uttar Pradesh,Jalaun,2016,114932,74226,88195,135722,64100,12221,93924
Uttar Pradesh,Jalaun,2017,262644,32393,60306,77799,13739,11259,70038
Uttar Pradesh,Jalaun,2018,455576,36488,89224,107402,72884,721,81412
Uttar Pradesh,Jalaun,2019,321436,183412,7687,45648,27959,14737,79551
Uttar Pradesh,Jalaun,2020,27331,146954,140345,35258,31506,8525,44476
Uttar Pradesh,Jalaun,2021,494148,35434,117600,84945,10946,3019,49354
Uttar Pradesh,Jalaun,2022,436117,150381,118392,111388,5514,15931,23972
Uttar Pradesh,Jalaun,2023,53244,83611,19941,119475,18916,1010,99847
Uttar Pradesh,Jalaun,2024,414076,197107,30260,140076,63349,16682,65630
Uttar Pradesh,Jalaun,2025,77856,120030,48417,79714,66648,5140,39473
Uttar Pradesh,Jaunpur,2015,132715,72343,13306,113146,31492,9231,63564
Uttar Pradesh,Jaunpur,2016,478429,129302,13488,71921,30166,5588,72546
Uttar Pradesh,Jaunpur,2017,59598,176906,55148,107035,36435,13562,48518
Uttar Pradesh,Jaunpur,2018,48373,185858,140810,91345,11199,18242,62669
Uttar Pradesh,Jaunpur,2019,266881,19496,30274,54128,64627,538,89491
Uttar Pradesh,Jaunpur,2020,298403,72327,51652,128672,77594,14507,95159
Uttar Pradesh,Jaunpur,2021,32389,88105,104971,58967,46513,16738,66906
Uttar Pradesh,Jaunpur,2022,24090,17824,78322,139879,54767,16211,2016
Uttar Pradesh,Jaunpur,2023,244690,155598,47919,148401,67788,2499,71879
Uttar Pradesh,Jaunpur,2024,186525,43837,54734,27449,33651,8939,3396
Uttar Pradesh,Jaunpur,2025,470620,26614,122057,24022,63209,4131,21053
Uttar Pradesh,Jhansi,2015,84868,63366,81106,58986,77261,14688,44902
Uttar Pradesh,Jhansi,2016,466715,176951,41354,52540,56636,5956,28160
Uttar Pradesh,Jhansi,2017,431093,199704,121991,6972,37263,16045,60694
Uttar Pradesh,Jhansi,2018,463319,102353,98054,7747,64998,9348,74845
Uttar Pradesh,Jhansi,2019,484733,198226,84201,134702,50795,11981,43459
Uttar Pradesh,Jhansi,2020,465140,27029,69423,24121,58264,1984,1217
Uttar Pradesh,Jhansi,2021,420164,145858,122943,111180,20313,6151,87868
Uttar Pradesh,Jhansi,2022,54496,104817,129762,130472,68775,1580,32434
Uttar Pradesh,Jhansi,2023,419539,122269,71222,46245,42048,16870,90803
Uttar Pradesh,Jhansi,2024,5102,91498,118822,64245,50548,3088,89475
Uttar Pradesh,Jhansi,2025,134035,8000,144315,93015,1215,4942,11488
Uttar Pradesh,Kannauj,2015,175333,92247,94380,9192,79986,16908,3757
Uttar Pradesh,Kannauj,2016,235697,32810,120895,73642,868,5289,60458
Uttar Pradesh,Kannauj,2017,192715,161498,77072,76344,4821,16376,39497
Uttar Pradesh,Kannauj,2018,50391,58856,132324,131604,67701,5438,51484
Uttar Pradesh,Kannauj,2019,32129,127450,109459,70784,71177,5600,48230
Uttar Pradesh,Kannauj,2020,173525,141640,97637,25114,13341,1897,74001
Uttar Pradesh,Kannauj,2021,38186,59633,134699,9663,33645,18446,35663
Uttar Pradesh,Kannauj,2022,209034,139191,60798,129973,45624,16735,28296
Uttar Pradesh,Kannauj,2023,415991,39439,31058,123241,56960,19716,15875
Uttar Pradesh,Kannauj,2024,65621,136505,105928,87790,75569,14016,46058
Uttar Pradesh,Kannauj,2025,496500,187353,70700,111054,53038,15297,34618
Uttar Pradesh,Kanpur Dehat,2015,195230,115484,115690,145441,42632,14834,69646
Uttar Pradesh,Kanpur Dehat,2016,243091,53635,70071,47597,68829,10031,89299
Uttar Pradesh,Kanpur Dehat,2017,140613,157673,9276,2523,15075,17930,67217
Uttar Pradesh,Kanpur Dehat,2018,341168,59453,25089,37821,47819,2547,37182
Uttar Pradesh,Kanpur Dehat,2019,317039,72666,140488,57096,73133,9481,22892
Uttar Pradesh,Kanpur Dehat,2020,58975,1552,74570,118062,64762,2293,34062
Uttar Pradesh,Kanpur Dehat,2021,238591,162329,20309,9978,3150,1315,26987
Uttar Pradesh,Kanpur Dehat,2022,376044,15733,64773,63510,79064,18363,50096
Uttar Pradesh,Kanpur Dehat,2023,124300,60820,137855,34432,61348,6087,90739
Uttar Pradesh,Kanpur Dehat,2024,26763,182128,64293,94312,23131,15090,51201
Uttar Pradesh,Kanpur Dehat,2025,22936,155233,144782,126416,53989,1247,16069
Uttar Pradesh,Kanpur Nagar,2015,220730,178729,122028,80923,42516,8442,94494
Uttar Pradesh,Kanpur Nagar,2016,52251,97774,69700,119728,55830,13762,40704
Uttar Pradesh,Kanpur Nagar,2017,314164,24563,56274,135285,30053,8936,77758
Uttar Pradesh,Kanpur Nagar,2018,244778,191673,35589,33686,15171,13170,69066
Uttar Pradesh,Kanpur Nagar,2019,93324,180752,115100,108256,35386,5464,4731
Uttar Pradesh,Kanpur Nagar,2020,367393,130930,121066,82700,39601,14042,6625
Uttar Pradesh,Kanpur Nagar,2021,349665,134122,122686,10896,60067,6464,57871
Uttar Pradesh,Kanpur Nagar,2022,269227,147007,73228,87335,23031,9554,79262
Uttar Pradesh,Kanpur Nagar,2023,305150,5781,133987,137273,6686,17047,9552
Uttar Pradesh,Kanpur Nagar,2024,319065,191907,109772,130097,77691,3496,81939
Uttar Pradesh,Kanpur Nagar,2025,182435,176452,59924,136997,38510,19453,62696
Uttar Pradesh,Kasganj,2015,316205,197264,148794,106245,30559,7140,79886
Uttar Pradesh,Kasganj,2016,5446,191217,96815,98935,46582,5593,99555
Uttar Pradesh,Kasganj,2017,91719,95096,144217,146091,20978,792,46542
Uttar Pradesh,Kasganj,2018,125773,82745,112660,42127,37086,10347,85642
Uttar Pradesh,Kasganj,2019,251881,161135,22343,2615,41719,14258,8929
Uttar Pradesh,Kasganj,2020,393266,139418,16020,40239,27503,6339,8594
Uttar Pradesh,Kasganj,2021,287221,37805,106458,40454,61562,9270,86779
Uttar Pradesh,Kasganj,2022,252079,29559,133788,95027,41596,830,41060
Uttar Pradesh,Kasganj,2023,496290,9145,121096,55943,11967,14848,91320
Uttar Pradesh,Kasganj,2024,250056,14509,5152,139436,14221,3119,14059
Uttar Pradesh,Kasganj,2025,231126,65662,83795,140059,47452,15417,53176
Uttar Pradesh,Kaushambi,2015,310144,76618,99321,11327,56754,19193,30483
