state,district,year,total_hospitals,government_hospitals,private_hospitals,hospital_beds,icu_beds,ventilators,doctors,nurses,ambulances,primary_health_centers,community_health_centers,maternal_mortality_rate,infant_mortality_rate,life_expectancy,vaccination_rate,health_expenditure_per_capita,patients_per_day
Telangana,Mancherial,2021,121,12,85,2349,122,36,61,232,31,10,31,123.99,26.0,73.63,87.23,14082,2527
Telangana,Mancherial,2022,250,45,189,3924,131,38,78,2917,20,37,23,189.0,19.73,73.78,96.16,12714,3261
Telangana,Mancherial,2023,45,90,157,2607,484,106,1008,2354,82,66,37,57.64,50.49,68.36,63.98,7630,4413
Telangana,Mancherial,2024,253,19,124,2979,424,158,450,1797,42,13,33,68.19,30.56,68.09,78.34,8843,4509
Telangana,Mancherial,2025,194,106,57,3480,373,154,1462,442,93,78,19,152.59,15.63,72.56,60.25,8165,3458
Telangana,Medak,2015,201,56,13,4653,282,79,1299,2824,55,26,14,118.49,24.99,70.92,93.33,7723,3259
Telangana,Medak,2016,197,22,130,2328,376,150,978,1376,19,44,19,57.46,21.06,65.58,84.99,14296,3507
Telangana,Medak,2017,290,116,163,1931,415,173,1384,162,59,57,28,157.33,32.1,71.76,83.32,9224,1863
Telangana,Medak,2018,298,86,75,2791,99,135,98,579,61,36,14,74.51,38.17,65.69,94.95,6910,3627
Telangana,Medak,2019,153,92,167,985,376,144,78,1689,106,31,27,133.3,17.1,74.9,83.17,3837,4611
Telangana,Medak,2020,264,53,80,2083,183,47,719,1848,85,76,18,64.56,32.45,73.42,86.48,10061,2004
Telangana,Medak,2021,245,98,173,1704,86,84,1023,2698,87,56,25,50.23,57.81,65.37,84.45,11906,3412
Telangana,Medak,2022,99,54,123,3237,185,123,932,806,63,22,39,83.97,17.1,71.46,79.62,14701,634
Telangana,Medak,2023,53,66,154,2647,255,131,574,548,55,46,4,65.4,43.42,68.8,65.65,11613,1925
Telangana,Medak,2024,116,20,69,3465,73,130,251,1211,56,62,37,99.9,35.92,71.21,78.3,7074,3182
Telangana,Medak,2025,42,42,50,762,488,100,817,2838,8,10,39,73.56,19.29,73.91,87.76,6509,3855
Telangana,Medchal-Malkajgiri,2015,258,68,190,2015,490,73,1095,770,55,25,17,95.64,30.12,71.0,70.85,11918,3176
Telangana,Medchal-Malkajgiri,2016,75,9,74,2828,82,6,1471,1161,17,33,23,54.87,34.39,74.59,67.07,5069,2553
Telangana,Medchal-Malkajgiri,2017,42,58,118,1875,99,10,329,546,113,69,32,138.23,19.22,72.07,82.54,10653,1988
Telangana,Medchal-Malkajgiri,2018,188,45,8,3515,450,119,298,1341,65,10,9,195.11,32.61,69.83,79.92,10962,668
Telangana,Medchal-Malkajgiri,2019,178,73,136,4770,446,124,1232,196,18,60,4,85.64,16.78,73.85,92.69,8803,2052
Telangana,Medchal-Malkajgiri,2020,109,83,158,3780,385,78,96,620,83,27,30,143.82,23.57,68.83,63.32,14327,3129
Telangana,Medchal-Malkajgiri,2021,81,103,136,3983,245,69,838,1492,74,18,22,70.2,16.19,67.38,89.49,5219,4206
Telangana,Medchal-Malkajgiri,2022,286,37,46,4247,60,24,902,839,72,20,36,195.92,12.7,69.84,76.23,9730,1886
Telangana,Medchal-Malkajgiri,2023,81,71,148,4366,154,100,867,1430,107,19,9,101.5,18.09,71.56,62.02,2449,3515
Telangana,Medchal-Malkajgiri,2024,143,60,159,3517,248,114,402,304,45,80,35,59.37,41.14,65.52,76.63,11670,2296
Telangana,Medchal-Malkajgiri,2025,70,102,106,2228,35,92,899,1669,17,51,36,105.67,42.58,72.96,77.78,4365,1837
Telangana,Mulugu,2015,292,67,43,272,92,120,1131,1046,46,24,28,150.85,54.96,68.38,70.41,12961,3376
Telangana,Mulugu,2016,20,21,158,4715,397,62,846,534,55,6,40,74.62,39.67,65.82,64.22,9573,1839
Telangana,Mulugu,2017,99,57,58,409,468,8,301,759,14,20,6,179.78,57.09,70.85,95.48,6473,848
Telangana,Mulugu,2018,20,120,99,685,267,121,1040,1063,104,77,34,187.01,57.85,74.06,64.29,2745,148
Telangana,Mulugu,2019,28,20,102,3639,89,22,213,198,17,42,22,72.24,39.78,65.59,82.86,4976,2907
Telangana,Mulugu,2020,39,80,182,608,270,57,88,2754,48,64,2,176.38,26.79,72.11,79.42,10333,4178
Telangana,Mulugu,2021,293,100,90,3353,492,26,681,2267,57,79,19,168.34,56.76,65.48,96.58,4180,1296
Telangana,Mulugu,2022,300,100,54,3000,189,83,1091,545,120,48,24,91.85,26.92,71.29,79.43,10515,4103
Telangana,Mulugu,2023,129,96,187,3949,99,60,480,705,110,45,2,74.34,45.23,67.17,82.19,5308,4753
Telangana,Mulugu,2024,179,114,146,3509,295,97,697,2704,92,36,13,159.25,29.81,67.07,79.2,2457,2625
Telangana,Mulugu,2025,190,42,171,2269,248,94,855,2670,59,17,26,69.46,17.83,68.34,76.49,10747,3707
Telangana,Nagarkurnool,2015,229,6,60,4669,133,24,118,495,6,65,13,88.99,10.12,74.12,97.06,3743,4088
Telangana,Nagarkurnool,2016,101,71,125,4446,494,94,1150,1244,112,76,33,171.1,57.87,69.46,94.23,10239,1960
Telangana,Nagarkurnool,2017,82,98,137,1392,356,7,1023,1042,100,19,24,154.05,50.21,74.58,62.53,5549,3823
Telangana,Nagarkurnool,2018,129,87,69,4018,115,67,838,2674,92,12,26,62.05,10.03,72.46,65.79,2220,3941
Telangana,Nagarkurnool,2019,252,48,10,1485,315,41,936,1897,88,49,20,172.02,11.03,72.5,64.85,3052,4983
Telangana,Nagarkurnool,2020,157,29,191,1965,409,138,209,2515,118,25,18,162.55,47.74,66.79,75.66,10440,2812
Telangana,Nagarkurnool,2021,145,87,26,2471,349,95,531,534,68,50,3,96.64,58.84,74.92,81.14,4201,4428
Telangana,Nagarkurnool,2022,283,99,29,3410,254,29,1457,1234,55,67,38,80.21,39.06,66.55,73.83,6259,4814
Telangana,Nagarkurnool,2023,210,54,148,4509,170,39,924,1794,53,54,37,144.4,40.2,69.2,66.36,14059,1759
Telangana,Nagarkurnool,2024,300,112,161,4402,62,118,1291,287,59,8,40,193.42,20.99,67.45,91.66,6029,3024
Telangana,Nagarkurnool,2025,226,78,171,3001,297,146,560,947,73,19,37,187.05,26.12,68.1,69.27,7626,1220
Telangana,Nalgonda,2015,47,68,194,2506,48,33,589,2560,13,48,5,139.27,48.22,74.66,79.36,9296,3379
Telangana,Nalgonda,2016,57,63,126,310,455,133,1366,1058,31,15,40,123.57,56.14,74.09,73.36,12068,2676
Telangana,Nalgonda,2017,249,21,124,3782,153,155,734,1152,106,6,21,109.28,19.82,70.32,70.5,9612,3587
Telangana,Nalgonda,2018,117,101,11,1450,474,67,289,2358,10,14,33,134.32,37.16,67.33,75.72,3682,4309
Telangana,Nalgonda,2019,208,64,165,1113,238,103,620,689,82,26,4,129.33,16.64,66.19,73.91,12149,571
Telangana,Nalgonda,2020,144,28,149,4886,262,41,487,2726,51,14,7,177.18,10.4,69.33,80.16,6639,2256
Telangana,Nalgonda,2021,59,92,33,2047,284,28,1027,2025,93,22,23,141.46,34.09,73.11,63.82,6759,1569
Telangana,Nalgonda,2022,204,42,93,3157,190,172,525,2677,40,70,17,85.2,49.9,74.34,81.85,4263,3435
Telangana,Nalgonda,2023,79,97,89,212,143,131,665,2648,116,12,18,70.85,10.64,72.09,68.92,9676,816
Telangana,Nalgonda,2024,280,108,34,4210,152,141,1356,2140,96,78,20,126.98,59.2,71.6,89.7,14709,2282
Telangana,Nalgonda,2025,232,78,77,3432,294,38,1216,1094,17,32,40,151.23,54.07,69.14,88.17,7515,835
Telangana,Narayanpet,2015,257,34,88,767,211,116,1011,481,12,30,6,178.87,23.19,69.49,86.73,7341,1757
Telangana,Narayanpet,2016,62,107,178,3592,160,189,157,1730,23,68,2,54.83,30.07,68.55,70.74,3323,2095
Telangana,Narayanpet,2017,91,30,52,3548,457,74,913,232,103,47,3,126.31,21.16,66.23,87.95,11068,1214
Telangana,Narayanpet,2018,234,7,20,525,319,192,1371,2768,46,75,38,177.7,11.62,69.52,79.88,13409,2358
Telangana,Narayanpet,2019,176,93,107,457,353,140,1415,1774,95,76,25,66.64,19.99,67.94,85.54,9559,2185
Telangana,Narayanpet,2020,179,115,38,3721,480,76,283,2484,74,11,14,97.69,39.1,66.6,79.07,9660,3432
Telangana,Narayanpet,2021,53,24,60,3479,120,25,794,2000,56,56,39,120.73,29.15,66.04,86.18,8193,4633
Telangana,Narayanpet,2022,173,37,106,3011,371,68,801,2974,50,51,15,167.84,49.02,72.59,60.73,3960,3496
Telangana,Narayanpet,2023,198,22,21,4406,119,21,988,287,34,71,11,81.82,54.67,74.89,97.51,14696,3819
Telangana,Narayanpet,2024,56,39,146,4902,311,122,415,1415,50,63,31,175.65,33.83,71.05,97.35,14471,4814
Telangana,Narayanpet,2025,200,45,188,239,348,177,1406,1935,93,23,26,140.57,48.06,70.86,75.96,7577,468
Telangana,Nirmal,2015,152,54,42,1420,111,111,610,247,13,68,37,133.0,24.83,66.2,72.44,12301,4633
Telangana,Nirmal,2016,179,10,49,2319,489,32,1160,1539,15,15,26,117.46,50.92,72.94,78.41,14315,3705
Telangana,Nirmal,2017,130,105,41,1609,47,106,242,2522,82,10,34,197.43,46.9,70.02,64.19,13114,1445
Telangana,Nirmal,2018,75,73,172,841,141,28,921,2876,59,54,38,91.2,10.44,70.61,92.1,11890,4929
Telangana,Nirmal,2019,215,96,108,2746,493,99,958,2647,92,28,23,199.73,53.47,66.4,94.91,7807,434
Telangana,Nirmal,2020,85,104,117,2051,474,174,1147,1829,23,7,39,118.66,58.51,69.3,65.79,9476,402
Telangana,Nirmal,2021,225,42,43,1855,468,170,1142,2563,36,73,21,75.44,50.13,73.04,81.61,6513,3578
Telangana,Nirmal,2022,197,35,34,1444,315,8,829,1918,25,38,6,128.96,41.74,68.6,89.86,6795,889
Telangana,Nirmal,2023,181,80,140,3090,412,60,1015,2018,25,24,40,75.83,33.88,68.86,71.03,8978,3356
Telangana,Nirmal,2024,52,33,174,4354,292,86,614,470,103,8,21,107.07,55.36,72.86,63.01,8965,1949
Telangana,Nirmal,2025,73,83,163,2938,438,100,1411,2602,14,47,8,195.9,14.41,71.53,73.69,12407,467
Telangana,Nizamabad,2015,27,65,199,1095,369,192,582,2711,40,64,29,58.46,58.96,72.82,89.93,13627,130
Telangana,Nizamabad,2016,266,34,157,2377,337,77,821,1849,13,67,3,117.62,55.67,74.23,97.33,13560,4013
Telangana,Nizamabad,2017,114,90,150,1359,326,73,1342,683,7,27,30,188.01,49.93,71.61,93.83,10411,4906
Telangana,Nizamabad,2018,156,35,76,2261,176,100,1157,968,115,46,20,109.98,35.43,74.14,97.52,2389,2977
Telangana,Nizamabad,2019,155,117,114,2204,77,182,309,922,55,69,27,97.57,36.77,70.45,62.35,11333,1277
Telangana,Nizamabad,2020,294,76,30,2246,443,85,283,1158,116,55,8,132.05,14.77,68.7,83.45,2453,4659
Telangana,Nizamabad,2021,177,26,7,653,84,167,127,2373,10,31,14,88.42,31.58,74.74,82.69,10794,1090
Telangana,Nizamabad,2022,107,98,20,2429,212,193,1391,1784,56,74,23,74.77,21.53,65.78,81.01,7049,625
Telangana,Nizamabad,2023,91,99,119,1622,139,71,949,1133,69,57,26,137.35,51.62,71.32,69.84,6388,4437
Telangana,Nizamabad,2024,175,101,81,4379,435,34,338,580,31,69,36,157.25,45.83,66.14,90.01,5504,4390
Telangana,Nizamabad,2025,244,105,174,537,295,163,136,2038,53,16,22,120.72,33.29,70.99,84.25,6210,4198
Telangana,Peddapalli,2015,193,75,160,2207,250,170,471,1793,71,28,28,84.47,14.08,66.11,85.35,9639,1337
Telangana,Peddapalli,2016,163,51,113,4481,85,23,827,226,5,57,22,83.23,36.84,66.23,67.31,2674,1785
Telangana,Peddapalli,2017,30,24,126,3249,241,159,750,2895,85,41,11,188.97,12.84,68.25,92.87,8630,1880
Telangana,Peddapalli,2018,75,112,111,4241,480,95,185,1706,98,60,40,195.9,52.8,68.95,95.02,4947,838
Telangana,Peddapalli,2019,274,81,37,4817,285,7,963,2434,35,72,7,83.38,52.97,70.19,81.62,7277,3563
Telangana,Peddapalli,2020,68,88,28,3539,193,191,496,289,12,69,10,155.08,45.1,71.23,81.17,11132,546
Telangana,Peddapalli,2021,269,85,140,1732,432,170,208,2056,42,13,16,147.63,46.42,70.26,62.71,3898,1224
Telangana,Peddapalli,2022,25,9,171,2651,202,132,1209,893,79,66,9,107.73,18.27,68.98,82.34,13882,1840
Telangana,Peddapalli,2023,20,35,66,1834,344,42,475,2212,82,57,10,59.31,39.13,69.32,81.87,13976,4202
Telangana,Peddapalli,2024,291,5,150,1262,22,13,1208,2137,25,24,29,62.48,23.59,70.12,85.49,6098,3893
Telangana,Peddapalli,2025,93,94,192,4451,349,13,823,592,65,26,9,135.94,36.22,73.13,63.04,12797,640
Telangana,Rajanna Sircilla,2015,163,74,109,413,489,158,531,2360,14,27,29,167.37,59.78,67.13,83.36,14186,123
Telangana,Rajanna Sircilla,2016,84,102,187,3378,125,21,320,116,18,59,15,171.96,57.94,66.83,86.85,13642,1469
Telangana,Rajanna Sircilla,2017,157,31,93,1269,108,191,563,461,18,31,38,164.61,55.23,70.62,77.45,10476,3601
Telangana,Rajanna Sircilla,2018,27,83,62,1997,119,84,865,1983,93,42,35,117.21,12.99,72.7,62.31,5437,4232
Telangana,Rajanna Sircilla,2019,90,101,75,1663,355,125,493,2893,107,50,19,196.66,18.26,65.04,60.97,10777,4024
Telangana,Rajanna Sircilla,2020,297,8,147,2863,376,45,382,2292,101,58,26,158.59,16.45,74.82,85.38,6247,2665
Telangana,Rajanna Sircilla,2021,161,6,59,3105,139,164,429,2953,92,51,12,180.98,31.73,70.86,64.5,2422,2436
Telangana,Rajanna Sircilla,2022,248,119,121,486,461,59,852,161,96,50,24,125.44,29.94,72.71,79.02,3497,3418
Telangana,Rajanna Sircilla,2023,263,7,64,4106,328,95,1094,1684,95,57,18,191.4,54.86,71.84,88.18,9525,2950
Telangana,Rajanna Sircilla,2024,53,7,29,4873,236,69,1111,102,120,40,10,79.84,37.86,72.41,67.18,6815,1422
Telangana,Rajanna Sircilla,2025,203,19,32,1519,89,144,455,1366,120,67,10,133.22,34.07,68.34,67.33,8481,2724
Telangana,Ranga Reddy,2015,48,21,200,2984,464,116,1067,108,65,19,2,137.85,12.26,66.27,97.58,14150,2755
Telangana,Ranga Reddy,2016,33,81,174,474,444,99,648,579,64,56,30,181.66,41.53,73.62,71.07,12020,4519
Telangana,Ranga Reddy,2017,93,101,105,3624,380,148,213,2871,115,10,39,195.01,17.53,66.96,76.35,11880,954
Telangana,Ranga Reddy,2018,167,18,172,4420,112,170,834,382,115,12,22,159.83,56.11,67.04,69.02,2580,1727
Telangana,Ranga Reddy,2019,77,108,185,3065,489,104,1116,2146,55,72,21,125.27,52.06,66.84,97.54,5481,2504
Telangana,Ranga Reddy,2020,20,42,48,3680,158,98,687,1800,38,15,13,195.71,32.75,65.76,73.19,6442,4070
Telangana,Ranga Reddy,2021,207,19,112,2159,251,10,1298,2725,42,58,35,187.88,35.7,66.35,63.97,9284,3311
Telangana,Ranga Reddy,2022,127,92,62,276,385,104,521,2486,25,22,20,198.19,59.24,67.71,71.39,14182,457
Telangana,Ranga Reddy,2023,150,10,177,826,280,86,839,2219,109,10,21,126.79,20.74,68.64,84.43,4829,1110
Telangana,Ranga Reddy,2024,267,69,48,669,393,200,601,882,5,40,12,69.88,31.92,74.42,95.17,10593,2533
Telangana,Ranga Reddy,2025,270,48,104,853,65,65,515,1586,84,22,34,148.87,52.67,69.34,70.04,2072,1453
Telangana,Sangareddy,2015,188,41,22,3191,52,20,1349,1012,88,75,40,55.59,56.74,70.93,84.98,5821,4552
Telangana,Sangareddy,2016,231,45,101,3574,128,27,1282,2314,23,41,26,184.27,44.14,68.11,93.66,12424,3117
Telangana,Sangareddy,2017,257,5,73,3665,165,145,970,2402,11,27,26,152.66,37.29,66.52,71.27,5092,4823
Telangana,Sangareddy,2018,81,54,167,3965,134,154,393,1188,57,68,18,171.1,13.66,74.33,88.98,2153,578
Telangana,Sangareddy,2019,96,9,99,1127,320,53,117,2074,56,44,8,162.88,49.17,72.18,76.63,12287,3225
Telangana,Sangareddy,2020,141,11,19,3950,405,181,776,2889,76,72,39,66.6,46.0,72.96,93.79,12575,4141
Telangana,Sangareddy,2021,155,110,153,588,153,10,1322,266,53,40,11,50.94,18.33,68.41,95.34,9368,159
Telangana,Sangareddy,2022,234,37,193,212,146,17,1111,945,100,8,26,71.92,11.91,66.55,73.87,2387,2298
Telangana,Sangareddy,2023,99,79,175,4871,53,9,1254,1357,55,40,12,66.39,24.48,70.46,73.99,6303,1677
Telangana,Sangareddy,2024,293,38,33,2248,101,23,967,2846,98,78,16,85.71,38.9,71.14,87.25,2511,277
Telangana,Sangareddy,2025,204,83,84,2919,400,104,363,1051,115,72,10,102.74,31.84,66.12,84.25,8074,3572
Telangana,Siddipet,2015,88,26,60,2810,37,138,810,2208,9,67,40,107.56,37.24,65.0,68.49,13961,1404
Telangana,Siddipet,2016,112,105,195,4825,280,141,691,1578,93,67,15,61.64,19.52,70.15,63.6,5365,4009
Telangana,Siddipet,2017,172,6,195,982,124,79,1239,2975,58,57,8,148.5,43.4,73.97,78.68,7043,173
Telangana,Siddipet,2018,269,27,128,3753,142,130,1315,2501,109,6,31,73.45,41.55,72.34,66.82,7211,1536
Telangana,Siddipet,2019,255,118,75,481,396,200,1157,1137,37,20,26,81.45,41.95,71.95,95.08,6927,1069
Telangana,Siddipet,2020,143,107,171,3361,71,158,687,2853,96,16,9,96.84,40.33,67.41,87.48,2810,164
Telangana,Siddipet,2021,265,119,179,3400,249,132,352,626,54,57,24,170.17,58.9,69.16,85.36,6092,4040
Telangana,Siddipet,2022,107,7,103,4600,396,144,1495,2199,104,5,26,152.32,20.31,67.02,89.24,6716,2827
Telangana,Siddipet,2023,269,29,39,4387,428,101,838,1505,46,34,33,97.79,52.64,73.41,73.45,14861,2740
Telangana,Siddipet,2024,100,94,81,2571,65,153,127,1480,49,39,14,120.2,39.91,68.93,85.48,5079,304
Telangana,Siddipet,2025,282,58,9,3793,417,96,813,1461,63,41,25,171.17,40.97,73.85,89.81,7456,1963
Telangana,Suryapet,2015,206,104,142,3655,137,131,441,2809,31,32,11,177.86,42.65,73.44,71.97,2044,1105
Telangana,Suryapet,2016,113,49,60,908,170,28,1251,1292,72,36,29,181.36,35.3,68.88,70.72,14172,3069
Telangana,Suryapet,2017,245,95,163,1809,238,173,667,1544,89,69,21,52.76,12.05,74.97,75.78,6238,2250
Telangana,Suryapet,2018,162,114,196,2651,337,159,86,2317,74,49,25,140.03,14.84,68.07,92.72,13801,3058
Telangana,Suryapet,2019,69,82,24,4086,332,69,207,2200,104,76,3,191.51,20.43,65.51,97.43,9903,143
Telangana,Suryapet,2020,64,15,170,1361,466,84,1391,535,30,28,18,86.09,45.8,69.33,71.24,5344,3257
Telangana,Suryapet,2021,177,61,144,1955,266,8,995,327,35,41,10,106.21,38.38,66.73,89.95,12208,3714
Telangana,Suryapet,2022,268,96,42,541,350,40,1285,2502,94,8,3,63.04,52.99,68.43,85.0,13320,1167
Telangana,Suryapet,2023,106,34,100,2196,435,151,273,1381,6,76,13,162.22,38.25,73.15,89.16,14950,2160
Telangana,Suryapet,2024,208,99,76,2036,401,118,1049,2824,28,75,10,187.91,32.27,71.71,70.56,7249,516
Telangana,Suryapet,2025,220,77,50,2938,482,62,757,2308,68,38,38,173.15,37.96,65.0,90.28,4896,775
Telangana,Vikarabad,2015,159,107,32,3536,173,136,954,2860,15,30,18,104.02,10.85,72.7,67.3,14037,4011
Telangana,Vikarabad,2016,224,7,159,1096,136,111,1187,1200,52,52,36,132.95,21.67,71.56,94.54,3950,2759
Telangana,Vikarabad,2017,300,65,38,2889,438,24,526,2484,9,27,13,57.9,22.21,65.85,95.61,6685,1661
Telangana,Vikarabad,2018,212,72,162,2151,425,35,361,675,10,33,21,170.13,59.62,72.88,62.06,14603,4585
Telangana,Vikarabad,2019,218,67,74,509,344,55,907,114,21,26,9,161.52,22.87,73.59,74.43,11352,2396
Telangana,Vikarabad,2020,106,86,30,2344,370,141,1411,871,10,78,36,192.95,26.06,65.83,71.32,14245,1460
Telangana,Vikarabad,2021,160,68,48,3028,401,18,94,1946,76,19,36,79.14,11.93,66.61,91.59,6601,551
Telangana,Vikarabad,2022,169,101,24,2946,260,93,811,2633,17,62,11,111.3,52.59,66.1,72.34,15000,3577
Telangana,Vikarabad,2023,130,6,50,444,281,36,127,1565,15,57,13,82.66,58.4,73.12,64.26,10351,218
Telangana,Vikarabad,2024,115,38,73,4049,424,190,940,160,110,59,23,124.37,13.27,72.58,70.76,9488,1413
Telangana,Vikarabad,2025,204,113,55,1621,263,176,526,1700,69,52,27,173.4,44.62,74.41,92.71,3032,4276
Telangana,Wanaparthy,2015,68,118,55,4797,308,12,1014,1457,83,63,21,87.72,26.93,68.76,95.8,6695,4152
Telangana,Wanaparthy,2016,36,69,181,1042,90,86,1312,402,66,23,26,78.48,14.81,72.59,64.66,9142,4600
Telangana,Wanaparthy,2017,233,40,31,2927,104,15,1144,1834,57,8,30,188.92,55.49,74.48,73.1,9265,3790
Telangana,Wanaparthy,2018,189,12,63,307,307,18,114,2199,43,19,34,75.89,18.79,67.11,73.96,6971,4432
Telangana,Wanaparthy,2019,100,111,55,1854,285,46,1001,1073,120,65,10,126.79,14.04,73.23,95.86,12069,675
Telangana,Wanaparthy,2020,168,97,177,495,212,157,941,1340,19,42,30,157.31,52.5,67.23,61.79,8216,4943
Telangana,Wanaparthy,2021,69,26,171,3875,339,108,139,565,43,50,4,142.88,26.03,71.62,88.01,8044,3908
Telangana,Wanaparthy,2022,188,108,64,1354,279,160,363,1151,58,66,13,57.98,21.86,71.91,74.45,9909,3609
Telangana,Wanaparthy,2023,219,95,10,2858,245,192,681,1712,21,65,31,111.36,51.93,74.94,90.42,9240,2052
Telangana,Wanaparthy,2024,161,13,146,4145,374,22,915,1221,120,41,12,102.91,25.2,71.23,96.63,6452,3626
Telangana,Wanaparthy,2025,228,79,5,3238,87,146,1239,2897,29,37,29,185.71,40.62,71.34,70.07,5685,1058
Telangana,Warangal,2015,67,45,46,2473,169,114,418,1581,43,38,23,73.99,26.66,70.04,77.75,2199,4933
Telangana,Warangal,2016,244,39,20,1063,493,155,982,817,83,52,2,107.02,22.36,70.0,83.69,5022,1638
Telangana,Warangal,2017,207,58,154,596,227,109,1386,478,71,12,11,178.33,10.36,68.81,68.01,6503,1803
Telangana,Warangal,2018,103,17,95,2249,24,174,757,2485,90,79,33,154.76,54.46,65.89,82.29,8275,4367
Telangana,Warangal,2019,88,54,59,1089,93,8,941,2914,56,49,11,65.47,53.23,73.97,66.17,2567,3296
Telangana,Warangal,2020,25,23,193,3589,304,99,781,1455,45,12,6,164.46,59.52,70.08,70.88,14930,1992
Telangana,Warangal,2021,192,56,145,3312,441,77,637,232,85,25,25,137.76,25.34,72.88,62.72,3903,1401
Telangana,Warangal,2022,277,35,183,2629,143,31,1257,2328,116,31,15,157.95,19.08,72.76,95.02,13119,754
Telangana,Warangal,2023,177,47,177,4130,133,134,1269,2054,87,74,24,60.98,38.06,69.74,73.78,2470,2368
Telangana,Warangal,2024,218,96,188,3737,396,183,1482,1542,82,70,8,169.15,21.9,66.76,75.3,10726,202
Telangana,Warangal,2025,101,17,87,2661,167,141,467,827,10,12,11,172.98,35.29,67.91,84.11,12056,2895
Telangana,Yadadri Bhuvanagiri,2015,84,26,118,4648,244,129,91,2566,39,42,32,187.03,15.13,72.53,82.0,9728,2522
Telangana,Yadadri Bhuvanagiri,2016,212,91,187,4041,234,162,815,2612,56,28,30,180.44,47.41,70.1,68.58,7141,1775
Telangana,Yadadri Bhuvanagiri,2017,254,69,54,3639,375,78,1282,2873,47,79,16,75.09,10.45,65.74,87.48,8468,1167
Telangana,Yadadri Bhuvanagiri,2018,138,64,34,4662,313,167,358,1551,48,74,28,169.48,41.17,66.76,85.82,9610,2328
Telangana,Yadadri Bhuvanagiri,2019,232,49,126,1697,214,160,1448,2280,79,62,40,109.11,56.05,71.22,62.86,10317,4998
Telangana,Yadadri Bhuvanagiri,2020,111,44,6,4185,180,72,1300,2747,84,5,40,143.59,25.35,72.33,87.97,6699,3432
Telangana,Yadadri Bhuvanagiri,2021,87,101,191,2456,258,59,178,1122,49,42,29,51.47,30.06,71.62,84.44,14392,892
Telangana,Yadadri Bhuvanagiri,2022,228,79,149,4575,134,176,384,1811,31,42,11,102.81,58.91,73.44,90.21,5943,1604
Telangana,Yadadri Bhuvanagiri,2023,183,19,95,2168,73,130,516,1013,58,8,34,163.43,42.72,69.05,63.73,9177,3333
Telangana,Yadadri Bhuvanagiri,2024,134,101,118,1008,188,100,492,1286,66,72,17,93.8,36.94,73.04,60.74,9885,2388
Telangana,Yadadri Bhuvanagiri,2025,232,5,114,317,349,149,1178,490,5,12,23,81.91,52.76,74.36,82.14,14351,459
Tripura,Dhalai,2015,162,69,104,1910,250,42,563,934,36,30,34,85.25,22.37,70.82,64.99,5885,3914
Tripura,Dhalai,2016,106,114,55,2794,59,71,808,2911,20,48,33,61.82,44.53,74.37,72.47,5151,4847
Tripura,Dhalai,2017,275,67,67,3465,273,151,1337,1019,23,52,29,130.88,27.25,69.03,91.78,8707,2025
Tripura,Dhalai,2018,238,119,89,3570,76,96,118,1600,102,27,28,187.13,28.17,71.97,62.55,4494,2379
Tripura,Dhalai,2019,113,45,6,3680,431,159,530,1799,11,13,32,73.06,14.41,65.94,71.39,3436,3952
Tripura,Dhalai,2020,119,62,39,2260,230,180,278,1657,70,39,12,90.45,26.3,71.61,96.34,7292,3150
Tripura,Dhalai,2021,235,75,137,2385,329,22,1242,2545,79,53,32,179.68,47.67,72.84,82.08,12964,2063
Tripura,Dhalai,2022,45,42,134,352,228,185,1153,170,43,34,31,189.67,30.32,71.98,92.9,13230,1471
Tripura,Dhalai,2023,149,46,44,4539,333,187,429,970,108,35,39,168.28,17.45,73.73,82.06,14709,394
Tripura,Dhalai,2024,229,105,54,1228,24,181,503,365,92,38,23,109.08,27.47,72.28,90.05,12941,1640
Tripura,Dhalai,2025,276,117,7,2716,31,33,955,955,42,31,2,126.07,15.11,67.55,88.92,5713,3968
Tripura,Gomati,2015,150,52,173,804,243,80,1173,1190,71,9,39,59.05,36.04,66.64,82.58,3308,4819
Tripura,Gomati,2016,167,100,146,3811,314,186,1441,2157,10,44,8,160.35,55.09,70.7,96.0,4582,1850
Tripura,Gomati,2017,159,31,98,1787,489,132,508,983,71,68,38,147.34,48.32,68.22,92.28,14272,2067
Tripura,Gomati,2018,85,114,11,540,236,138,688,2521,71,21,4,72.47,45.18,70.47,80.01,7647,4416
Tripura,Gomati,2019,79,107,120,1408,462,72,96,113,58,18,11,161.55,59.43,66.78,68.21,4503,4139
Tripura,Gomati,2020,216,103,174,3159,317,14,1079,485,39,26,26,177.61,21.39,72.31,86.34,5227,815
Tripura,Gomati,2021,65,68,56,1573,164,120,1437,2550,86,46,28,123.12,31.08,65.02,74.5,13908,2602
Tripura,Gomati,2022,60,110,39,2640,53,46,1447,2383,97,39,30,119.02,45.18,71.24,93.57,10986,1150
Tripura,Gomati,2023,220,66,118,4257,437,31,1362,1272,59,46,29,122.16,33.57,72.41,79.23,13116,1057
Tripura,Gomati,2024,286,58,22,1518,400,195,228,2521,95,26,31,89.47,20.64,68.01,83.9,4603,1652
Tripura,Gomati,2025,109,105,35,2666,333,61,718,125,6,62,7,140.97,31.51,67.74,93.6,2789,4154
Tripura,Khowai,2015,78,84,39,992,250,183,1242,2509,93,40,10,113.88,59.9,66.91,92.79,7716,1892
