state,district,year,athletes,sports_events,stadiums,sports_funding,medals_won,youth_participation,fitness_centers
Madhya Pradesh,Dhar,2020,62.02,41.07,25.68,21.5,38.96,60.55,57.6
Uttar Pradesh,Mainpuri,2022,28.64,45.83,25.09,83.84,20.93,43.24,13.41
Kerala,Kozhikode,2020,81.85,33.37,21.4,12.21,32.69,50.85,33.62
Madhya Pradesh,Rewa,2023,82.07,43.68,96.42,98.48,17.98,14.23,11.78
Telangana,Jayashankar Bhupalpally,2024,44.62,54.77,11.72,13.63,34.27,10.11,82.73
Rajasthan,Anupgarh,2021,59.11,50.59,68.2,78.19,78.34,23.1,11.22
Madhya Pradesh,Bhind,2023,74.2,93.69,59.26,55.67,51.41,22.7,66.63
Haryana,Hisar,2022,97.32,55.93,94.45,74.66,35.8,16.26,32.28
Uttar Pradesh,Chitrakoot,2017,87.81,23.26,43.66,47.7,66.4,22.33,66.08
Telangana,Hyderabad,2016,29.89,14.02,56.34,39.54,84.16,39.71,45.64
Assam,Karimganj,2015,66.8,97.14,53.39,48.45,63.53,22.32,98.18
Mizoram,Aizawl,2018,27.01,26.23,63.12,21.77,36.33,23.84,39.3
Andhra Pradesh,Guntur,2025,68.92,79.37,45.25,84.66,45.6,99.7,66.79
Bihar,Saran,2025,63.27,24.61,68.77,46.37,46.01,67.2,86.7
Andhra Pradesh,Kurnool,2019,26.67,39.84,55.57,93.81,62.73,77.2,10.67
Uttar Pradesh,Pratapgarh,2025,62.3,25.69,56.37,90.3,80.69,55.45,11.14
Assam,Dibrugarh,2025,24.05,14.28,20.44,99.04,90.98,53.27,54.32
Meghalaya,South West Garo Hills,2022,45.98,69.57,41.7,32.17,62.49,49.44,65.42
Madhya Pradesh,Jabalpur,2023,87.7,10.22,44.69,68.85,30.71,20.11,20.21
Uttar Pradesh,Kasganj,2020,25.16,36.62,70.67,39.48,73.36,46.08,52.69
Manipur,Chandel,2020,96.63,12.76,74.2,26.23,92.69,93.76,92.79
Odisha,Bargarh,2021,49.61,52.54,63.7,14.59,43.64,70.55,42.01
Madhya Pradesh,Alirajpur,2017,59.14,98.79,86.26,54.54,62.52,93.0,14.2
Mizoram,Serchhip,2024,44.73,44.34,97.46,74.39,21.73,15.16,70.51
Uttarakhand,Haridwar,2017,29.63,42.83,36.8,73.22,14.71,87.8,36.36
Andhra Pradesh,Kurnool,2020,64.39,25.75,23.14,10.25,69.82,70.62,75.13
Chhattisgarh,Korba,2025,62.77,77.21,86.35,73.42,32.15,93.76,33.79
Uttar Pradesh,Baghpat,2017,92.33,43.6,66.38,47.0,39.02,92.36,99.97
Uttar Pradesh,Moradabad,2021,53.72,90.4,16.94,13.07,96.31,62.5,67.37
Uttar Pradesh,Varanasi,2021,74.54,76.48,31.48,53.98,21.8,68.88,21.36
Rajasthan,Dungarpur,2016,66.13,26.37,37.96,41.91,94.41,22.51,61.67
Gujarat,Aravalli,2019,96.44,84.09,69.81,53.07,39.4,36.1,27.57
Jharkhand,Khunti,2021,36.7,60.7,56.3,68.46,50.37,18.81,42.83
Karnataka,Bengaluru Urban,2022,30.49,62.47,90.98,75.76,46.02,15.2,54.38
Telangana,Suryapet,2025,64.91,63.26,76.05,17.44,37.89,60.28,74.06
Uttar Pradesh,Pilibhit,2020,64.62,47.49,75.16,10.56,33.3,25.96,67.54
Chhattisgarh,Rajnandgaon,2016,48.97,47.93,57.77,66.32,50.37,99.06,80.4
West Bengal,Darjeeling,2020,28.32,60.18,92.73,19.47,82.97,16.29,98.47
Uttarakhand,Almora,2025,94.59,64.84,89.09,52.18,93.12,62.52,87.95
Madhya Pradesh,Seoni,2015,27.92,69.95,15.17,38.35,98.94,81.77,18.68
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2017,60.21,82.58,26.9,52.83,50.22,58.53,79.97
Manipur,Imphal West,2022,89.13,24.52,40.93,26.22,38.2,15.32,71.99
Chhattisgarh,Gaurela-Pendra-Marwahi,2021,23.62,33.0,52.14,39.38,15.48,37.87,90.93
Uttar Pradesh,Gonda,2016,10.56,33.37,26.36,89.57,33.32,39.68,21.97
Mizoram,Saitual,2022,60.22,25.51,80.98,90.01,31.98,76.48,54.84
Bihar,Nawada,2022,40.06,26.58,10.79,22.43,83.68,39.46,92.53
Maharashtra,Amravati,2024,87.27,26.45,73.08,10.38,88.06,71.64,37.36
Himachal Pradesh,Chamba,2016,99.15,89.4,22.86,32.79,70.3,32.05,61.12
Uttar Pradesh,Barabanki,2025,52.92,33.85,28.38,23.63,89.85,53.18,70.61
Tamil Nadu,Virudhunagar,2024,50.97,92.66,24.33,39.19,19.61,74.69,90.22
Rajasthan,Hanumangarh,2015,38.93,31.87,93.3,50.79,95.55,14.26,97.61
Telangana,Bhadradri Kothagudem,2021,71.03,67.42,71.19,87.44,37.94,13.12,30.3
Kerala,Thiruvananthapuram,2018,93.6,94.3,64.82,70.1,33.06,42.4,16.04
Bihar,Sheikhpura,2017,17.36,85.16,85.73,73.86,78.43,93.59,20.43
Arunachal Pradesh,Pakke-Kessang,2018,88.09,15.26,92.0,63.03,72.37,37.15,34.94
Andhra Pradesh,Visakhapatnam,2015,25.04,12.42,83.83,66.25,54.52,97.49,68.43
Madhya Pradesh,Betul,2015,87.61,33.25,14.68,85.59,54.01,32.44,82.16
Rajasthan,Shahpura,2024,56.72,26.34,17.46,68.62,44.95,85.15,50.34
Karnataka,Belagavi,2022,37.17,64.64,98.57,86.66,74.62,84.79,89.52
Haryana,Mahendragarh,2018,86.07,70.62,78.8,21.07,87.37,11.63,27.05
Madhya Pradesh,Shivpuri,2024,50.64,94.28,94.35,49.23,95.97,98.04,98.69
Uttar Pradesh,Mathura,2025,60.62,19.45,37.74,37.77,13.32,44.77,12.85
Uttar Pradesh,Kushinagar,2024,13.71,48.02,72.73,12.38,37.53,57.88,36.31
Manipur,Ukhrul,2022,57.31,81.78,22.26,57.61,34.23,29.53,16.72
Bihar,Rohtas,2015,23.14,45.48,31.59,49.78,43.42,81.81,97.8
Tamil Nadu,Thiruvallur,2019,24.18,84.92,46.3,27.38,91.62,19.73,87.83
Himachal Pradesh,Bilaspur,2016,97.76,80.98,97.82,65.26,22.9,21.95,34.18
Karnataka,Kolar,2016,32.42,62.04,12.26,76.74,68.48,40.64,76.45
Telangana,Rajanna Sircilla,2017,56.53,40.61,19.17,74.15,56.84,66.31,96.13
Bihar,Gaya,2015,50.78,17.76,68.53,49.78,83.37,51.71,31.42
Haryana,Bhiwani,2018,34.01,37.7,36.01,27.34,72.31,72.86,34.7
Uttar Pradesh,Banda,2025,76.85,70.08,46.27,72.93,62.85,59.61,31.91
Sikkim,Pakyong,2020,37.9,13.29,15.6,31.51,75.34,67.67,76.85
Uttarakhand,Pauri Garhwal,2024,26.65,89.41,67.42,64.83,96.39,94.78,39.15
Goa,South Goa,2024,76.7,90.1,67.77,63.42,49.68,54.43,36.19
Uttarakhand,Dehradun,2016,99.28,70.35,37.33,60.19,10.88,82.72,27.28
Telangana,Rajanna Sircilla,2017,62.33,70.11,23.83,72.89,52.1,85.64,87.84
Odisha,Sundargarh,2015,89.21,32.27,75.5,42.62,59.81,17.66,96.87
Rajasthan,Rajsamand,2020,51.85,45.88,59.44,73.36,44.48,73.36,80.2
Tamil Nadu,Tiruchirappalli,2020,94.95,49.9,86.7,12.94,69.13,31.58,62.63
Uttar Pradesh,Balrampur,2016,91.55,52.44,53.85,51.7,51.42,36.94,95.46
Madhya Pradesh,Seoni,2017,62.14,80.95,48.09,64.3,54.37,64.94,96.95
Tamil Nadu,Coimbatore,2022,53.86,48.71,25.73,66.68,67.33,60.06,69.39
Rajasthan,Jhalawar,2019,80.98,67.92,18.79,60.81,53.46,67.22,70.72
Andhra Pradesh,Eluru,2019,46.96,30.57,27.13,95.72,25.02,30.72,86.95
Maharashtra,Wardha,2025,60.84,12.03,86.01,42.7,42.28,23.33,42.82
Haryana,Kurukshetra,2021,59.24,71.58,80.85,99.91,33.0,92.22,84.4
Himachal Pradesh,Solan,2022,28.78,78.49,93.29,43.47,68.98,99.21,30.6
Madhya Pradesh,Chhindwara,2025,91.36,55.65,79.94,57.52,62.75,12.31,70.51
Madhya Pradesh,Jabalpur,2021,57.94,53.7,66.58,21.02,37.74,50.68,15.05
Kerala,Thrissur,2022,80.45,29.91,88.51,11.79,21.99,26.45,69.59
Uttar Pradesh,Kaushambi,2018,38.57,73.5,29.59,52.88,76.27,78.09,88.95
Uttar Pradesh,Pratapgarh,2023,56.8,46.15,78.9,74.93,99.8,89.7,43.59
Andhra Pradesh,West Godavari,2025,20.22,87.82,32.5,17.3,22.92,39.34,60.57
Uttar Pradesh,Mainpuri,2025,90.24,47.24,62.43,56.1,56.38,95.51,50.72
Himachal Pradesh,Kullu,2019,39.23,56.82,26.46,18.22,48.07,22.78,21.17
Andhra Pradesh,West Godavari,2020,83.35,91.16,80.22,22.16,96.26,75.91,51.45
Assam,South Salmara-Mankachar,2019,44.01,65.34,65.5,19.03,71.06,61.41,77.26
Arunachal Pradesh,Kurung Kumey,2018,26.71,86.46,27.24,78.97,88.27,50.82,60.69
Uttar Pradesh,Kaushambi,2022,26.06,31.91,23.15,43.2,38.08,82.84,70.92
Chhattisgarh,Rajnandgaon,2024,78.4,10.73,96.52,83.37,97.11,91.99,92.65
Maharashtra,Nandurbar,2024,11.95,57.23,79.43,26.5,57.63,39.82,82.83
Bihar,Muzaffarpur,2016,11.9,41.41,68.99,47.02,75.64,94.18,36.61
Maharashtra,Nashik,2022,87.31,21.05,50.77,89.83,53.45,61.42,82.68
Maharashtra,Pune,2021,56.64,15.66,41.61,20.44,51.65,87.76,19.43
Tamil Nadu,Pudukkottai,2018,35.7,67.67,50.53,68.14,80.38,68.34,61.94
Uttar Pradesh,Baghpat,2016,89.73,81.0,95.03,93.03,30.55,90.19,31.88
Karnataka,Kalaburagi,2018,30.58,88.48,50.42,40.3,55.89,54.53,83.24
Telangana,Suryapet,2022,76.18,40.54,37.38,31.96,80.66,60.88,17.12
Telangana,Siddipet,2017,87.17,23.06,59.18,52.11,78.3,24.31,56.59
Uttar Pradesh,Gonda,2016,93.47,37.1,68.64,42.22,85.26,73.31,96.05
Bihar,Darbhanga,2019,59.83,48.57,91.89,35.37,24.24,40.92,37.49
Gujarat,Morbi,2020,94.83,28.62,18.6,32.13,21.26,65.31,71.5
Bihar,Sheikhpura,2021,83.9,65.89,62.34,10.64,32.67,19.42,20.77
Manipur,Imphal East,2018,94.8,46.19,79.31,33.33,85.52,87.3,72.33
Mizoram,Lawngtlai,2021,36.09,88.25,41.79,20.93,99.33,60.59,17.55
Kerala,Kannur,2020,72.12,38.0,68.67,81.13,43.88,67.66,91.3
Haryana,Palwal,2017,72.99,33.11,62.44,23.05,24.53,95.44,51.77
Madhya Pradesh,Datia,2024,93.54,57.58,34.36,65.84,25.67,57.72,77.93
Odisha,Puri,2017,34.72,30.24,90.58,32.8,65.99,68.69,67.56
Arunachal Pradesh,Namsai,2018,93.16,87.86,30.25,27.52,88.91,58.66,78.0
Arunachal Pradesh,Lower Siang,2019,56.63,55.64,89.06,73.98,35.3,65.99,12.17
Telangana,Sangareddy,2022,61.03,19.15,54.08,65.41,78.89,59.73,32.03
Karnataka,Belagavi,2018,20.8,91.86,82.57,23.48,46.82,63.16,93.65
Madhya Pradesh,Shivpuri,2018,52.03,60.29,44.49,72.96,63.99,23.86,27.44
Chhattisgarh,Surguja,2015,89.14,17.61,76.68,74.59,68.87,87.52,50.5
Rajasthan,Deeg,2022,16.43,34.06,98.33,27.96,75.47,66.74,37.99
Karnataka,Gadag,2022,12.5,45.97,32.57,16.49,52.74,80.17,29.35
Madhya Pradesh,Bhopal,2020,71.6,84.02,39.05,73.31,60.78,58.06,55.62
Tripura,Sepahijala,2020,25.46,36.21,61.73,43.74,31.73,48.2,30.26
Madhya Pradesh,Ujjain,2023,80.96,90.09,68.72,69.42,19.3,65.1,77.08
Karnataka,Udupi,2019,90.52,79.58,82.47,25.54,46.42,91.65,41.71
Chhattisgarh,Sakti,2023,24.5,99.05,15.94,98.58,65.52,73.25,16.88
Sikkim,Pakyong,2016,60.43,54.75,55.93,49.26,50.67,58.15,42.66
Uttar Pradesh,Sonbhadra,2022,78.04,76.62,28.79,40.43,43.59,41.01,59.7
Telangana,Warangal,2018,11.49,93.94,90.34,48.72,17.73,23.85,56.34
Arunachal Pradesh,Leparada,2018,58.46,64.02,53.4,48.46,28.89,33.84,24.76
Odisha,Sundargarh,2015,62.01,86.11,73.29,24.08,92.71,81.78,68.14
Nagaland,Tuensang,2015,91.45,92.36,85.56,95.46,68.34,64.97,44.72
Uttar Pradesh,Bhadohi,2021,53.55,35.77,49.47,45.86,82.33,41.71,40.01
Rajasthan,Sanchore,2020,80.51,27.29,84.88,33.68,56.88,45.76,20.15
Bihar,Araria,2023,77.97,20.67,98.75,64.6,79.52,81.97,61.13
Madhya Pradesh,Rewa,2022,37.39,66.75,65.34,17.34,95.44,45.06,59.7
Odisha,Nabarangpur,2018,21.41,23.27,44.71,81.16,76.85,59.1,68.44
Mizoram,Kolasib,2022,10.58,85.91,68.41,76.66,60.96,19.75,60.81
Bihar,Katihar,2025,19.31,21.14,53.88,45.84,26.34,72.77,56.99
Gujarat,Sabarkantha,2017,27.42,32.25,25.13,48.62,39.42,27.03,74.6
Meghalaya,East Jaintia Hills,2023,60.48,65.43,94.45,73.13,24.01,52.25,70.64
Jharkhand,Ramgarh,2018,85.49,21.33,91.03,20.26,18.31,17.14,63.43
Jharkhand,Chatra,2024,63.04,67.88,77.97,76.24,52.5,92.44,56.25
Assam,Biswanath,2017,20.62,94.47,87.82,90.04,17.7,96.85,24.26
Uttar Pradesh,Bhadohi,2018,23.31,94.44,19.66,41.82,19.51,88.24,66.44
Himachal Pradesh,Shimla,2024,88.88,62.79,26.2,30.87,82.91,96.75,82.1
Maharashtra,Sindhudurg,2025,25.38,89.16,98.84,69.19,36.46,24.95,54.58
Tamil Nadu,Nilgiris,2015,55.78,93.18,100.0,96.32,90.04,10.71,98.13
Bihar,Gaya,2022,58.76,90.76,52.81,38.56,52.14,16.35,12.19
Bihar,Madhepura,2016,46.52,89.51,84.29,91.81,41.68,68.05,48.99
Bihar,West Champaran,2019,79.87,38.98,51.78,23.7,50.75,87.78,45.01
Maharashtra,Parbhani,2021,40.83,33.57,72.95,86.0,53.51,77.39,19.36
Jharkhand,Chatra,2021,94.25,95.62,46.91,62.1,66.77,61.51,89.44
Bihar,Sheohar,2025,23.77,32.96,25.7,72.36,59.6,35.25,52.11
Gujarat,Morbi,2024,83.27,32.09,50.47,83.14,16.66,65.77,97.81
Uttar Pradesh,Kaushambi,2018,97.98,39.0,59.55,74.57,70.57,20.14,46.48
Mizoram,Lunglei,2025,41.4,78.82,25.09,92.01,71.99,77.45,10.64
Rajasthan,Kota,2015,22.36,73.7,67.47,84.62,46.71,90.05,64.12
Assam,Udalguri,2020,26.86,35.14,42.73,91.48,58.45,27.88,52.01
Uttarakhand,Chamoli,2016,53.96,39.27,80.41,56.42,56.52,90.6,92.71
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2025,74.21,15.07,24.0,38.3,16.82,91.36,26.61
Uttar Pradesh,Firozabad,2021,99.18,77.44,50.19,11.54,15.08,34.26,41.96
Kerala,Thrissur,2024,23.26,94.27,78.18,54.19,80.26,82.3,73.18
Madhya Pradesh,Umaria,2019,65.27,59.7,39.77,36.46,91.49,78.99,90.23
Tamil Nadu,Kanchipuram,2015,19.56,67.0,93.22,42.44,49.11,41.53,57.5
Bihar,Bhojpur,2019,21.81,97.96,68.22,53.74,91.74,43.98,14.65
Rajasthan,Tonk,2017,46.34,91.1,23.26,11.25,29.97,99.45,63.5
Punjab,Gurdaspur,2019,19.54,92.49,61.34,79.25,64.16,35.87,32.29
Punjab,Hoshiarpur,2025,99.77,67.35,99.3,36.41,50.83,46.17,54.64
Manipur,Tengnoupal,2017,46.14,36.02,43.91,77.01,41.9,76.72,62.57
Assam,Karimganj,2024,46.58,62.67,68.44,68.35,82.76,99.45,78.05
Manipur,Tengnoupal,2022,99.52,43.27,18.18,96.2,95.15,54.33,39.45
Jharkhand,Deoghar,2025,46.67,61.86,26.62,27.58,61.17,44.58,90.74
Uttar Pradesh,Budaun,2015,18.6,89.55,32.4,56.68,58.92,54.98,87.38
Punjab,Gurdaspur,2017,46.65,46.27,18.19,66.94,24.86,30.58,99.25
Maharashtra,Ratnagiri,2020,55.73,12.75,84.12,71.88,46.32,20.13,14.07
Arunachal Pradesh,Dibang Valley,2020,78.35,91.06,26.82,11.98,41.87,90.78,28.49
Assam,Goalpara,2019,60.51,78.75,18.73,31.97,14.74,11.26,30.14
Maharashtra,Palghar,2023,56.17,25.41,78.52,33.77,67.48,39.25,84.88
Uttar Pradesh,Agra,2025,28.03,75.46,92.98,20.3,82.59,97.74,67.39
Punjab,Moga,2017,16.48,17.45,59.9,88.08,16.96,53.33,65.43
Rajasthan,Didwana-Kuchaman,2015,10.36,50.83,14.99,16.66,31.61,16.57,66.56
Gujarat,Kheda,2023,44.92,10.22,71.9,79.99,67.2,78.96,95.74
Mizoram,Khawzawl,2024,34.68,70.37,54.9,24.54,44.81,53.8,67.52
Uttar Pradesh,Deoria,2020,80.1,67.78,22.89,92.95,99.07,23.43,61.59
Tamil Nadu,Tirupathur,2024,49.62,13.41,43.96,67.4,89.25,45.38,74.43
Madhya Pradesh,Mandsaur,2015,66.12,59.86,72.61,56.2,80.74,67.94,58.11
West Bengal,Purba Bardhaman,2022,11.33,44.78,25.08,15.97,32.3,43.28,27.14
Odisha,Kendujhar (Keonjhar),2017,58.31,95.45,36.7,57.02,33.98,34.9,77.1
Assam,Hojai,2015,63.63,34.45,77.61,19.15,74.38,12.48,94.85
Tamil Nadu,Ramanathapuram,2019,92.29,14.75,44.69,94.79,77.71,18.83,13.81
Himachal Pradesh,Mandi,2023,17.37,16.41,52.57,73.04,86.13,23.54,12.76
Punjab,Amritsar,2020,48.71,12.58,66.95,66.64,56.95,25.77,88.94
Uttar Pradesh,Jaunpur,2017,71.3,77.63,34.93,70.15,12.15,32.35,94.61
Nagaland,Zunheboto,2024,98.73,79.08,41.41,88.44,82.3,23.47,68.35
Odisha,Nuapada,2018,28.72,16.95,22.57,69.37,91.11,10.31,45.17
Uttarakhand,Champawat,2019,79.59,54.67,16.34,61.85,10.04,81.77,99.14
Chhattisgarh,Surguja,2021,81.21,58.66,34.75,20.96,93.07,34.76,12.99
Tamil Nadu,Thanjavur,2023,35.33,29.69,69.86,28.02,50.61,60.68,25.49
Assam,Dibrugarh,2021,19.12,73.18,30.53,22.58,87.81,96.01,26.61
Uttar Pradesh,Farrukhabad,2021,84.2,70.03,73.39,57.86,62.73,96.56,29.76
Madhya Pradesh,Dhar,2016,51.77,12.06,35.01,89.09,71.36,87.25,80.31
Karnataka,Uttara Kannada,2021,43.3,52.89,99.47,44.24,75.89,90.62,22.54
Chhattisgarh,Bastar,2023,89.15,30.54,44.97,22.63,53.37,69.11,55.18
Assam,Golaghat,2019,20.24,14.66,11.95,77.93,58.45,89.11,39.56
Tamil Nadu,Erode,2015,93.74,69.13,88.43,93.99,35.08,34.41,37.63
Uttar Pradesh,Chitrakoot,2024,86.29,86.57,24.07,31.43,39.2,53.04,90.54
Rajasthan,Gangapur City,2020,71.64,93.83,51.33,50.14,32.64,66.64,98.08
Karnataka,Udupi,2015,39.59,41.45,67.75,38.18,84.1,62.67,53.15
Haryana,Ambala,2015,71.33,38.74,62.45,61.65,14.49,13.44,42.25
Telangana,Nizamabad,2021,30.76,56.32,64.9,10.81,17.38,28.32,62.72
Bihar,Jehanabad,2020,10.39,36.38,88.55,66.11,29.31,75.56,89.43
Madhya Pradesh,Bhind,2015,31.35,97.74,83.38,30.49,66.17,94.02,39.08
Odisha,Gajapati,2024,34.91,91.78,86.25,37.21,52.37,58.82,79.48
Tamil Nadu,Madurai,2022,79.23,80.08,89.58,29.97,68.11,21.76,19.54
Kerala,Kozhikode,2018,85.62,49.87,92.56,99.85,60.57,40.84,24.54
West Bengal,Howrah,2020,73.79,36.68,62.81,67.56,32.97,89.38,69.82
Tamil Nadu,Ramanathapuram,2022,93.42,26.58,54.27,80.0,25.16,84.2,40.79
Rajasthan,Salumbar,2021,79.41,95.82,53.67,87.85,82.67,64.45,44.6
Sikkim,Pakyong,2023,45.09,32.57,12.55,25.0,79.07,58.9,50.19
Chhattisgarh,Surajpur,2017,51.25,53.88,83.0,88.07,88.12,34.1,50.81
Manipur,Chandel,2022,14.07,16.31,73.71,73.66,76.85,61.75,43.56
Telangana,Warangal,2024,12.34,19.73,14.32,97.15,93.26,82.73,56.9
Maharashtra,Ahmednagar,2023,88.76,23.02,40.16,59.85,33.9,52.24,97.63
Bihar,Kishanganj,2015,96.32,62.63,46.68,32.74,11.63,56.45,62.21
Maharashtra,Palghar,2015,73.66,68.77,44.75,85.77,53.37,85.45,99.28
Himachal Pradesh,Hamirpur,2016,88.83,18.25,59.21,38.12,25.44,83.95,63.03
Uttar Pradesh,Baghpat,2016,69.25,40.54,87.1,35.52,74.04,71.6,71.42
Uttarakhand,Tehri Garhwal,2020,92.12,56.86,94.66,28.77,59.91,50.29,50.23
Rajasthan,Balotra,2023,69.51,83.76,66.83,48.75,21.53,63.83,50.96
West Bengal,Purba Medinipur,2022,98.47,37.0,29.02,70.69,25.26,94.58,46.15
Uttar Pradesh,Shravasti,2016,85.95,49.3,58.65,15.94,62.94,18.24,17.78
Uttar Pradesh,Pilibhit,2025,49.72,14.74,60.36,82.28,83.87,39.07,99.0
Uttar Pradesh,Lakhimpur Kheri,2022,41.67,77.24,10.65,30.32,13.17,53.31,58.7
Madhya Pradesh,Shivpuri,2022,99.29,46.83,93.97,51.92,25.81,52.22,70.2
Madhya Pradesh,Jabalpur,2015,13.49,24.31,30.96,75.78,37.2,46.65,96.65
Bihar,East Champaran,2025,91.38,77.2,41.25,72.86,15.75,41.56,61.9
Jharkhand,Seraikela-Kharsawan,2017,56.08,45.45,85.88,66.03,25.71,25.71,69.59
Uttar Pradesh,Aligarh,2024,86.78,89.25,97.39,63.24,76.84,38.47,32.72
Maharashtra,Jalgaon,2024,59.88,68.17,15.92,25.89,39.99,82.28,55.15
Madhya Pradesh,Maihar,2019,93.1,90.91,18.18,25.39,44.33,63.26,72.9
Bihar,Katihar,2018,66.01,29.15,22.71,87.06,73.98,82.04,67.03
Chhattisgarh,Janjgir-Champa,2018,45.48,42.32,62.44,78.95,17.79,71.43,68.67
Maharashtra,Latur,2018,69.54,73.18,81.78,71.36,24.17,60.5,31.52
Uttar Pradesh,Gonda,2025,46.34,53.28,40.31,47.66,34.84,98.82,70.62
Chhattisgarh,Raigarh,2025,33.37,61.51,19.61,12.93,73.34,77.48,88.53
Mizoram,Aizawl,2019,89.52,51.79,46.99,96.41,14.04,52.71,33.56
Andhra Pradesh,Sri Sathya Sai,2018,68.07,18.41,72.82,67.79,11.14,87.55,83.41
Odisha,Jajpur,2025,26.13,33.81,67.41,65.83,60.17,51.74,59.42
Karnataka,Koppal,2022,74.88,84.6,11.28,77.03,74.23,14.39,41.39
Himachal Pradesh,Kinnaur,2020,69.26,83.45,76.13,94.21,82.08,56.8,32.39
Manipur,Imphal East,2016,11.75,15.21,18.2,35.05,27.58,80.15,19.61
Haryana,Palwal,2023,56.07,23.37,60.29,38.04,35.12,52.61,50.68
Arunachal Pradesh,Dibang Valley,2023,45.9,99.22,80.78,41.16,53.29,30.57,80.73
Maharashtra,Nashik,2017,14.2,32.31,94.16,35.67,72.1,45.61,87.77
Assam,Golaghat,2023,48.98,89.86,54.82,59.6,36.55,66.24,46.98
Punjab,Kapurthala,2015,35.8,76.32,52.57,63.57,48.25,11.9,60.92
Madhya Pradesh,Harda,2023,47.87,58.85,41.83,46.1,13.96,33.14,97.63
Bihar,Sheikhpura,2017,72.24,66.89,79.67,49.12,50.02,51.95,26.19
Uttar Pradesh,Agra,2025,67.67,54.52,27.73,53.22,75.18,81.24,46.06
West Bengal,Hooghly,2017,25.53,68.4,47.31,66.09,34.16,15.46,92.25
Uttar Pradesh,Kanpur Dehat,2019,50.94,32.74,41.85,22.89,14.25,91.59,20.62
Odisha,Rayagada,2025,90.01,84.42,32.81,27.15,36.98,88.84,76.23
Assam,Karimganj,2024,80.63,83.02,67.6,57.96,16.27,32.29,87.18
Madhya Pradesh,Tikamgarh,2021,54.02,16.02,79.0,77.35,66.65,18.65,35.8
Punjab,Sangrur,2021,43.69,64.74,32.4,10.37,33.52,38.58,97.37
Telangana,Bhadradri Kothagudem,2018,71.24,77.83,51.3,82.49,39.25,68.08,56.81
Madhya Pradesh,Hoshangabad (Narmadapuram),2025,18.2,81.02,40.72,63.48,65.24,48.45,64.31
Madhya Pradesh,Shivpuri,2019,27.34,84.32,28.27,81.74,26.04,21.66,35.85
Himachal Pradesh,Solan,2015,49.87,57.51,52.74,12.09,53.75,68.92,27.28
Madhya Pradesh,Katni,2015,90.49,88.53,13.44,22.32,47.21,55.92,66.24
Meghalaya,Ri Bhoi,2022,97.4,74.72,73.96,29.53,25.36,86.44,86.59
Gujarat,Anand,2023,90.39,48.16,75.1,55.21,20.32,76.2,77.66
Odisha,Sambalpur,2018,11.42,46.82,71.01,32.76,28.72,60.07,37.97
Rajasthan,Pali,2016,29.61,57.82,51.96,27.67,35.07,40.33,55.55
Bihar,Saran,2023,83.0,79.03,59.03,83.79,32.73,50.43,75.31
Uttar Pradesh,Deoria,2015,78.84,62.41,40.0,39.52,57.48,45.18,11.63
Uttarakhand,Pithoragarh,2024,98.23,75.76,45.85,67.05,71.75,84.78,22.12
Madhya Pradesh,Hoshangabad (Narmadapuram),2025,20.75,54.41,38.7,87.1,71.84,31.93,99.04
Telangana,Mancherial,2016,12.08,82.83,80.21,97.89,89.69,60.97,34.27
Karnataka,Gadag,2018,93.44,19.72,80.96,87.98,73.97,99.98,65.75
Sikkim,Namchi,2021,92.94,85.81,53.87,91.78,32.87,64.38,26.33
Odisha,Sonepur,2024,31.05,86.4,21.53,71.0,47.01,68.3,50.88
Madhya Pradesh,Hoshangabad (Narmadapuram),2017,43.19,48.68,18.43,35.96,64.92,27.51,96.76
Bihar,Nawada,2022,47.95,38.22,74.87,69.55,94.05,51.29,21.41
Rajasthan,Jalore,2023,18.36,95.61,83.55,33.32,93.19,45.38,72.39
Odisha,Jajpur,2020,50.42,31.34,91.82,67.54,27.9,34.69,94.52
Tamil Nadu,Thanjavur,2021,52.68,27.66,70.21,67.56,33.5,85.65,73.3
Mizoram,Lunglei,2022,53.38,73.1,90.7,99.22,31.68,96.51,61.87
Uttar Pradesh,Amethi,2022,96.54,62.5,90.31,34.74,59.52,65.7,68.6
Maharashtra,Mumbai Suburban,2022,70.13,86.7,56.12,98.18,55.11,98.82,80.03
Karnataka,Kodagu,2018,22.01,26.69,29.72,43.06,39.84,20.09,78.28
Rajasthan,Dausa,2024,79.8,58.97,77.18,96.04,18.3,19.02,95.06
Uttar Pradesh,Chitrakoot,2020,42.01,18.51,64.98,33.53,81.38,26.24,76.07
Rajasthan,Bundi,2016,65.05,89.17,84.87,51.92,17.32,29.0,55.83
Mizoram,Hnahthial,2016,28.59,26.74,97.81,91.94,20.16,83.79,32.77
Andhra Pradesh,Chittoor,2021,76.56,79.8,22.37,95.37,14.19,97.12,47.43
Uttar Pradesh,Firozabad,2019,67.37,81.23,17.06,11.1,61.1,99.13,40.21
Andhra Pradesh,Sri Sathya Sai,2018,65.13,89.95,96.85,91.1,22.92,33.0,86.89
Telangana,Ranga Reddy,2025,13.49,51.21,41.77,57.16,22.02,85.56,54.52
Manipur,Ukhrul,2018,52.95,70.3,76.14,59.85,60.19,73.94,91.31
