state,district,year,tourist_visits,domestic_tourists,foreign_tourists,tourism_revenue,hotels,tourist_sites
Rajasthan,Udaipur,2016,1700364,917485,15074,132352380,187,60
Rajasthan,Udaipur,2017,2665597,3967056,163614,140981652,78,188
Rajasthan,Udaipur,2018,1663320,3514980,483923,285588664,84,114
Rajasthan,Udaipur,2019,2011981,2415691,25852,401323361,674,101
Rajasthan,Udaipur,2020,2428201,2822435,360514,482980447,140,129
Rajasthan,Udaipur,2021,3945879,562951,371534,182049156,533,91
Rajasthan,Udaipur,2022,1258605,1760754,328975,435007107,684,110
Rajasthan,Udaipur,2023,2774457,3443476,247308,340047395,914,56
Rajasthan,Udaipur,2024,3564698,2255831,41488,200658724,317,125
Rajasthan,Udaipur,2025,1518701,747353,271438,250195868,440,53
Sikkim,Gangtok,2015,4369630,1224012,139293,1551659,749,93
Sikkim,Gangtok,2016,2089310,291616,387344,369244857,278,183
Sikkim,Gangtok,2017,4585010,3059104,124601,254010329,969,42
Sikkim,Gangtok,2018,2844874,475604,142311,94315383,15,90
Sikkim,Gangtok,2019,4255290,2284643,7101,299091420,728,140
Sikkim,Gangtok,2020,2872743,1409208,332575,490501783,738,114
Sikkim,Gangtok,2021,686107,3567537,155966,430903775,88,21
Sikkim,Gangtok,2022,1511373,1642722,9145,436433293,114,22
Sikkim,Gangtok,2023,244114,3467452,116643,136683531,590,121
Sikkim,Gangtok,2024,1036662,1529355,155793,13570221,907,23
Sikkim,Gangtok,2025,2223179,1386331,42960,415518986,264,119
Sikkim,Mangan,2015,1014556,3440483,280135,168104059,375,31
Sikkim,Mangan,2016,4949535,2006512,374446,361571719,802,171
Sikkim,Mangan,2017,415881,2468465,210694,201952308,664,170
Sikkim,Mangan,2018,1994476,1147071,40249,320740810,37,166
Sikkim,Mangan,2019,3840141,2341256,362570,53782470,998,150
Sikkim,Mangan,2020,4400355,3087647,40785,162898083,251,184
Sikkim,Mangan,2021,2108387,1046989,89956,90137400,438,169
Sikkim,Mangan,2022,1649774,3323692,404328,35141267,308,176
Sikkim,Mangan,2023,1616597,4492744,431358,233323708,476,15
Sikkim,Mangan,2024,3219540,190780,187817,141920310,650,93
Sikkim,Mangan,2025,2437363,3637425,282796,231061798,341,16
Sikkim,Namchi,2015,2537428,2980609,291321,250903411,336,122
Sikkim,Namchi,2016,4670720,3826827,196595,53479908,962,193
Sikkim,Namchi,2017,2797407,3609097,240231,179313773,741,17
Sikkim,Namchi,2018,3908524,3712605,89992,303220775,910,157
Sikkim,Namchi,2019,257130,2854371,326057,270161760,613,144
Sikkim,Namchi,2020,3664847,3697530,356434,382917245,317,192
Sikkim,Namchi,2021,683748,578670,27672,333543093,952,108
Sikkim,Namchi,2022,1136049,821826,165008,51118923,447,153
Sikkim,Namchi,2023,4642963,2700935,222380,303181504,468,122
Sikkim,Namchi,2024,3419572,2424211,490785,176799117,651,37
Sikkim,Namchi,2025,1283513,4016312,142994,118358841,277,48
Sikkim,Pakyong,2015,4206857,129962,15397,293452989,162,65
Sikkim,Pakyong,2016,4708600,3957052,212789,255244266,498,32
Sikkim,Pakyong,2017,1373000,4366862,449216,387454562,155,89
Sikkim,Pakyong,2018,1167491,3518896,392062,23620011,615,132
Sikkim,Pakyong,2019,2448817,1388410,397621,102488476,568,72
Sikkim,Pakyong,2020,302914,3989062,241634,207025326,226,112
Sikkim,Pakyong,2021,1970364,2345853,23471,106724597,495,182
Sikkim,Pakyong,2022,4700386,1765392,340705,473652238,491,61
Sikkim,Pakyong,2023,4618721,2018363,335177,22750004,795,115
Sikkim,Pakyong,2024,755644,80734,352387,258336864,324,51
Sikkim,Pakyong,2025,3001171,3224381,300821,258468781,488,52
Sikkim,Gyalshing,2015,1631866,557477,155996,434505634,143,98
Sikkim,Gyalshing,2016,1964815,759832,62190,77969035,373,93
Sikkim,Gyalshing,2017,4272759,857803,143970,382344262,145,42
Sikkim,Gyalshing,2018,3143451,2959085,105218,364311461,640,16
Sikkim,Gyalshing,2019,229844,3742119,478860,103350002,151,114
Sikkim,Gyalshing,2020,3863817,948396,78173,309913774,980,136
Sikkim,Gyalshing,2021,3818266,3662369,110247,420838823,155,99
Sikkim,Gyalshing,2022,2426091,1913429,182102,421872975,862,166
Sikkim,Gyalshing,2023,3840804,1628672,480069,65049837,837,160
Sikkim,Gyalshing,2024,2935247,3545974,383521,419091413,300,104
Sikkim,Gyalshing,2025,440554,4035915,375216,57973363,81,88
Sikkim,Soreng,2015,822746,106255,55392,221797635,281,17
Sikkim,Soreng,2016,2967132,768845,399324,429718764,747,35
Sikkim,Soreng,2017,3502988,1267859,12730,305252129,496,153
Sikkim,Soreng,2018,1814814,4137499,461026,30790848,219,6
Sikkim,Soreng,2019,1952349,4416763,319169,425824891,390,4
Sikkim,Soreng,2020,1348577,3594000,101040,415448294,509,31
Sikkim,Soreng,2021,2955376,3067171,248734,453431820,594,92
Sikkim,Soreng,2022,3607422,1541653,266937,174920367,817,178
Sikkim,Soreng,2023,2654860,1254243,159817,187204985,360,171
Sikkim,Soreng,2024,98694,2972860,100596,112018889,65,195
Sikkim,Soreng,2025,3048656,2294300,46754,303997468,758,117
Tamil Nadu,Ariyalur,2015,3208510,1157227,83581,460004617,289,185
Tamil Nadu,Ariyalur,2016,1129768,3965101,201138,464209602,20,90
Tamil Nadu,Ariyalur,2017,2081360,325692,250813,34998755,385,109
Tamil Nadu,Ariyalur,2018,277342,3622630,277316,54438861,864,195
Tamil Nadu,Ariyalur,2019,4852190,476359,191834,279002817,564,166
Tamil Nadu,Ariyalur,2020,4739163,994288,482175,277380616,468,109
Tamil Nadu,Ariyalur,2021,2948874,4110155,320239,255024733,409,69
Tamil Nadu,Ariyalur,2022,4668982,4272898,138190,344231835,712,109
Tamil Nadu,Ariyalur,2023,1171818,2195387,224123,384911470,433,132
Tamil Nadu,Ariyalur,2024,4080878,4142455,165981,190922664,412,195
Tamil Nadu,Ariyalur,2025,3969781,2477544,292868,233076137,752,45
Tamil Nadu,Chengalpattu,2015,3533533,972008,212442,220438251,705,113
Tamil Nadu,Chengalpattu,2016,3208741,3358004,389898,497891918,168,123
Tamil Nadu,Chengalpattu,2017,251076,2166908,113108,328485483,353,104
Tamil Nadu,Chengalpattu,2018,2733831,1178136,255342,402464098,270,101
Tamil Nadu,Chengalpattu,2019,2177823,2491091,129790,48948857,259,108
Tamil Nadu,Chengalpattu,2020,41710,4152843,222310,274200253,803,27
Tamil Nadu,Chengalpattu,2021,3437615,1543512,47116,427158716,177,137
Tamil Nadu,Chengalpattu,2022,4154953,2199826,195864,134124592,884,175
Tamil Nadu,Chengalpattu,2023,2764911,1167864,240786,30482601,885,78
Tamil Nadu,Chengalpattu,2024,442596,3994404,118483,20967304,29,138
Tamil Nadu,Chengalpattu,2025,2207985,1973354,82253,280975000,826,171
Tamil Nadu,Chennai,2015,1666728,146211,136550,368743103,242,23
Tamil Nadu,Chennai,2016,3724966,3932812,92399,105732552,425,132
Tamil Nadu,Chennai,2017,3728420,1186084,415107,25973950,258,92
Tamil Nadu,Chennai,2018,2133628,3537467,276957,214603439,108,17
Tamil Nadu,Chennai,2019,3780841,1583304,35424,398238364,84,86
Tamil Nadu,Chennai,2020,3246896,4348738,131982,49960686,730,130
Tamil Nadu,Chennai,2021,1885847,2946454,225352,27747968,81,6
Tamil Nadu,Chennai,2022,363683,4247907,433718,481725299,347,31
Tamil Nadu,Chennai,2023,2610194,371366,269307,499776188,424,94
Tamil Nadu,Chennai,2024,4727514,1622252,193544,330105889,182,45
Tamil Nadu,Chennai,2025,3805128,3434540,230588,455157961,802,139
Tamil Nadu,Coimbatore,2015,2956734,1511014,3343,99503709,895,52
Tamil Nadu,Coimbatore,2016,2571990,2526272,328263,435433680,691,49
Tamil Nadu,Coimbatore,2017,3589557,1067167,461836,10929383,687,171
Tamil Nadu,Coimbatore,2018,4450129,1713299,128647,179147750,794,48
Tamil Nadu,Coimbatore,2019,2053964,1025936,31390,299334894,726,63
Tamil Nadu,Coimbatore,2020,1214679,2032670,71589,253711665,933,87
Tamil Nadu,Coimbatore,2021,2865366,3696354,245136,370271318,101,155
Tamil Nadu,Coimbatore,2022,3136548,1958727,305314,442022910,350,179
Tamil Nadu,Coimbatore,2023,556283,2774781,106447,88759901,783,144
Tamil Nadu,Coimbatore,2024,4479544,780106,348815,173513519,617,90
Tamil Nadu,Coimbatore,2025,2484671,1258040,453552,134879334,981,160
Tamil Nadu,Cuddalore,2015,910434,3277451,434389,132677201,76,30
Tamil Nadu,Cuddalore,2016,2915917,1210680,314045,369812390,940,118
Tamil Nadu,Cuddalore,2017,1162616,408464,43593,475118899,517,166
Tamil Nadu,Cuddalore,2018,661079,2457898,345107,450682609,313,20
Tamil Nadu,Cuddalore,2019,755531,213649,338987,316565583,884,125
Tamil Nadu,Cuddalore,2020,4592368,684837,449072,334262679,893,98
Tamil Nadu,Cuddalore,2021,3577861,738440,310546,314473573,525,61
Tamil Nadu,Cuddalore,2022,4518932,257061,97219,100543622,819,85
Tamil Nadu,Cuddalore,2023,533960,3816741,39811,499667506,635,73
Tamil Nadu,Cuddalore,2024,3975904,2804807,39302,290014789,337,97
Tamil Nadu,Cuddalore,2025,1022171,4272647,395689,71177372,450,116
Tamil Nadu,Dharmapuri,2015,4410609,2113855,30763,122537172,10,67
Tamil Nadu,Dharmapuri,2016,4244733,4022344,333564,200865028,960,110
Tamil Nadu,Dharmapuri,2017,3067632,1005298,465876,3317442,399,48
Tamil Nadu,Dharmapuri,2018,4366409,1166773,189917,273093682,453,120
Tamil Nadu,Dharmapuri,2019,308193,2132872,32402,248486676,901,168
Tamil Nadu,Dharmapuri,2020,2312835,4258779,363057,180092841,724,149
Tamil Nadu,Dharmapuri,2021,4780096,3948619,166450,460651732,135,160
Tamil Nadu,Dharmapuri,2022,3166559,2760386,491989,19809345,811,106
Tamil Nadu,Dharmapuri,2023,3286651,683935,348404,381796314,186,186
Tamil Nadu,Dharmapuri,2024,4490947,3776024,155183,168009198,679,42
Tamil Nadu,Dharmapuri,2025,3141368,2859053,182257,155763860,486,16
Tamil Nadu,Dindigul,2015,2920493,857224,136999,287844693,78,113
Tamil Nadu,Dindigul,2016,179172,1456682,151654,373333565,690,135
Tamil Nadu,Dindigul,2017,95287,4170673,258028,128785200,396,128
Tamil Nadu,Dindigul,2018,2202064,557500,107312,91975961,918,166
Tamil Nadu,Dindigul,2019,2260412,188047,429507,178621152,15,92
Tamil Nadu,Dindigul,2020,462052,529260,284170,79632832,350,113
Tamil Nadu,Dindigul,2021,1817335,3649568,253083,388018234,313,57
Tamil Nadu,Dindigul,2022,3684704,2744194,88133,421920108,921,18
Tamil Nadu,Dindigul,2023,4506970,1296992,336969,251539197,423,170
Tamil Nadu,Dindigul,2024,4411379,3991922,352554,482118423,786,13
Tamil Nadu,Dindigul,2025,3741665,2234673,472659,232441462,401,174
Tamil Nadu,Erode,2015,3105907,354130,288698,417761053,604,186
Tamil Nadu,Erode,2016,1514935,1887144,290358,278258855,100,175
Tamil Nadu,Erode,2017,891469,1954120,154904,46044358,366,175
Tamil Nadu,Erode,2018,1958162,3408641,226625,136080799,502,21
Tamil Nadu,Erode,2019,640254,3281456,107293,127120649,480,2
Tamil Nadu,Erode,2020,2862371,840810,427544,30271053,359,109
Tamil Nadu,Erode,2021,3771926,4441001,226813,236892773,508,150
Tamil Nadu,Erode,2022,1755515,3935213,253367,472287728,506,29
Tamil Nadu,Erode,2023,543722,1838677,483396,482168465,67,64
Tamil Nadu,Erode,2024,1798705,3605618,311154,228410108,744,11
Tamil Nadu,Erode,2025,2367242,3309312,284491,251826135,651,30
Tamil Nadu,Kallakurichi,2015,2083509,3115222,227489,118333272,126,102
Tamil Nadu,Kallakurichi,2016,4752316,2897921,416984,261235712,559,85
Tamil Nadu,Kallakurichi,2017,1512014,3159818,459733,243719082,543,165
Tamil Nadu,Kallakurichi,2018,2686849,160948,393837,175509607,452,95
Tamil Nadu,Kallakurichi,2019,1375870,2404027,416498,314653773,837,160
Tamil Nadu,Kallakurichi,2020,4126424,1045311,259800,426853741,138,105
Tamil Nadu,Kallakurichi,2021,4698682,2919676,150737,67159501,136,107
Tamil Nadu,Kallakurichi,2022,4693109,1561850,275716,360246969,854,57
Tamil Nadu,Kallakurichi,2023,4525377,155009,418521,304537215,985,130
Tamil Nadu,Kallakurichi,2024,445733,1177024,150480,349480174,391,167
Tamil Nadu,Kallakurichi,2025,4178804,327075,160581,2350842,179,96
Tamil Nadu,Kanchipuram,2015,3571971,2342502,7157,395292177,428,26
Tamil Nadu,Kanchipuram,2016,1305171,1201788,133638,350575126,716,75
Tamil Nadu,Kanchipuram,2017,48926,2942257,161552,66837903,469,52
Tamil Nadu,Kanchipuram,2018,37679,254776,263729,426518570,695,39
Tamil Nadu,Kanchipuram,2019,828182,1756341,127470,154104089,962,121
Tamil Nadu,Kanchipuram,2020,2556474,2142841,16364,28051310,19,124
Tamil Nadu,Kanchipuram,2021,825858,2446676,57102,97597594,966,153
Tamil Nadu,Kanchipuram,2022,3266548,2144581,9245,205869843,654,27
Tamil Nadu,Kanchipuram,2023,2074222,955955,289393,405122109,736,172
Tamil Nadu,Kanchipuram,2024,3539160,2851492,197581,113114800,255,52
Tamil Nadu,Kanchipuram,2025,4155821,3065302,21089,470449607,582,179
Tamil Nadu,Karur,2015,1795409,2792759,348851,447072357,229,93
Tamil Nadu,Karur,2016,1509166,1323241,330317,81784631,490,181
Tamil Nadu,Karur,2017,4544429,3172900,82995,462384777,963,173
Tamil Nadu,Karur,2018,4415305,2729595,411181,106975869,348,160
Tamil Nadu,Karur,2019,1953070,3444082,487173,340589117,547,11
Tamil Nadu,Karur,2020,4024867,121225,322253,160950678,578,191
Tamil Nadu,Karur,2021,3292154,1267867,267991,83321542,742,59
Tamil Nadu,Karur,2022,2957161,230376,106568,310318433,829,20
Tamil Nadu,Karur,2023,633483,3672438,254345,380572215,267,100
Tamil Nadu,Karur,2024,2886072,1735932,423994,325138251,233,180
Tamil Nadu,Karur,2025,3777079,4004072,221836,386136602,856,20
Tamil Nadu,Krishnagiri,2015,3726849,136976,242025,492752449,665,195
Tamil Nadu,Krishnagiri,2016,4825233,4051851,130615,358522898,553,152
Tamil Nadu,Krishnagiri,2017,3510592,3013116,367809,369950588,301,83
Tamil Nadu,Krishnagiri,2018,1774025,367446,406945,459583038,555,158
Tamil Nadu,Krishnagiri,2019,1402463,1751705,236950,419283794,893,103
Tamil Nadu,Krishnagiri,2020,4390165,2079081,423230,85476597,415,105
Tamil Nadu,Krishnagiri,2021,984761,3651013,377998,178933515,673,163
Tamil Nadu,Krishnagiri,2022,1458071,2393724,349039,247472503,386,135
Tamil Nadu,Krishnagiri,2023,1656643,2574104,344658,42277510,573,120
Tamil Nadu,Krishnagiri,2024,4441338,3015210,69395,63631081,131,33
Tamil Nadu,Krishnagiri,2025,1946760,1647635,250773,458967040,68,63
Tamil Nadu,Madurai,2015,530399,3516982,75627,259265235,937,114
Tamil Nadu,Madurai,2016,1147963,1444845,306094,335059371,667,41
Tamil Nadu,Madurai,2017,2861259,2584376,427707,172521576,466,99
Tamil Nadu,Madurai,2018,1317775,4267677,104451,36516099,307,191
Tamil Nadu,Madurai,2019,2466181,187409,484783,431089411,649,87
Tamil Nadu,Madurai,2020,2662097,3553054,3573,368110063,957,168
Tamil Nadu,Madurai,2021,2684112,2555935,320545,387839247,249,198
Tamil Nadu,Madurai,2022,3253995,3290162,150300,102230237,377,160
Tamil Nadu,Madurai,2023,2576226,1239580,190823,66035945,177,71
Tamil Nadu,Madurai,2024,4261612,1573761,258313,291341979,206,19
Tamil Nadu,Madurai,2025,3022989,4330407,66942,486663990,446,65
Tamil Nadu,Mayiladuthurai,2015,1751785,1106047,302663,38219834,995,199
Tamil Nadu,Mayiladuthurai,2016,1118874,3340565,295900,445647457,315,76
Tamil Nadu,Mayiladuthurai,2017,3106560,4050274,357249,111963644,724,125
Tamil Nadu,Mayiladuthurai,2018,2207642,3122911,319553,366815129,258,132
Tamil Nadu,Mayiladuthurai,2019,807934,1628096,213107,315370013,57,177
Tamil Nadu,Mayiladuthurai,2020,2369482,2558693,483729,255641943,419,60
Tamil Nadu,Mayiladuthurai,2021,1436190,3218063,127780,262191567,471,22
Tamil Nadu,Mayiladuthurai,2022,1215291,4200582,464193,132238187,530,157
Tamil Nadu,Mayiladuthurai,2023,2845556,2254316,441778,104630794,875,188
Tamil Nadu,Mayiladuthurai,2024,276041,945465,145956,444341006,546,125
Tamil Nadu,Mayiladuthurai,2025,1239421,1657324,155657,426338268,111,78
Tamil Nadu,Nagapattinam,2015,4204266,3129695,406246,62144000,594,148
Tamil Nadu,Nagapattinam,2016,799794,133334,12596,471225092,620,186
Tamil Nadu,Nagapattinam,2017,435028,1949966,91452,479906304,729,167
Tamil Nadu,Nagapattinam,2018,2037330,2716687,239196,402546764,766,33
Tamil Nadu,Nagapattinam,2019,4086574,3562274,486602,208338766,299,86
Tamil Nadu,Nagapattinam,2020,2353010,227280,30019,10220288,814,83
Tamil Nadu,Nagapattinam,2021,1977621,3641523,103533,291135429,485,187
Tamil Nadu,Nagapattinam,2022,4792238,644957,225834,348622991,108,56
Tamil Nadu,Nagapattinam,2023,380959,3905217,452357,70608202,104,142
Tamil Nadu,Nagapattinam,2024,1615336,3624289,282648,289112045,284,4
Tamil Nadu,Nagapattinam,2025,4415221,2708649,368181,187231825,667,77
Tamil Nadu,Namakkal,2015,3883284,4337129,201118,6296063,806,72
Tamil Nadu,Namakkal,2016,3153351,3655680,474036,400279025,346,84
Tamil Nadu,Namakkal,2017,1077839,3720716,370684,496958804,131,47
Tamil Nadu,Namakkal,2018,4348751,165375,485638,15757975,729,48
Tamil Nadu,Namakkal,2019,4778040,188982,39868,437887679,63,18
Tamil Nadu,Namakkal,2020,3487401,3235260,224551,5345794,732,69
Tamil Nadu,Namakkal,2021,3128708,1982234,440908,189427253,387,91
Tamil Nadu,Namakkal,2022,1254005,845044,347874,151661274,495,152
Tamil Nadu,Namakkal,2023,1190197,3719968,169095,473963922,388,96
Tamil Nadu,Namakkal,2024,3055070,1497641,346084,170917940,226,53
Tamil Nadu,Namakkal,2025,1622433,1763715,263241,355434775,526,99
Tamil Nadu,Nilgiris,2015,538601,4420393,382066,469429732,194,90
Tamil Nadu,Nilgiris,2016,4346993,839950,433416,332184530,815,137
Tamil Nadu,Nilgiris,2017,2933198,922329,381256,285006446,121,141
Tamil Nadu,Nilgiris,2018,1319768,366147,336882,178546207,40,173
Tamil Nadu,Nilgiris,2019,4309543,496202,408170,107264010,990,125
Tamil Nadu,Nilgiris,2020,667185,1303229,354111,305926982,972,28
Tamil Nadu,Nilgiris,2021,2788127,1032192,277554,121703780,10,123
Tamil Nadu,Nilgiris,2022,4578265,2960255,389081,434668546,473,115
Tamil Nadu,Nilgiris,2023,829463,4185801,262514,441451647,947,105
Tamil Nadu,Nilgiris,2024,1401297,2311751,49739,252615344,819,78
Tamil Nadu,Nilgiris,2025,3869372,3975601,37379,268104985,131,184
Tamil Nadu,Perambalur,2015,2173088,3398814,57850,482452194,531,189
Tamil Nadu,Perambalur,2016,4316615,3203956,233926,306283590,193,200
Tamil Nadu,Perambalur,2017,785598,2343700,124592,401896217,11,55
Tamil Nadu,Perambalur,2018,1106787,3321022,175007,93903069,262,77
Tamil Nadu,Perambalur,2019,3294381,471029,415712,146958703,133,29
Tamil Nadu,Perambalur,2020,4987662,136101,349331,101460329,813,61
Tamil Nadu,Perambalur,2021,3856387,1033524,155751,99083814,989,46
Tamil Nadu,Perambalur,2022,1717114,1935541,308880,314175350,184,99
Tamil Nadu,Perambalur,2023,3356270,552547,495333,108797014,763,105
Tamil Nadu,Perambalur,2024,4520234,29513,326553,195937958,977,49
Tamil Nadu,Perambalur,2025,4496014,4087227,373787,210431788,697,5
Tamil Nadu,Pudukkottai,2015,2022024,241808,340035,179085623,258,159
Tamil Nadu,Pudukkottai,2016,4953945,389431,62571,111909428,450,26
Tamil Nadu,Pudukkottai,2017,415227,4468454,284445,258756559,593,15
Tamil Nadu,Pudukkottai,2018,3030695,4088961,58871,119038157,472,1
Tamil Nadu,Pudukkottai,2019,239706,604567,289066,476767546,631,190
Tamil Nadu,Pudukkottai,2020,1157223,3437241,436123,82350559,326,26
Tamil Nadu,Pudukkottai,2021,879178,4109081,409407,49615836,785,185
Tamil Nadu,Pudukkottai,2022,2734363,3344377,55795,191329922,291,60
Tamil Nadu,Pudukkottai,2023,3402185,1124747,210500,118216727,280,196
Tamil Nadu,Pudukkottai,2024,2719375,489725,275586,49772331,18,104
Tamil Nadu,Pudukkottai,2025,3334228,2264512,49732,464892329,787,186
Tamil Nadu,Ramanathapuram,2015,4560937,3049758,397378,193178108,884,113
Tamil Nadu,Ramanathapuram,2016,2729621,3681993,222606,200611216,549,51
Tamil Nadu,Ramanathapuram,2017,34519,1037568,175245,69553549,663,95
Tamil Nadu,Ramanathapuram,2018,3819147,2930288,368842,66547763,764,34
Tamil Nadu,Ramanathapuram,2019,70266,3537039,481785,26880246,410,194
Tamil Nadu,Ramanathapuram,2020,4454686,3636225,4499,314356979,314,92
Tamil Nadu,Ramanathapuram,2021,2359570,2045878,371359,486002653,54,183
Tamil Nadu,Ramanathapuram,2022,4077928,2351156,193810,336213543,892,113
Tamil Nadu,Ramanathapuram,2023,1740921,2462441,28125,86077635,988,191
Tamil Nadu,Ramanathapuram,2024,626277,872451,132578,244225316,814,54
Tamil Nadu,Ramanathapuram,2025,4476118,3381096,274948,227877710,745,122
Tamil Nadu,Ranipet,2015,204293,2908093,125301,232164782,545,7
Tamil Nadu,Ranipet,2016,4608001,2600122,13332,144817635,708,163
Tamil Nadu,Ranipet,2017,1740451,600935,427759,376101967,835,10
Tamil Nadu,Ranipet,2018,3853536,1145498,37950,242200484,85,128
Tamil Nadu,Ranipet,2019,3757261,3051543,304261,34685607,468,146
Tamil Nadu,Ranipet,2020,1094433,2491326,95512,328076537,731,152
Tamil Nadu,Ranipet,2021,2655010,2111484,94865,455020096,790,89
Tamil Nadu,Ranipet,2022,1079167,1357981,330640,479215833,260,120
Tamil Nadu,Ranipet,2023,3047667,1228073,310420,246167384,344,161
Tamil Nadu,Ranipet,2024,3788554,687236,79972,70264489,977,123
Tamil Nadu,Ranipet,2025,2856316,264534,61858,230354776,208,64
Tamil Nadu,Salem,2015,3476597,3650263,301973,235312704,129,171
Tamil Nadu,Salem,2016,1733240,2895961,348423,58121703,553,12
Tamil Nadu,Salem,2017,2149470,34201,426609,345837200,115,35
Tamil Nadu,Salem,2018,3582478,3541980,52392,486047979,141,56
Tamil Nadu,Salem,2019,2715464,2306381,68209,223832167,878,47
Tamil Nadu,Salem,2020,1593342,538633,50326,91542029,904,184
Tamil Nadu,Salem,2021,456876,2027909,186423,438591377,932,133
Tamil Nadu,Salem,2022,4401690,3926948,189123,27150016,286,166
Tamil Nadu,Salem,2023,1730720,4075344,463557,326338641,917,80
Tamil Nadu,Salem,2024,2445591,4000372,210945,145164368,605,4
Tamil Nadu,Salem,2025,1645603,226583,404910,8927540,706,147
Tamil Nadu,Sivaganga,2015,968493,3206536,348916,403142237,648,178
Tamil Nadu,Sivaganga,2016,1139947,1680584,260638,208074909,766,114
Tamil Nadu,Sivaganga,2017,2479159,3632739,179914,234867514,973,157
Tamil Nadu,Sivaganga,2018,926777,1730133,250300,307817290,995,106
Tamil Nadu,Sivaganga,2019,4825457,4391337,172507,324458495,976,101
Tamil Nadu,Sivaganga,2020,3924252,474236,8677,207559087,68,98
Tamil Nadu,Sivaganga,2021,620515,2461794,394977,328196514,617,62
Tamil Nadu,Sivaganga,2022,1501428,1958083,89760,69898529,80,89
Tamil Nadu,Sivaganga,2023,2723525,1669335,450399,198059842,401,70
Tamil Nadu,Sivaganga,2024,462067,1168817,396484,427762696,127,99
Tamil Nadu,Sivaganga,2025,4091095,2483953,288329,102189489,50,192
Tamil Nadu,Tenkasi,2015,4958981,2362561,451889,480901564,458,29
Tamil Nadu,Tenkasi,2016,1987227,2527561,152989,312024760,398,101
Tamil Nadu,Tenkasi,2017,828266,286146,21103,220306516,886,42
Tamil Nadu,Tenkasi,2018,874307,109194,182908,448430699,140,55
Tamil Nadu,Tenkasi,2019,3189038,2423909,39304,82655181,330,97
Tamil Nadu,Tenkasi,2020,3308994,3321559,353085,358260944,924,185
Tamil Nadu,Tenkasi,2021,1299148,2218187,438173,321800930,196,158
Tamil Nadu,Tenkasi,2022,3487266,3897235,317121,118587391,90,167
Tamil Nadu,Tenkasi,2023,3067081,3207188,295616,350833968,532,81
Tamil Nadu,Tenkasi,2024,3434728,2579282,288961,31926191,482,100
Tamil Nadu,Tenkasi,2025,2101721,2056549,111286,231948155,629,193
Tamil Nadu,Thanjavur,2015,666165,4472488,93090,289544454,881,160
Tamil Nadu,Thanjavur,2016,3286902,2404184,464715,367726264,53,25
Tamil Nadu,Thanjavur,2017,1183346,1041541,361305,261386697,216,81
Tamil Nadu,Thanjavur,2018,407429,1748279,264065,28468170,698,43
Tamil Nadu,Thanjavur,2019,259513,3211193,382456,41299909,297,108
Tamil Nadu,Thanjavur,2020,2105671,1974825,92172,483038518,707,37
Tamil Nadu,Thanjavur,2021,3633550,563716,73294,325813790,638,195
Tamil Nadu,Thanjavur,2022,888520,2792653,368081,107226053,263,69
Tamil Nadu,Thanjavur,2023,3177131,1909558,168200,225010748,591,28
Tamil Nadu,Thanjavur,2024,4082903,868241,416830,433026692,543,79
Tamil Nadu,Thanjavur,2025,2167109,3463100,167298,188527381,820,125
Tamil Nadu,Theni,2015,1051741,1285575,496052,245900469,243,142
Tamil Nadu,Theni,2016,1682415,3632055,34716,451254470,524,130
Tamil Nadu,Theni,2017,3804278,2571737,169869,5786960,801,66
Tamil Nadu,Theni,2018,2020316,2050340,367394,122408004,989,157
Tamil Nadu,Theni,2019,770620,1892814,80885,440859346,631,172
Tamil Nadu,Theni,2020,3189856,984124,210396,375820261,124,103
Tamil Nadu,Theni,2021,647031,2232626,263663,250687298,33,30
Tamil Nadu,Theni,2022,3136090,4239823,94827,142472469,490,200
Tamil Nadu,Theni,2023,1711200,270318,51298,41867547,720,40
Tamil Nadu,Theni,2024,1350804,1164676,340229,242970054,801,170
Tamil Nadu,Theni,2025,3374028,1910322,108121,257514106,585,197
Tamil Nadu,Thiruvallur,2015,1317906,2530354,35613,336871526,454,134
Tamil Nadu,Thiruvallur,2016,4814562,592621,412251,321461001,468,173
Tamil Nadu,Thiruvallur,2017,4226352,128002,172343,424653786,485,77
Tamil Nadu,Thiruvallur,2018,2019067,617451,390670,186226492,342,83
Tamil Nadu,Thiruvallur,2019,4287624,364682,433888,477652116,912,153
Tamil Nadu,Thiruvallur,2020,1906718,3359318,288307,188520636,762,137
Tamil Nadu,Thiruvallur,2021,4577116,1597782,185209,439613924,392,106
Tamil Nadu,Thiruvallur,2022,138947,1546640,476291,143307986,912,3
Tamil Nadu,Thiruvallur,2023,4980263,3636547,201316,382606237,454,37
Tamil Nadu,Thiruvallur,2024,306018,4194514,110029,133767022,178,200
Tamil Nadu,Thiruvallur,2025,2172692,607199,41817,423981521,809,176
Tamil Nadu,Thiruvarur,2015,4137592,1956178,252602,146520863,375,117
Tamil Nadu,Thiruvarur,2016,1055539,2662915,42912,232723775,866,183
Tamil Nadu,Thiruvarur,2017,374189,1607905,51182,2906313,458,164
Tamil Nadu,Thiruvarur,2018,2129918,1058392,108966,174853615,269,162
Tamil Nadu,Thiruvarur,2019,3143337,3755181,442929,112953170,883,5
Tamil Nadu,Thiruvarur,2020,662481,2230353,71412,217996688,829,174
Tamil Nadu,Thiruvarur,2021,1157048,2144183,164533,182423320,503,189
Tamil Nadu,Thiruvarur,2022,4839067,1627489,204028,416542987,838,184
