state,district,year,population,male_population,female_population,population_growth_rate,urban_population,rural_population
Tamil Nadu,Krishnagiri,2021,4229195,1409249,1150003,2.1,1290502,2497583
Tamil Nadu,Krishnagiri,2022,3511502,40299,539016,3.15,1204515,1162333
Tamil Nadu,Krishnagiri,2023,4063420,312217,972799,2.05,1784485,2885097
Tamil Nadu,Krishnagiri,2024,2394792,57680,64209,1.1,1513371,2952072
Tamil Nadu,Krishnagiri,2025,1473947,1318433,593355,1.25,154657,755051
Tamil Nadu,Madurai,2015,2532943,1895050,703735,0.67,105653,1515162
Tamil Nadu,Madurai,2016,3714115,532877,2087603,2.27,1381512,2104764
Tamil Nadu,Madurai,2017,2562076,91849,2218663,0.59,599326,941231
Tamil Nadu,Madurai,2018,1491146,2119975,277821,3.36,1058296,650766
Tamil Nadu,Madurai,2019,4140825,1637008,822595,0.7,1963128,2421632
Tamil Nadu,Madurai,2020,3356513,591286,493285,2.88,1183591,2212622
Tamil Nadu,Madurai,2021,4069500,1254751,2405813,2.28,1655226,2101262
Tamil Nadu,Madurai,2022,3379781,2453551,1042186,1.62,1716896,2762600
Tamil Nadu,Madurai,2023,4356807,1022154,1225530,0.52,1917086,454365
Tamil Nadu,Madurai,2024,2127230,599343,1351099,2.76,299032,2000595
Tamil Nadu,Madurai,2025,2408221,754655,775343,2.64,1845375,818491
Tamil Nadu,Mayiladuthurai,2015,4475017,26843,1044843,3.47,844485,2329525
Tamil Nadu,Mayiladuthurai,2016,3695211,2041057,1271742,3.26,110464,2125585
Tamil Nadu,Mayiladuthurai,2017,703537,233848,1818655,1.07,1893896,2210755
Tamil Nadu,Mayiladuthurai,2018,2564643,1395866,293114,1.03,253958,615803
Tamil Nadu,Mayiladuthurai,2019,4705591,107492,838575,2.7,1067889,732534
Tamil Nadu,Mayiladuthurai,2020,1791595,582414,708816,1.97,1946208,137780
Tamil Nadu,Mayiladuthurai,2021,3448314,2124818,2116453,2.15,62122,904994
Tamil Nadu,Mayiladuthurai,2022,4806415,2377131,1984863,2.96,283383,2387286
Tamil Nadu,Mayiladuthurai,2023,3358170,1487899,787016,2.21,291457,390450
Tamil Nadu,Mayiladuthurai,2024,4082195,1812615,2414115,3.08,1848023,2089106
Tamil Nadu,Mayiladuthurai,2025,4349785,1947176,224043,1.14,1827947,2017387
Tamil Nadu,Nagapattinam,2015,1213298,2490928,2346873,2.57,726287,2515807
Tamil Nadu,Nagapattinam,2016,1907214,2041602,1665835,3.37,57754,1698597
Tamil Nadu,Nagapattinam,2017,1501088,120474,1904284,3.46,1864403,1701088
Tamil Nadu,Nagapattinam,2018,2567789,1109575,310260,1.59,1260801,1060688
Tamil Nadu,Nagapattinam,2019,515353,1790058,1937832,2.86,1841683,542337
Tamil Nadu,Nagapattinam,2020,3918392,759814,2439894,0.84,1615277,538383
Tamil Nadu,Nagapattinam,2021,1166691,2400688,522174,1.22,728878,536357
Tamil Nadu,Nagapattinam,2022,4770566,2357718,71892,2.92,1000033,281621
Tamil Nadu,Nagapattinam,2023,2657252,643688,449936,2.6,720379,574457
Tamil Nadu,Nagapattinam,2024,3242691,2337871,1756563,2.1,1880023,2425291
Tamil Nadu,Nagapattinam,2025,4054433,999302,781684,2.0,627967,288799
Tamil Nadu,Namakkal,2015,789454,1769657,1778619,1.08,1589821,1122395
Tamil Nadu,Namakkal,2016,985437,2293653,977272,0.81,905317,844090
Tamil Nadu,Namakkal,2017,986939,1373817,1871474,3.35,480672,810512
Tamil Nadu,Namakkal,2018,739105,1172072,88483,1.97,1434325,673259
Tamil Nadu,Namakkal,2019,4183733,968091,360178,1.13,656582,2733032
Tamil Nadu,Namakkal,2020,3785157,1831692,1213966,3.0,1264353,508091
Tamil Nadu,Namakkal,2021,2553150,752456,607780,1.53,1465499,140011
Tamil Nadu,Namakkal,2022,784987,1473712,1497722,2.68,1502671,2778005
Tamil Nadu,Namakkal,2023,2033315,2052918,1040230,2.73,1702484,2568104
Tamil Nadu,Namakkal,2024,3068073,43352,191634,1.13,979932,268770
Tamil Nadu,Namakkal,2025,1719007,2034851,1952528,2.1,952511,2214309
Tamil Nadu,Nilgiris,2015,4080094,1608564,935778,2.46,1402403,2070557
Tamil Nadu,Nilgiris,2016,3128350,1909189,1513329,1.16,1662567,1158682
Tamil Nadu,Nilgiris,2017,4310873,625077,1919369,1.91,601618,1907162
Tamil Nadu,Nilgiris,2018,1627701,514044,2477322,0.58,879817,2794763
Tamil Nadu,Nilgiris,2019,1083455,2220575,655849,0.52,482107,296168
Tamil Nadu,Nilgiris,2020,2138711,1062004,642544,1.45,168365,1644573
Tamil Nadu,Nilgiris,2021,175077,968550,454951,2.9,1101408,22763
Tamil Nadu,Nilgiris,2022,901287,1681344,1797590,2.94,1238035,2460395
Tamil Nadu,Nilgiris,2023,2805373,2476485,1155841,2.14,18898,1027683
Tamil Nadu,Nilgiris,2024,1854530,103013,644963,2.03,1700457,947801
Tamil Nadu,Nilgiris,2025,2893104,1995643,1889023,1.64,1424984,528704
Tamil Nadu,Perambalur,2015,4725180,2334186,1067320,1.86,536876,1075126
Tamil Nadu,Perambalur,2016,4101959,1559897,1534499,2.47,1986558,1237553
Tamil Nadu,Perambalur,2017,4851606,2220311,610262,1.7,920260,1348078
Tamil Nadu,Perambalur,2018,1044301,1153411,1088952,1.37,932247,609553
Tamil Nadu,Perambalur,2019,3042551,120802,1643154,3.18,1684227,1938943
Tamil Nadu,Perambalur,2020,4795146,1441274,1353088,0.9,493942,339172
Tamil Nadu,Perambalur,2021,4145940,2022148,2091943,3.5,1460014,2682715
Tamil Nadu,Perambalur,2022,4627804,523575,1096483,0.81,168334,442418
Tamil Nadu,Perambalur,2023,890941,516122,2132086,2.68,1309718,1858809
Tamil Nadu,Perambalur,2024,3150304,2148520,298408,1.14,1317175,655168
Tamil Nadu,Perambalur,2025,202442,1782598,941731,2.41,1112467,125668
Tamil Nadu,Pudukkottai,2015,4794199,1727973,2211438,2.76,241703,2441925
Tamil Nadu,Pudukkottai,2016,4132505,1857865,337633,1.03,548727,78633
Tamil Nadu,Pudukkottai,2017,1002621,1744243,1858901,2.83,845061,682727
Tamil Nadu,Pudukkottai,2018,3652154,628838,1957757,3.14,483693,522997
Tamil Nadu,Pudukkottai,2019,3456495,1817794,2168656,2.04,475243,1960551
Tamil Nadu,Pudukkottai,2020,4806264,649014,440625,1.03,95804,103855
Tamil Nadu,Pudukkottai,2021,4377485,41519,916902,2.58,1160179,2818085
Tamil Nadu,Pudukkottai,2022,1431022,1732344,1098770,3.19,453269,1478937
Tamil Nadu,Pudukkottai,2023,733030,1932805,1915787,1.47,1696247,1779965
Tamil Nadu,Pudukkottai,2024,2608541,948505,2492207,2.28,1710157,1027293
Tamil Nadu,Pudukkottai,2025,1851466,690014,2398635,2.27,923364,594756
Tamil Nadu,Ramanathapuram,2015,1517747,195937,125392,1.3,473109,2866224
Tamil Nadu,Ramanathapuram,2016,2905557,401276,1104065,0.63,1171570,511604
Tamil Nadu,Ramanathapuram,2017,3365371,1705910,636509,1.68,680537,2139038
Tamil Nadu,Ramanathapuram,2018,1027579,197960,1170296,1.33,870065,732101
Tamil Nadu,Ramanathapuram,2019,753189,482054,409800,2.13,538036,506214
Tamil Nadu,Ramanathapuram,2020,401274,1231153,228726,1.56,1080228,2383178
Tamil Nadu,Ramanathapuram,2021,4819607,1550790,1683186,1.6,1981140,1136123
Tamil Nadu,Ramanathapuram,2022,2322638,1769384,2176169,2.8,654229,416234
Tamil Nadu,Ramanathapuram,2023,3082104,1163647,1707187,3.37,1477762,528300
Tamil Nadu,Ramanathapuram,2024,552905,897950,910934,2.38,859864,957471
Tamil Nadu,Ramanathapuram,2025,2538822,1323032,2145052,1.41,1006619,2373527
Tamil Nadu,Ranipet,2015,3279235,1436569,299072,2.71,142519,2674221
Tamil Nadu,Ranipet,2016,608270,1222851,509553,1.28,962763,799939
Tamil Nadu,Ranipet,2017,2208880,563054,477067,1.35,1071371,2535113
Tamil Nadu,Ranipet,2018,4803442,1607223,2262962,3.26,957582,1445947
Tamil Nadu,Ranipet,2019,3421595,1743379,2022367,1.79,1956604,1128486
Tamil Nadu,Ranipet,2020,1573919,1671637,1113947,2.5,1258494,1350128
Tamil Nadu,Ranipet,2021,98943,410783,1770145,1.85,541975,1863201
Tamil Nadu,Ranipet,2022,4921646,986438,1919944,2.55,1417282,2415051
Tamil Nadu,Ranipet,2023,4451845,382421,2326413,3.5,1329937,717233
Tamil Nadu,Ranipet,2024,1977637,1989263,963878,2.64,1427680,2084137
Tamil Nadu,Ranipet,2025,2958865,386777,1577200,3.13,1795682,1635362
Tamil Nadu,Salem,2015,4510262,902038,2140466,1.52,1609364,615293
Tamil Nadu,Salem,2016,3129492,568478,999436,1.41,495121,2763127
Tamil Nadu,Salem,2017,2497958,812781,1266446,2.69,254412,2017151
Tamil Nadu,Salem,2018,1021286,684034,824314,2.18,1434710,899187
Tamil Nadu,Salem,2019,2200972,1322143,1471544,3.2,270122,1058630
Tamil Nadu,Salem,2020,4543447,1043258,2240202,2.94,74910,1554851
Tamil Nadu,Salem,2021,2255690,1619120,1609027,1.8,1642479,2156816
Tamil Nadu,Salem,2022,694146,2350271,1902090,1.47,526307,1073737
Tamil Nadu,Salem,2023,801212,2365265,316602,1.72,1385509,262114
Tamil Nadu,Salem,2024,4384902,827282,1146692,0.51,1073783,1143718
Tamil Nadu,Salem,2025,1338673,2233190,1069354,2.63,826815,2057014
Tamil Nadu,Sivaganga,2015,1000309,90562,1557969,2.89,851013,1369075
Tamil Nadu,Sivaganga,2016,4693139,121393,1627452,1.08,1358881,1665580
Tamil Nadu,Sivaganga,2017,1462420,1725008,501154,3.1,1544733,2191965
Tamil Nadu,Sivaganga,2018,942838,1291034,2173530,2.47,828141,2489400
Tamil Nadu,Sivaganga,2019,822286,1957629,219680,1.14,623288,1966451
Tamil Nadu,Sivaganga,2020,3936063,1768241,1084226,1.68,1400036,2405460
Tamil Nadu,Sivaganga,2021,2437874,2261170,1442111,1.31,1550668,777676
Tamil Nadu,Sivaganga,2022,4207465,565492,493500,1.78,586316,380540
Tamil Nadu,Sivaganga,2023,1389308,290998,1125460,1.09,1986457,1657699
Tamil Nadu,Sivaganga,2024,3421130,236550,1577371,2.53,977600,1905841
Tamil Nadu,Sivaganga,2025,4795480,1798085,942256,0.62,390586,2225556
Tamil Nadu,Tenkasi,2015,1018829,837216,1509802,2.91,1435039,1374807
Tamil Nadu,Tenkasi,2016,4329125,629933,2125808,1.66,1792863,865828
Tamil Nadu,Tenkasi,2017,4282222,1266799,1543190,0.6,990308,1886122
Tamil Nadu,Tenkasi,2018,198963,1236798,353980,3.43,32932,1893099
Tamil Nadu,Tenkasi,2019,3918564,509775,1768434,2.26,1329772,2540675
Tamil Nadu,Tenkasi,2020,4495080,1851385,2470052,3.36,598804,1393369
Tamil Nadu,Tenkasi,2021,2080899,48358,1522405,0.75,222521,1600715
Tamil Nadu,Tenkasi,2022,4777872,2112059,73248,2.75,72899,1776569
Tamil Nadu,Tenkasi,2023,1187446,470175,850625,1.58,919981,2328201
Tamil Nadu,Tenkasi,2024,1726182,2499899,1063762,1.69,1653958,146495
Tamil Nadu,Tenkasi,2025,1545642,1705267,1896813,2.92,1750717,2817433
Tamil Nadu,Thanjavur,2015,210040,667599,243151,2.8,407601,2278640
Tamil Nadu,Thanjavur,2016,4763617,34820,551633,1.02,714069,478434
Tamil Nadu,Thanjavur,2017,655381,1298928,830930,3.01,462544,2070474
Tamil Nadu,Thanjavur,2018,444680,310769,424210,2.65,316411,2625347
Tamil Nadu,Thanjavur,2019,2946861,1633072,964683,1.05,228241,2757549
Tamil Nadu,Thanjavur,2020,4966335,999127,77254,1.99,381692,2813708
Tamil Nadu,Thanjavur,2021,321914,1272972,148361,3.02,231224,2028537
Tamil Nadu,Thanjavur,2022,1377246,2445143,2416072,3.2,794946,413141
Tamil Nadu,Thanjavur,2023,804714,2467728,1807855,1.91,1129754,2330542
Tamil Nadu,Thanjavur,2024,4022023,1781468,641846,2.18,1793623,2405635
Tamil Nadu,Thanjavur,2025,2960123,1343282,2485295,2.68,514894,2924529
Tamil Nadu,Theni,2015,2605821,2489793,452603,2.16,798258,2352334
Tamil Nadu,Theni,2016,4001853,258087,2353618,1.51,1445876,96648
Tamil Nadu,Theni,2017,2366174,597921,1906458,2.35,821161,2716831
Tamil Nadu,Theni,2018,3731844,1201632,895001,1.32,1283149,1100378
Tamil Nadu,Theni,2019,4307732,1656362,1994846,0.9,680893,2410844
Tamil Nadu,Theni,2020,4103446,84196,1855097,2.63,1644901,326890
Tamil Nadu,Theni,2021,1876552,401497,464257,0.57,1088756,422072
Tamil Nadu,Theni,2022,4209764,1805248,394843,3.05,1527669,655767
Tamil Nadu,Theni,2023,4014986,824556,263716,1.88,818927,866314
Tamil Nadu,Theni,2024,3310558,304514,737548,2.67,1860353,2452261
Tamil Nadu,Theni,2025,2352264,1417900,1494143,3.18,685363,1708248
Tamil Nadu,Thiruvallur,2015,996077,873954,2490823,1.41,1512101,2865054
Tamil Nadu,Thiruvallur,2016,1895522,448070,2006614,2.5,1897072,1228320
Tamil Nadu,Thiruvallur,2017,3869318,481816,2009059,1.59,1093174,1199415
Tamil Nadu,Thiruvallur,2018,1785781,686342,1155907,1.27,183424,2540708
Tamil Nadu,Thiruvallur,2019,4977128,2137385,2420538,1.9,219058,1118231
Tamil Nadu,Thiruvallur,2020,1028871,1146257,658297,1.13,1052651,153055
Tamil Nadu,Thiruvallur,2021,1124738,1638183,1291501,1.52,1563936,959880
Tamil Nadu,Thiruvallur,2022,2565332,1442965,967640,1.49,475265,1053856
Tamil Nadu,Thiruvallur,2023,3701365,2222556,2436885,2.82,821582,1022986
Tamil Nadu,Thiruvallur,2024,2508834,1311354,2283554,2.57,1170660,93867
Tamil Nadu,Thiruvallur,2025,4881868,1007627,1687825,1.4,425276,1804619
Tamil Nadu,Thiruvarur,2015,4293325,1091593,2253660,3.43,380426,2789293
Tamil Nadu,Thiruvarur,2016,4039476,1408940,1934471,1.27,485448,2500950
Tamil Nadu,Thiruvarur,2017,4548855,572264,648475,2.75,1131373,564530
Tamil Nadu,Thiruvarur,2018,248400,2369133,693776,1.03,522431,1573101
Tamil Nadu,Thiruvarur,2019,1538364,1365937,1618574,2.85,1202936,1811530
Tamil Nadu,Thiruvarur,2020,4966375,1414686,409324,3.47,1671540,993032
Tamil Nadu,Thiruvarur,2021,2198437,825046,239652,1.53,1284224,1378922
Tamil Nadu,Thiruvarur,2022,1059735,961579,2047902,2.07,1316094,1342837
Tamil Nadu,Thiruvarur,2023,2351047,36552,184156,2.7,406223,2571819
Tamil Nadu,Thiruvarur,2024,1987158,1927927,2256777,1.57,586758,2976915
Tamil Nadu,Thiruvarur,2025,4631952,484276,865991,1.75,389700,1574021
Tamil Nadu,Thoothukudi,2015,387141,377128,551780,1.34,1475863,2789809
Tamil Nadu,Thoothukudi,2016,4713027,1674103,1057689,2.59,1933859,2100237
Tamil Nadu,Thoothukudi,2017,637218,2259474,2183166,2.9,537790,1474084
Tamil Nadu,Thoothukudi,2018,3822828,1620904,2391038,1.09,816420,2359762
Tamil Nadu,Thoothukudi,2019,1423783,2172888,1905983,2.02,807600,120286
Tamil Nadu,Thoothukudi,2020,3222717,831064,2094594,2.45,362575,2986877
Tamil Nadu,Thoothukudi,2021,4917187,502268,1368367,3.01,1796024,2350155
Tamil Nadu,Thoothukudi,2022,3613217,935396,2323616,2.62,51444,1609241
Tamil Nadu,Thoothukudi,2023,1977936,836154,934586,2.77,1013789,1014436
Tamil Nadu,Thoothukudi,2024,3716105,562077,2107384,1.15,696926,2411971
Tamil Nadu,Thoothukudi,2025,920621,921662,2099367,2.88,163777,2677659
Tamil Nadu,Tiruchirappalli,2015,4737929,1116958,183868,1.14,1343681,1175866
Tamil Nadu,Tiruchirappalli,2016,750043,653791,2107599,0.79,285869,91849
Tamil Nadu,Tiruchirappalli,2017,670423,364181,1306856,0.6,1397483,2240729
Tamil Nadu,Tiruchirappalli,2018,3780327,1818627,2394020,1.09,1912119,1666853
Tamil Nadu,Tiruchirappalli,2019,2753077,2053078,1714717,2.41,132183,680338
Tamil Nadu,Tiruchirappalli,2020,401368,311157,1105587,0.63,1156630,595061
Tamil Nadu,Tiruchirappalli,2021,505002,2444344,1074922,1.35,1275834,2670435
Tamil Nadu,Tiruchirappalli,2022,4810029,2362137,705317,0.75,451942,2848642
Tamil Nadu,Tiruchirappalli,2023,4509500,1390168,883550,2.17,1467010,2988412
Tamil Nadu,Tiruchirappalli,2024,1406683,492788,1595414,3.38,1378162,1378727
Tamil Nadu,Tiruchirappalli,2025,4989379,188225,665159,1.88,1385725,731274
Tamil Nadu,Tirunelveli,2015,573964,1517235,1635248,3.25,1755629,2700593
Tamil Nadu,Tirunelveli,2016,3634220,758095,499628,1.86,1074014,1489340
Tamil Nadu,Tirunelveli,2017,2079389,1287399,998929,1.59,541205,2758509
Tamil Nadu,Tirunelveli,2018,2281359,1127526,2138605,3.13,1039131,2881294
Tamil Nadu,Tirunelveli,2019,2373497,2495373,2096982,0.73,1797986,1760169
Tamil Nadu,Tirunelveli,2020,2808451,1826271,372690,1.71,454956,960655
Tamil Nadu,Tirunelveli,2021,3930992,1642191,85720,0.63,529863,935985
Tamil Nadu,Tirunelveli,2022,4519102,197182,616722,1.09,1121149,1157155
Tamil Nadu,Tirunelveli,2023,4671782,734709,563226,2.79,1094391,1681583
Tamil Nadu,Tirunelveli,2024,304513,1753263,1157472,1.08,1059494,2868508
Tamil Nadu,Tirunelveli,2025,2686229,1962821,1183918,1.32,549492,795723
Tamil Nadu,Tirupathur,2015,181758,634365,2084184,2.34,495469,2780444
Tamil Nadu,Tirupathur,2016,1700551,795319,634920,1.17,1926247,2698549
Tamil Nadu,Tirupathur,2017,1326943,1645754,428084,3.03,606112,1478831
Tamil Nadu,Tirupathur,2018,4539300,2142082,1311575,0.7,1444873,820757
Tamil Nadu,Tirupathur,2019,3414328,2368124,1412076,1.13,500777,1987682
Tamil Nadu,Tirupathur,2020,2572939,542996,2049103,2.21,55779,2814275
Tamil Nadu,Tirupathur,2021,3223587,597174,2370758,3.09,1593279,38412
Tamil Nadu,Tirupathur,2022,2316297,1840826,860748,2.22,1517484,894499
Tamil Nadu,Tirupathur,2023,1129548,1124860,1942097,0.59,172230,2058754
Tamil Nadu,Tirupathur,2024,3505671,2160765,2108678,1.46,1191464,989397
Tamil Nadu,Tirupathur,2025,663170,1042637,179310,1.66,1522831,2015010
Tamil Nadu,Tiruppur,2015,1947478,1636165,62552,1.9,941438,1656627
Tamil Nadu,Tiruppur,2016,252835,2249614,1823973,2.79,987113,2346870
Tamil Nadu,Tiruppur,2017,272728,1278875,1409568,1.15,968317,1128774
Tamil Nadu,Tiruppur,2018,4580199,1776519,935442,2.04,374056,1118019
Tamil Nadu,Tiruppur,2019,1018862,1041501,145546,0.69,1486895,1616163
Tamil Nadu,Tiruppur,2020,845051,695235,1932618,0.74,1894284,2185059
Tamil Nadu,Tiruppur,2021,2132685,304219,812747,1.5,992062,505799
Tamil Nadu,Tiruppur,2022,794213,1534843,2146057,0.93,155772,2785674
Tamil Nadu,Tiruppur,2023,4028747,2150433,277238,2.28,602164,2300193
Tamil Nadu,Tiruppur,2024,2224335,2258545,1957753,1.22,1505719,1678068
Tamil Nadu,Tiruppur,2025,791811,698496,490914,3.42,1136182,2055641
Tamil Nadu,Tiruvannamalai,2015,2976984,1265953,1609822,1.14,1373685,262032
Tamil Nadu,Tiruvannamalai,2016,3338895,1567658,1583064,1.7,722227,1530252
Tamil Nadu,Tiruvannamalai,2017,92615,981833,998114,2.42,1616093,69129
Tamil Nadu,Tiruvannamalai,2018,1957780,381623,2433899,3.16,849470,730105
Tamil Nadu,Tiruvannamalai,2019,4453351,178283,775386,2.5,1241654,922906
Tamil Nadu,Tiruvannamalai,2020,4776772,1002320,124340,0.51,496968,1215429
Tamil Nadu,Tiruvannamalai,2021,330564,388549,1413923,1.28,793177,2102786
Tamil Nadu,Tiruvannamalai,2022,1075256,2400432,915279,1.25,1781641,1946616
Tamil Nadu,Tiruvannamalai,2023,446835,1757145,1241129,0.88,1503690,967575
Tamil Nadu,Tiruvannamalai,2024,2053719,1192321,1646339,2.32,1604003,2486267
Tamil Nadu,Tiruvannamalai,2025,1381398,874972,1311019,2.6,1214000,2606773
Tamil Nadu,Vellore,2015,4108002,1315263,1043320,1.32,1024562,2814237
Tamil Nadu,Vellore,2016,3721235,536998,43888,1.65,390869,1729991
Tamil Nadu,Vellore,2017,1286625,1748256,1160409,2.19,668188,2860292
Tamil Nadu,Vellore,2018,410280,378850,293178,0.66,1205035,580127
Tamil Nadu,Vellore,2019,4822117,684830,401292,3.14,1304005,1080435
Tamil Nadu,Vellore,2020,2489305,984744,1989610,1.97,1382473,544835
Tamil Nadu,Vellore,2021,1767371,699245,2255853,2.42,1754854,2581822
Tamil Nadu,Vellore,2022,4678857,1787712,2251870,1.11,175032,49999
Tamil Nadu,Vellore,2023,2607091,1401513,474030,0.68,131187,685878
Tamil Nadu,Vellore,2024,3732628,1923411,99826,2.87,450450,1154585
Tamil Nadu,Vellore,2025,3671563,1810892,539259,1.87,698378,472324
Tamil Nadu,Viluppuram,2015,2952743,736299,265219,2.58,654254,1947936
Tamil Nadu,Viluppuram,2016,4243044,43238,1881359,1.74,1744287,197667
Tamil Nadu,Viluppuram,2017,880204,413594,1947516,1.1,1557542,2676225
Tamil Nadu,Viluppuram,2018,2165499,1939222,2201671,2.78,855727,1754959
Tamil Nadu,Viluppuram,2019,3591940,948127,1009336,1.28,1118040,1513070
Tamil Nadu,Viluppuram,2020,2651703,2467500,2458816,1.11,1224794,1071516
Tamil Nadu,Viluppuram,2021,3796807,2246562,71179,0.64,412874,2278414
Tamil Nadu,Viluppuram,2022,4252240,585033,551682,1.63,1963993,1608589
Tamil Nadu,Viluppuram,2023,1239464,1740849,2019511,1.05,1205349,2466122
Tamil Nadu,Viluppuram,2024,1394111,2021370,37739,1.24,779994,1155310
Tamil Nadu,Viluppuram,2025,1728313,701547,713445,2.61,1030958,2125287
Tamil Nadu,Virudhunagar,2015,2776433,1842860,288244,1.82,1887133,184408
Tamil Nadu,Virudhunagar,2016,774632,1910717,850647,2.85,730651,466082
Tamil Nadu,Virudhunagar,2017,1112433,104912,883761,2.86,1533503,962825
Tamil Nadu,Virudhunagar,2018,3661851,1101953,110246,3.15,1852330,1300227
Tamil Nadu,Virudhunagar,2019,4298603,1508355,759928,1.02,61907,1292866
Tamil Nadu,Virudhunagar,2020,3360364,310294,873288,1.78,785962,521152
Tamil Nadu,Virudhunagar,2021,153957,2384837,2473684,0.76,114667,1828917
Tamil Nadu,Virudhunagar,2022,106109,442565,258475,2.06,1619603,578358
Tamil Nadu,Virudhunagar,2023,4886401,2441049,1793865,2.1,143208,1421737
Tamil Nadu,Virudhunagar,2024,2044819,1536379,1709144,3.03,192076,1474627
Tamil Nadu,Virudhunagar,2025,4322667,752433,1663431,1.24,1676586,2561566
Telangana,Adilabad,2015,3618737,2000706,2472289,2.53,113464,239568
Telangana,Adilabad,2016,580308,212782,114023,1.24,547060,2463802
Telangana,Adilabad,2017,2502447,2283738,2053355,1.29,1872014,2873918
Telangana,Adilabad,2018,2217278,1223606,2031931,2.5,1953460,2233626
Telangana,Adilabad,2019,1533924,1418923,435456,0.8,1756366,2933567
Telangana,Adilabad,2020,1272301,1312033,78646,0.91,451871,2026579
Telangana,Adilabad,2021,259725,223108,238870,1.0,1569818,371508
Telangana,Adilabad,2022,1033815,1063814,2304235,2.51,1947989,949803
Telangana,Adilabad,2023,2487384,629411,2314368,1.01,960169,1726393
Telangana,Adilabad,2024,1681169,2467943,1973983,2.23,1604118,322028
Telangana,Adilabad,2025,4475685,317381,555319,2.49,1653836,822997
Telangana,Bhadradri Kothagudem,2015,859538,311758,1269528,0.57,197630,1488806
Telangana,Bhadradri Kothagudem,2016,2938504,2405530,177942,1.3,1804191,301973
Telangana,Bhadradri Kothagudem,2017,368252,1188318,606186,2.74,476362,1331060
Telangana,Bhadradri Kothagudem,2018,2860595,2144672,2405707,0.8,1824594,1220174
Telangana,Bhadradri Kothagudem,2019,4253941,569974,526390,1.87,631791,2111294
Telangana,Bhadradri Kothagudem,2020,541190,2468205,2351157,1.3,341355,2546476
Telangana,Bhadradri Kothagudem,2021,4117553,960442,2103393,1.79,1049390,686612
Telangana,Bhadradri Kothagudem,2022,3648227,175775,1900407,2.51,180097,25560
Telangana,Bhadradri Kothagudem,2023,459878,213672,1738347,1.38,174239,2590557
Telangana,Bhadradri Kothagudem,2024,1111078,1370086,31576,2.43,1879972,2872837
Telangana,Bhadradri Kothagudem,2025,4852997,692819,1517534,2.33,601185,60534
Telangana,Hanamkonda,2015,1538619,1525891,2038939,3.01,544976,484675
Telangana,Hanamkonda,2016,3319595,1632702,86186,3.46,117516,1387093
Telangana,Hanamkonda,2017,2146599,820351,1269126,1.07,1040110,685776
Telangana,Hanamkonda,2018,4647958,40629,1165245,3.06,1982118,1732183
Telangana,Hanamkonda,2019,539837,834155,1895429,1.03,1370743,1210824
Telangana,Hanamkonda,2020,4965606,1567551,729766,3.26,175338,1655536
Telangana,Hanamkonda,2021,929276,1963167,2101832,1.61,1763743,1730905
Telangana,Hanamkonda,2022,3057011,928451,2012783,3.38,830787,1790881
Telangana,Hanamkonda,2023,4107570,391066,539058,0.58,1155095,77904
Telangana,Hanamkonda,2024,1113742,748319,1881973,1.03,971569,931913
Telangana,Hanamkonda,2025,4853716,1976659,85679,2.19,1213354,2420938
Telangana,Hyderabad,2015,4061193,462271,1833161,1.17,1519986,893040
Telangana,Hyderabad,2016,2222507,795930,2206957,0.87,1247925,582326
Telangana,Hyderabad,2017,4492623,2334798,1132964,1.95,1846057,2058229
Telangana,Hyderabad,2018,3224663,358296,131226,1.03,964446,479750
Telangana,Hyderabad,2019,2885107,170917,721966,0.67,1889615,2377677
Telangana,Hyderabad,2020,3940673,1093587,1083825,1.36,1032407,2646410
Telangana,Hyderabad,2021,2055333,1195874,751510,3.02,369329,2792812
Telangana,Hyderabad,2022,1924190,120940,1543569,2.07,1647798,658639
Telangana,Hyderabad,2023,2711176,464448,320447,1.43,706177,1264264
Telangana,Hyderabad,2024,69703,1135685,679530,1.14,1458243,568020
Telangana,Hyderabad,2025,1856991,1693516,428358,1.37,365233,1676625
Telangana,Jagtial,2015,701375,2241804,1856408,1.96,987050,2868202
Telangana,Jagtial,2016,635406,1126997,219632,0.92,302588,2926172
Telangana,Jagtial,2017,1462578,1648459,1204985,2.0,564886,961813
Telangana,Jagtial,2018,225338,191451,415306,0.86,1835603,2852261
Telangana,Jagtial,2019,3131090,269978,1099693,1.59,1237707,1026822
Telangana,Jagtial,2020,3747018,1480508,1429747,3.29,891789,654714
Telangana,Jagtial,2021,3456857,1194556,1886507,1.56,1750815,2184991
Telangana,Jagtial,2022,3088690,761689,68791,2.49,640429,475756
Telangana,Jagtial,2023,4363655,1847313,1842081,1.0,1837526,1528866
Telangana,Jagtial,2024,335464,1888464,1176399,0.98,26810,1922844
Telangana,Jagtial,2025,4599230,161791,1033353,1.6,1529767,2070295
Telangana,Jangaon,2015,4890218,916481,330009,3.5,1733738,1748777
Telangana,Jangaon,2016,3868486,2232381,1140475,2.88,502946,1481851
Telangana,Jangaon,2017,4231423,1139828,1259568,2.95,1830369,1371376
Telangana,Jangaon,2018,4477033,716380,1809358,1.65,393100,641242
Telangana,Jangaon,2019,3508939,1280813,1950331,0.56,209744,2906547
Telangana,Jangaon,2020,4840329,1454491,550408,0.75,1317448,2274241
Telangana,Jangaon,2021,245977,884370,2308815,2.31,1238769,1312517
Telangana,Jangaon,2022,3628744,1283555,845328,3.23,826176,538063
