state,district,year,road_length_km,railway_stations,buses_operating,registered_vehicles,airports_nearby
Tamil Nadu,Madurai,2023,5741,3,399,280200,0
Tamil Nadu,Madurai,2024,3182,5,1396,155233,1
Tamil Nadu,Madurai,2025,8167,9,1636,1356700,0
Tamil Nadu,Mayiladuthurai,2015,2070,18,1509,459901,1
Tamil Nadu,Mayiladuthurai,2016,1247,23,727,1025117,2
Tamil Nadu,Mayiladuthurai,2017,521,15,1994,719481,1
Tamil Nadu,Mayiladuthurai,2018,7769,8,1613,855694,1
Tamil Nadu,Mayiladuthurai,2019,5205,48,1280,1094945,2
Tamil Nadu,Mayiladuthurai,2020,4670,27,1292,1963478,1
Tamil Nadu,Mayiladuthurai,2021,7952,36,728,104116,2
Tamil Nadu,Mayiladuthurai,2022,1521,10,544,1735443,0
Tamil Nadu,Mayiladuthurai,2023,9724,27,1770,1209174,0
Tamil Nadu,Mayiladuthurai,2024,2901,33,837,704326,2
Tamil Nadu,Mayiladuthurai,2025,5772,15,1149,1709714,2
Tamil Nadu,Nagapattinam,2015,4637,6,1597,304461,0
Tamil Nadu,Nagapattinam,2016,6825,36,1857,1846947,1
Tamil Nadu,Nagapattinam,2017,6505,28,89,303550,3
Tamil Nadu,Nagapattinam,2018,6887,6,784,1930193,2
Tamil Nadu,Nagapattinam,2019,4989,36,171,1892650,0
Tamil Nadu,Nagapattinam,2020,4022,23,85,1569619,3
Tamil Nadu,Nagapattinam,2021,6989,33,847,1482694,1
Tamil Nadu,Nagapattinam,2022,1266,10,1113,995904,3
Tamil Nadu,Nagapattinam,2023,1853,35,58,1141853,3
Tamil Nadu,Nagapattinam,2024,846,23,1137,611912,1
Tamil Nadu,Nagapattinam,2025,5854,13,1206,1079023,0
Tamil Nadu,Namakkal,2015,1916,29,679,688903,1
Tamil Nadu,Namakkal,2016,3396,30,1511,380896,3
Tamil Nadu,Namakkal,2017,1980,11,446,1002015,1
Tamil Nadu,Namakkal,2018,8504,22,1132,1209622,0
Tamil Nadu,Namakkal,2019,6276,26,172,1895648,1
Tamil Nadu,Namakkal,2020,2262,12,393,1213541,1
Tamil Nadu,Namakkal,2021,9375,19,1212,1656768,1
Tamil Nadu,Namakkal,2022,2961,31,225,163282,0
Tamil Nadu,Namakkal,2023,7020,45,385,347813,2
Tamil Nadu,Namakkal,2024,1055,21,991,327587,3
Tamil Nadu,Namakkal,2025,6549,41,1921,584433,0
Tamil Nadu,Nilgiris,2015,9727,39,1244,1176120,2
Tamil Nadu,Nilgiris,2016,913,15,340,1592054,0
Tamil Nadu,Nilgiris,2017,4621,16,887,464531,0
Tamil Nadu,Nilgiris,2018,3276,36,573,247630,1
Tamil Nadu,Nilgiris,2019,7143,25,1152,743122,3
Tamil Nadu,Nilgiris,2020,4124,29,175,1557760,0
Tamil Nadu,Nilgiris,2021,327,34,84,1549542,2
Tamil Nadu,Nilgiris,2022,1860,48,1952,1748918,1
Tamil Nadu,Nilgiris,2023,3654,24,155,1780556,1
Tamil Nadu,Nilgiris,2024,9191,40,1127,379579,3
Tamil Nadu,Nilgiris,2025,7970,2,229,750191,0
Tamil Nadu,Perambalur,2015,9753,29,312,1907275,3
Tamil Nadu,Perambalur,2016,2349,22,497,1247595,0
Tamil Nadu,Perambalur,2017,4053,29,1195,451823,2
Tamil Nadu,Perambalur,2018,6894,26,530,210903,1
Tamil Nadu,Perambalur,2019,7553,17,834,746913,1
Tamil Nadu,Perambalur,2020,5365,44,380,123374,0
Tamil Nadu,Perambalur,2021,4360,23,1324,686396,0
Tamil Nadu,Perambalur,2022,9821,16,1729,768872,2
Tamil Nadu,Perambalur,2023,657,19,1562,833273,1
Tamil Nadu,Perambalur,2024,953,22,164,843635,1
Tamil Nadu,Perambalur,2025,3274,6,804,1664428,1
Tamil Nadu,Pudukkottai,2015,8183,6,1676,1786575,2
Tamil Nadu,Pudukkottai,2016,9823,29,407,864038,0
Tamil Nadu,Pudukkottai,2017,2898,49,1278,179153,0
Tamil Nadu,Pudukkottai,2018,1725,30,262,319393,3
Tamil Nadu,Pudukkottai,2019,9816,36,417,1662571,2
Tamil Nadu,Pudukkottai,2020,8679,42,233,1831287,0
Tamil Nadu,Pudukkottai,2021,9209,22,1032,1533253,2
Tamil Nadu,Pudukkottai,2022,4433,46,814,157750,1
Tamil Nadu,Pudukkottai,2023,1302,40,1727,1477933,1
Tamil Nadu,Pudukkottai,2024,3432,15,1946,1593911,3
Tamil Nadu,Pudukkottai,2025,6971,5,237,1839123,2
Tamil Nadu,Ramanathapuram,2015,6323,24,1063,620858,3
Tamil Nadu,Ramanathapuram,2016,6449,20,1169,958352,0
Tamil Nadu,Ramanathapuram,2017,1479,36,708,695884,3
Tamil Nadu,Ramanathapuram,2018,2527,11,1984,927503,2
Tamil Nadu,Ramanathapuram,2019,979,19,1832,1057595,0
Tamil Nadu,Ramanathapuram,2020,3114,38,1509,620133,2
Tamil Nadu,Ramanathapuram,2021,1065,27,1389,1575098,1
Tamil Nadu,Ramanathapuram,2022,6593,10,1931,404131,1
Tamil Nadu,Ramanathapuram,2023,909,10,1443,1239701,1
Tamil Nadu,Ramanathapuram,2024,515,10,159,1407068,3
Tamil Nadu,Ramanathapuram,2025,847,9,1929,1117237,3
Tamil Nadu,Ranipet,2015,9019,17,641,699423,1
Tamil Nadu,Ranipet,2016,3992,27,138,803296,1
Tamil Nadu,Ranipet,2017,6746,19,1216,155635,1
Tamil Nadu,Ranipet,2018,3056,41,777,1101087,1
Tamil Nadu,Ranipet,2019,880,7,1154,1188145,2
Tamil Nadu,Ranipet,2020,7500,10,411,1373784,0
Tamil Nadu,Ranipet,2021,6176,21,750,659581,0
Tamil Nadu,Ranipet,2022,4442,42,942,1735937,2
Tamil Nadu,Ranipet,2023,1328,20,500,818244,2
Tamil Nadu,Ranipet,2024,3666,32,713,181080,3
Tamil Nadu,Ranipet,2025,2045,17,805,483635,1
Tamil Nadu,Salem,2015,8722,20,704,933081,1
Tamil Nadu,Salem,2016,6442,41,847,1519903,1
Tamil Nadu,Salem,2017,7001,22,1296,1020828,0
Tamil Nadu,Salem,2018,7972,36,1460,1789859,2
Tamil Nadu,Salem,2019,3953,10,508,454671,2
Tamil Nadu,Salem,2020,3346,18,1379,1479977,3
Tamil Nadu,Salem,2021,1442,27,1867,878816,1
Tamil Nadu,Salem,2022,6674,31,878,419611,0
Tamil Nadu,Salem,2023,1227,40,331,1002603,1
Tamil Nadu,Salem,2024,376,8,1965,85192,3
Tamil Nadu,Salem,2025,8985,25,380,1725857,3
Tamil Nadu,Sivaganga,2015,7906,3,862,1121952,1
Tamil Nadu,Sivaganga,2016,1890,35,1168,61558,1
Tamil Nadu,Sivaganga,2017,720,18,1113,1636796,0
Tamil Nadu,Sivaganga,2018,2509,3,362,684820,0
Tamil Nadu,Sivaganga,2019,2667,1,548,1173917,2
Tamil Nadu,Sivaganga,2020,3624,40,1893,1688885,0
Tamil Nadu,Sivaganga,2021,951,14,1771,107062,2
Tamil Nadu,Sivaganga,2022,3330,42,1858,806207,1
Tamil Nadu,Sivaganga,2023,832,34,918,1294625,0
Tamil Nadu,Sivaganga,2024,6200,37,1688,357751,2
Tamil Nadu,Sivaganga,2025,7500,28,1329,693657,1
Tamil Nadu,Tenkasi,2015,6040,35,1438,1206809,1
Tamil Nadu,Tenkasi,2016,1697,27,491,842603,3
Tamil Nadu,Tenkasi,2017,8456,27,540,1515195,1
Tamil Nadu,Tenkasi,2018,7166,15,455,997144,2
Tamil Nadu,Tenkasi,2019,4501,34,1890,114862,2
Tamil Nadu,Tenkasi,2020,6387,45,1473,1076382,1
Tamil Nadu,Tenkasi,2021,3156,35,98,1723995,2
Tamil Nadu,Tenkasi,2022,6707,40,403,1441487,0
Tamil Nadu,Tenkasi,2023,8258,48,1288,326862,1
Tamil Nadu,Tenkasi,2024,5570,1,1270,1682305,3
Tamil Nadu,Tenkasi,2025,6230,33,1493,1299540,2
Tamil Nadu,Thanjavur,2015,6312,13,932,1538830,0
Tamil Nadu,Thanjavur,2016,7019,2,1982,559602,2
Tamil Nadu,Thanjavur,2017,2982,45,1158,581326,1
Tamil Nadu,Thanjavur,2018,9533,8,912,1887220,0
Tamil Nadu,Thanjavur,2019,2016,49,1397,72920,0
Tamil Nadu,Thanjavur,2020,1923,26,517,754662,1
Tamil Nadu,Thanjavur,2021,7357,46,750,356454,3
Tamil Nadu,Thanjavur,2022,1879,12,562,1314856,0
Tamil Nadu,Thanjavur,2023,9341,38,922,768404,0
Tamil Nadu,Thanjavur,2024,3814,32,1218,1423363,2
Tamil Nadu,Thanjavur,2025,3494,29,1824,509300,2
Tamil Nadu,Theni,2015,4513,46,327,153173,3
Tamil Nadu,Theni,2016,5053,42,309,103599,3
Tamil Nadu,Theni,2017,787,44,284,817768,2
Tamil Nadu,Theni,2018,3076,3,1921,1192956,2
Tamil Nadu,Theni,2019,6966,46,807,264821,1
Tamil Nadu,Theni,2020,572,20,1424,1067044,1
Tamil Nadu,Theni,2021,9766,31,1962,1173452,2
Tamil Nadu,Theni,2022,415,18,1045,399958,1
Tamil Nadu,Theni,2023,1593,50,1710,802104,2
Tamil Nadu,Theni,2024,8936,15,490,1284151,0
Tamil Nadu,Theni,2025,3663,5,857,1387277,3
Tamil Nadu,Thiruvallur,2015,3234,43,734,1414477,1
Tamil Nadu,Thiruvallur,2016,7921,42,1058,1501097,1
Tamil Nadu,Thiruvallur,2017,8689,14,307,1102900,1
Tamil Nadu,Thiruvallur,2018,6851,26,232,1262018,0
Tamil Nadu,Thiruvallur,2019,7935,32,1403,1257037,0
Tamil Nadu,Thiruvallur,2020,8732,4,758,1388769,3
Tamil Nadu,Thiruvallur,2021,8948,3,1768,1694242,3
Tamil Nadu,Thiruvallur,2022,8006,19,1614,559116,2
Tamil Nadu,Thiruvallur,2023,1313,11,1595,793684,2
Tamil Nadu,Thiruvallur,2024,2329,17,328,1563804,2
Tamil Nadu,Thiruvallur,2025,5721,13,1897,626141,3
Tamil Nadu,Thiruvarur,2015,2067,49,1683,1586403,3
Tamil Nadu,Thiruvarur,2016,3738,32,881,303214,1
Tamil Nadu,Thiruvarur,2017,3039,36,1417,1680082,3
Tamil Nadu,Thiruvarur,2018,571,25,1340,475837,2
Tamil Nadu,Thiruvarur,2019,2289,9,846,80707,3
Tamil Nadu,Thiruvarur,2020,4434,29,147,325328,3
Tamil Nadu,Thiruvarur,2021,6560,45,1959,406398,1
Tamil Nadu,Thiruvarur,2022,547,37,1945,413563,1
Tamil Nadu,Thiruvarur,2023,8184,16,331,630627,3
Tamil Nadu,Thiruvarur,2024,4360,17,101,1821025,1
Tamil Nadu,Thiruvarur,2025,1196,15,75,493895,3
Tamil Nadu,Thoothukudi,2015,271,18,1762,1137831,2
Tamil Nadu,Thoothukudi,2016,1681,40,299,170662,3
Tamil Nadu,Thoothukudi,2017,8243,15,574,841291,0
Tamil Nadu,Thoothukudi,2018,4892,28,1941,23198,1
Tamil Nadu,Thoothukudi,2019,8541,45,1601,1218120,2
Tamil Nadu,Thoothukudi,2020,4443,10,327,221914,3
Tamil Nadu,Thoothukudi,2021,2462,30,227,1121020,0
Tamil Nadu,Thoothukudi,2022,9818,46,556,1996090,2
Tamil Nadu,Thoothukudi,2023,6205,39,393,274608,3
Tamil Nadu,Thoothukudi,2024,2508,21,76,1559352,3
Tamil Nadu,Thoothukudi,2025,2256,24,1722,1253944,3
Tamil Nadu,Tiruchirappalli,2015,5584,23,135,631331,1
Tamil Nadu,Tiruchirappalli,2016,2046,45,1368,691003,3
Tamil Nadu,Tiruchirappalli,2017,6929,40,462,259728,3
Tamil Nadu,Tiruchirappalli,2018,9076,12,1872,1063450,1
Tamil Nadu,Tiruchirappalli,2019,4792,32,933,589575,3
Tamil Nadu,Tiruchirappalli,2020,6895,43,1423,442164,3
Tamil Nadu,Tiruchirappalli,2021,3112,20,1032,162308,3
Tamil Nadu,Tiruchirappalli,2022,9920,6,1336,1321444,0
Tamil Nadu,Tiruchirappalli,2023,7075,50,2000,1109824,2
Tamil Nadu,Tiruchirappalli,2024,1200,49,224,1623285,0
Tamil Nadu,Tiruchirappalli,2025,4575,13,202,369557,3
Tamil Nadu,Tirunelveli,2015,5328,40,1257,841329,0
Tamil Nadu,Tirunelveli,2016,9780,3,876,473732,3
Tamil Nadu,Tirunelveli,2017,4188,20,141,1932000,1
Tamil Nadu,Tirunelveli,2018,8281,31,103,782843,0
Tamil Nadu,Tirunelveli,2019,8154,49,92,1001621,0
Tamil Nadu,Tirunelveli,2020,2164,47,737,1540237,3
Tamil Nadu,Tirunelveli,2021,8515,6,304,1951647,1
Tamil Nadu,Tirunelveli,2022,562,35,860,1901741,3
Tamil Nadu,Tirunelveli,2023,6064,46,1672,560056,2
Tamil Nadu,Tirunelveli,2024,492,13,1117,797147,1
Tamil Nadu,Tirunelveli,2025,3825,3,141,1959860,2
Tamil Nadu,Tirupathur,2015,4984,42,1015,474537,0
Tamil Nadu,Tirupathur,2016,3611,20,274,1405895,2
Tamil Nadu,Tirupathur,2017,7552,6,293,81602,2
Tamil Nadu,Tirupathur,2018,6900,30,56,682688,0
Tamil Nadu,Tirupathur,2019,864,49,849,1414743,3
Tamil Nadu,Tirupathur,2020,8205,40,1842,1904536,3
Tamil Nadu,Tirupathur,2021,551,44,928,1964399,0
Tamil Nadu,Tirupathur,2022,2728,29,680,828430,2
Tamil Nadu,Tirupathur,2023,1093,48,896,446811,0
Tamil Nadu,Tirupathur,2024,1787,34,1322,770387,0
Tamil Nadu,Tirupathur,2025,9692,5,731,841650,3
Tamil Nadu,Tiruppur,2015,3942,5,1080,1203861,0
Tamil Nadu,Tiruppur,2016,8660,17,1996,1052046,2
Tamil Nadu,Tiruppur,2017,2013,16,1624,64588,1
Tamil Nadu,Tiruppur,2018,1426,8,514,118554,3
Tamil Nadu,Tiruppur,2019,7672,45,562,1355144,1
Tamil Nadu,Tiruppur,2020,2946,26,973,24860,3
Tamil Nadu,Tiruppur,2021,1830,34,51,240123,1
Tamil Nadu,Tiruppur,2022,3893,34,332,967827,1
Tamil Nadu,Tiruppur,2023,6914,27,743,1257459,3
Tamil Nadu,Tiruppur,2024,5124,26,362,619191,1
Tamil Nadu,Tiruppur,2025,3169,46,1107,360552,0
Tamil Nadu,Tiruvannamalai,2015,8479,24,1822,750132,2
Tamil Nadu,Tiruvannamalai,2016,9967,45,1434,860407,1
Tamil Nadu,Tiruvannamalai,2017,7285,13,1466,864018,1
Tamil Nadu,Tiruvannamalai,2018,7763,34,972,1293676,0
Tamil Nadu,Tiruvannamalai,2019,6494,37,1241,1642457,1
Tamil Nadu,Tiruvannamalai,2020,9591,21,405,1601154,1
Tamil Nadu,Tiruvannamalai,2021,4128,15,86,525775,2
Tamil Nadu,Tiruvannamalai,2022,2864,1,816,276465,1
Tamil Nadu,Tiruvannamalai,2023,2747,21,1295,787271,2
Tamil Nadu,Tiruvannamalai,2024,4637,23,1895,1660246,3
Tamil Nadu,Tiruvannamalai,2025,9726,3,487,1883803,3
Tamil Nadu,Vellore,2015,2314,30,924,1677528,3
Tamil Nadu,Vellore,2016,6024,19,123,922786,3
Tamil Nadu,Vellore,2017,250,13,1514,1849359,2
Tamil Nadu,Vellore,2018,5813,24,1450,370187,3
Tamil Nadu,Vellore,2019,4236,33,416,813009,1
Tamil Nadu,Vellore,2020,3748,18,634,1990649,0
Tamil Nadu,Vellore,2021,8092,28,1615,783682,2
Tamil Nadu,Vellore,2022,6234,22,1884,394504,2
Tamil Nadu,Vellore,2023,4018,20,1965,533933,1
Tamil Nadu,Vellore,2024,1626,24,895,274516,0
Tamil Nadu,Vellore,2025,7793,45,104,702332,2
Tamil Nadu,Viluppuram,2015,7206,32,645,1200006,0
Tamil Nadu,Viluppuram,2016,4196,23,92,1397920,3
Tamil Nadu,Viluppuram,2017,8402,27,1974,669737,2
Tamil Nadu,Viluppuram,2018,811,36,757,1138836,0
Tamil Nadu,Viluppuram,2019,8531,20,419,1428448,0
Tamil Nadu,Viluppuram,2020,5596,34,704,302784,3
Tamil Nadu,Viluppuram,2021,4201,15,1042,362188,0
Tamil Nadu,Viluppuram,2022,647,23,1589,1208077,0
Tamil Nadu,Viluppuram,2023,2093,6,1149,1656437,3
Tamil Nadu,Viluppuram,2024,5806,23,1713,107641,3
Tamil Nadu,Viluppuram,2025,7877,2,238,1881859,2
Tamil Nadu,Virudhunagar,2015,6317,1,1971,376762,2
Tamil Nadu,Virudhunagar,2016,2326,25,1873,1865674,3
Tamil Nadu,Virudhunagar,2017,7927,12,827,786198,2
Tamil Nadu,Virudhunagar,2018,6218,8,1938,1638262,3
Tamil Nadu,Virudhunagar,2019,6877,6,1553,773504,2
Tamil Nadu,Virudhunagar,2020,4811,15,1274,155348,2
Tamil Nadu,Virudhunagar,2021,1567,45,1713,629517,0
Tamil Nadu,Virudhunagar,2022,5025,14,932,67042,1
Tamil Nadu,Virudhunagar,2023,7074,25,644,1996713,3
Tamil Nadu,Virudhunagar,2024,7730,30,1400,67803,2
Tamil Nadu,Virudhunagar,2025,2253,11,1266,1331722,3
Telangana,Adilabad,2015,8497,40,797,496919,3
Telangana,Adilabad,2016,6737,19,788,554172,2
Telangana,Adilabad,2017,4303,15,605,81370,0
Telangana,Adilabad,2018,6660,34,274,1760187,3
Telangana,Adilabad,2019,4693,17,687,1777397,3
Telangana,Adilabad,2020,2959,30,1051,911836,2
Telangana,Adilabad,2021,8628,25,257,1909627,2
Telangana,Adilabad,2022,1753,6,1380,1686061,2
Telangana,Adilabad,2023,5474,16,969,306662,1
Telangana,Adilabad,2024,7813,30,1905,1518518,2
Telangana,Adilabad,2025,6679,47,1338,712255,3
Telangana,Bhadradri Kothagudem,2015,1891,13,756,1858402,0
Telangana,Bhadradri Kothagudem,2016,1101,46,482,527038,3
Telangana,Bhadradri Kothagudem,2017,1302,41,1387,230613,2
Telangana,Bhadradri Kothagudem,2018,4094,29,1689,1419116,1
Telangana,Bhadradri Kothagudem,2019,1623,30,1103,863807,3
Telangana,Bhadradri Kothagudem,2020,986,37,1189,1704786,2
Telangana,Bhadradri Kothagudem,2021,4435,36,539,232105,2
Telangana,Bhadradri Kothagudem,2022,5282,44,1441,1988357,1
Telangana,Bhadradri Kothagudem,2023,220,8,1818,959032,0
Telangana,Bhadradri Kothagudem,2024,6119,5,1168,974602,2
Telangana,Bhadradri Kothagudem,2025,8423,34,325,1647133,2
Telangana,Hanamkonda,2015,3945,19,1960,1651273,0
Telangana,Hanamkonda,2016,2411,50,1822,667529,3
Telangana,Hanamkonda,2017,2500,13,461,1779735,0
Telangana,Hanamkonda,2018,7374,37,1989,319846,2
Telangana,Hanamkonda,2019,2318,1,1443,831086,1
Telangana,Hanamkonda,2020,4289,32,104,606199,0
Telangana,Hanamkonda,2021,6969,24,1304,1188212,0
Telangana,Hanamkonda,2022,5242,38,606,631071,0
Telangana,Hanamkonda,2023,5913,26,1925,1817653,2
Telangana,Hanamkonda,2024,4615,8,1313,876211,1
Telangana,Hanamkonda,2025,2108,19,935,1081861,3
Telangana,Hyderabad,2015,7716,13,839,233225,0
Telangana,Hyderabad,2016,4274,25,67,1828102,2
Telangana,Hyderabad,2017,2840,5,1896,308465,2
Telangana,Hyderabad,2018,5784,24,1061,1525412,2
Telangana,Hyderabad,2019,9785,37,1441,885078,1
Telangana,Hyderabad,2020,5461,17,173,623477,1
Telangana,Hyderabad,2021,7151,24,398,1280646,3
Telangana,Hyderabad,2022,4194,16,222,79425,1
Telangana,Hyderabad,2023,1335,8,1356,746317,1
Telangana,Hyderabad,2024,1039,42,1378,1553533,3
Telangana,Hyderabad,2025,1509,46,1255,1508685,0
Telangana,Jagtial,2015,3846,3,995,209274,1
Telangana,Jagtial,2016,1643,13,859,920770,3
Telangana,Jagtial,2017,2433,7,142,1448773,1
Telangana,Jagtial,2018,1907,31,446,1798048,1
Telangana,Jagtial,2019,2132,28,1538,913371,0
Telangana,Jagtial,2020,4431,29,411,1705593,1
Telangana,Jagtial,2021,673,31,1867,1272419,0
Telangana,Jagtial,2022,8687,43,1546,1414737,1
Telangana,Jagtial,2023,2499,16,345,1069424,0
Telangana,Jagtial,2024,9888,27,1069,96031,3
Telangana,Jagtial,2025,9925,1,1713,492768,2
Telangana,Jangaon,2015,2845,34,524,104639,1
Telangana,Jangaon,2016,4307,31,1045,1592509,3
Telangana,Jangaon,2017,4972,43,1195,1714206,2
Telangana,Jangaon,2018,9022,43,365,1826941,1
Telangana,Jangaon,2019,3733,8,1333,735283,2
Telangana,Jangaon,2020,486,34,1456,1210598,3
Telangana,Jangaon,2021,465,26,1538,1773876,0
Telangana,Jangaon,2022,5270,39,1033,978390,3
Telangana,Jangaon,2023,2477,26,1056,1819936,2
Telangana,Jangaon,2024,4593,33,1132,833140,1
Telangana,Jangaon,2025,8969,8,1628,1846878,2
Telangana,Jayashankar Bhupalpally,2015,3203,47,1949,482705,3
Telangana,Jayashankar Bhupalpally,2016,9722,9,405,489545,0
Telangana,Jayashankar Bhupalpally,2017,3812,21,419,276078,2
Telangana,Jayashankar Bhupalpally,2018,954,15,1608,1243623,2
Telangana,Jayashankar Bhupalpally,2019,4319,46,112,813851,0
Telangana,Jayashankar Bhupalpally,2020,9218,46,1778,296238,1
Telangana,Jayashankar Bhupalpally,2021,7213,20,1307,700113,2
Telangana,Jayashankar Bhupalpally,2022,9659,25,1877,1317178,0
Telangana,Jayashankar Bhupalpally,2023,8066,16,83,1244891,3
Telangana,Jayashankar Bhupalpally,2024,1075,25,659,907288,2
Telangana,Jayashankar Bhupalpally,2025,371,23,882,1206222,2
Telangana,Jogulamba Gadwal,2015,5560,33,57,1732935,3
Telangana,Jogulamba Gadwal,2016,978,11,241,894177,1
Telangana,Jogulamba Gadwal,2017,3553,14,828,1157223,3
Telangana,Jogulamba Gadwal,2018,1035,8,717,880627,2
Telangana,Jogulamba Gadwal,2019,1204,48,121,1855169,2
Telangana,Jogulamba Gadwal,2020,5527,3,97,494266,3
Telangana,Jogulamba Gadwal,2021,6690,47,1809,1225441,2
Telangana,Jogulamba Gadwal,2022,6864,49,1960,646349,3
Telangana,Jogulamba Gadwal,2023,8241,44,1539,100347,0
Telangana,Jogulamba Gadwal,2024,823,5,1006,702531,0
Telangana,Jogulamba Gadwal,2025,4527,15,1525,887530,0
Telangana,Kamareddy,2015,9350,7,981,1313375,1
Telangana,Kamareddy,2016,2994,11,1453,922954,0
Telangana,Kamareddy,2017,8259,39,667,1700310,2
Telangana,Kamareddy,2018,5595,22,119,1011744,2
Telangana,Kamareddy,2019,1486,41,105,1671716,2
Telangana,Kamareddy,2020,8516,40,1072,505383,0
Telangana,Kamareddy,2021,4069,10,1240,634264,2
Telangana,Kamareddy,2022,2889,18,1878,1100072,1
Telangana,Kamareddy,2023,7881,48,1546,1429533,1
Telangana,Kamareddy,2024,2785,48,1799,353816,1
Telangana,Kamareddy,2025,8541,36,1731,987382,2
Telangana,Karimnagar,2015,3568,4,839,402227,0
Telangana,Karimnagar,2016,2806,13,760,1336610,0
Telangana,Karimnagar,2017,9170,27,209,1993146,3
Telangana,Karimnagar,2018,9775,11,1491,799864,3
Telangana,Karimnagar,2019,4298,42,1450,280937,0
Telangana,Karimnagar,2020,8656,19,1233,522145,3
Telangana,Karimnagar,2021,1571,13,977,1193813,2
Telangana,Karimnagar,2022,5999,11,847,940759,1
Telangana,Karimnagar,2023,1258,30,1916,982794,1
Telangana,Karimnagar,2024,3227,41,60,1497668,2
Telangana,Karimnagar,2025,8242,20,129,1832108,0
Telangana,Khammam,2015,2034,31,1088,433187,1
Telangana,Khammam,2016,4013,13,1973,921109,1
Telangana,Khammam,2017,7684,42,787,535292,2
Telangana,Khammam,2018,7305,34,1599,1469366,0
Telangana,Khammam,2019,632,11,1095,1212193,3
Telangana,Khammam,2020,7589,23,723,1795715,0
Telangana,Khammam,2021,8548,45,1295,473438,1
Telangana,Khammam,2022,8721,37,111,776022,3
Telangana,Khammam,2023,9380,13,1455,273179,0
Telangana,Khammam,2024,7365,3,707,111198,3
Telangana,Khammam,2025,3359,20,1103,412295,0
Telangana,Komaram Bheem Asifabad,2015,9645,2,778,281138,0
Telangana,Komaram Bheem Asifabad,2016,3358,28,1821,831496,2
Telangana,Komaram Bheem Asifabad,2017,8884,5,395,477775,2
Telangana,Komaram Bheem Asifabad,2018,6907,20,1800,1508812,3
Telangana,Komaram Bheem Asifabad,2019,6977,15,1832,1771277,3
Telangana,Komaram Bheem Asifabad,2020,3845,17,121,542987,3
Telangana,Komaram Bheem Asifabad,2021,3423,2,1481,561813,3
Telangana,Komaram Bheem Asifabad,2022,6002,41,1428,581775,2
Telangana,Komaram Bheem Asifabad,2023,4110,34,395,769086,0
Telangana,Komaram Bheem Asifabad,2024,5761,9,1530,179397,2
Telangana,Komaram Bheem Asifabad,2025,6643,25,989,549078,0
Telangana,Mahabubabad,2015,5126,36,1225,1956222,0
Telangana,Mahabubabad,2016,737,47,466,1172194,0
Telangana,Mahabubabad,2017,7085,11,476,505992,2
Telangana,Mahabubabad,2018,5948,33,857,691977,3
Telangana,Mahabubabad,2019,9916,39,791,575968,3
Telangana,Mahabubabad,2020,6540,36,915,43351,1
Telangana,Mahabubabad,2021,2977,26,954,1807345,1
Telangana,Mahabubabad,2022,7098,18,385,390468,3
Telangana,Mahabubabad,2023,4319,32,1371,841409,0
Telangana,Mahabubabad,2024,8105,38,533,1450406,2
Telangana,Mahabubabad,2025,9917,29,587,1764319,0
Telangana,Mahabubnagar,2015,1078,15,1015,460191,3
Telangana,Mahabubnagar,2016,8648,10,1213,669240,0
Telangana,Mahabubnagar,2017,4259,4,1534,947069,0
Telangana,Mahabubnagar,2018,9152,29,1549,21754,0
Telangana,Mahabubnagar,2019,272,27,823,1965252,2
Telangana,Mahabubnagar,2020,9660,11,1623,1302944,3
Telangana,Mahabubnagar,2021,8491,32,1662,1522178,2
Telangana,Mahabubnagar,2022,1429,34,1785,472994,3
Telangana,Mahabubnagar,2023,7190,6,477,200458,1
Telangana,Mahabubnagar,2024,1271,14,511,389854,2
Telangana,Mahabubnagar,2025,3103,17,1199,1849857,2
Telangana,Mancherial,2015,2360,6,1343,626582,3
Telangana,Mancherial,2016,9639,31,113,1781028,1
Telangana,Mancherial,2017,547,30,826,1088365,2
Telangana,Mancherial,2018,5628,20,138,502728,3
Telangana,Mancherial,2019,2762,35,1549,1001878,2
Telangana,Mancherial,2020,7851,18,758,417775,3
Telangana,Mancherial,2021,2886,19,1759,302277,1
Telangana,Mancherial,2022,2757,42,1555,147204,0
Telangana,Mancherial,2023,3057,10,937,322783,1
Telangana,Mancherial,2024,7559,35,1018,816862,0
Telangana,Mancherial,2025,2406,50,1534,1329231,2
Telangana,Medak,2015,7230,4,833,630096,1
Telangana,Medak,2016,7118,36,61,744028,0
Telangana,Medak,2017,8948,21,881,75731,1
Telangana,Medak,2018,505,5,1351,621462,3
Telangana,Medak,2019,6155,49,1113,958410,1
Telangana,Medak,2020,6586,20,1192,48167,2
Telangana,Medak,2021,6991,22,1423,1870548,3
Telangana,Medak,2022,254,1,1554,337124,3
Telangana,Medak,2023,1237,7,1907,795118,0
Telangana,Medak,2024,9513,11,386,282224,0
Telangana,Medak,2025,4163,15,1866,1167324,0
Telangana,Medchal-Malkajgiri,2015,7233,37,168,1463424,2
Telangana,Medchal-Malkajgiri,2016,7448,24,1556,1327297,3
Telangana,Medchal-Malkajgiri,2017,3322,42,1000,1611481,1
Telangana,Medchal-Malkajgiri,2018,4062,31,1473,1057216,3
Telangana,Medchal-Malkajgiri,2019,4460,49,1407,387107,2
Telangana,Medchal-Malkajgiri,2020,5289,19,682,1720859,1
Telangana,Medchal-Malkajgiri,2021,9994,31,186,1826371,2
