state,district,year,power_consumption_mwh,renewable_energy_mwh,solar_installations,wind_energy_mwh,electricity_access_percent
Uttar Pradesh,Jaunpur,2021,13810,36277,14334,15723,89.54
Uttar Pradesh,Jaunpur,2022,281366,166251,15911,143755,94.96
Uttar Pradesh,Jaunpur,2023,50992,183926,5877,8355,82.74
Uttar Pradesh,Jaunpur,2024,457906,34525,17735,19645,90.02
Uttar Pradesh,Jaunpur,2025,368155,191851,19094,22656,80.24
Uttar Pradesh,Jhansi,2015,25761,151498,5202,142891,74.6
Uttar Pradesh,Jhansi,2016,44361,162886,15804,445,85.86
Uttar Pradesh,Jhansi,2017,134566,164442,13225,12342,80.22
Uttar Pradesh,Jhansi,2018,197331,161058,1916,27051,79.54
Uttar Pradesh,Jhansi,2019,157871,132086,19627,117090,98.11
Uttar Pradesh,Jhansi,2020,421242,39023,8064,116368,95.51
Uttar Pradesh,Jhansi,2021,59250,120609,6583,145899,86.25
Uttar Pradesh,Jhansi,2022,210407,149508,8729,80791,83.1
Uttar Pradesh,Jhansi,2023,401614,123277,6110,100296,72.28
Uttar Pradesh,Jhansi,2024,158899,134853,5833,146265,88.09
Uttar Pradesh,Jhansi,2025,189636,172152,18772,20167,98.56
Uttar Pradesh,Kannauj,2015,47161,177428,14080,39293,99.24
Uttar Pradesh,Kannauj,2016,422556,102401,18634,69015,79.8
Uttar Pradesh,Kannauj,2017,312789,131105,3083,84718,93.88
Uttar Pradesh,Kannauj,2018,167470,123002,5167,85035,79.94
Uttar Pradesh,Kannauj,2019,203792,171630,9233,68795,96.22
Uttar Pradesh,Kannauj,2020,336517,9593,19872,148556,78.08
Uttar Pradesh,Kannauj,2021,211946,135596,10311,140874,94.34
Uttar Pradesh,Kannauj,2022,305872,52197,7912,54955,97.25
Uttar Pradesh,Kannauj,2023,112937,104764,10898,63127,86.02
Uttar Pradesh,Kannauj,2024,273999,122808,5038,22812,94.15
Uttar Pradesh,Kannauj,2025,164153,145976,13851,107481,80.05
Uttar Pradesh,Kanpur Dehat,2015,21318,84622,2570,36710,99.78
Uttar Pradesh,Kanpur Dehat,2016,88805,84718,687,72914,98.21
Uttar Pradesh,Kanpur Dehat,2017,220641,167547,6793,50277,79.37
Uttar Pradesh,Kanpur Dehat,2018,224348,25881,12525,80407,95.12
Uttar Pradesh,Kanpur Dehat,2019,492911,53157,6956,6171,80.7
Uttar Pradesh,Kanpur Dehat,2020,153129,26048,59,63152,82.8
Uttar Pradesh,Kanpur Dehat,2021,302649,192296,11382,56775,72.32
Uttar Pradesh,Kanpur Dehat,2022,373584,44674,11040,87321,80.0
Uttar Pradesh,Kanpur Dehat,2023,493254,31375,7080,59028,90.05
Uttar Pradesh,Kanpur Dehat,2024,445857,173220,6248,67107,75.64
Uttar Pradesh,Kanpur Dehat,2025,313175,190092,9715,147078,76.39
Uttar Pradesh,Kanpur Nagar,2015,147042,114746,15548,110289,75.75
Uttar Pradesh,Kanpur Nagar,2016,142646,52893,52,85760,94.77
Uttar Pradesh,Kanpur Nagar,2017,463741,64259,1524,124375,71.06
Uttar Pradesh,Kanpur Nagar,2018,389872,136102,3546,57780,72.59
Uttar Pradesh,Kanpur Nagar,2019,230811,128584,2415,71945,92.05
Uttar Pradesh,Kanpur Nagar,2020,62868,94125,7235,4692,96.01
Uttar Pradesh,Kanpur Nagar,2021,197354,50524,12116,37706,90.53
Uttar Pradesh,Kanpur Nagar,2022,213712,35796,11252,38212,97.21
Uttar Pradesh,Kanpur Nagar,2023,217137,188061,2002,84977,76.06
Uttar Pradesh,Kanpur Nagar,2024,239813,46927,18852,51332,76.6
Uttar Pradesh,Kanpur Nagar,2025,455196,184386,16508,115992,96.01
Uttar Pradesh,Kasganj,2015,173037,108819,9567,34052,96.9
Uttar Pradesh,Kasganj,2016,408802,88906,11025,95511,70.55
Uttar Pradesh,Kasganj,2017,61333,37992,19070,98462,90.94
Uttar Pradesh,Kasganj,2018,123979,43520,6165,51953,74.61
Uttar Pradesh,Kasganj,2019,154751,103661,2746,54021,90.63
Uttar Pradesh,Kasganj,2020,312007,130313,10271,62005,77.64
Uttar Pradesh,Kasganj,2021,133647,117908,2150,123705,72.72
Uttar Pradesh,Kasganj,2022,70800,199825,10578,143659,99.69
Uttar Pradesh,Kasganj,2023,370300,38369,19863,138579,88.34
Uttar Pradesh,Kasganj,2024,349557,182992,17755,66244,80.28
Uttar Pradesh,Kasganj,2025,326421,142625,15028,141256,73.23
Uttar Pradesh,Kaushambi,2015,291011,16490,11733,45639,88.6
Uttar Pradesh,Kaushambi,2016,362063,170398,14910,31605,74.78
Uttar Pradesh,Kaushambi,2017,150410,148693,4254,58776,88.09
Uttar Pradesh,Kaushambi,2018,162223,28612,19472,31354,93.57
Uttar Pradesh,Kaushambi,2019,227996,1549,13961,76444,91.83
Uttar Pradesh,Kaushambi,2020,415970,185085,12321,116784,72.63
Uttar Pradesh,Kaushambi,2021,105782,135675,14675,97226,71.9
Uttar Pradesh,Kaushambi,2022,309547,195530,17096,106377,84.71
Uttar Pradesh,Kaushambi,2023,483069,63477,8508,71950,79.01
Uttar Pradesh,Kaushambi,2024,39050,163652,3961,20007,95.33
Uttar Pradesh,Kaushambi,2025,75566,87209,7919,129065,85.75
Uttar Pradesh,Kushinagar,2015,65041,82040,12264,109176,76.85
Uttar Pradesh,Kushinagar,2016,364055,64582,15372,35038,96.23
Uttar Pradesh,Kushinagar,2017,343662,190552,16682,140454,98.65
Uttar Pradesh,Kushinagar,2018,325816,121216,10988,5153,81.64
Uttar Pradesh,Kushinagar,2019,490659,51838,2854,98976,83.12
Uttar Pradesh,Kushinagar,2020,39789,179302,1937,7226,97.11
Uttar Pradesh,Kushinagar,2021,56590,117367,5975,84498,79.25
Uttar Pradesh,Kushinagar,2022,384718,31037,8697,124367,71.68
Uttar Pradesh,Kushinagar,2023,94806,80290,4639,113679,95.86
Uttar Pradesh,Kushinagar,2024,101191,67014,19765,56688,73.09
Uttar Pradesh,Kushinagar,2025,98193,51276,8639,56831,76.05
Uttar Pradesh,Lakhimpur Kheri,2015,369595,166203,2838,54911,93.31
Uttar Pradesh,Lakhimpur Kheri,2016,28557,29525,16692,10436,75.13
Uttar Pradesh,Lakhimpur Kheri,2017,140311,64829,19109,22890,77.84
Uttar Pradesh,Lakhimpur Kheri,2018,217428,75997,1235,43775,90.4
Uttar Pradesh,Lakhimpur Kheri,2019,112978,189055,5575,8491,82.77
Uttar Pradesh,Lakhimpur Kheri,2020,73847,183402,1540,109505,87.84
Uttar Pradesh,Lakhimpur Kheri,2021,447197,83389,2710,87459,75.47
Uttar Pradesh,Lakhimpur Kheri,2022,51879,126159,18756,122969,98.62
Uttar Pradesh,Lakhimpur Kheri,2023,494004,22770,4285,49587,94.63
Uttar Pradesh,Lakhimpur Kheri,2024,178694,65763,12135,83630,79.17
Uttar Pradesh,Lakhimpur Kheri,2025,321919,67986,4110,120852,75.48
Uttar Pradesh,Lalitpur,2015,474270,70494,3413,31944,96.18
Uttar Pradesh,Lalitpur,2016,461463,78038,13653,113192,95.5
Uttar Pradesh,Lalitpur,2017,6525,155127,4145,50135,81.45
Uttar Pradesh,Lalitpur,2018,230569,109999,10765,148679,85.33
Uttar Pradesh,Lalitpur,2019,229266,34523,9364,105943,78.94
Uttar Pradesh,Lalitpur,2020,337243,143560,11762,115156,70.99
Uttar Pradesh,Lalitpur,2021,63916,52804,7392,49883,73.63
Uttar Pradesh,Lalitpur,2022,384075,1508,16566,2397,86.71
Uttar Pradesh,Lalitpur,2023,462491,45594,15067,97844,96.3
Uttar Pradesh,Lalitpur,2024,147135,8023,2380,26937,87.4
Uttar Pradesh,Lalitpur,2025,2621,64310,15861,2725,75.05
Uttar Pradesh,Lucknow,2015,82315,124889,12397,24647,81.05
Uttar Pradesh,Lucknow,2016,60238,178164,3312,94776,79.12
Uttar Pradesh,Lucknow,2017,489473,70312,15501,138899,89.0
Uttar Pradesh,Lucknow,2018,490289,162704,6475,145032,78.15
Uttar Pradesh,Lucknow,2019,174878,24658,2591,120932,87.71
Uttar Pradesh,Lucknow,2020,375755,24641,10487,58059,96.24
Uttar Pradesh,Lucknow,2021,394137,186354,17499,116314,83.16
Uttar Pradesh,Lucknow,2022,166184,135836,18811,23278,80.42
Uttar Pradesh,Lucknow,2023,258478,48792,15437,39987,70.45
Uttar Pradesh,Lucknow,2024,51316,135624,10976,8394,99.25
Uttar Pradesh,Lucknow,2025,195896,13995,181,7067,88.32
Uttar Pradesh,Maharajganj,2015,414921,128959,2523,61904,81.04
Uttar Pradesh,Maharajganj,2016,166773,160161,4361,11353,70.74
Uttar Pradesh,Maharajganj,2017,284590,170245,19740,148402,81.73
Uttar Pradesh,Maharajganj,2018,408669,85405,117,44457,92.94
Uttar Pradesh,Maharajganj,2019,128186,144043,6708,49282,83.06
Uttar Pradesh,Maharajganj,2020,321077,34330,8549,22098,77.42
Uttar Pradesh,Maharajganj,2021,429080,41544,8347,49882,81.91
Uttar Pradesh,Maharajganj,2022,301650,69504,15917,56948,93.19
Uttar Pradesh,Maharajganj,2023,380708,87556,1621,123280,73.33
Uttar Pradesh,Maharajganj,2024,178606,159132,4902,58530,71.82
Uttar Pradesh,Maharajganj,2025,71120,28749,11329,131652,78.68
Uttar Pradesh,Mahoba,2015,471628,11933,7726,58315,99.99
Uttar Pradesh,Mahoba,2016,28531,54865,292,19102,97.83
Uttar Pradesh,Mahoba,2017,139608,73628,12405,20398,84.66
Uttar Pradesh,Mahoba,2018,84985,159961,15244,90944,85.87
Uttar Pradesh,Mahoba,2019,36536,183188,16311,81537,75.29
Uttar Pradesh,Mahoba,2020,401519,70185,10720,4799,93.0
Uttar Pradesh,Mahoba,2021,311733,98668,9860,23210,95.84
Uttar Pradesh,Mahoba,2022,412128,17633,18762,102624,71.55
Uttar Pradesh,Mahoba,2023,97835,96456,19169,30072,79.56
Uttar Pradesh,Mahoba,2024,296164,21279,5086,136457,92.65
Uttar Pradesh,Mahoba,2025,157314,189793,4678,15914,82.04
Uttar Pradesh,Mainpuri,2015,208662,17705,7826,98549,72.86
Uttar Pradesh,Mainpuri,2016,480903,42887,8458,128321,97.37
Uttar Pradesh,Mainpuri,2017,345089,58610,19492,142032,84.38
Uttar Pradesh,Mainpuri,2018,223412,86402,16962,18771,83.81
Uttar Pradesh,Mainpuri,2019,434570,89674,1963,105817,89.08
Uttar Pradesh,Mainpuri,2020,495874,73563,19872,25642,79.26
Uttar Pradesh,Mainpuri,2021,280409,109638,9178,64769,84.78
Uttar Pradesh,Mainpuri,2022,145981,172957,17537,68330,70.38
Uttar Pradesh,Mainpuri,2023,264273,51285,17261,68962,82.95
Uttar Pradesh,Mainpuri,2024,291881,21046,14775,132701,78.03
Uttar Pradesh,Mainpuri,2025,405444,21220,1753,125514,86.02
Uttar Pradesh,Mathura,2015,349534,85545,13074,4043,99.74
Uttar Pradesh,Mathura,2016,358182,194676,7731,95237,81.08
Uttar Pradesh,Mathura,2017,34840,133984,17219,131090,70.84
Uttar Pradesh,Mathura,2018,483183,150036,8535,26880,86.38
Uttar Pradesh,Mathura,2019,483274,4545,15696,76234,94.01
Uttar Pradesh,Mathura,2020,168222,91883,19172,143416,70.01
Uttar Pradesh,Mathura,2021,388061,176070,18621,26264,72.68
Uttar Pradesh,Mathura,2022,282938,125972,17583,21974,91.44
Uttar Pradesh,Mathura,2023,175078,172222,11451,6179,70.28
Uttar Pradesh,Mathura,2024,241557,72082,1314,147188,74.47
Uttar Pradesh,Mathura,2025,19856,125467,5031,102308,85.14
Uttar Pradesh,Mau,2015,473380,295,19803,29134,83.67
Uttar Pradesh,Mau,2016,117548,18100,17708,142256,94.85
Uttar Pradesh,Mau,2017,470847,38915,19448,10965,72.55
Uttar Pradesh,Mau,2018,7976,117922,11625,18329,87.58
Uttar Pradesh,Mau,2019,383351,199410,1765,96217,79.65
Uttar Pradesh,Mau,2020,270116,114635,9880,52830,78.23
Uttar Pradesh,Mau,2021,70506,26569,17039,56004,86.79
Uttar Pradesh,Mau,2022,60775,19246,11862,130674,75.52
Uttar Pradesh,Mau,2023,428397,112461,7376,109647,86.45
Uttar Pradesh,Mau,2024,214654,89713,5530,144501,88.88
Uttar Pradesh,Mau,2025,435877,180849,3082,138918,71.58
Uttar Pradesh,Meerut,2015,447674,179066,11133,26855,71.58
Uttar Pradesh,Meerut,2016,471617,150450,9937,5413,71.25
Uttar Pradesh,Meerut,2017,54476,135026,19744,70840,91.05
Uttar Pradesh,Meerut,2018,80965,84872,10354,127100,88.76
Uttar Pradesh,Meerut,2019,191976,36370,10154,51536,80.61
Uttar Pradesh,Meerut,2020,338171,35957,1568,131929,83.23
Uttar Pradesh,Meerut,2021,353986,3624,11007,8882,94.88
Uttar Pradesh,Meerut,2022,194510,122754,11587,110816,71.35
Uttar Pradesh,Meerut,2023,441515,68878,471,84763,94.02
Uttar Pradesh,Meerut,2024,207941,121371,11013,147818,95.02
Uttar Pradesh,Meerut,2025,467409,9696,2048,120526,93.35
Uttar Pradesh,Mirzapur,2015,326445,29346,7358,35648,92.01
Uttar Pradesh,Mirzapur,2016,453453,137541,12644,144522,89.7
Uttar Pradesh,Mirzapur,2017,282663,127586,19260,2148,75.1
Uttar Pradesh,Mirzapur,2018,124812,118658,15392,76402,92.15
Uttar Pradesh,Mirzapur,2019,62277,148451,6019,117789,83.11
Uttar Pradesh,Mirzapur,2020,217959,101421,5983,53647,72.08
Uttar Pradesh,Mirzapur,2021,139999,31789,12384,103780,98.62
Uttar Pradesh,Mirzapur,2022,171653,13067,8599,33012,75.32
Uttar Pradesh,Mirzapur,2023,339154,130809,10663,81659,90.73
Uttar Pradesh,Mirzapur,2024,165931,167395,11787,28194,84.62
Uttar Pradesh,Mirzapur,2025,281301,181046,14056,37086,90.3
Uttar Pradesh,Moradabad,2015,144485,6923,12132,143042,88.15
Uttar Pradesh,Moradabad,2016,120373,182983,9094,5077,73.16
Uttar Pradesh,Moradabad,2017,355574,97184,3407,122124,90.77
Uttar Pradesh,Moradabad,2018,140948,18731,3068,122905,84.28
Uttar Pradesh,Moradabad,2019,110923,83092,177,13770,94.44
Uttar Pradesh,Moradabad,2020,243857,15769,15817,56039,86.53
Uttar Pradesh,Moradabad,2021,363997,52484,6021,22738,82.5
Uttar Pradesh,Moradabad,2022,297885,68455,12136,104699,75.56
Uttar Pradesh,Moradabad,2023,129000,185142,10610,120412,90.01
Uttar Pradesh,Moradabad,2024,480125,157225,2091,35228,93.01
Uttar Pradesh,Moradabad,2025,409306,163806,14872,80426,73.59
Uttar Pradesh,Muzaffarnagar,2015,18993,162014,10952,114378,89.27
Uttar Pradesh,Muzaffarnagar,2016,71916,45153,19476,112142,72.62
Uttar Pradesh,Muzaffarnagar,2017,360653,137729,5389,94403,79.9
Uttar Pradesh,Muzaffarnagar,2018,480123,162722,14668,43846,88.68
Uttar Pradesh,Muzaffarnagar,2019,474891,41434,13879,93717,82.48
Uttar Pradesh,Muzaffarnagar,2020,414502,15853,16081,131316,97.84
Uttar Pradesh,Muzaffarnagar,2021,201553,14250,11020,98956,76.62
Uttar Pradesh,Muzaffarnagar,2022,219411,160812,2247,80742,86.93
Uttar Pradesh,Muzaffarnagar,2023,219780,28283,10698,18182,71.24
Uttar Pradesh,Muzaffarnagar,2024,72960,184457,5219,33018,84.0
Uttar Pradesh,Muzaffarnagar,2025,321691,32271,14318,2711,89.65
Uttar Pradesh,Pilibhit,2015,240483,66329,6460,117778,74.35
Uttar Pradesh,Pilibhit,2016,3092,139672,5098,117133,86.53
Uttar Pradesh,Pilibhit,2017,42174,44060,16054,94199,70.59
Uttar Pradesh,Pilibhit,2018,377544,118211,7474,138060,83.91
Uttar Pradesh,Pilibhit,2019,80181,34256,18517,93873,98.18
Uttar Pradesh,Pilibhit,2020,477172,140519,3341,61348,87.32
Uttar Pradesh,Pilibhit,2021,472389,91944,8841,21884,81.43
Uttar Pradesh,Pilibhit,2022,414633,71918,9014,34955,80.99
Uttar Pradesh,Pilibhit,2023,6796,111584,15472,12056,77.71
Uttar Pradesh,Pilibhit,2024,475857,74622,11721,111154,97.19
Uttar Pradesh,Pilibhit,2025,446303,69980,8025,84425,96.35
Uttar Pradesh,Pratapgarh,2015,238130,192420,18421,112463,94.37
Uttar Pradesh,Pratapgarh,2016,403183,162825,17407,71794,81.2
Uttar Pradesh,Pratapgarh,2017,110552,11875,18575,47916,73.93
Uttar Pradesh,Pratapgarh,2018,232844,41541,11030,99249,78.67
Uttar Pradesh,Pratapgarh,2019,189928,124230,15493,102968,85.01
Uttar Pradesh,Pratapgarh,2020,17414,22019,556,88994,88.88
Uttar Pradesh,Pratapgarh,2021,331949,99132,4428,115924,71.68
Uttar Pradesh,Pratapgarh,2022,80663,175185,6099,132361,80.33
Uttar Pradesh,Pratapgarh,2023,282465,183925,18177,19302,75.38
Uttar Pradesh,Pratapgarh,2024,36600,19522,8952,148127,72.99
Uttar Pradesh,Pratapgarh,2025,47141,40881,6802,89175,82.57
Uttar Pradesh,Prayagraj,2015,281861,63253,15285,100893,80.86
Uttar Pradesh,Prayagraj,2016,177210,93833,1608,3288,80.25
Uttar Pradesh,Prayagraj,2017,323509,67616,9722,44413,92.69
Uttar Pradesh,Prayagraj,2018,468762,16741,8126,111039,83.65
Uttar Pradesh,Prayagraj,2019,60871,159745,4845,24289,82.34
Uttar Pradesh,Prayagraj,2020,148352,191000,19601,145120,96.64
Uttar Pradesh,Prayagraj,2021,98207,100951,18755,44668,86.8
Uttar Pradesh,Prayagraj,2022,224007,139861,9362,28719,89.03
Uttar Pradesh,Prayagraj,2023,365603,166893,13544,6915,80.42
Uttar Pradesh,Prayagraj,2024,149606,114864,15344,111595,85.13
Uttar Pradesh,Prayagraj,2025,192342,101867,15544,131199,79.87
Uttar Pradesh,Rae Bareli,2015,400965,100053,213,111595,93.17
Uttar Pradesh,Rae Bareli,2016,61791,93571,17618,34138,91.69
Uttar Pradesh,Rae Bareli,2017,327706,52189,169,56088,80.53
Uttar Pradesh,Rae Bareli,2018,162584,74132,6114,103160,99.34
Uttar Pradesh,Rae Bareli,2019,490693,165882,3684,10434,89.74
Uttar Pradesh,Rae Bareli,2020,484931,160168,14183,88589,93.03
Uttar Pradesh,Rae Bareli,2021,231186,84081,5007,53164,81.07
Uttar Pradesh,Rae Bareli,2022,216575,15527,4840,101764,87.47
Uttar Pradesh,Rae Bareli,2023,337463,117134,2476,129112,72.69
Uttar Pradesh,Rae Bareli,2024,325036,93134,3631,141231,77.16
Uttar Pradesh,Rae Bareli,2025,482366,55076,4655,34298,85.81
Uttar Pradesh,Rampur,2015,28367,35256,19124,9230,73.29
Uttar Pradesh,Rampur,2016,324592,63657,11677,13090,84.69
Uttar Pradesh,Rampur,2017,183741,70804,2726,88552,72.03
Uttar Pradesh,Rampur,2018,136539,109155,8044,131381,88.77
Uttar Pradesh,Rampur,2019,165329,195791,9299,96366,77.46
Uttar Pradesh,Rampur,2020,23828,120087,5972,117196,95.18
Uttar Pradesh,Rampur,2021,251861,149153,5294,70094,97.91
Uttar Pradesh,Rampur,2022,450462,168416,2224,31890,79.52
Uttar Pradesh,Rampur,2023,440939,3802,6243,17657,74.76
Uttar Pradesh,Rampur,2024,313846,35640,17543,83710,75.27
Uttar Pradesh,Rampur,2025,26079,26989,13518,80039,93.85
Uttar Pradesh,Saharanpur,2015,459070,45538,9367,132500,82.43
Uttar Pradesh,Saharanpur,2016,13253,164643,17775,13798,77.57
Uttar Pradesh,Saharanpur,2017,282156,71629,4875,17022,97.49
Uttar Pradesh,Saharanpur,2018,436039,41339,15293,139531,91.32
Uttar Pradesh,Saharanpur,2019,221077,157198,523,100121,89.54
Uttar Pradesh,Saharanpur,2020,463088,170446,8169,11300,81.74
Uttar Pradesh,Saharanpur,2021,265741,183619,7726,102271,79.91
Uttar Pradesh,Saharanpur,2022,53567,55993,11637,20624,97.2
Uttar Pradesh,Saharanpur,2023,444394,18103,15924,39655,72.93
Uttar Pradesh,Saharanpur,2024,132733,94214,3668,28642,88.95
Uttar Pradesh,Saharanpur,2025,490413,156197,413,23732,85.77
Uttar Pradesh,Sambhal,2015,349250,111183,11854,62505,80.25
Uttar Pradesh,Sambhal,2016,5261,165266,12599,115931,73.85
Uttar Pradesh,Sambhal,2017,286594,55108,16969,86444,75.03
Uttar Pradesh,Sambhal,2018,467280,67559,17486,81187,73.17
Uttar Pradesh,Sambhal,2019,339672,184024,3655,40696,99.75
Uttar Pradesh,Sambhal,2020,382494,31259,14858,15622,87.96
Uttar Pradesh,Sambhal,2021,290187,198106,8815,134197,75.94
Uttar Pradesh,Sambhal,2022,40418,82896,18547,22818,90.79
Uttar Pradesh,Sambhal,2023,34330,193119,2480,88102,86.1
Uttar Pradesh,Sambhal,2024,196076,34115,19895,143994,96.55
Uttar Pradesh,Sambhal,2025,378851,10492,11154,120959,93.83
Uttar Pradesh,Sant Kabir Nagar,2015,424491,198812,8044,56764,84.02
Uttar Pradesh,Sant Kabir Nagar,2016,12967,89833,11779,78902,72.14
Uttar Pradesh,Sant Kabir Nagar,2017,17565,141006,6182,74368,94.96
Uttar Pradesh,Sant Kabir Nagar,2018,376948,27973,3415,81493,82.21
Uttar Pradesh,Sant Kabir Nagar,2019,343452,96045,13218,92343,83.9
Uttar Pradesh,Sant Kabir Nagar,2020,313345,19014,18417,68240,81.96
Uttar Pradesh,Sant Kabir Nagar,2021,369490,89024,6942,81517,83.04
Uttar Pradesh,Sant Kabir Nagar,2022,132585,67557,10736,80587,92.84
Uttar Pradesh,Sant Kabir Nagar,2023,225719,57568,10164,83255,93.2
Uttar Pradesh,Sant Kabir Nagar,2024,147635,36120,16288,74053,85.21
Uttar Pradesh,Sant Kabir Nagar,2025,19129,27330,17647,49981,72.84
Uttar Pradesh,Shahjahanpur,2015,164672,68698,3325,87558,77.89
Uttar Pradesh,Shahjahanpur,2016,301570,22107,7667,118636,84.05
Uttar Pradesh,Shahjahanpur,2017,190231,69001,12242,66255,71.45
Uttar Pradesh,Shahjahanpur,2018,473281,132038,10385,21679,85.42
Uttar Pradesh,Shahjahanpur,2019,110366,193668,18673,116826,70.26
Uttar Pradesh,Shahjahanpur,2020,257814,183027,3274,87328,75.36
Uttar Pradesh,Shahjahanpur,2021,404647,145197,17370,128958,73.68
Uttar Pradesh,Shahjahanpur,2022,74454,26648,885,28368,88.1
Uttar Pradesh,Shahjahanpur,2023,10361,124619,10796,17826,73.19
Uttar Pradesh,Shahjahanpur,2024,340190,1957,14627,12018,91.92
Uttar Pradesh,Shahjahanpur,2025,73852,178289,3887,98768,74.46
Uttar Pradesh,Shamli,2015,472609,37551,2116,39542,72.06
Uttar Pradesh,Shamli,2016,10882,1345,6473,60402,77.54
Uttar Pradesh,Shamli,2017,430850,132658,16507,24657,72.13
Uttar Pradesh,Shamli,2018,183410,175167,4422,109819,74.9
Uttar Pradesh,Shamli,2019,39503,175684,19708,137074,90.63
Uttar Pradesh,Shamli,2020,167254,152308,6198,45231,73.81
Uttar Pradesh,Shamli,2021,39299,157470,18066,124340,91.37
Uttar Pradesh,Shamli,2022,279727,102259,8281,19980,91.54
Uttar Pradesh,Shamli,2023,450604,62587,17323,17011,79.14
Uttar Pradesh,Shamli,2024,433699,195193,1587,26462,88.13
Uttar Pradesh,Shamli,2025,282685,3422,19057,76777,94.73
Uttar Pradesh,Shravasti,2015,418239,175274,1278,71110,75.13
Uttar Pradesh,Shravasti,2016,464817,107619,17861,56487,72.61
Uttar Pradesh,Shravasti,2017,462278,29416,2564,74498,88.46
Uttar Pradesh,Shravasti,2018,456563,4874,5327,29733,97.96
Uttar Pradesh,Shravasti,2019,23116,27859,18181,68322,76.79
Uttar Pradesh,Shravasti,2020,171084,171043,5187,38043,83.04
Uttar Pradesh,Shravasti,2021,335799,17868,10114,149919,75.59
Uttar Pradesh,Shravasti,2022,17292,68515,10902,130417,75.14
Uttar Pradesh,Shravasti,2023,216666,79640,13200,114645,87.46
Uttar Pradesh,Shravasti,2024,279900,26129,3281,116450,88.87
Uttar Pradesh,Shravasti,2025,222515,165523,19236,109336,96.35
Uttar Pradesh,Siddharthnagar,2015,73204,46937,14463,140012,80.1
Uttar Pradesh,Siddharthnagar,2016,251945,52803,12133,82361,96.51
Uttar Pradesh,Siddharthnagar,2017,2708,125462,18500,148397,87.27
Uttar Pradesh,Siddharthnagar,2018,78585,177359,17654,93079,95.98
Uttar Pradesh,Siddharthnagar,2019,198410,177705,14438,44713,75.37
Uttar Pradesh,Siddharthnagar,2020,420124,1500,5465,10457,79.2
Uttar Pradesh,Siddharthnagar,2021,15178,198976,16389,121247,72.24
Uttar Pradesh,Siddharthnagar,2022,398031,84924,19095,96257,98.65
Uttar Pradesh,Siddharthnagar,2023,315633,117212,2917,75120,92.75
Uttar Pradesh,Siddharthnagar,2024,406449,23376,17249,34210,93.09
Uttar Pradesh,Siddharthnagar,2025,93577,106478,10062,107174,98.59
Uttar Pradesh,Sitapur,2015,236636,144171,17888,91701,98.05
Uttar Pradesh,Sitapur,2016,27003,137026,1512,46575,72.86
Uttar Pradesh,Sitapur,2017,163271,85373,5455,127724,70.64
Uttar Pradesh,Sitapur,2018,190352,175818,4123,37756,79.58
Uttar Pradesh,Sitapur,2019,212403,195153,16209,138947,98.49
Uttar Pradesh,Sitapur,2020,316494,69221,2954,35033,96.41
Uttar Pradesh,Sitapur,2021,284773,161253,3342,51683,70.93
Uttar Pradesh,Sitapur,2022,170535,52319,16645,99204,98.47
Uttar Pradesh,Sitapur,2023,377913,179603,19204,54094,85.48
Uttar Pradesh,Sitapur,2024,214514,177576,7315,8333,72.29
Uttar Pradesh,Sitapur,2025,139040,77182,9528,18548,74.76
Uttar Pradesh,Sonbhadra,2015,398478,39676,5783,54173,95.28
Uttar Pradesh,Sonbhadra,2016,492396,138914,15270,69249,83.23
Uttar Pradesh,Sonbhadra,2017,388728,7460,7867,48325,81.47
Uttar Pradesh,Sonbhadra,2018,499923,61757,11893,2357,98.17
Uttar Pradesh,Sonbhadra,2019,84340,96122,2427,116317,82.28
Uttar Pradesh,Sonbhadra,2020,333857,198530,2271,17804,86.45
Uttar Pradesh,Sonbhadra,2021,84137,143497,8086,103193,99.7
Uttar Pradesh,Sonbhadra,2022,482915,113615,15038,56242,96.37
Uttar Pradesh,Sonbhadra,2023,268950,69181,12940,8639,70.95
Uttar Pradesh,Sonbhadra,2024,370641,46703,17494,73603,99.9
Uttar Pradesh,Sonbhadra,2025,55206,63679,11407,24283,77.99
Uttar Pradesh,Sultanpur,2015,12142,113802,9481,88203,79.42
Uttar Pradesh,Sultanpur,2016,83596,47466,296,4448,70.52
Uttar Pradesh,Sultanpur,2017,471985,154592,15169,5420,70.7
Uttar Pradesh,Sultanpur,2018,10767,94580,18088,52623,70.45
Uttar Pradesh,Sultanpur,2019,140674,99877,9084,117120,98.94
Uttar Pradesh,Sultanpur,2020,37012,105717,4746,93952,95.48
Uttar Pradesh,Sultanpur,2021,63549,195066,18518,126219,97.1
Uttar Pradesh,Sultanpur,2022,342053,99075,11548,64116,72.01
Uttar Pradesh,Sultanpur,2023,124550,134125,7224,97812,84.83
Uttar Pradesh,Sultanpur,2024,275462,82929,10478,49803,97.41
Uttar Pradesh,Sultanpur,2025,333660,99301,13630,12154,78.51
Uttar Pradesh,Unnao,2015,72790,17457,19918,59933,92.81
Uttar Pradesh,Unnao,2016,273373,177671,8023,28078,83.49
Uttar Pradesh,Unnao,2017,347823,80741,15988,102521,95.25
Uttar Pradesh,Unnao,2018,357576,55588,1324,307,95.57
Uttar Pradesh,Unnao,2019,405922,59641,2221,138626,79.96
Uttar Pradesh,Unnao,2020,247600,108869,13172,26110,73.2
Uttar Pradesh,Unnao,2021,86946,86428,6505,136975,78.29
